"time","der_p","der_T"
0,0,0
0.01,0,0
0.02,0,0
0.03,0,0
0.04,0,0
0.05,0,0
0.06,0,0
0.07,0,0
0.08,0,0
0.09,0,0
0.1,0,0
0.11,0,0
0.12,0,0
0.13,0,0
0.14,0,0
0.15,0,0
0.16,0,0
0.17,0,0
0.18,0,0
0.19,0,0
0.2,0,0
0.21,0,0
0.22,0,0
0.23,0,0
0.24,0,0
0.25,0,0
0.26,0,0
0.27,0,0
0.28,0,0
0.29,0,0
0.3,-1.0231815394945e-12,-1.2212453270877e-14
0.31,-38.454890974139,-0.55048840030531
0.32,-61.428153367427,-1.0558753276638
0.33,-69.859865710437,-1.5173402246416
0.34,-64.690075285824,-1.9360620114958
0.35,-46.858798146237,-2.3132190864573
0.36,-17.306019132714,-2.6499893260121
0.37,23.028308107331,-2.9475500851837
0.38,73.204261101784,-3.2070781978152
0.39,132.28194853583,-3.4297499768496
0.4,199.32151023388,-3.6167412146124
0.41,273.38311714122,-3.7692271830919
0.42,353.52697130645,-3.8883826342208
0.43,438.81330586275,-3.9753818001564
0.44,528.3023850101,-4.0313983935613
0.45,621.05450399728,-4.0576056078856
0.46,716.1299891039,-4.0551761176439
0.47,812.58919762212,-4.025282078698
0.48,909.4925178386,-3.9690951285368
0.49,1005.900369017,-3.8877863865542
0.5,1100.8732013793,-3.7825264543297
0.51,1193.4714960882,-3.6544854159088
0.52,1282.755765229,-3.5048328380804
0.53,1367.7865517918,-3.3347377706576
0.54,1447.6244296533,-3.1453687467544
0.55,1521.3300035592,-2.937893783067
0.56,1587.9639091059,-2.7134803801507
0.57,1646.5868127226,-2.473295522698
0.58,1696.259411654,-2.2185056798178
0.59,1736.0424339414,-1.9502768053121
0.6,1764.9966384057,-1.6697743379559
0.61,1782.1828146289,-1.3781632017724
0.62,1786.661782937,-1.0766078063123
0.63,1777.494394381,-0.76627204692982
0.64,1753.7415307202,-0.44831930506101
0.65,1714.4641044038,-0.12391244849935
0.66,1658.7230585529,0.20578616832635
0.67,1585.5793669434,0.53961470407586
0.68,1494.0940339873,0.87641183022108
0.69,1383.3280947159,1.2150167307697
0.7,1252.3426147611,1.5542691019893
0.71,1252.3262205264,1.5539947521238
0.72,1252.3098310476,1.5537204761316
0.73,1252.2934463228,1.5534462739859
0.74,1252.2770663505,1.5531721456602
0.75,1252.2606911288,1.5528980911279
0.76,1252.2443206559,1.5526241103623
0.77,1252.2279549302,1.552350203337
0.78,1252.21159395,1.5520763700252
0.79,1252.1952377133,1.5518026104006
0.8,1252.1788862186,1.5515289244365
0.81,1252.1625394641,1.5512553121064
0.82,1252.1461974481,1.5509817733838
0.83,1252.1298601688,1.5507083082422
0.84,1252.1135276245,1.550434916655
0.85,1252.0971998134,1.5501615985959
0.86,1252.0808767338,1.5498883540383
0.87,1252.064558384,1.5496151829557
0.88,1252.0482447623,1.5493420853218
0.89,1252.0319358669,1.54906906111
0.9,1252.0156316961,1.548796110294
0.91,1251.9993322482,1.5485232328474
0.92,1251.9830375213,1.5482504287436
0.93,1251.9667475139,1.5479776979565
0.94,1251.9504622242,1.5477050404595
0.95,1251.9341816504,1.5474324562263
0.96,1251.9179057909,1.5471599452305
0.97,1251.9016346438,1.5468875074459
0.98,1251.8853682075,1.546615142846
0.99,1251.8691064803,1.5463428514045
1,1251.8528494604,1.5460706330953
