"time","accelPedal","k15","prnd","nAtIn","nAtOut","qtronic.silver.real_time"
     25.76,         0,      1,          3,    2552.0291, 3692.9362,         0
     25.77,         0,      1,          3,    2551.7342, 3692.5095,         0
     25.78,         0,      1,          3,    2551.4394, 3692.0829,         0
     25.79,         0,      1,          3,    2551.1447, 3691.6564,         0
      25.8,         0,      1,          3,      2550.85,   3691.23,         0
     25.81,         0,      1,          3,    2550.5553, 3690.8036,         0
     25.82,         0,      1,          3,    2550.2607, 3690.3773,         0
     25.83,         0,      1,          3,    2549.9661,  3689.951,         0
     25.84,         0,      1,          3,    2549.6716, 3689.5248,         0
     25.85,         0,      1,          3,    2549.3772, 3689.0987,         0
     25.86,         0,      1,          3,    2549.0827, 3688.6727,         0
     25.87,         0,      1,          3,    2548.7883, 3688.2467,         0
     25.88,         0,      1,          3,     2548.494, 3687.8207,         0
     25.89,         0,      1,          3,    2548.1997, 3687.3949,         0
      25.9,         0,      1,          3,    2547.9055, 3686.9691,         0
     25.91,         0,      1,          3,    2547.6113, 3686.5434,         0
     25.92,         0,      1,          3,    2547.3171, 3686.1177,         0
     25.93,         0,      1,          3,     2547.023, 3685.6921,         0
     25.94,         0,      1,          3,     2546.729, 3685.2666,         0
     25.95,         0,      1,          3,     2546.435, 3684.8412,         0
     25.96,         0,      1,          3,     2546.141, 3684.4158,         0
     25.97,         0,      1,          3,    2545.8471, 3683.9905,         0
     25.98,         0,      1,          3,    2545.5532, 3683.5652,         0
     25.99,         0,      1,          3,    2545.2594,   3683.14,         0
        26,         0,      1,          3,    2544.9656, 3682.7149,         0
     26.01,         0,      1,          3,    2544.6718, 3682.2898,         0
     26.02,         0,      1,          3,    2544.3781, 3681.8648,         0
     26.03,         0,      1,          3,    2544.0845, 3681.4399,         0
     26.04,         0,      1,          3,    2543.7909, 3681.0151,         0
     26.05,         0,      1,          3,    2543.4973, 3680.5903,         0
     26.06,         0,      1,          3,    2543.2038, 3680.1655,         0
     26.07,         0,      1,          3,    2542.9104, 3679.7409,         0
     26.08,         0,      1,          3,    2542.6169, 3679.3163,         0
     26.09,         0,      1,          3,    2542.3236, 3678.8918,         0
      26.1,         0,      1,          3,    2542.0302, 3678.4673,         0
     26.11,         0,      1,          3,     2541.737, 3678.0429,         0
     26.12,         0,      1,          3,    2541.4437, 3677.6186,         0
     26.13,         0,      1,          3,    2541.1505, 3677.1943,         0
     26.14,         0,      1,          3,    2540.8574, 3676.7701,         0
     26.15,         0,      1,          3,    2540.5643,  3676.346,         0
     26.16,         0,      1,          3,    2540.2712, 3675.9219,         0
     26.17,         0,      1,          3,    2539.9782, 3675.4979,         0
     26.18,         0,      1,          3,    2539.6853,  3675.074,         0
     26.19,         0,      1,          3,    2539.3924, 3674.6501,         0
      26.2,         0,      1,          3,    2539.0995, 3674.2263,         0
     26.21,         0,      1,          3,    2538.7706, 3673.7504,         0
     26.22,         0,      1,          3,    2538.3675, 3673.1671,         0
     26.23,         0,      1,          3,    2537.9177, 3672.5162,         0
     26.24,         0,      1,          3,    2537.4693, 3671.8674,         0
     26.25,         0,      1,          3,    2537.0223, 3671.2205,         0
     26.26,         0,      1,          3,    2536.2325, 3670.0777,         0
     26.27,         0,      1,          3,    2535.2856, 3668.7074,         0
     26.28,         0,      1,          3,    2534.3355, 3667.3325,         0
     26.29,         0,      1,          3,     2533.388, 3665.9614,         0
      26.3,         0,      1,          3,    2532.0581,  3664.037,         0
     26.31,         0,      1,          3,     2530.418, 3661.6637,         0
     26.32,         0,      1,          3,    2528.6547, 3659.1121,         0
     26.33,         0,      1,          3,    2526.4857, 3655.9734,         0
     26.34,         0,      1,          3,    2524.1648, 3652.6149,         0
     26.35,         0,      1,          3,    2521.1013, 3648.1819,         0
     26.36,         0,      1,          3,    2517.7514, 3643.3343,         0
     26.37,         0,      1,          3,     2514.417, 3638.5093,         0
     26.38,         0,      1,          3,    2511.0901, 3633.6951,         0
     26.39,         0,      1,          3,    2507.5881, 3628.6275,         0
      26.4,         0,      1,          3,    2504.0744,  3623.543,         0
     26.41,         0,      1,          3,    2500.5638, 3618.4629,         0
     26.42,         0,      1,          3,    2497.0561, 3613.3871,         0
     26.43,         0,      1,          3,    2493.2728, 3607.9124,         0
     26.44,         0,      1,          3,    2489.3456, 3602.2295,         0
     26.45,         0,      1,          3,    2485.4127, 3596.5384,         0
     26.46,         0,      1,          3,    2481.4845, 3590.8541,         0
     26.47,         0,      1,          3,    2477.4496, 3585.0153,         0
     26.48,         0,      1,          3,    2473.4083, 3579.1673,         0
     26.49,         0,      1,          3,    2469.2959, 3573.2164,         0
      26.5,         0,      1,          3,    2465.1765, 3567.2554,         0
     26.51,         0,      1,          3,    2461.0594, 3561.2977,         0
     26.52,         0,      1,          3,    2456.9454, 3555.3445,         0
     26.53,         0,      1,          3,     2452.833, 3549.3937,         0
     26.54,         0,      1,          3,    2448.7217, 3543.4443,         0
     26.55,         0,      1,          3,    2444.6111,  3537.496,         0
     26.56,         0,      1,          3,    2440.5011, 3531.5487,         0
     26.57,         0,      1,          3,    2436.3918, 3525.6023,         0
     26.58,         0,      1,          3,    2432.2832, 3519.6568,         0
     26.59,         0,      1,          3,    2428.1751, 3513.7122,         0
      26.6,         0,      1,          3,    2424.0676, 3507.7685,         0
     26.61,         0,      1,          3,    2419.9608, 3501.8256,         0
     26.62,         0,      1,          3,    2415.8546, 3495.8837,         0
     26.63,         0,      1,          3,     2411.749, 3489.9426,         0
     26.64,         0,      1,          3,    2407.6439, 3484.0024,         0
     26.65,         0,      1,          3,    2403.5395, 3478.0631,         0
     26.66,         0,      1,          3,    2399.4357, 3472.1246,         0
     26.67,         0,      1,          3,    2395.3325, 3466.1871,         0
     26.68,         0,      1,          3,    2391.2299, 3460.2503,         0
     26.69,         0,      1,          3,    2387.1279, 3454.3145,         0
      26.7,         0,      1,          3,    2383.0265, 3448.3795,         0
     26.71,         0,      1,          3,    2378.9257, 3442.4454,         0
     26.72,         0,      1,          3,    2374.8255, 3436.5122,         0
     26.73,         0,      1,          3,    2370.7259, 3430.5798,         0
     26.74,         0,      1,          3,    2366.6269, 3424.6483,         0
     26.75,         0,      1,          3,    2362.5285, 3418.7177,         0
     26.76,         0,      1,          3,    2358.4307, 3412.7879,         0
     26.77,         0,      1,          3,    2354.3334, 3406.8589,         0
     26.78,         0,      1,          3,    2350.2368, 3400.9309,         0
     26.79,         0,      1,          3,    2346.1407, 3395.0036,         0
      26.8,         0,      1,          3,    2342.0453, 3389.0773,         0
     26.81,         0,      1,          3,    2337.9504, 3383.1517,         0
     26.82,         0,      1,          3,    2333.8561, 3377.2271,         0
     26.83,         0,      1,          3,    2329.7624, 3371.3032,         0
     26.84,         0,      1,          3,    2325.6693, 3365.3803,         0
     26.85,         0,      1,          3,    2321.5767, 3359.4581,         0
     26.86,         0,      1,          3,    2317.4848, 3353.5368,         0
     26.87,         0,      1,          3,    2313.3934, 3347.6164,         0
     26.88,         0,      1,          3,    2309.3026, 3341.6967,         0
     26.89,         0,      1,          3,    2305.2124,  3335.778,         0
      26.9,         0,      1,          3,    2301.1228,   3329.86,         0
     26.91,         0,      1,          3,    2297.0337, 3323.9429,         0
     26.92,         0,      1,          3,    2292.9452, 3318.0266,         0
     26.93,         0,      1,          3,    2288.8573, 3312.1112,         0
     26.94,         0,      1,          3,      2284.77, 3306.1966,         0
     26.95,         0,      1,          3,    2280.6832, 3300.2828,         0
     26.96,         0,      1,          3,     2276.597, 3294.3698,         0
     26.97,         0,      1,          3,    2272.5114, 3288.4577,         0
     26.98,         0,      1,          3,    2268.4264, 3282.5464,         0
     26.99,         0,      1,          3,    2264.3419, 3276.6359,         0
        27,         0,      1,          3,     2260.258, 3270.7262,         0
     27.01,         0,      1,          3,    2256.1746, 3264.8174,         0
     27.02,         0,      1,          3,    2252.0918, 3258.9093,         0
     27.03,         0,      1,          3,    2248.0096, 3253.0021,         0
     27.04,         0,      1,          3,    2243.9279, 3247.0957,         0
     27.05,         0,      1,          3,    2239.8468, 3241.1901,         0
     27.06,         0,      1,          3,    2235.7663, 3235.2853,         0
     27.07,         0,      1,          3,    2231.6863, 3229.3814,         0
     27.08,         0,      1,          3,    2227.6069, 3223.4782,         0
     27.09,         0,      1,          3,     2223.528, 3217.5758,         0
      27.1,         0,      1,          3,    2219.4497, 3211.6743,         0
     27.11,         0,      1,          3,    2215.3719, 3205.7735,         0
     27.12,         0,      1,          3,    2211.2947, 3199.8736,         0
     27.13,         0,      1,          3,    2207.2181, 3193.9744,         0
     27.14,         0,      1,          3,     2203.142, 3188.0761,         0
     27.15,         0,      1,          3,    2199.0664, 3182.1785,         0
     27.16,         0,      1,          3,    2194.9914, 3176.2817,         0
     27.17,         0,      1,          3,     2190.917, 3170.3858,         0
     27.18,         0,      1,          3,    2186.8431, 3164.4906,         0
     27.19,         0,      1,          3,    2182.7697, 3158.5962,         0
      27.2,         0,      1,          3,    2178.6969, 3152.7026,         0
     27.21,         0,      1,          3,    2174.6246, 3146.8098,         0
     27.22,         0,      1,          3,    2170.5529, 3140.9177,         0
     27.23,         0,      1,          3,    2166.4817, 3135.0265,         0
     27.24,         0,      1,          3,    2162.4111,  3129.136,         0
     27.25,         0,      1,          3,     2158.341, 3123.2463,         0
     27.26,         0,      1,          3,    2154.2714, 3117.3574,         0
     27.27,         0,      1,          3,    2150.2024, 3111.4693,         0
     27.28,         0,      1,          3,    2146.1339,  3105.582,         0
     27.29,         0,      1,          3,    2142.0659, 3099.6954,         0
      27.3,         0,      1,          3,    2137.9985, 3093.8096,         0
     27.31,         0,      1,          3,    2133.9316, 3087.9246,         0
     27.32,         0,      1,          3,    2129.8652, 3082.0403,         0
     27.33,         0,      1,          3,    2125.7994, 3076.1568,         0
     27.34,         0,      1,          3,    2121.7341, 3070.2741,         0
     27.35,         0,      1,          3,    2117.6693, 3064.3921,         0
     27.36,         0,      1,          3,    2113.6051, 3058.5109,         0
     27.37,         0,      1,          3,    2109.5414, 3052.6305,         0
     27.38,         0,      1,          3,    2105.4782, 3046.7508,         0
     27.39,         0,      1,          3,    2101.4155, 3040.8719,         0
      27.4,         0,      1,          3,    2097.3534, 3034.9937,         0
     27.41,         0,      1,          3,    2093.2917, 3029.1163,         0
     27.42,         0,      1,          3,    2089.2306, 3023.2396,         0
     27.43,         0,      1,          3,    2085.1701, 3017.3637,         0
     27.44,         0,      1,          3,      2081.11, 3011.4886,         0
     27.45,         0,      1,          3,    2077.0504, 3005.6142,         0
     27.46,         0,      1,          3,    2072.9914, 2999.7405,         0
     27.47,         0,      1,          3,    2068.9329, 2993.8676,         0
     27.48,         0,      1,          3,    2064.8749, 2987.9955,         0
     27.49,         0,      1,          3,    2060.8174,  2982.124,         0
      27.5,         0,      1,          3,    2056.7605, 2976.2534,         0
     27.51,         0,      1,          3,     2052.704, 2970.3834,         0
     27.52,         0,      1,          3,     2048.648, 2964.5142,         0
     27.53,         0,      1,          3,    2044.5926, 2958.6458,         0
     27.54,         0,      1,          3,    2040.5377,  2952.778,         0
     27.55,         0,      1,          3,    2036.4832,  2946.911,         0
     27.56,         0,      1,          3,    2032.4293, 2941.0448,         0
     27.57,         0,      1,          3,    2028.3759, 2935.1792,         0
     27.58,         0,      1,          3,    2024.3233, 2929.3148,         0
     27.59,         0,      1,          3,    2020.2713, 2923.4514,         0
      27.6,         0,      1,          3,    2016.2198, 2917.5887,         0
     27.61,         0,      1,          3,    2012.1688, 2911.7267,         0
     27.62,         0,      1,          3,    2008.1183, 2905.8653,         0
     27.63,         0,      1,          3,    2004.0682, 2900.0046,         0
     27.64,         0,      1,          3,    2000.0186, 2894.1446,         0
     27.65,         0,      1,          3,    1995.9696, 2888.2854,         0
     27.66,         0,      1,          3,     1991.921, 2882.4269,         0
     27.67,         0,      1,          3,     1987.873, 2876.5692,         0
     27.68,         0,      1,          3,    1983.8256, 2870.7123,         0
     27.69,         0,      1,          3,    1979.7787, 2864.8562,         0
      27.7,         0,      1,          3,    1975.7323, 2859.0009,         0
     27.71,         0,      1,          3,    1971.6865, 2853.1464,         0
     27.72,         0,      1,          3,    1967.6413, 2847.2926,         0
     27.73,         0,      1,          3,    1963.5965, 2841.4397,         0
     27.74,         0,      1,          3,    1959.5524, 2835.5875,         0
     27.75,         0,      1,          3,    1955.5087, 2829.7361,         0
     27.76,         0,      1,          3,    1951.4656, 2823.8856,         0
     27.77,         0,      1,          3,    1947.4231, 2818.0357,         0
     27.78,         0,      1,          3,    1943.3811, 2812.1867,         0
     27.79,         0,      1,          3,    1939.3396, 2806.3384,         0
      27.8,         0,      1,          3,    1935.2986,  2800.491,         0
     27.81,         0,      1,          3,    1931.2582, 2794.6443,         0
     27.82,         0,      1,          3,    1927.2184, 2788.7983,         0
     27.83,         0,      1,          3,     1923.179, 2782.9532,         0
     27.84,         0,      1,          3,    1919.1402, 2777.1088,         0
     27.85,         0,      1,          3,    1915.1019, 2771.2652,         0
     27.86,         0,      1,          3,    1911.0642, 2765.4223,         0
     27.87,         0,      1,          3,     1907.027, 2759.5802,         0
     27.88,         0,      1,          3,    1902.9903, 2753.7389,         0
     27.89,         0,      1,          3,    1898.9541, 2747.8983,         0
      27.9,         0,      1,          3,    1894.9185, 2742.0585,         0
     27.91,         0,      1,          3,    1890.8834, 2736.2195,         0
     27.92,         0,      1,          3,    1886.8488, 2730.3812,         0
     27.93,         0,      1,          3,    1882.8147, 2724.5437,         0
     27.94,         0,      1,          3,    1878.7812, 2718.7069,         0
     27.95,         0,      1,          3,    1874.7482, 2712.8709,         0
     27.96,         0,      1,          3,    1870.7156, 2707.0356,         0
     27.97,         0,      1,          3,    1866.6837, 2701.2011,         0
     27.98,         0,      1,          3,    1862.6522, 2695.3673,         0
     27.99,         0,      1,          3,    1858.6212, 2689.5343,         0
        28,         0,      1,          3,    1854.5908,  2683.702,         0
     28.01,         0,      1,          3,    1850.5609, 2677.8704,         0
     28.02,         0,      1,          3,    1846.5315, 2672.0397,         0
     28.03,         0,      1,          3,    1842.5026, 2666.2096,         0
     28.04,         0,      1,          3,    1838.4742, 2660.3803,         0
     28.05,         0,      1,          3,    1834.4463, 2654.5517,         0
     28.06,         0,      1,          3,    1830.4189, 2648.7239,         0
     28.07,         0,      1,          3,    1826.3921, 2642.8968,         0
     28.08,         0,      1,          3,    1822.3657, 2637.0704,         0
     28.09,         0,      1,          3,    1818.3399, 2631.2447,         0
      28.1,         0,      1,          3,    1814.3145, 2625.4198,         0
     28.11,         0,      1,          3,    1810.2897, 2619.5957,         0
     28.12,         0,      1,          3,    1806.2653, 2613.7722,         0
     28.13,         0,      1,          3,    1802.2415, 2607.9495,         0
     28.14,         0,      1,          3,    1798.2182, 2602.1275,         0
     28.15,         0,      1,          3,    1794.1953, 2596.3062,         0
     28.16,         0,      1,          3,     1790.173, 2590.4856,         0
     28.17,         0,      1,          3,    1786.1511, 2584.6658,         0
     28.18,         0,      1,          3,    1782.1298, 2578.8466,         0
     28.19,         0,      1,          3,    1778.1089, 2573.0282,         0
      28.2,         0,      1,          3,    1774.0886, 2567.2105,         0
     28.21,         0,      1,          3,    1770.0687, 2561.3936,         0
     28.22,         0,      1,          3,    1766.0493, 2555.5773,         0
     28.23,         0,      1,          3,    1762.0305, 2549.7617,         0
     28.24,         0,      1,          3,    1758.0121, 2543.9469,         0
     28.25,         0,      1,          3,    1753.9942, 2538.1327,         0
     28.26,         0,      1,          3,    1749.9768, 2532.3193,         0
     28.27,         0,      1,          3,    1745.9598, 2526.5066,         0
     28.28,         0,      1,          3,    1741.9434, 2520.6945,         0
     28.29,         0,      1,          3,    1737.9274, 2514.8832,         0
      28.3,         0,      1,          3,    1733.9119, 2509.0726,         0
     28.31,         0,      1,          3,    1729.8969, 2503.2626,         0
     28.32,         0,      1,          3,    1725.8824, 2497.4534,         0
     28.33,         0,      1,          3,    1721.8684, 2491.6449,         0
     28.34,         0,      1,          3,    1717.8548,  2485.837,         0
     28.35,         0,      1,          3,    1713.8418, 2480.0299,         0
     28.36,         0,      1,          3,    1709.8292, 2474.2234,         0
     28.37,         0,      1,          3,    1705.8171, 2468.4176,         0
     28.38,         0,      1,          3,    1701.8054, 2462.6125,         0
     28.39,         0,      1,          3,    1697.7942, 2456.8081,         0
      28.4,         0,      1,          3,    1693.7835, 2451.0044,         0
     28.41,         0,      1,          3,    1689.7733, 2445.2014,         0
     28.42,         0,      1,          3,    1685.7635,  2439.399,         0
     28.43,         0,      1,          3,    1681.7543, 2433.5973,         0
     28.44,         0,      1,          3,    1677.7454, 2427.7963,         0
     28.45,         0,      1,          3,    1673.7371,  2421.996,         0
     28.46,         0,      1,          3,    1669.7292, 2416.1964,         0
     28.47,         0,      1,          3,    1665.7218, 2410.3974,         0
     28.48,         0,      1,          3,    1661.7148, 2404.5991,         0
     28.49,         0,      1,          3,    1657.7083, 2398.8015,         0
      28.5,         0,      1,          3,    1653.7023, 2393.0045,         0
     28.51,         0,      1,          3,    1649.6968, 2387.2082,         0
     28.52,         0,      1,          3,    1645.6916, 2381.4126,         0
     28.53,         0,      1,          3,     1641.687, 2375.6177,         0
     28.54,         0,      1,          3,    1637.6828, 2369.8234,         0
     28.55,         0,      1,          3,    1633.6791, 2364.0297,         0
     28.56,         0,      1,          3,    1629.6758, 2358.2368,         0
     28.57,         0,      1,          3,     1625.673, 2352.4444,         0
     28.58,         0,      1,          3,    1621.6706, 2346.6528,         0
     28.59,         0,      1,          3,    1617.6687, 2340.8618,         0
      28.6,         0,      1,          3,    1613.6673, 2335.0714,         0
     28.61,         0,      1,          3,    1609.6663, 2329.2818,         0
     28.62,         0,      1,          3,    1605.6657, 2323.4927,         0
     28.63,         0,      1,          3,    1601.6656, 2317.7043,         0
     28.64,         0,      1,          3,    1597.6659, 2311.9166,         0
     28.65,         0,      1,          3,    1593.6667, 2306.1295,         0
     28.66,         0,      1,          3,    1589.6679,  2300.343,         0
     28.67,         0,      1,          3,    1585.6696, 2294.5572,         0
     28.68,         0,      1,          3,    1581.6717, 2288.7721,         0
     28.69,         0,      1,          3,    1577.6743, 2282.9875,         0
      28.7,         0,      1,          3,    1573.6773, 2277.2036,         0
     28.71,         0,      1,          3,    1569.6808, 2271.4204,         0
     28.72,         0,      1,          3,    1565.6847, 2265.6378,         0
     28.73,         0,      1,          3,     1561.689, 2259.8558,         0
     28.74,         0,      1,          3,    1557.6937, 2254.0745,         0
     28.75,         0,      1,          3,    1553.6989, 2248.2938,         0
     28.76,         0,      1,          3,    1549.7046, 2242.5137,         0
     28.77,         0,      1,          3,    1545.7106, 2236.7342,         0
     28.78,         0,      1,          3,    1541.7172, 2230.9554,         0
     28.79,         0,      1,          3,    1537.7241, 2225.1772,         0
      28.8,         0,      1,          3,    1533.7315, 2219.3996,         0
     28.81,         0,      1,          3,    1529.7393, 2213.6227,         0
     28.82,         0,      1,          3,    1525.7475, 2207.8464,         0
     28.83,         0,      1,          3,    1521.7561, 2202.0707,         0
     28.84,         0,      1,          3,    1517.7652, 2196.2956,         0
     28.85,         0,      1,          3,    1513.7747, 2190.5211,         0
     28.86,         0,      1,          3,    1509.7847, 2184.7472,         0
     28.87,         0,      1,          3,     1505.795,  2178.974,         0
     28.88,         0,      1,          3,    1501.8058, 2173.2014,         0
     28.89,         0,      1,          3,     1497.817, 2167.4293,         0
      28.9,         0,      1,          3,    1493.8287, 2161.6579,         0
     28.91,         0,      1,          3,    1489.8407, 2155.8871,         0
     28.92,         0,      1,          3,    1485.8532, 2150.1169,         0
     28.93,         0,      1,          3,    1481.8661, 2144.3474,         0
     28.94,         0,      1,          3,    1477.8794, 2138.5784,         0
     28.95,         0,      1,          3,    1473.8931,   2132.81,         0
     28.96,         0,      1,          3,    1469.9072, 2127.0422,         0
     28.97,         0,      1,          3,    1465.9218,  2121.275,         0
     28.98,         0,      1,          3,    1461.9367, 2115.5084,         0
     28.99,         0,      1,          3,    1457.9521, 2109.7425,         0
        29,         0,      1,          3,    1453.9679, 2103.9771,         0
     29.01,         0,      1,          3,    1449.9841, 2098.2123,         0
     29.02,         0,      1,          3,    1446.0007, 2092.4481,         0
     29.03,         0,      1,          3,    1442.0177, 2086.6844,         0
     29.04,         0,      1,          3,    1438.0351, 2080.9214,         0
     29.05,         0,      1,          3,    1434.0529,  2075.159,         0
     29.06,         0,      1,          3,    1430.0712, 2069.3971,         0
     29.07,         0,      1,          3,    1426.0898, 2063.6358,         0
     29.08,         0,      1,          3,    1422.1088, 2057.8752,         0
     29.09,         0,      1,          3,    1418.1283, 2052.1151,         0
      29.1,         0,      1,          3,    1414.1481, 2046.3555,         0
     29.11,         0,      1,          3,    1410.1684, 2040.5966,         0
     29.12,         0,      1,          3,     1406.189, 2034.8382,         0
     29.13,         0,      1,          3,      1402.21, 2029.0804,         0
     29.14,         0,      1,          3,    1398.2315, 2023.3232,         0
     29.15,         0,      1,          3,    1394.2533, 2017.5666,         0
     29.16,         0,      1,          3,    1390.2755, 2011.8105,         0
     29.17,         0,      1,          3,    1386.2982,  2006.055,         0
     29.18,         0,      1,          3,    1382.3212,    2000.3,         0
     29.19,         0,      1,          3,    1378.3446, 1994.5457,         0
      29.2,         0,      1,          3,    1374.3684, 1988.7919,         0
     29.21,         0,      1,          3,    1370.3926, 1983.0386,         0
     29.22,         0,      1,          3,    1366.4171,  1977.286,         0
     29.23,         0,      1,          3,    1362.4421, 1971.5338,         0
     29.24,         0,      1,          3,    1358.4674, 1965.7823,         0
     29.25,         0,      1,          3,    1354.4932, 1960.0313,         0
     29.26,         0,      1,          3,    1350.5193, 1954.2809,         0
     29.27,         0,      1,          3,    1346.5458,  1948.531,         0
     29.28,         0,      1,          3,    1342.5727, 1942.7816,         0
     29.29,         0,      1,          3,    1338.5999, 1937.0329,         0
      29.3,         0,      1,          3,    1334.6276, 1931.2846,         0
     29.31,         0,      1,          3,    1330.6556,  1925.537,         0
     29.32,         0,      1,          3,     1326.684, 1919.7898,         0
     29.33,         0,      1,          3,    1322.7128, 1914.0432,         0
     29.34,         0,      1,          3,     1318.742, 1908.2972,         0
     29.35,         0,      1,          3,    1314.7715, 1902.5517,         0
     29.36,         0,      1,          3,    1310.8014, 1896.8068,         0
     29.37,         0,      1,          3,    1306.8317, 1891.0623,         0
     29.38,         0,      1,          3,    1302.8624, 1885.3185,         0
     29.39,         0,      1,          3,    1298.8934, 1879.5751,         0
      29.4,         0,      1,          3,    1294.9248, 1873.8323,         0
     29.41,         0,      1,          3,    1290.9566, 1868.0901,         0
     29.42,         0,      1,          3,    1286.9887, 1862.3483,         0
     29.43,         0,      1,          3,    1283.0212, 1856.6072,         0
     29.44,         0,      1,          3,    1279.0541, 1850.8665,         0
     29.45,         0,      1,          3,    1275.0873, 1845.1263,         0
     29.46,         0,      1,          3,    1271.1209, 1839.3867,         0
     29.47,         0,      1,          3,    1267.1549, 1833.6477,         0
     29.48,         0,      1,          3,    1263.1892, 1827.9091,         0
     29.49,         0,      1,          3,    1259.2239, 1822.1711,         0
      29.5,         0,      1,          3,     1255.259, 1816.4335,         0
     29.51,         0,      1,          3,    1251.2944, 1810.6965,         0
     29.52,         0,      1,          3,    1247.3301, 1804.9601,         0
     29.53,         0,      1,          3,    1243.3663, 1799.2241,         0
     29.54,         0,      1,          3,    1239.4027, 1793.4887,         0
     29.55,         0,      1,          3,    1235.4396, 1787.7538,         0
     29.56,         0,      1,          3,    1231.4768, 1782.0193,         0
     29.57,         0,      1,          3,    1227.5143, 1776.2854,         0
     29.58,         0,      1,          3,    1223.5522,  1770.552,         0
     29.59,         0,      1,          3,    1219.5905, 1764.8192,         0
      29.6,         0,      1,          3,    1215.6291, 1759.0868,         0
     29.61,         0,      1,          3,     1211.668, 1753.3549,         0
     29.62,         0,      1,          3,    1207.7073, 1747.6236,         0
     29.63,         0,      1,          3,     1203.747, 1741.8927,         0
     29.64,         0,      1,          3,     1199.787, 1736.1623,         0
     29.65,         0,      1,          3,    1195.8273, 1730.4325,         0
     29.66,         0,      1,          3,     1191.868, 1724.7031,         0
     29.67,         0,      1,          3,     1187.909, 1718.9742,         0
     29.68,         0,      1,          3,    1183.9504, 1713.2459,         0
     29.69,         0,      1,          3,    1179.9921,  1707.518,         0
      29.7,         0,      1,          3,    1176.0342, 1701.7906,         0
     29.71,         0,      1,          3,    1172.0766, 1696.0637,         0
     29.72,         0,      1,          3,    1168.1193, 1690.3373,         0
     29.73,         0,      1,          3,    1164.1624, 1684.6114,         0
     29.74,         0,      1,          3,    1160.2058,  1678.886,         0
     29.75,         0,      1,          3,    1156.2495, 1673.1611,         0
     29.76,         0,      1,          3,    1152.2936, 1667.4366,         0
     29.77,         0,      1,          3,     1148.338, 1661.7126,         0
     29.78,         0,      1,          3,    1144.3828, 1655.9892,         0
     29.79,         0,      1,          3,    1140.4278, 1650.2661,         0
      29.8,         0,      1,          3,    1136.4732, 1644.5436,         0
     29.81,         0,      1,          3,     1132.519, 1638.8216,         0
     29.82,         0,      1,          3,     1128.565,    1633.1,         0
     29.83,         0,      1,          3,    1124.6114, 1627.3789,         0
     29.84,         0,      1,          3,    1120.6581, 1621.6583,         0
     29.85,         0,      1,          3,    1116.7052, 1615.9381,         0
     29.86,         0,      1,          3,    1112.7526, 1610.2184,         0
     29.87,         0,      1,          3,    1108.8003, 1604.4992,         0
     29.88,         0,      1,          3,    1104.8483, 1598.7804,         0
     29.89,         0,      1,          3,    1100.8966, 1593.0621,         0
      29.9,         0,      1,          3,    1096.9453, 1587.3443,         0
     29.91,         0,      1,          3,    1092.9942,  1581.627,         0
     29.92,         0,      1,          3,    1089.0435, 1575.9101,         0
     29.93,         0,      1,          3,    1085.0932, 1570.1936,         0
     29.94,         0,      1,          3,    1081.1431, 1564.4776,         0
     29.95,         0,      1,          3,    1077.1933, 1558.7621,         0
     29.96,         0,      1,          3,    1073.2439,  1553.047,         0
     29.97,         0,      1,          3,    1069.2948, 1547.3324,         0
     29.98,         0,      1,          3,     1065.346, 1541.6183,         0
     29.99,         0,      1,          3,    1061.3975, 1535.9046,         0
        30,         0,      1,          3,    1057.4493, 1530.1913,         0
     30.01,         0,      1,          3,    1053.5014, 1524.4785,         0
     30.02,         0,      1,          3,    1049.5538, 1518.7661,         0
     30.03,         0,      1,          3,    1045.6066, 1513.0542,         0
     30.04,         0,      1,          3,    1041.6596, 1507.3427,         0
     30.05,         0,      1,          3,     1037.713, 1501.6317,         0
     30.06,         0,      1,          3,    1033.7666, 1495.9211,         0
     30.07,         0,      1,          3,    1029.8206,  1490.211,         0
     30.08,         0,      1,          3,    1025.8748, 1484.5012,         0
     30.09,         0,      1,          3,    1021.9294,  1478.792,         0
      30.1,         0,      1,          3,    1017.9843, 1473.0831,         0
     30.11,         0,      1,          3,    1014.0394, 1467.3747,         0
     30.12,         0,      1,          3,    1010.0949, 1461.6667,         0
     30.13,         0,      1,          3,    1006.1507, 1455.9592,         0
     30.14,         0,      1,          3,    1002.2067, 1450.2521,         0
     30.15,         0,      1,          3,    998.26308, 1444.5454,         0
     30.16,         0,      1,          3,    994.31973, 1438.8391,         0
     30.17,         0,      1,          3,    990.37668, 1433.1333,         0
     30.18,         0,      1,          3,    986.43392, 1427.4279,         0
     30.19,         0,      1,          3,    982.49145, 1421.7229,         0
      30.2,         0,      1,          3,    978.54927, 1416.0184,         0
     30.21,         0,      1,          3,    974.60738, 1410.3142,         0
     30.22,         0,      1,          3,    970.66578, 1404.6105,         0
     30.23,         0,      1,          3,    966.72447, 1398.9072,         0
     30.24,         0,      1,          3,    962.78345, 1393.2043,         0
     30.25,         0,      1,          3,    958.84271, 1387.5018,         0
     30.26,         0,      1,          3,    954.90226, 1381.7997,         0
     30.27,         0,      1,          3,    950.96209, 1376.0981,         0
     30.28,         0,      1,          3,     947.0222, 1370.3968,         0
