"Time","h","der(h)","v","der(v)"
0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,-9.810000000000000E+00
1.000000000000000E-02,9.995585500000000E-01,-9.810000000000001E-02,-9.810000000000001E-02,-9.810000000000000E+00
2.000000000000000E-02,9.981361000000000E-01,-1.962000000000000E-01,-1.962000000000000E-01,-9.810000000000000E+00
3.000000000000000E-02,9.957326500000000E-01,-2.943000000000000E-01,-2.943000000000000E-01,-9.810000000000000E+00
4.000000000000000E-02,9.923482000000000E-01,-3.924000000000000E-01,-3.924000000000000E-01,-9.810000000000000E+00
5.000000000000000E-02,9.879827500000000E-01,-4.905000000000000E-01,-4.905000000000000E-01,-9.810000000000000E+00
6.000000000000000E-02,9.826363000000000E-01,-5.886000000000000E-01,-5.886000000000000E-01,-9.810000000000000E+00
7.000000000000001E-02,9.763088500000000E-01,-6.867000000000000E-01,-6.867000000000000E-01,-9.810000000000000E+00
8.000000000000000E-02,9.690004000000000E-01,-7.848000000000001E-01,-7.848000000000001E-01,-9.810000000000000E+00
9.000000000000000E-02,9.607109500000000E-01,-8.829000000000000E-01,-8.829000000000000E-01,-9.810000000000000E+00
1.000000000000000E-01,9.514405000000000E-01,-9.810000000000000E-01,-9.810000000000000E-01,-9.810000000000000E+00
1.100000000000000E-01,9.411890500000000E-01,-1.079100000000000E+00,-1.079100000000000E+00,-9.810000000000000E+00
1.200000000000000E-01,9.299566000000000E-01,-1.177200000000000E+00,-1.177200000000000E+00,-9.810000000000000E+00
1.300000000000000E-01,9.177431500000000E-01,-1.275300000000000E+00,-1.275300000000000E+00,-9.810000000000000E+00
1.400000000000000E-01,9.045487000000000E-01,-1.373400000000000E+00,-1.373400000000000E+00,-9.810000000000000E+00
1.500000000000000E-01,8.903732500000000E-01,-1.471500000000000E+00,-1.471500000000000E+00,-9.810000000000000E+00
1.600000000000000E-01,8.752168000000000E-01,-1.569600000000000E+00,-1.569600000000000E+00,-9.810000000000000E+00
1.700000000000000E-01,8.590793500000000E-01,-1.667700000000000E+00,-1.667700000000000E+00,-9.810000000000000E+00
1.800000000000000E-01,8.419609000000000E-01,-1.765800000000000E+00,-1.765800000000000E+00,-9.810000000000000E+00
1.900000000000000E-01,8.238614500000000E-01,-1.863900000000000E+00,-1.863900000000000E+00,-9.810000000000000E+00
2.000000000000000E-01,8.047810000000000E-01,-1.962000000000000E+00,-1.962000000000000E+00,-9.810000000000000E+00
2.100000000000000E-01,7.847195500000000E-01,-2.060100000000000E+00,-2.060100000000000E+00,-9.810000000000000E+00
2.200000000000000E-01,7.636771000000000E-01,-2.158200000000000E+00,-2.158200000000000E+00,-9.810000000000000E+00
2.300000000000000E-01,7.416536500000001E-01,-2.256300000000000E+00,-2.256300000000000E+00,-9.810000000000000E+00
2.400000000000000E-01,7.186492000000000E-01,-2.354400000000000E+00,-2.354400000000000E+00,-9.810000000000000E+00
2.500000000000000E-01,6.946637500000000E-01,-2.452500000000000E+00,-2.452500000000000E+00,-9.810000000000000E+00
2.600000000000000E-01,6.696973000000001E-01,-2.550600000000000E+00,-2.550600000000000E+00,-9.810000000000000E+00
2.700000000000000E-01,6.437498500000000E-01,-2.648700000000000E+00,-2.648700000000000E+00,-9.810000000000000E+00
2.800000000000000E-01,6.168214000000000E-01,-2.746800000000000E+00,-2.746800000000000E+00,-9.810000000000000E+00
2.900000000000000E-01,5.889119500000000E-01,-2.844900000000000E+00,-2.844900000000000E+00,-9.810000000000000E+00
3.000000000000000E-01,5.600214999999999E-01,-2.943000000000000E+00,-2.943000000000000E+00,-9.810000000000000E+00
3.100000000000000E-01,5.301500500000000E-01,-3.041100000000000E+00,-3.041100000000000E+00,-9.810000000000000E+00
3.200000000000000E-01,4.992976000000000E-01,-3.139200000000000E+00,-3.139200000000000E+00,-9.810000000000000E+00
