"time","Piston.body.r_0[2]","Inertia.w"
0,0.4,0
0.0005,0.4,0.00470376
0.001,0.4,0.00941858
0.0015,0.4,0.0141555
0.002,0.4,0.0189258
0.0025,0.4,0.0237405
0.003,0.4,0.0286111
0.0035,0.4,0.033549
0.004,0.4,0.0385657
0.0045,0.4,0.0436731
0.005,0.4,0.0488833
0.0055,0.4,0.0542083
0.006,0.4,0.0596608
0.0065,0.4,0.0652537
0.007,0.4,0.0709999
0.0075,0.4,0.0769131
0.008,0.4,0.0830072
0.0085,0.4,0.0892964
0.009,0.4,0.0957956
0.0095,0.4,0.10252
0.01,0.4,0.109486
0.0105,0.4,0.116709
0.011,0.4,0.124206
0.0115,0.4,0.131995
0.012,0.4,0.140095
0.0125,0.4,0.148524
0.013,0.4,0.157303
0.0135,0.4,0.166451
0.014,0.4,0.175991
0.0145,0.4,0.185944
0.015,0.4,0.196335
0.0155,0.4,0.207187
0.016,0.4,0.218527
0.0165,0.399999,0.23038
0.017,0.399999,0.242775
0.0175,0.399999,0.255741
0.018,0.399999,0.269308
0.0185,0.399999,0.283509
0.019,0.399999,0.298376
0.0195,0.399999,0.313944
0.02,0.399999,0.330251
0.0205,0.399999,0.347334
0.021,0.399999,0.365234
0.0215,0.399999,0.383992
0.022,0.399999,0.403653
0.0225,0.399998,0.424263
0.023,0.399998,0.445871
0.0235,0.399998,0.468527
0.024,0.399998,0.492284
0.0245,0.399998,0.517198
0.025,0.399998,0.543328
0.0255,0.399997,0.570736
0.026,0.399997,0.599485
0.0265,0.399997,0.629643
0.027,0.399996,0.661281
0.0275,0.399996,0.694473
0.028,0.399996,0.729297
0.0285,0.399995,0.765835
0.029,0.399995,0.804173
0.0295,0.399994,0.844401
0.03,0.399994,0.886612
0.0305,0.399993,0.930906
0.031,0.399992,0.977388
0.0315,0.399992,1.02616
0.032,0.399991,1.07735
0.0325,0.39999,1.13107
0.033,0.399989,1.18744
0.0335,0.399988,1.2466
0.034,0.399986,1.30869
0.0345,0.399985,1.37385
0.035,0.399983,1.44223
0.0355,0.399982,1.514
0.036,0.39998,1.58932
0.0365,0.399978,1.66836
0.037,0.399975,1.75132
0.0375,0.399973,1.83838
0.038,0.39997,1.92975
0.0385,0.399967,2.02563
0.039,0.399964,2.12626
0.0395,0.39996,2.23186
0.04,0.399956,2.34269
0.0405,0.399952,2.45899
0.041,0.399947,2.58103
0.0415,0.399941,2.7091
0.042,0.399935,2.84348
0.0425,0.399929,2.9845
0.043,0.399922,3.13247
0.0435,0.399914,3.28772
0.044,0.399905,3.45061
0.0445,0.399895,3.62152
0.045,0.399884,3.80081
0.0455,0.399873,3.98891
0.046,0.39986,4.18622
0.0465,0.399846,4.3932
0.047,0.39983,4.61028
0.0475,0.399813,4.83796
0.048,0.399794,5.07673
0.0485,0.399773,5.3271
0.049,0.399749,5.58962
0.0495,0.399724,5.86484
0.05,0.399696,6.15335
0.0505,0.399665,6.45573
0.051,0.399631,6.77262
0.0515,0.399594,7.10465
0.052,0.399553,7.45249
0.0525,0.399508,7.81681
0.053,0.399458,8.19832
0.0535,0.399403,8.59774
0.054,0.399343,9.01579
0.0545,0.399277,9.45321
0.055,0.399204,9.91078
0.0555,0.399124,10.3892
0.056,0.399035,10.8894
0.0565,0.398939,11.4119
0.057,0.398832,11.9577
0.0575,0.398715,12.5275
0.058,0.398587,13.1219
0.0585,0.398446,13.7417
0.059,0.398291,14.3877
0.0595,0.398121,15.0604
0.06,0.397935,15.7604
0.0605,0.397731,16.4883
0.061,0.397507,17.2445
0.0615,0.397262,18.0295
0.062,0.396994,18.8435
0.0625,0.3967,19.6866
0.063,0.39638,20.559
0.0635,0.396029,21.4605
0.064,0.395647,22.391
0.0645,0.395229,23.35
0.065,0.394775,24.337
0.0655,0.39428,25.3513
0.066,0.393741,26.392
