time,EventIndicator[0],EventIndicator[1],Out10,Out11,Out1[1],Out1[2],Out2,Out3,Out4,Out5,Out6[1],Out6[2],Out6[3],Out6[4],Out6[5],Out6[6],Out7,Out8[1],Out8[2],Out9
0,-1,-1,0,6,0,0,0,0,12,12,1,0.1,0,0,1,0,0,0,0,0
0.02,-0.98,-0.98,0,6,0,0.0199986666933331,0,0,12,12,1,0.1,0,0,1,0,0,0.0199986666933331,0,0
0.04,-0.96,-0.96,0,6,0,0.0399893341866342,0,0,12,12,1,0.1,0,0,1,0,0,0.0399893341866342,0,0
0.06,-0.94,-0.94,0,6,0,0.0599640064794446,0,0,12,12,1,0.1,0,0,1,0,0,0.0599640064794446,0,0
0.08,-0.92,-0.92,0,6,0,0.0799146939691727,0,0,12,12,1,0.1,0,0,1,0,0,0.0799146939691727,0,0
0.1,-0.9,-0.9,0.0199666833293657,6,0,0.0998334166468282,1,0,12,12,1,0.1,0,0,1,0,0,0.0998334166468282,0,0
0.12,-0.88,-0.88,0.0199666833293657,6,0,0.119712207288919,1,0,12,12,1,0.1,0,0,1,0,0,0.119712207288919,0,0
0.14,-0.86,-0.86,0.0199666833293657,6,0,0.139543114644236,1,0,12,12,1,0.1,0,0,1,0,0,0.139543114644236,0,0
0.16,-0.84,-0.84,0.0199666833293657,6,0,0.159318206614246,1,0,12,12,1,0.1,0,0,1,0,0,0.159318206614246,0,0
0.18,-0.82,-0.82,0.0199666833293657,6,0,0.179029573425824,2,0,12,12,1,0.1,0,0,1,0,0,0.179029573425824,0,0
0.2,-0.8,-0.8,0.0397338661590123,6,0,0.198669330795061,2,0,12,12,1,0.1,0,0,1,0,0,0.198669330795061,0,0
0.22,-0.78,-0.78,0.0397338661590123,6,0,0.218229623080869,2,0,12,12,1,0.1,0,0,1,0,0,0.218229623080869,0,0.218229623080869
0.24,-0.76,-0.76,0.0397338661590123,6,0,0.237702626427135,2,0,12,12,1,0.1,0,0,1,0,0,0.237702626427135,0,0.218229623080869
0.26,-0.74,-0.74,0.0397338661590123,6,0,0.257080551892155,3,0,12,12,1,0.1,0,0,1,0,0,0.257080551892155,0,0.218229623080869
0.28,-0.72,-0.72,0.0397338661590123,6,0,0.276355648564114,3,0,12,12,1,0.1,0,0,1,0,0,0.276355648564114,0,0.218229623080869
0.3,-0.7,-0.7,0.059104041332268,6,0,0.29552020666134,3,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.29552020666134,0,0.218229623080869
0.32,-0.68,-0.68,0.059104041332268,6,0,0.314566560616118,3,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.314566560616118,0,0.218229623080869
0.34,-0.66,-0.66,0.059104041332268,6,0,0.333487092140814,4,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.333487092140814,0,0.218229623080869
0.36,-0.64,-0.64,0.059104041332268,6,0,0.35227423327509,4,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.35227423327509,0,0.218229623080869
0.38,-0.62,-0.62,0.059104041332268,6,0,0.370920469412983,4,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.370920469412983,0,0.218229623080869
0.4,-0.6,-0.6,0.0778836684617302,6,0,0.389418342308651,4,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.389418342308651,0,0.218229623080869
0.42,-0.58,-0.58,0.0778836684617302,6,0,0.40776045305957,4,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.40776045305957,0,0.218229623080869
0.44,-0.56,-0.56,0.0778836684617302,6,0,0.425939465066,5,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.425939465066,0,0.425939465066
0.46,-0.54,-0.54,0.0778836684617302,6,0,0.44394810696552,5,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.44394810696552,0,0.425939465066
0.48,-0.52,-0.52,0.0778836684617302,6,0,0.461779175541483,5,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.461779175541483,0,0.425939465066
0.5,-0.5,-0.5,0.0958851077208408,6,0,0.479425538604203,5,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.479425538604203,0,0.425939465066
0.52,-0.48,-0.48,0.0958851077208408,6,0,0.496880137843737,5,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.496880137843737,0,0.425939465066
0.54,-0.46,-0.46,0.0958851077208408,6,0,0.514135991653113,6,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.514135991653113,0,0.425939465066
0.56,-0.44,-0.44,0.0958851077208408,6,0,0.531186197920884,6,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.531186197920884,0,0.425939465066
0.58,-0.42,-0.42,0.0958851077208408,6,0,0.548023936791874,6,0,12,12,1,0.1,0,0,1,0,0.29552020666134,0.548023936791874,0,0.425939465066
