time,uDC,iAC[1],iAC[2],iAC[3],uAC[1],uAC[2],uAC[3],Losses
0.0,565.685424949,-0.0,0.0,0.0,0.0,0.0,0.0,480.0
0.0002,559.008374417,0.0614665348436,-1.04905688993,0.987590355088,312.237940679,-563.009285047,250.771344368,789.425740367
0.0004,552.368265687,0.122745895817,-6.7372348097,6.61448891388,339.563261612,-556.380504662,216.81724305,799.311423986
0.0006,545.829418304,0.18354085284,-15.9651633346,15.7816224817,366.700550891,-549.8600654,183.159514509,827.848114683
0.0008,539.414204491,0.243611431237,-24.8627541254,24.6191426942,393.53713718,-543.462599511,149.925462331,859.437398517
0.001,533.094469961,0.302720583732,-29.6194550168,29.3167344331,419.936609178,-537.152331904,117.215722726,878.034890354
0.0012,526.792322603,0.360635050023,-26.5728198896,26.2121848396,445.739728315,-530.844045971,85.1043176566,867.873797909
0.0014,520.378322563,0.41712625849,-12.3317193395,11.914593081,470.764097856,-524.401520096,53.63742224,814.848678177
0.0016,513.741045678,0.44995536673,-0.923647217041,0.473691850311,483.84861211,-495.7168539,11.8682417905,744.156984548
0.0018,507.06693864,0.491524742877,-0.935721835144,0.444197092266,501.296265413,-477.632440108,-23.6638253055,736.573765578
0.002,500.408513825,6.45546058649,-6.85402969995,0.398569113458,504.420814486,-451.495163257,-52.9256512298,734.15907805
0.0022,494.026634556,43.8905416286,-44.2321226795,0.341581050936,498.11376108,-419.847576798,-78.2661842819,850.598043333
0.0024,488.352200015,111.889297243,-112.172542172,0.283244929197,492.575276927,-387.910244684,-104.665032243,1111.51110256
0.0026,483.760237456,205.342200608,-205.565991571,0.223790962888,488.170169717,-355.980678198,-132.189491519,1518.27313747
0.0028,480.552467121,318.522429034,-318.685882832,0.163453798548,485.188705691,-324.321333846,-160.867371845,2070.03810203
0.003,478.950304552,445.225695881,-445.328167435,0.102471553963,483.839891625,-293.15577403,-190.684117595,2758.29589872
0.0032,479.090784623,578.928987457,-578.970072316,0.0410848590642,484.247716344,-262.666308247,-221.581408098,3562.7377676
0.0034,481.021606747,713.076968796,-713.056504491,-0.0204643054023,486.446768752,-232.991221443,-253.455547309,4449.77604625
0.0036,484.705928835,840.839176994,-840.757245153,-0.0819318406867,490.386546165,-204.227311773,-286.159234392,5369.71232772
0.0038,490.015608392,955.679118966,-955.53604237,-0.143076596174,495.925833612,-176.424547181,-319.501286431,6261.27583378
0.004,496.737555649,1051.34562389,-1051.14196723,-0.203656659515,502.839039663,-149.591088246,-353.247951418,7054.7865864
0.0042,504.57578455,1122.1774374,-1121.9140045,-0.263432900449,510.818856597,-123.692846358,-387.12601024,7679.35266626
0.0044,513.163288031,1163.16047605,-1162.8383065,-0.32216954284,519.488250162,-98.6591925767,-420.829057586,8069.41090609
0.0046,522.072080656,1169.96949111,-1169.58985639,-0.37963472369,528.410585521,-74.3877410985,-454.022844423,8171.42278655
0.0048,530.822523916,1139.10851629,-1138.67291464,-0.435601658654,537.099233425,-50.7485695849,-486.35066384,7951.12387957
0.005,538.895820428,1068.00955285,-1067.51970339,-0.489849454638,545.030261758,-27.5901586357,-517.440103122,7399.44341767
0.0052,545.743813456,955.09136605,-954.549201994,-0.542164056768,551.652352628,-4.74387684815,-546.908475779,6536.37945296
0.0054,550.832103243,808.486769071,-790.555353396,-17.9314156749,556.430034103,-0.772623165098,-555.657410938,5426.44158131
0.0056,553.844595606,644.44311438,-560.025999478,-84.4171149018,559.047947827,-0.475608408968,-558.572339418,4237.38251191
0.0058,554.562563163,463.978395205,-263.701813621,-200.276581583,559.28912552,-0.0634251686124,-559.225700351,3106.78020642
0.006,552.854340694,316.789960669,-0.203765390766,-316.586195278,380.62609852,176.860503989,-557.486602509,2254.42304997
0.0062,550.382959315,317.372206445,-0.143186632062,-317.229019813,349.101613195,205.914837947,-555.016451142,2240.31471334
0.0064,548.006946456,330.653916606,-0.0820423383481,-330.571874267,317.354743982,235.312323591,-552.667067573,2297.39442369
0.0066,545.868464255,352.657168575,-0.020574672108,-352.636593903,285.573675129,264.998982447,-550.572657576,2406.62958375
0.0068,544.052597272,379.121211931,0.0409741957559,-379.162186126,253.917773539,294.892010269,-548.809783807,2547.05846012
0.007,542.592334013,405.748560899,0.102361372507,-405.850922271,222.520682317,324.882157184,-547.402839501,2695.96706018
0.0072,541.464580203,428.266096542,0.163344583624,-428.429441126,191.487718494,354.832465462,-546.320183956,2828.81664022
0.0074,540.587602084,442.519866228,0.223683150868,-442.743549379,160.894200444,384.577574996,-545.47177544,2920.13480727
0.0076,539.824943565,444.585139661,0.283138934885,-444.868278595,130.78704521,413.926263234,-544.713308445,2945.23657994
0.0078,538.989867641,430.870938595,0.341477275511,-431.212415871,101.186623584,442.664240571,-543.850864155,2882.49073487
0.008,537.850550895,398.214043685,0.398467917461,-398.612511602,72.0889885122,470.557304441,-542.646292953,2715.8631625
0.0082,536.135769317,343.971705528,0.453886025546,-344.425591554,43.4683031118,497.354782543,-540.823085655,2437.49125981
0.0084,533.543509765,266.076878426,0.50751291975,-266.584391345,15.2808340768,522.794261339,-538.075095416,2049.7743843
0.0086,529.756459044,159.794327795,7.04505662676,-166.839384421,0.152749118419,533.9292758,-534.082024918,1565.87879793
0.0088,524.623530367,1.4663080563,65.5865241584,-67.0528322147,-0.064120151982,528.755112345,-528.690992193,1105.8470632
0.009,518.863803297,0.302825988603,76.6234567134,-76.926282702,-110.095007864,523.016307156,-412.921299293,1039.86347817
0.0092,513.430937008,0.243718752133,114.69820205,-114.941920802,-136.970273094,517.65954204,-380.689268946,1176.42754867
0.0094,508.658241271,0.183649731299,175.890969907,-176.074619638,-164.679633122,513.009181193,-348.329548071,1431.60035363
0.0096,504.822960099,0.122855835736,255.12529196,-255.248147796,-193.238178396,509.332315384,-316.094136988,1797.66634824
0.0098,502.131144962,0.0615771416965,346.948308371,-347.009885513,-222.623443463,506.8240902,-284.200646737,2262.94546581
0.01,500.715532691,5.54160392312e-05,445.624717751,-445.624773167,-252.775177883,505.605771861,-252.830593978,2808.45031713
0.0102,500.62844729,-0.0614665396774,545.24659069,-545.18512415,-283.592234901,505.717868658,-222.125633757,3405.84231956
0.0104,501.843326672,-0.122745910843,639.897126881,-639.77438097,-314.934009402,507.121985214,-192.187975813,4017.273626
0.0106,504.255176925,-0.183540838825,723.802929881,-723.619389042,-346.621301826,509.701581287,-163.080279461,4596.89683868
0.0108,507.681983115,-0.243611455906,791.488439673,-791.244828218,-378.437695477,513.263691437,-134.82599596,5094.03724972
0.011,511.875085923,-0.302720657736,837.884335181,-837.581614523,-410.135239452,517.549518448,-107.414278996,5457.42404359
0.0112,516.52022915,-0.360635146508,858.468842059,-858.108206912,-441.435635293,522.235763443,-80.8001281497,5640.54147133
0.0114,521.247070204,-0.417126323808,849.376230181,-848.959103857,-472.03554714,526.944353347,-54.9088062068,5607.1618692
0.0116,525.63814211,-0.471971267183,807.504018292,-807.032047025,-501.611678219,531.251617285,-29.6399390659,5336.64690902
0.0118,529.239872736,-0.524953676558,730.599470637,-730.07451696,-529.826840147,534.699478784,-4.87263863668,4828.2671361
0.012,531.605763971,-19.3411006375,626.411881321,-607.070780683,-536.250445096,536.838174189,-0.587729092317,4117.94545394
0.0122,532.512701362,-90.5319490692,511.386434531,-420.854485461,-537.11354612,537.443868326,-0.33032220607,3346.27536781
0.0124,531.816139982,-213.985920548,385.125608893,-171.139688346,-536.414179281,536.371333092,0.0428461893559,2615.57489513
0.0126,529.557726417,-317.667529169,317.891320134,-0.223790965062,-534.192217517,378.991703185,155.200514332,2201.31983276
0.0128,527.330983758,-353.290849213,353.454303115,-0.163453901941,-532.036665543,347.745365469,184.291300074,2373.89386513
0.013,525.666199403,-401.931644945,402.034117153,-0.102472207261,-530.46910503,316.470707381,213.998397648,2629.27323128
0.0132,524.703143465,-458.768627162,458.809712664,-0.041085502431,-529.619663482,285.352603499,244.267059983,2947.35333298
0.0134,524.523014499,-518.844498698,518.824034817,0.0204638812163,-529.55962495,254.547861635,275.011763315,3303.82827559
0.0136,525.137550738,-577.131245663,577.049313747,0.0819319153034,-530.29067187,224.179337317,306.111334552,3669.30225308
0.0138,526.488908202,-628.650769655,628.507693051,0.143076604033,-531.745004431,194.334128661,337.41087577,4009.85209747
0.014,528.454881399,-668.605640486,668.401983836,0.203656649692,-533.790822777,165.066984714,368.723838063,4288.81639775
0.0142,530.851607384,-692.498243711,692.234810745,0.263432966036,-536.235269352,136.401019942,399.83424941,4469.53233702
0.0144,533.437477189,-696.249500134,695.927330494,0.322169640407,-538.828577754,108.329307589,430.499270165,4518.84400955
0.0146,535.919879777,-676.301786534,675.922151673,0.379634860869,-541.271022524,80.8178910105,460.453131514,4410.92612332
0.0148,537.96273206,-629.709832779,629.274230948,0.435601830827,-543.220630941,53.8091822564,489.411448684,4131.01832828
0.015,539.195155298,-554.217567644,553.72771798,0.489849663888,-544.302013086,27.2259296744,517.076083412,3678.61810384
0.0152,539.221082709,-448.319231698,447.777067442,0.542164255464,-544.116091671,0.97564702175,543.140444649,3069.70882659
0.0154,537.6906378,-324.929394206,296.749909284,28.1794849228,-542.311233102,0.268570155791,542.042662946,2364.70742219
0.0156,534.496143014,-198.629087838,85.9272919796,112.701795858,-538.779622118,-0.026774477104,538.806396595,1714.31790569
0.0158,529.99385865,-160.980168067,0.263539714706,160.716628353,-398.927232691,-135.387254446,534.314487138,1434.21642899
0.016,525.625135001,-189.452141279,0.203765086259,189.248376192,-366.884032957,-163.118742933,530.00277589,1542.67301548
