"time","outputs"
0,282.8427
0.0002,279.5042
0.0004,276.1841
0.0006,272.9159
0.0008,269.7101
0.001,266.5516
0.0012,263.4007
0.0014,260.1938
0.0016,256.875
0.0018,253.538
0.002,250.2086
0.0022,247.0175
0.0024,244.1803
0.0026,241.884
0.0028,240.2795
0.003,239.4777
0.0032,239.5472
0.0034,240.5122
0.0036,242.3526
0.0038,245.004
0.004,248.3598
0.0042,252.2738
0.0044,256.5634
0.0046,261.015
0.0048,265.3883
0.005,269.4232
0.0052,272.8454
0.0054,275.3902
0.0056,276.8989
0.0058,277.2594
0.006,276.4065
0.0062,275.171
0.0064,273.9849
0.0066,272.9195
0.0068,272.0186
0.007,271.2975
0.0072,270.7428
0.0074,270.3127
0.0076,269.9387
0.0078,269.527
0.008,268.9615
0.0082,268.1065
0.0084,266.8108
0.0086,264.9148
0.0088,262.3436
0.009,259.4586
0.0092,256.7372
0.0094,254.3488
0.0096,252.431
0.0098,251.0862
0.01,250.3794
0.0102,250.3364
0.0104,250.9435
0.0106,252.1482
0.0108,253.8602
0.011,255.9541
0.0112,258.2726
0.0114,260.6303
0.0116,262.8187
0.0118,264.6113
0.012,265.7867
0.0122,266.2315
0.0124,265.8731
0.0126,264.7369
0.0128,263.6201
0.013,262.7876
0.0132,262.3102
0.0134,262.2261
0.0136,262.54
0.0138,263.2231
0.014,264.2137
0.0142,265.4193
0.0144,266.7186
0.0146,267.9649
0.0148,268.9899
0.015,269.6078
0.0152,269.6205
0.0154,268.8525
0.0156,267.2523
0.0158,264.9979
0.016,262.8096
0.0162,260.8779
0.0164,259.3145
0.0166,258.1979
0.0168,257.572
0.017,257.4448
0.0172,257.7888
0.0174,258.5413
0.0176,259.6065
0.0178,260.8581
0.018,262.1422
0.0182,263.2816
0.0184,264.0806
0.0186,264.3337
0.0188,263.9197
0.019,262.7974
0.0192,261.1076
0.0194,259.5873
0.0196,258.4188
0.0198,257.6881
0.02,257.4471
0.0202,257.7119
0.0204,258.4625
0.0206,259.6436
0.0208,261.1662
0.021,262.9095
0.0212,264.7246
0.0214,266.4377
0.0216,267.855
0.0218,268.7676
0.022,268.9662
0.0222,268.3446
0.0224,266.861
0.0226,264.9339
0.0228,263.1859
0.023,261.7339
0.0232,260.6624
0.0234,260.0228
0.0236,259.8318
0.0238,260.0716
0.024,260.6902
0.0242,261.6031
0.0244,262.6952
0.0246,263.8241
0.0248,264.8237
0.025,265.5086
0.0252,265.6789
0.0254,265.1711
0.0256,263.9388
0.0258,262.0527
0.026,260.2283
0.0262,258.7166
0.0264,257.6195
0.0266,257.0053
0.0268,256.9064
0.027,257.3193
0.0272,258.2043
0.0274,259.4867
0.0276,261.0592
0.0278,262.7842
0.028,264.4975
0.0282,266.0125
0.0284,267.1253
0.0286,267.6213
0.0288,267.3558
0.029,266.28
0.0292,264.5096
0.0294,262.812
0.0296,261.3954
0.0298,260.3516
0.03,259.7395
0.0302,259.5837
0.0304,259.8736
0.0306,260.5644
0.0308,261.5779
0.031,262.8047
0.0312,264.1073
0.0314,265.3233
0.0316,266.2699
0.0318,266.7484
0.032,266.5634
0.0322,265.6296
0.0324,263.9208
0.0326,261.9833
0.0328,260.2914
0.033,258.9593
0.0332,258.0688
0.0334,257.667
0.0336,257.7652
0.0338,258.339
0.034,259.3289
0.0342,260.6418
0.0344,262.154
0.0346,263.7136
0.0348,265.1448
0.035,266.2528
0.0352,266.8283
0.0354,266.6932
0.0356,265.7875
0.0358,264.1107
0.036,262.3456
0.0362,260.846
0.0364,259.714
0.0366,259.0185
0.0368,258.794
0.037,259.0399
0.0372,259.7204
0.0374,260.7655
0.0376,262.0731
0.0378,263.5116
0.038,264.9233
0.0382,266.1283
0.0384,266.9295
0.0386,267.1196
0.0388,266.5635
0.039,265.2216
0.0392,263.3022
0.0394,261.5317
0.0396,260.0707
0.0398,259.012
0.04,258.4148
0.0402,258.3031
0.0404,258.6653
0.0406,259.4549
0.0408,260.5915
0.041,261.9628
0.0412,263.4281
0.0414,264.8213
0.0416,265.9555
0.0418,266.6281
0.042,266.6391
0.0422,265.8985
0.0424,264.3687
0.0426,262.511
0.0428,260.887
0.043,259.6094
0.0432,258.7588
0.0434,258.3815
0.0436,258.4883
0.0438,259.0546
0.044,260.0212
0.0442,261.2957
0.0444,262.7549
0.0446,264.2485
0.0448,265.6021
0.045,266.6226
0.0452,267.1027
0.0454,266.8654
0.0456,265.8528
0.0458,264.0839
0.046,262.2625
0.0462,260.7086
0.0464,259.5255
0.0466,258.7832
0.0468,258.5174
0.047,258.7282
0.0472,259.3806
0.0474,260.4052
0.0476,261.7004
0.0478,263.1348
0.048,264.5507
0.0482,265.7681
0.0484,266.5898
0.0486,266.8079
0.0488,266.2886
0.049,264.9914
0.0492,263.1092
0.0494,261.3744
0.0496,259.9525
0.0498,258.9353
0.05,258.3812
0.0502,258.3131
0.0504,258.7187
0.0506,259.5503
0.0508,260.7266
0.051,262.1346
0.0512,263.6325
0.0514,265.0537
0.0516,266.2108
0.0518,266.9005
0.052,266.9219
0.0522,266.1834
0.0524,264.6472
0.0526,262.7756
0.0528,261.1317
0.053,259.8289
0.0532,258.9484
0.0534,258.537
0.0536,258.6064
0.0538,259.1329
0.054,260.058
0.0542,261.2904
0.0544,262.7078
0.0546,264.1606
0.0548,265.4756
0.055,266.4604
0.0552,266.9085
0.0554,266.6445
0.0556,265.6118
0.0558,263.8336
0.056,262.0155
0.0562,260.4705
0.0564,259.3014
0.0566,258.5781
0.0568,258.3357
0.057,258.5739
0.0572,259.257
0.0574,260.3149
0.0576,261.6454
0.0578,263.1161
0.058,264.5686
0.0582,265.8222
0.0584,266.6786
0.0586,266.9294
0.0588,266.4391
0.059,265.1664
0.0592,263.2949
0.0594,261.5623
0.0596,260.1385
0.0598,259.1154
0.06,258.5513
0.0602,258.4695
0.0604,258.858
0.0606,259.6695
0.0608,260.823
0.061,262.2062
0.0612,263.6779
0.0614,265.0719
0.0616,266.2015
0.0618,266.864
0.062,266.8592
0.0622,266.0964
0.0624,264.5388
0.0626,262.6599
0.0628,261.0114
0.063,259.7067
0.0632,258.8269
0.0634,258.419
0.0636,258.4944
0.0638,259.0294
0.064,259.9653
0.0642,261.2104
0.0644,262.6423
0.0646,264.1111
0.0648,265.4431
0.065,266.4455
0.0652,266.9115
0.0654,266.6652
0.0656,265.6495
0.0658,263.8843
0.066,262.0726
0.0662,260.5326
0.0664,259.3671
0.0666,258.6461
0.0668,258.4044
0.067,258.6417
0.0672,259.3224
0.0674,260.3766
0.0676,261.7019
0.0678,263.1663
0.068,264.6113
0.0682,265.8565
0.0684,266.7038
0.0686,266.9449
0.0688,266.4447
0.069,265.1618
0.0692,263.2835
0.0694,261.5462
0.0696,260.1179
0.0698,259.0907
0.07,258.5232
0.0702,258.4386
0.0704,258.825
0.0706,259.6351
0.0708,260.788
0.071,262.1714
0.0712,263.644
0.0714,265.0397
0.0716,266.1717
0.0718,266.8372
0.072,266.8361
0.0722,266.0777
0.0724,264.5248
0.0726,262.6491
0.0728,261.0039
0.073,259.7027
0.0732,258.8265
0.0734,258.4221
0.0736,258.501
0.0738,259.0393
0.074,259.9783
0.0742,261.2262
0.0744,262.6606
0.0746,264.1313
0.0748,265.4649
0.075,266.4684
0.0752,266.9349
0.0754,266.6886
0.0756,265.6722
0.0758,263.9057
0.076,262.0923
0.0762,260.5503
0.0764,259.3824
0.0766,258.6585
0.0768,258.4138
0.077,258.648
0.0772,259.3253
0.0774,260.3761
0.0776,261.698
0.0778,263.1591
0.078,264.601
0.0782,265.8434
0.0784,266.688
0.0786,266.927
0.0788,266.425
0.079,265.141
0.0792,263.2627
0.0794,261.526
0.0796,260.0987
0.0798,259.0731
0.08,258.5074
0.0802,258.4251
0.0804,258.814
0.0806,259.6268
0.0808,260.7827
0.081,262.1691
0.0812,263.6448
0.0814,265.0436
0.0816,266.1785
0.0818,266.8468
0.082,266.8483
0.0822,266.092
0.0824,264.5409
0.0826,262.6655
0.0828,261.0202
0.083,259.7186
0.0832,258.8416
0.0834,258.4361
0.0836,258.5136
0.0838,259.0503
0.084,259.9873
0.0842,261.2331
0.0844,262.6652
0.0846,264.1336
0.0848,265.4648
0.085,266.4659
0.0852,266.9301
0.0854,266.6816
0.0856,265.6632
0.0858,263.8954
0.086,262.0815
0.0862,260.5392
0.0864,259.3714
0.0866,258.6478
0.0868,258.4035
0.087,258.6384
0.0872,259.3167
0.0874,260.3686
0.0876,261.6917
0.0878,263.1542
0.088,264.5977
0.0882,265.8416
0.0884,266.6879
0.0886,266.9284
0.0888,266.428
0.089,265.1455
0.0892,263.2681
0.0894,261.5318
0.0896,260.1049
0.0898,259.0795
0.09,258.5139
0.0902,258.4315
