"time","outDateAndTime2","outChar"
0,0,0
0.06,0,0
0.12,600,4
0.18,600,4
0.24,1500,6
0.3,1500,6
0.36,2800,8
0.42,4500,10
0.48,4500,10
0.54,6600,12
0.6,6600,12
0.66,9100,14
0.72,12000,16
0.78,12000,16
0.84,15300,18
0.9,15300,18
0.96,19000,20
1.02,23100,22
1.08,23100,22
1.14,27600,24
1.2,27600,24
1.26,32500,26
1.32,37800,28
1.38,37800,28
1.44,43500,30
1.5,43500,30
1.56,49600,32
1.62,56100,34
1.68,56100,34
1.74,63000,36
1.8,63000,36
1.86,70300,38
1.92,78000,40
1.98,78000,40
2.04,86100,42
2.1,86100,42
2.16,94600,44
2.22,103500,46
2.28,103500,46
2.34,112800,48
2.4,112800,48
2.46,122500,50
2.52,132600,52
2.58,132600,52
2.64,143100,54
2.7,143100,54
2.76,154000,56
2.82,165300,58
2.88,165300,58
2.94,177000,60
3,177000,60
3.06,189100,62
3.12,201600,64
3.18,201600,64
3.24,214500,66
3.3,214500,66
3.36,227800,68
3.42,241500,70
3.48,241500,70
3.54,255600,72
3.6,255600,72
3.66,270100,74
3.72,285000,76
3.78,285000,76
3.84,300300,78
3.9,300300,78
3.96,316000,80
4.02,332100,82
4.08,332100,82
4.14,348600,84
4.2,348600,84
4.26,365500,86
4.32,382800,88
4.38,382800,88
4.44,400500,90
4.5,400500,90
4.56,418600,92
4.62,437100,94
4.68,437100,94
4.74,456000,96
4.8,456000,96
4.86,475300,98
4.92,495000,100
4.98,495000,100
5.04,515100,102
5.1,515100,102
5.16,535600,104
5.22,556500,106
5.28,556500,106
5.34,577800,108
5.4,577800,108
5.46,599500,110
5.52,621600,112
5.58,621600,112
5.64,644100,114
5.7,644100,114
5.76,667000,116
5.82,690300,118
5.88,690300,118
5.94,714000,120
6,714000,120
6.06,738100,122
6.12,762600,124
6.18,762600,124
6.24,787500,126
6.3,787500,126
6.36,812800,128
6.42,838500,130
6.48,838500,130
6.54,864600,132
6.6,864600,132
6.66,891100,134
6.72,918000,136
6.78,918000,136
6.84,945300,138
6.9,945300,138
6.96,973000,140
7.02,1.0011E+06,142
7.08,1.0011E+06,142
7.14,1.0296E+06,144
7.2,1.0296E+06,144
7.26,1.0585E+06,146
7.32,1.0878E+06,148
7.38,1.0878E+06,148
7.44,1.1175E+06,150
7.5,1.1175E+06,150
7.56,1.1476E+06,152
7.62,1.1781E+06,154
7.68,1.1781E+06,154
7.74,1.209E+06,156
7.8,1.209E+06,156
7.86,1.2403E+06,158
7.92,1.272E+06,160
7.98,1.272E+06,160
8.04,1.3041E+06,162
8.1,1.3041E+06,162
8.16,1.3366E+06,164
8.22,1.3695E+06,166
8.28,1.3695E+06,166
8.34,1.4028E+06,168
8.4,1.4028E+06,168
8.46,1.4365E+06,170
8.52,1.4706E+06,172
8.58,1.4706E+06,172
8.64,1.5051E+06,174
8.7,1.5051E+06,174
