"time","der_p","der_T"
0,0,0
0.002,0,0
0.004,0,0
0.006,0,0
0.008,0,0
0.01,0,0
0.012,0,0
0.014,0,0
0.016,0,0
0.018,0,0
0.02,0,0
0.022,0,0
0.024,0,0
0.026,0,0
0.028,0,0
0.03,0,0
0.032,0,0
0.034,0,0
0.036,0,0
0.038,0,0
0.04,0,0
0.042,0,0
0.044,0,0
0.046,0,0
0.048,0,0
0.05,0,0
0.052,0,0
0.054,0,0
0.056,0,0
0.058,0,0
0.06,0,0
0.062,0,0
0.064,0,0
0.066,0,0
0.068,0,0
0.07,0,0
0.072,0,0
0.074,0,0
0.076,0,0
0.078,0,0
0.08,0,0
0.082,0,0
0.084,0,0
0.086,0,0
0.088,0,0
0.09,0,0
0.092,0,0
0.094,0,0
0.096,0,0
0.098,0,0
0.1,0,0
0.102,0,0
0.104,0,0
0.106,0,0
0.108,0,0
0.11,0,0
0.112,0,0
0.114,0,0
0.116,0,0
0.118,0,0
0.12,0,0
0.122,0,0
0.124,0,0
0.126,0,0
0.128,0,0
0.13,0,0
0.132,0,0
0.134,0,0
0.136,0,0
0.138,0,0
0.14,0,0
0.142,0,0
0.144,0,0
0.146,0,0
0.148,0,0
0.15,0,0
0.152,0,0
0.154,0,0
0.156,0,0
0.158,0,0
0.16,0,0
0.162,0,0
0.164,0,0
0.166,0,0
0.168,0,0
0.17,0,0
0.172,0,0
0.174,0,0
0.176,0,0
0.178,0,0
0.18,0,0
0.182,0,0
0.184,0,0
0.186,0,0
0.188,0,0
0.19,0,0
0.192,0,0
0.194,0,0
0.196,0,0
0.198,0,0
0.2,0,0
0.202,0,0
0.204,0,0
0.206,0,0
0.208,0,0
0.21,0,0
0.212,0,0
0.214,0,0
0.216,0,0
0.218,0,0
0.22,0,0
0.222,0,0
0.224,0,0
0.226,0,0
0.228,0,0
0.23,0,0
0.232,0,0
0.234,0,0
0.236,0,0
0.238,0,0
0.24,0,0
0.242,0,0
0.244,0,0
0.246,0,0
0.248,0,0
0.25,0,0
0.252,0,0
0.254,0,0
0.256,0,0
0.258,0,0
0.26,0,0
0.262,0,0
0.264,0,0
0.266,0,0
0.268,0,0
0.27,0,0
0.272,0,0
0.274,0,0
0.276,0,0
0.278,0,0
0.28,0,0
0.282,0,0
0.284,0,0
0.286,0,0
0.288,0,0
0.29,0,0
0.292,0,0
0.294,0,0
0.296,0,0
0.298,0,0
0.3,-1.023181539e-012,-1.221245327e-014
0.302,-8.974630819,-0.1137623871
0.304,-17.29991321,-0.2256829602
0.306,-24.98336809,-0.3357711598
0.308,-32.03251635,-0.4440364256
0.31,-38.45487882,-0.5504881966
0.312,-44.25797626,-0.6551359107
0.314,-49.44932942,-0.7579890052
0.316,-54.03645896,-0.8590569165
0.318,-58.02688553,-0.9583490801
0.32,-61.42812968,-1.055874931
0.322,-64.24771196,-1.151643902
0.324,-66.49315284,-1.245665428
0.326,-68.17197275,-1.337948939
0.328,-69.29169207,-1.428503868
0.33,-69.85983113,-1.517339645
0.332,-69.8839102,-1.6044657
0.334,-69.37144951,-1.689891461
0.336,-68.32996924,-1.773626356
0.338,-66.76698952,-1.855679814
0.34,-64.69003043,-1.936061259
0.342,-62.106612,-2.014780119
0.344,-59.0242542,-2.091845816
0.346,-55.45047697,-2.167267776
0.348,-51.39280017,-2.241055421
0.35,-46.85874365,-2.313218173
0.352,-41.85582718,-2.383765453
0.354,-36.39157049,-2.452706683
0.356,-30.47349325,-2.520051282
0.358,-24.10911511,-2.585808669
0.36,-17.30595563,-2.649988261
0.362,-10.07153434,-2.712599476
0.364,-2.413367395,-2.773651674
0.366,5.661019193,-2.833154382
0.368,14.1441093,-2.891116959
0.37,23.02838358,-2.947548819
0.372,32.30632277,-3.002459376
0.374,41.97040764,-3.055858041
0.376,52.013119,-3.107754225
0.378,62.42693772,-3.15815734
0.38,73.20434472,-3.207076795
0.382,84.33782098,-3.254521999
0.384,95.8198475,-3.300502359
0.386,107.6429054,-3.345027283
0.388,119.7994757,-3.388106178
0.39,132.2820396,-3.429748448
0.392,145.0830784,-3.469963499
0.394,158.1950733,-3.508760734
0.396,171.6105057,-3.546149556
0.398,185.3218568,-3.582139368
0.4,199.3216082,-3.616739571
0.402,213.6022412,-3.649959565
0.404,228.1562374,-3.68180875
0.406,242.9760784,-3.712296525
0.408,258.0542458,-3.741432288
0.41,273.3832212,-3.769225435
0.412,288.9554864,-3.795685365
0.414,304.7635232,-3.820821471
0.416,320.7998132,-3.844643149
0.418,337.0568385,-3.867159792
0.42,353.5270809,-3.888380794
0.422,370.2030224,-3.908315546
0.424,387.077145,-3.926973441
0.426,404.1419308,-3.944363868
0.428,421.3898618,-3.960496217
0.43,438.8134203,-3.975379878
0.432,456.4050885,-3.989024237
0.434,474.1573486,-4.001438684
0.436,492.0626829,-4.012632602
0.438,510.1135738,-4.02261538
0.44,528.3025037,-4.0313964
0.442,546.6219551,-4.038985047
0.444,565.0644104,-4.045390705
0.446,583.6223523,-4.050622754
0.448,602.2882634,-4.054690577
0.45,621.0546262,-4.057603554
0.452,639.9139236,-4.059371066
0.454,658.8586383,-4.06000249
0.456,677.881253,-4.059507204
0.458,696.9742507,-4.057894587
0.46,716.1301142,-4.055174015
0.462,735.3413266,-4.051354863
0.464,754.6003708,-4.046446505
0.466,773.8997298,-4.040458317
0.468,793.2318868,-4.03339967
0.47,812.589325,-4.025279938
0.472,831.9645275,-4.016108491
0.474,851.3499776,-4.005894701
0.476,870.7381586,-3.994647936
0.478,890.1215539,-3.982377567
0.48,909.4926468,-3.969092961
0.482,928.843927,-3.954803382
0.484,948.1678656,-3.939518403
0.486,967.4569524,-3.923247287
0.488,986.703671,-3.905999397
0.49,1005.900505,-3.887784099
0.492,1025.039938,-3.868610756
0.494,1044.114454,-3.84848873
0.496,1063.116537,-3.827427381
0.498,1082.03867,-3.805436072
0.5,1100.873344,-3.782524058
0.502,1119.61303,-3.758700906
0.504,1138.250218,-3.73397587
0.506,1156.777393,-3.708358307
0.508,1175.187038,-3.681857574
0.51,1193.471638,-3.654483026
0.512,1211.623677,-3.626244019
0.514,1229.635639,-3.597149907
0.516,1247.500008,-3.567210043
0.518,1265.209269,-3.536433779
0.52,1282.755906,-3.504830467
0.522,1300.132404,-3.472409457
0.524,1317.331247,-3.4391801
0.526,1334.344919,-3.405151744
0.528,1351.165906,-3.370333738
0.53,1367.786691,-3.33473543
0.532,1384.19976,-3.298366165
0.534,1400.397597,-3.26123529
0.536,1416.372687,-3.223352149
0.538,1432.117515,-3.184726088
0.54,1447.624566,-3.145366448
0.542,1462.886325,-3.105282573
0.544,1477.895276,-3.064483804
0.546,1492.643905,-3.022979482
0.548,1507.124697,-2.980778947
0.55,1521.330137,-2.937891538
0.552,1535.25271,-2.894326594
0.554,1548.884901,-2.850093452
0.556,1562.219196,-2.805201449
0.558,1575.24808,-2.759659921
0.56,1587.964038,-2.713478202
0.562,1600.359557,-2.666665627
0.564,1612.42712,-2.619231529
0.566,1624.159214,-2.571185242
0.568,1635.548325,-2.522536096
0.57,1646.586937,-2.473293422
0.572,1657.267538,-2.423466552
0.574,1667.582611,-2.373064813
0.576,1677.524644,-2.322097535
0.578,1687.086122,-2.270574045
0.58,1696.259531,-2.21850367
0.582,1705.037357,-2.165895735
0.584,1713.412085,-2.112759567
0.586,1721.376202,-2.059104489
0.588,1728.922194,-2.004939825
0.59,1736.042547,-1.950274897
0.592,1742.729747,-1.895119028
0.594,1748.976281,-1.839481538
0.596,1754.774634,-1.783371748
0.598,1760.117293,-1.726798977
0.6,1764.996745,-1.669772544
0.602,1769.405475,-1.612301766
0.604,1773.33597,-1.55439596
0.606,1776.780718,-1.496064443
0.608,1779.732203,-1.437316529
0.61,1782.182913,-1.378161534
0.612,1784.125335,-1.31860877
0.614,1785.551956,-1.258667551
0.616,1786.455261,-1.198347188
0.618,1786.827738,-1.137656993
0.62,1786.661874,-1.076606276
0.622,1785.950155,-1.015204347
0.624,1784.685069,-0.9534605139
0.626,1782.859102,-0.891384085
0.628,1780.464742,-0.8289843672
0.63,1777.494476,-0.7662706669
0.632,1773.940791,-0.7032522893
0.634,1769.796173,-0.6399385392
0.636,1765.053111,-0.5763387203
0.638,1759.704092,-0.5124621355
0.64,1753.741603,-0.4483180869
0.642,1747.158131,-0.3839158758
0.644,1739.946164,-0.3192648028
0.646,1732.098189,-0.2543741674
0.648,1723.606694,-0.1892532685
0.65,1714.464166,-0.1239114041
0.652,1704.663094,-0.05835787149
0.654,1694.195964,0.007398033083
0.656,1683.055265,0.07334701402
0.658,1671.233484,0.1394797766
0.66,1658.723109,0.2057870269
0.662,1645.516629,0.2722594718
0.664,1631.60653,0.3388878192
0.666,1616.985301,0.4056627774
0.668,1601.64543,0.4725750559
0.67,1585.579406,0.5396153649
0.672,1568.779715,0.6067744154
0.674,1551.238847,0.6740429193
0.676,1532.94929,0.7414115891
0.678,1513.903532,0.8088711384
0.68,1494.09406,0.8764122814
0.682,1473.513365,0.9440257333
0.684,1452.153933,1.01170221
0.686,1430.008254,1.079432428
0.688,1407.068816,1.147207106
0.69,1383.328108,1.21501696
0.692,1358.778618,1.282852712
0.694,1333.412835,1.35070508
0.696,1307.223247,1.418564786
0.698,1280.202344,1.486422551
0.7,1252.342614,1.554269098
0.702,1252.339335,1.554214222
0.704,1252.336056,1.554159349
0.706,1252.332777,1.554104479
0.708,1252.329498,1.554049612
0.71,1252.32622,1.553994748
0.712,1252.322942,1.553939887
0.714,1252.319663,1.553885029
0.716,1252.316386,1.553830174
0.718,1252.313108,1.553775321
0.72,1252.30983,1.553720472
0.722,1252.306553,1.553665626
0.724,1252.303276,1.553610782
0.726,1252.299999,1.553555942
