"time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
159,8.1930337715422918E-001,9.4999999999999996E-001,9.4999999999979201E-001,3.9180646407200058E+001,5.0000000000000000E-001,4.9999960783499831E-001,3.7017753964057590E+001,3.5000000000000000E+001,3.4999960622005041E+001,2.8018429258920087E+001,3.0000000000000000E+000,2.9995243620836218E+000,1.0000000000000000E+003,4.0000000000000000E+001
160,8.1930337715265311E-001,9.4999999999999996E-001,9.4999999999982587E-001,3.9180646173888512E+001,5.0000000000000000E-001,4.9999967843297211E-001,3.7017709153383549E+001,3.5000000000000000E+001,3.4999985470301475E+001,2.8016982219106502E+001,3.0000000000000000E+000,2.9997403941849767E+000,1.0000000000000000E+003,4.0000000000000000E+001
161,8.1930337715138624E-001,9.4999999999999996E-001,9.4999999999985774E-001,3.9180649446288342E+001,5.0000000000000000E-001,4.9999974675688641E-001,3.7017692636500435E+001,3.5000000000000000E+001,3.4999994638269527E+001,2.8016358218494830E+001,3.0000000000000000E+000,2.9998684007821650E+000,1.0000000000000000E+003,4.0000000000000000E+001
162,8.1930337715036006E-001,9.4999999999999996E-001,9.4999999999988394E-001,3.9180654804831022E+001,5.0000000000000000E-001,4.9999980894348423E-001,3.7017686536292253E+001,3.5000000000000000E+001,3.4999998021660431E+001,2.8016092044361688E+001,3.0000000000000000E+000,2.9999362778166110E+000,1.0000000000000000E+003,4.0000000000000000E+001
163,8.1930337714954471E-001,9.4999999999999996E-001,9.4999999999990725E-001,3.9180661173114650E+001,5.0000000000000000E-001,4.9999986286575332E-001,3.7017684256458821E+001,3.5000000000000000E+001,3.4999999269220751E+001,2.8015970894477555E+001,3.0000000000000000E+000,2.9999695570889218E+000,1.0000000000000000E+003,4.0000000000000000E+001
164,8.1930337714889689E-001,9.4999999999999996E-001,9.4999999999992579E-001,3.9180667766410060E+001,5.0000000000000000E-001,4.9999990769129632E-001,3.7017683445456292E+001,3.5000000000000000E+001,3.4999999735471278E+001,2.8015907507065549E+001,3.0000000000000000E+000,2.9999852182612967E+000,1.0000000000000000E+003,4.0000000000000000E+001
165,8.1930337714837498E-001,9.4999999999999996E-001,9.4999999999994067E-001,3.9180674070665084E+001,5.0000000000000000E-001,4.9999994349492149E-001,3.7017683144124540E+001,3.5000000000000000E+001,3.4999999904223920E+001,2.8015870105954196E+001,3.0000000000000000E+000,2.9999923954438774E+000,1.0000000000000000E+003,4.0000000000000000E+001
166,8.1930337714794399E-001,9.4999999999999996E-001,9.4999999999995177E-001,3.9180679756209379E+001,5.0000000000000000E-001,4.9999997092226905E-001,3.7017683034990775E+001,3.5000000000000000E+001,3.4999999965321486E+001,2.8015846358573430E+001,3.0000000000000000E+000,2.9999958018528416E+000,1.0000000000000000E+003,4.0000000000000000E+001
167,8.1930337714760992E-001,9.4999999999999996E-001,9.4999999999996154E-001,3.9180684647877129E+001,5.0000000000000000E-001,4.9999999096775355E-001,3.7017682995504600E+001,3.5000000000000000E+001,3.4999999987443729E+001,2.8015831202710260E+001,3.0000000000000000E+000,2.9999975543266761E+000,1.0000000000000000E+003,4.0000000000000000E+001
168,8.1930337714730528E-001,9.4999999999999996E-001,9.4999999999996720E-001,3.9180688684195424E+001,5.0000000000000000E-001,5.0000000478801865E-001,3.7017682978567954E+001,3.5000000000000000E+001,3.4999999995434109E+001,2.8015821824723147E+001,3.0000000000000000E+000,2.9999985418370700E+000,1.0000000000000000E+003,4.0000000000000000E+001
169,8.1930337714706492E-001,9.4999999999999996E-001,9.4999999999997353E-001,3.9180691882772180E+001,5.0000000000000000E-001,5.0000001356801271E-001,3.7017682976044320E+001,3.5000000000000000E+001,3.4999999998356273E+001,2.8015816261700454E+001,3.0000000000000000E+000,2.9999991331213809E+000,1.0000000000000000E+003,4.0000000000000000E+001
170,8.1930337714681256E-001,9.4999999999999996E-001,9.4999999999997475E-001,3.9180694312120188E+001,5.0000000000000000E-001,5.0000001843083208E-001,3.7017682973632461E+001,3.5000000000000000E+001,3.4999999999401119E+001,2.8015813093462643E+001,3.0000000000000000E+000,2.9999994937187382E+000,1.0000000000000000E+003,4.0000000000000000E+001
171,8.1930337714661816E-001,9.4999999999999996E-001,9.4999999999997842E-001,3.9180696069636021E+001,5.0000000000000000E-001,5.0000002038252611E-001,3.7017682973491723E+001,3.5000000000000000E+001,3.4999999999785082E+001,2.8015811348029246E+001,3.0000000000000000E+000,2.9999997110334289E+000,1.0000000000000000E+003,4.0000000000000000E+001
172,8.1930337714645229E-001,9.4999999999999996E-001,9.4999999999998175E-001,3.9180697265128714E+001,5.0000000000000000E-001,5.0000002028368185E-001,3.7017682973287052E+001,3.5000000000000000E+001,3.4999999999922480E+001,2.8015810407862254E+001,3.0000000000000000E+000,2.9999998386197544E+000,1.0000000000000000E+003,4.0000000000000000E+001
173,8.1930337714624668E-001,9.4999999999999996E-001,9.4999999999998075E-001,3.9180698009125500E+001,5.0000000000000000E-001,5.0000001884058776E-001,3.7017682973157456E+001,3.5000000000000000E+001,3.4999999999971791E+001,2.8015809906677941E+001,3.0000000000000000E+000,2.9999999113706690E+000,1.0000000000000000E+003,4.0000000000000000E+001
174,8.1930337714612700E-001,9.4999999999999996E-001,9.4999999999998486E-001,3.9180698405118015E+001,5.0000000000000000E-001,5.0000001660989279E-001,3.7017682973141106E+001,3.5000000000000000E+001,3.4999999999989875E+001,2.8015809639128339E+001,3.0000000000000000E+000,2.9999999518003531E+000,1.0000000000000000E+003,4.0000000000000000E+001
175,8.1930337714598156E-001,9.4999999999999996E-001,9.4999999999998530E-001,3.9180698544931658E+001,5.0000000000000000E-001,5.0000001401184169E-001,3.7017682973124010E+001,3.5000000000000000E+001,3.4999999999996319E+001,2.8015809494777528E+001,3.0000000000000000E+000,2.9999999738532339E+000,1.0000000000000000E+003,4.0000000000000000E+001
176,8.1930337714586565E-001,9.4999999999999996E-001,9.4999999999998719E-001,3.9180698488442737E+001,5.0000000000000000E-001,5.0000001137260108E-001,3.7017682973119804E+001,3.5000000000000000E+001,3.4999999999998437E+001,2.8015809421193168E+001,3.0000000000000000E+000,2.9999999849075722E+000,1.0000000000000000E+003,4.0000000000000000E+001
177,8.1930337714573409E-001,9.4999999999999996E-001,9.4999999999998697E-001,3.9180698332618718E+001,5.0000000000000000E-001,5.0000000890852381E-001,3.7017682973120102E+001,3.5000000000000000E+001,3.4999999999999346E+001,2.8015809377952998E+001,3.0000000000000000E+000,2.9999999912441191E+000,1.0000000000000000E+003,4.0000000000000000E+001
178,8.1930337714561763E-001,9.4999999999999996E-001,9.4999999999998785E-001,3.9180698121154741E+001,5.0000000000000000E-001,5.0000000671660361E-001,3.7017682973119832E+001,3.5000000000000000E+001,3.4999999999999723E+001,2.8015809352391862E+001,3.0000000000000000E+000,2.9999999948930975E+000,1.0000000000000000E+003,4.0000000000000000E+001
179,8.1930337714551293E-001,9.4999999999999996E-001,9.4999999999998874E-001,3.9180697886416908E+001,5.0000000000000000E-001,5.0000000484354334E-001,3.7017682973120657E+001,3.5000000000000000E+001,3.4999999999999886E+001,2.8015809337237112E+001,3.0000000000000000E+000,2.9999999970074214E+000,1.0000000000000000E+003,4.0000000000000000E+001
180,8.1930337714541979E-001,9.4999999999999996E-001,9.4999999999998985E-001,3.9180697651239527E+001,5.0000000000000000E-001,5.0000000329989513E-001,3.7017682973121481E+001,3.5000000000000000E+001,3.4999999999999957E+001,2.8015809328248807E+001,3.0000000000000000E+000,2.9999999982403285E+000,1.0000000000000000E+003,4.0000000000000000E+001
181,8.1930337714530388E-001,9.4999999999999996E-001,9.4999999999998930E-001,3.9180697430716975E+001,5.0000000000000000E-001,5.0000000207168915E-001,3.7017682973120934E+001,3.5000000000000000E+001,3.4999999999999979E+001,2.8015809322925406E+001,3.0000000000000000E+000,2.9999999989631765E+000,1.0000000000000000E+003,4.0000000000000000E+001
182,8.1930337714524348E-001,9.4999999999999996E-001,9.4999999999999185E-001,3.9180697233877268E+001,5.0000000000000000E-001,5.0000000112966236E-001,3.7017682973122547E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809319780956E+001,3.0000000000000000E+000,2.9999999993886788E+000,1.0000000000000000E+003,4.0000000000000000E+001
183,8.1930337714517854E-001,9.4999999999999996E-001,9.4999999999999285E-001,3.9180697065172048E+001,5.0000000000000000E-001,5.0000000043632076E-001,3.7017682973122518E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809317928944E+001,3.0000000000000000E+000,2.9999999996396896E+000,1.0000000000000000E+003,4.0000000000000000E+001
184,8.1930337714512114E-001,9.4999999999999996E-001,9.4999999999999363E-001,3.9180696925750993E+001,5.0000000000000000E-001,4.9999999995112326E-001,3.7017682973122739E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809316841146E+001,3.0000000000000000E+000,2.9999999997878550E+000,1.0000000000000000E+003,4.0000000000000000E+001
185,8.1930337714505441E-001,9.4999999999999996E-001,9.4999999999999363E-001,3.9180696814511606E+001,5.0000000000000000E-001,4.9999999963409336E-001,3.7017682973122831E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809316203406E+001,3.0000000000000000E+000,2.9999999998752505E+000,1.0000000000000000E+003,4.0000000000000000E+001
186,8.1930337714500279E-001,9.4999999999999996E-001,9.4999999999999429E-001,3.9180696728935594E+001,5.0000000000000000E-001,4.9999999944816775E-001,3.7017682973123051E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315830140E+001,3.0000000000000000E+000,2.9999999999267422E+000,1.0000000000000000E+003,4.0000000000000000E+001
187,8.1930337714495516E-001,9.4999999999999996E-001,9.4999999999999485E-001,3.9180696665730508E+001,5.0000000000000000E-001,4.9999999936056039E-001,3.7017682973123215E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315611804E+001,3.0000000000000000E+000,2.9999999999570286E+000,1.0000000000000000E+003,4.0000000000000000E+001
188,8.1930337714492474E-001,9.4999999999999996E-001,9.4999999999999596E-001,3.9180696621302445E+001,5.0000000000000000E-001,4.9999999934339129E-001,3.7017682973123350E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315484237E+001,3.0000000000000000E+000,2.9999999999748224E+000,1.0000000000000000E+003,4.0000000000000000E+001
189,8.1930337714487833E-001,9.4999999999999996E-001,9.4999999999999596E-001,3.9180696592086989E+001,5.0000000000000000E-001,4.9999999937378931E-001,3.7017682973124295E+001,3.5000000000000000E+001,3.5000000000000007E+001,2.8015809315409399E+001,3.0000000000000000E+000,2.9999999999852429E+000,1.0000000000000000E+003,4.0000000000000000E+001
190,8.1930337714485169E-001,9.4999999999999996E-001,9.4999999999999696E-001,3.9180696574765378E+001,5.0000000000000000E-001,4.9999999943364026E-001,3.7017682973124529E+001,3.5000000000000000E+001,3.5000000000000007E+001,2.8015809315365637E+001,3.0000000000000000E+000,2.9999999999913571E+000,1.0000000000000000E+003,4.0000000000000000E+001
191,8.1930337714481871E-001,9.4999999999999996E-001,9.4999999999999718E-001,3.9180696566392243E+001,5.0000000000000000E-001,4.9999999950912133E-001,3.7017682973123975E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315339894E+001,3.0000000000000000E+000,2.9999999999949325E+000,1.0000000000000000E+003,4.0000000000000000E+001
192,8.1930337714477341E-001,9.4999999999999996E-001,9.4999999999999629E-001,3.9180696564455467E+001,5.0000000000000000E-001,4.9999999959011859E-001,3.7017682973123847E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315324638E+001,3.0000000000000000E+000,2.9999999999970179E+000,1.0000000000000000E+003,4.0000000000000000E+001
193,8.1930337714476587E-001,9.4999999999999996E-001,9.4999999999999785E-001,3.9180696566888500E+001,5.0000000000000000E-001,4.9999999966960817E-001,3.7017682973123925E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315315824E+001,3.0000000000000000E+000,2.9999999999982552E+000,1.0000000000000000E+003,4.0000000000000000E+001
194,8.1930337714474766E-001,9.4999999999999996E-001,9.4999999999999829E-001,3.9180696572050230E+001,5.0000000000000000E-001,4.9999999974305187E-001,3.7017682973124046E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315310619E+001,3.0000000000000000E+000,2.9999999999989777E+000,1.0000000000000000E+003,4.0000000000000000E+001
195,8.1930337714472523E-001,9.4999999999999996E-001,9.4999999999999807E-001,3.9180696578684383E+001,5.0000000000000000E-001,4.9999999980783932E-001,3.7017682973124138E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315307550E+001,3.0000000000000000E+000,2.9999999999993996E+000,1.0000000000000000E+003,4.0000000000000000E+001
196,8.1930337714470003E-001,9.4999999999999996E-001,9.4999999999999785E-001,3.9180696585868397E+001,5.0000000000000000E-001,4.9999999986279792E-001,3.7017682973124245E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315305614E+001,3.0000000000000000E+000,2.9999999999996398E+000,1.0000000000000000E+003,4.0000000000000000E+001
197,8.1930337714467738E-001,9.4999999999999996E-001,9.4999999999999762E-001,3.9180696592958824E+001,5.0000000000000000E-001,4.9999999990777927E-001,3.7017682973124444E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315304427E+001,3.0000000000000000E+000,2.9999999999997811E+000,1.0000000000000000E+003,4.0000000000000000E+001
198,8.1930337714466339E-001,9.4999999999999996E-001,9.4999999999999785E-001,3.9180696599536908E+001,5.0000000000000000E-001,4.9999999994331906E-001,3.7017682973124288E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315303731E+001,3.0000000000000000E+000,2.9999999999998681E+000,1.0000000000000000E+003,4.0000000000000000E+001
199,8.1930337714467716E-001,9.4999999999999996E-001,9.4999999999999973E-001,3.9180696605358925E+001,5.0000000000000000E-001,4.9999999997037065E-001,3.7017682973125432E+001,3.5000000000000000E+001,3.5000000000000007E+001,2.8015809315303521E+001,3.0000000000000000E+000,2.9999999999999334E+000,1.0000000000000000E+003,4.0000000000000000E+001
200,8.1930337714464441E-001,9.4999999999999996E-001,9.4999999999999785E-001,3.9180696610312161E+001,5.0000000000000000E-001,4.9999999999010275E-001,3.7017682973123847E+001,3.5000000000000000E+001,3.4999999999999993E+001,2.8015809315303244E+001,3.0000000000000000E+000,2.9999999999999547E+000,1.0000000000000000E+003,4.0000000000000000E+001
201,8.1930337714465018E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696614377339E+001,5.0000000000000000E-001,5.0000000000375122E-001,3.7017682973124558E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315303141E+001,3.0000000000000000E+000,2.9999999999999756E+000,1.0000000000000000E+003,4.0000000000000000E+001
202,8.1930337714466650E-001,9.4999999999999996E-001,9.5000000000000162E-001,3.9180696617723918E+001,5.0000000000000000E-001,5.0000000001313960E-001,5.2870433057774655E+001,2.8000000000000000E+001,2.8058948525160250E+001,2.7758825510996921E+001,3.0000000000000000E+000,2.9849738174481422E+000,1.0000000000000000E+003,4.0000000000000000E+001
203,8.1930337714463974E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696620274887E+001,5.0000000000000000E-001,5.0000000001842693E-001,5.2981429684585841E+001,2.8000000000000000E+001,2.8022334660109781E+001,2.7680503180984733E+001,3.0000000000000000E+000,2.9901482288576222E+000,1.0000000000000000E+003,4.0000000000000000E+001
204,8.1930337714463952E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622128892E+001,5.0000000000000000E-001,5.0000000002065570E-001,5.3023597833707996E+001,2.8000000000000000E+001,2.8008463763200762E+001,2.7682714412242991E+001,3.0000000000000000E+000,2.9967416955853690E+000,1.0000000000000000E+003,4.0000000000000000E+001
205,8.1930337714461487E-001,9.4999999999999996E-001,9.4999999999999796E-001,3.9180696623398532E+001,5.0000000000000000E-001,5.0000000002072087E-001,5.3039598818344352E+001,2.8000000000000000E+001,2.8003205954793568E+001,2.7708109023405566E+001,3.0000000000000000E+000,3.0004381668583169E+000,1.0000000000000000E+003,4.0000000000000000E+001
206,8.1930337714460821E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696624196941E+001,5.0000000000000000E-001,5.0000000001935629E-001,5.3045660588380883E+001,2.8000000000000000E+001,2.8001214904368833E+001,2.7732200763818739E+001,3.0000000000000000E+000,3.0016492907927956E+000,1.0000000000000000E+003,4.0000000000000000E+001
207,8.1930337714458423E-001,9.4999999999999996E-001,9.4999999999999829E-001,3.9180696624631700E+001,5.0000000000000000E-001,5.0000000001714584E-001,5.3047961908666828E+001,2.8000000000000000E+001,2.8000459127818267E+001,2.7748509302663081E+001,3.0000000000000000E+000,3.0015975748221515E+000,1.0000000000000000E+003,4.0000000000000000E+001
208,8.1930337714459334E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696624797292E+001,5.0000000000000000E-001,5.0000000001452682E-001,5.3048831117409719E+001,2.8000000000000000E+001,2.8000173687347818E+001,2.7757774819262458E+001,3.0000000000000000E+000,3.0011432698499636E+000,1.0000000000000000E+003,4.0000000000000000E+001
209,8.1930337714457357E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696624774789E+001,5.0000000000000000E-001,5.0000000001181788E-001,5.3049161194934236E+001,2.8000000000000000E+001,2.8000065296457933E+001,2.7762442882030861E+001,3.0000000000000000E+000,3.0006975846214106E+000,1.0000000000000000E+003,4.0000000000000000E+001
210,8.1930337714460100E-001,9.4999999999999996E-001,9.5000000000000140E-001,3.9180696624629739E+001,5.0000000000000000E-001,5.0000000000923239E-001,5.3049285477909628E+001,2.8000000000000000E+001,2.8000024483239024E+001,2.7764583747709203E+001,3.0000000000000000E+000,3.0003821469469480E+000,1.0000000000000000E+003,4.0000000000000000E+001
211,8.1930337714459167E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696624413841E+001,5.0000000000000000E-001,5.0000000000690337E-001,5.3049332181883138E+001,2.8000000000000000E+001,2.8000009146796476E+001,2.7765505020719793E+001,3.0000000000000000E+000,3.0001938545133222E+000,1.0000000000000000E+003,4.0000000000000000E+001
212,8.1930337714458790E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696624165869E+001,5.0000000000000000E-001,5.0000000000490119E-001,5.3049349636131410E+001,2.8000000000000000E+001,2.8000003417046695E+001,2.7765895153497858E+001,3.0000000000000000E+000,3.0000937410306392E+000,1.0000000000000000E+003,4.0000000000000000E+001
213,8.1930337714460055E-001,9.4999999999999996E-001,9.5000000000000107E-001,3.9180696623913491E+001,5.0000000000000000E-001,5.0000000000324973E-001,5.3049356150912402E+001,2.8000000000000000E+001,2.8000001276509284E+001,2.7766072935319727E+001,3.0000000000000000E+000,3.0000447658981382E+000,1.0000000000000000E+003,4.0000000000000000E+001
214,8.1930337714458745E-001,9.4999999999999996E-001,9.4999999999999951E-001,3.9180696623675438E+001,5.0000000000000000E-001,5.0000000000194178E-001,5.3049358584690808E+001,2.8000000000000000E+001,2.8000000476970524E+001,2.7766167466050099E+001,3.0000000000000000E+000,3.0000220287763204E+000,1.0000000000000000E+003,4.0000000000000000E+001
215,8.1930337714457879E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696623463106E+001,5.0000000000000000E-001,5.0000000000094813E-001,5.3049359504753916E+001,2.8000000000000000E+001,2.8000000174993986E+001,2.7766225856496117E+001,3.0000000000000000E+000,3.0000115061412989E+000,1.0000000000000000E+003,4.0000000000000000E+001
216,8.1930337714457457E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696623281897E+001,5.0000000000000000E-001,5.0000000000022904E-001,5.3049359853082294E+001,2.8000000000000000E+001,2.8000000064289942E+001,2.7766264155110136E+001,3.0000000000000000E+000,3.0000065048681002E+000,1.0000000000000000E+003,4.0000000000000000E+001
217,8.1930337714457513E-001,9.4999999999999996E-001,9.4999999999999962E-001,3.9180696623133528E+001,5.0000000000000000E-001,4.9999999999973976E-001,5.3049359964043937E+001,2.8000000000000000E+001,2.8000000023539375E+001,2.7766289241358649E+001,3.0000000000000000E+000,3.0000038921786598E+000,1.0000000000000000E+003,4.0000000000000000E+001
218,8.1930337714457702E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696623016921E+001,5.0000000000000000E-001,4.9999999999943523E-001,5.3049360009372080E+001,2.8000000000000000E+001,2.8000000008634270E+001,2.7766305063333292E+001,3.0000000000000000E+000,3.0000023778031206E+000,1.0000000000000000E+003,4.0000000000000000E+001
219,8.1930337714457779E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622929091E+001,5.0000000000000000E-001,4.9999999999927291E-001,5.3049360025965804E+001,2.8000000000000000E+001,2.8000000003167724E+001,2.7766314579305853E+001,3.0000000000000000E+000,3.0000014418301686E+000,1.0000000000000000E+003,4.0000000000000000E+001
220,8.1930337714457491E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622866201E+001,5.0000000000000000E-001,4.9999999999921541E-001,5.3049360032034130E+001,2.8000000000000000E+001,2.8000000001162245E+001,2.7766320053699303E+001,3.0000000000000000E+000,3.0000008550432873E+000,1.0000000000000000E+003,4.0000000000000000E+001
221,8.1930337714457679E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622824051E+001,5.0000000000000000E-001,4.9999999999923089E-001,5.3049360034268908E+001,2.8000000000000000E+001,2.8000000000426436E+001,2.7766323093120846E+001,3.0000000000000000E+000,3.0000004938228741E+000,1.0000000000000000E+003,4.0000000000000000E+001
222,8.1930337714457113E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622798415E+001,5.0000000000000000E-001,4.9999999999929334E-001,5.3049360035089222E+001,2.8000000000000000E+001,2.8000000000156469E+001,2.7766324741555156E+001,3.0000000000000000E+000,3.0000002784323736E+000,1.0000000000000000E+003,4.0000000000000000E+001
223,8.1930337714457424E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622785398E+001,5.0000000000000000E-001,4.9999999999938255E-001,5.3049360035472553E+001,2.8000000000000000E+001,2.8000000000058034E+001,2.7766325626913140E+001,3.0000000000000000E+000,3.0000001542277128E+000,1.0000000000000000E+003,4.0000000000000000E+001
224,8.1930337714456580E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622781568E+001,5.0000000000000000E-001,4.9999999999948325E-001,5.3049360035489840E+001,2.8000000000000000E+001,2.8000000000020915E+001,2.7766326104101026E+001,3.0000000000000000E+000,3.0000000846167252E+000,1.0000000000000000E+003,4.0000000000000000E+001
225,8.1930337714457702E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622784041E+001,5.0000000000000000E-001,4.9999999999958461E-001,5.3049360035547963E+001,2.8000000000000000E+001,2.8000000000007770E+001,2.7766326364816024E+001,3.0000000000000000E+000,3.0000000463700491E+000,1.0000000000000000E+003,4.0000000000000000E+001
226,8.1930337714456580E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696622790556E+001,5.0000000000000000E-001,4.9999999999967981E-001,5.3049360035554621E+001,2.8000000000000000E+001,2.8000000000002821E+001,2.7766326509863500E+001,3.0000000000000000E+000,3.0000000255550088E+000,1.0000000000000000E+003,4.0000000000000000E+001
227,8.1930337714456603E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622799196E+001,5.0000000000000000E-001,4.9999999999976408E-001,5.3049360035557356E+001,2.8000000000000000E+001,2.8000000000001013E+001,2.7766326591908467E+001,3.0000000000000000E+000,3.0000000142191232E+000,1.0000000000000000E+003,4.0000000000000000E+001
228,8.1930337714456103E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696622808753E+001,5.0000000000000000E-001,4.9999999999983369E-001,5.3049360035562358E+001,2.8000000000000000E+001,2.8000000000000448E+001,2.7766326635688131E+001,3.0000000000000000E+000,3.0000000084238176E+000,1.0000000000000000E+003,4.0000000000000000E+001
229,8.1930337714456836E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622817983E+001,5.0000000000000000E-001,4.9999999999989009E-001,5.3049360035563154E+001,2.8000000000000000E+001,2.8000000000000192E+001,2.7766326662054460E+001,3.0000000000000000E+000,3.0000000050147131E+000,1.0000000000000000E+003,4.0000000000000000E+001
230,8.1930337714455559E-001,9.4999999999999996E-001,9.4999999999999940E-001,3.9180696622826424E+001,5.0000000000000000E-001,4.9999999999993422E-001,5.3049360035562856E+001,2.8000000000000000E+001,2.8000000000000078E+001,2.7766326677902384E+001,3.0000000000000000E+000,3.0000000029936933E+000,1.0000000000000000E+003,4.0000000000000000E+001
231,8.1930337714457158E-001,9.4999999999999996E-001,9.5000000000000095E-001,3.9180696622834041E+001,5.0000000000000000E-001,4.9999999999996919E-001,5.3049360035561314E+001,2.8000000000000000E+001,2.8000000000000014E+001,2.7766326688085147E+001,3.0000000000000000E+000,3.0000000017015265E+000,1.0000000000000000E+003,4.0000000000000000E+001
232,8.1930337714455281E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696622840330E+001,5.0000000000000000E-001,4.9999999999999306E-001,5.3049360035562685E+001,2.8000000000000000E+001,2.8000000000000011E+001,2.7766326693472308E+001,3.0000000000000000E+000,3.0000000010161783E+000,1.0000000000000000E+003,4.0000000000000000E+001
233,8.1930337714457646E-001,9.4999999999999996E-001,9.5000000000000162E-001,3.9180696622845396E+001,5.0000000000000000E-001,5.0000000000000910E-001,5.3049360035563780E+001,2.8000000000000000E+001,2.8000000000000011E+001,2.7766326696671317E+001,3.0000000000000000E+000,3.0000000006058123E+000,1.0000000000000000E+003,4.0000000000000000E+001
234,8.1930337714457402E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622849403E+001,5.0000000000000000E-001,5.0000000000001921E-001,5.3049360035563950E+001,2.8000000000000000E+001,2.8000000000000007E+001,2.7766326698565280E+001,3.0000000000000000E+000,3.0000000003604059E+000,1.0000000000000000E+003,4.0000000000000000E+001
235,8.1930337714455226E-001,9.4999999999999996E-001,9.4999999999999918E-001,3.9180696622852423E+001,5.0000000000000000E-001,5.0000000000002465E-001,5.3049360035563303E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326699684207E+001,3.0000000000000000E+000,3.0000000002139631E+000,1.0000000000000000E+003,4.0000000000000000E+001
236,8.1930337714457280E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622854555E+001,5.0000000000000000E-001,5.0000000000002653E-001,5.3049360035563872E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326700344997E+001,3.0000000000000000E+000,3.0000000001268288E+000,1.0000000000000000E+003,4.0000000000000000E+001
237,8.1930337714455659E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696622856082E+001,5.0000000000000000E-001,5.0000000000002631E-001,5.3049360035563488E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326700735039E+001,3.0000000000000000E+000,3.0000000000750844E+000,1.0000000000000000E+003,4.0000000000000000E+001
238,8.1930337714457857E-001,9.4999999999999996E-001,9.5000000000000129E-001,3.9180696622857020E+001,5.0000000000000000E-001,5.0000000000002442E-001,5.3049360035563922E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326700965546E+001,3.0000000000000000E+000,3.0000000000444325E+000,1.0000000000000000E+003,4.0000000000000000E+001
