Time,_dummy,_derdummy,TAmb,TDif,ground_p_v,ground_p_i,constantVoltage_V,constantVoltage_v,constantVoltage_i,constantVoltage_p_v,constantVoltage_p_i,constantVoltage_n_v,constantVoltage_n_i,heatCapacitor_C,heatCapacitor_T,der_heatCapacitor_T_,heatCapacitor_der_0T,heatCapacitor_port_T,heatCapacitor_port_Q_0flow,heatingResistor_R_0ref,heatingResistor_T_0ref,heatingResistor_alpha,heatingResistor_v,heatingResistor_i,heatingResistor_p_v,heatingResistor_p_i,heatingResistor_n_v,heatingResistor_n_i,heatingResistor_useHeatPort,heatingResistor_T,heatingResistor_heatPort_T,heatingResistor_heatPort_Q_0flow,heatingResistor_LossPower,heatingResistor_T_0heatPort,heatingResistor_R,fixedTemperature_T,fixedTemperature_port_T,fixedTemperature_port_Q_0flow,temperatureSensor_T,temperatureSensor_port_T,temperatureSensor_port_Q_0flow,thermalConductor_Q_0flow,thermalConductor_dT,thermalConductor_port_0a_T,thermalConductor_port_0a_Q_0flow,thermalConductor_port_0b_T,thermalConductor_port_0b_Q_0flow,thermalConductor_G,idealSwitch_v,idealSwitch_i,idealSwitch_p_v,idealSwitch_p_i,idealSwitch_n_v,idealSwitch_n_i,idealSwitch_Ron,idealSwitch_Goff,idealSwitch_useHeatPort,idealSwitch_T,idealSwitch_LossPower,idealSwitch_T_0heatPort,idealSwitch_control,idealSwitch_s,idealSwitch_unitVoltage,idealSwitch_unitCurrent,ramp_height,ramp_duration,ramp_offset,ramp_startTime,ramp_y,onOffController_reference,onOffController_u,onOffController_y,onOffController_bandwidth,onOffController_pre_0y_0start,logicalNot_u,logicalNot_y,TRes,heatCapacitor_0T,switch_0Controll,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
5.6,1,0,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.585,-1.94351,-1.94351,312.585,-1.94351,10,293.15,0.00392157,0.0010761,9.99892e-005,0.0010761,9.99892e-005,0,-9.99892e-005,1,293.15,312.585,-1.07598e-007,1.07598e-007,312.585,10.7622,293.15,293.15,1.94351,39.4351,312.585,0,1.94351,19.4351,312.585,1.94351,293.15,-1.94351,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.0010761,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40,40,39.4351,0,2,0,0,1,312.624,39.474,1,0,1,0,10,500,0.02,0
5.6,1,0,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.546,-1.93963,-1.93963,312.546,-1.93963,10,293.15,0.00392157,0.00107595,9.99892e-005,0.00107595,9.99892e-005,0,-9.99892e-005,1,293.15,312.546,-1.07583e-007,1.07583e-007,312.546,10.7606,293.15,293.15,1.93963,39.3963,312.546,0,1.93963,19.3963,312.546,1.93963,293.15,-1.93963,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107595,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.0833,40.0833,39.3963,0,2,0,0,1,312.585,39.4351,1,0,1,0,10,500,0.02,0
5.62,1,0,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.546,-1.93963,-1.93963,312.546,-1.93963,10,293.15,0.00392157,0.00107595,9.99892e-005,0.00107595,9.99892e-005,0,-9.99892e-005,1,293.15,312.546,-1.07583e-007,1.07583e-007,312.546,10.7606,293.15,293.15,1.93963,39.3963,312.546,0,1.93963,19.3963,312.546,1.93963,293.15,-1.93963,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107595,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.0833,40.0833,39.3963,0,2,0,0,1,312.585,39.4351,1,0,1,0,10,500,0.02,0
5.62,1,0,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.508,-1.93577,-1.93577,312.508,-1.93577,10,293.15,0.00392157,0.0010758,9.99892e-005,0.0010758,9.99892e-005,0,-9.99892e-005,1,293.15,312.508,-1.07568e-007,1.07568e-007,312.508,10.7591,293.15,293.15,1.93577,39.3577,312.508,0,1.93577,19.3577,312.508,1.93577,293.15,-1.93577,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.0010758,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.1667,40.1667,39.3577,0,2,0,0,1,312.546,39.3963,1,0,1,0,10,500,0.02,0
5.64,1,0,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.508,-1.93577,-1.93577,312.508,-1.93577,10,293.15,0.00392157,0.0010758,9.99892e-005,0.0010758,9.99892e-005,0,-9.99892e-005,1,293.15,312.508,-1.07568e-007,1.07568e-007,312.508,10.7591,293.15,293.15,1.93577,39.3577,312.508,0,1.93577,19.3577,312.508,1.93577,293.15,-1.93577,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.0010758,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.1667,40.1667,39.3577,0,2,0,0,1,312.546,39.3963,1,0,1,0,10,500,0.02,0
5.64,1,0,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.469,-1.93191,-1.93191,312.469,-1.93191,10,293.15,0.00392157,0.00107565,9.99892e-005,0.00107565,9.99892e-005,0,-9.99892e-005,1,293.15,312.469,-1.07553e-007,1.07553e-007,312.469,10.7576,293.15,293.15,1.93191,39.3191,312.469,0,1.93191,19.3191,312.469,1.93191,293.15,-1.93191,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107565,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.25,40.25,39.3191,0,2,0,0,1,312.508,39.3577,1,0,1,0,10,500,0.02,0
5.66,1,0,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.469,-1.93191,-1.93191,312.469,-1.93191,10,293.15,0.00392157,0.00107565,9.99892e-005,0.00107565,9.99892e-005,0,-9.99892e-005,1,293.15,312.469,-1.07553e-007,1.07553e-007,312.469,10.7576,293.15,293.15,1.93191,39.3191,312.469,0,1.93191,19.3191,312.469,1.93191,293.15,-1.93191,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107565,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.25,40.25,39.3191,0,2,0,0,1,312.508,39.3577,1,0,1,0,10,500,0.02,0
5.66,1,0,293.15,2,0,0,10,10,-0.929432,10,-0.929432,0,0.929432,1,312.511,7.35821,7.35821,312.511,7.35821,10,293.15,0.00392157,9.99999,0.929432,9.99999,0.929432,0,-0.929432,1,293.15,312.511,-9.29431,9.29431,312.511,10.7593,293.15,293.15,1.93609,39.3609,312.511,0,1.93609,19.3609,312.511,1.93609,293.15,-1.93609,0.1,9.29432e-006,0.929432,10,0.929432,9.99999,-0.929432,1e-005,1e-005,0,293.15,8.63843e-006,293.15,0,0.929432,1,1,25,6,25,2,40.3333,40.3333,39.3609,1,2,0,1,0,312.469,39.3191,1,0,1,0,10,500,0.02,0
5.68,1,0,293.15,2,0,0,10,10,-0.929432,10,-0.929432,0,0.929432,1,312.511,7.35821,7.35821,312.511,7.35821,10,293.15,0.00392157,9.99999,0.929432,9.99999,0.929432,0,-0.929432,1,293.15,312.511,-9.29431,9.29431,312.511,10.7593,293.15,293.15,1.93609,39.3609,312.511,0,1.93609,19.3609,312.511,1.93609,293.15,-1.93609,0.1,9.29432e-006,0.929432,10,0.929432,9.99999,-0.929432,1e-005,1e-005,0,293.15,8.63843e-006,293.15,0,0.929432,1,1,25,6,25,2,40.3333,40.3333,39.3609,1,2,0,1,0,312.469,39.3191,1,0,1,0,10,500,0.02,0
5.68,1,0,293.15,2,0,0,10,10,-0.928935,10,-0.928935,0,0.928935,1,312.658,7.33859,7.33859,312.658,7.33859,10,293.15,0.00392157,9.99999,0.928935,9.99999,0.928935,0,-0.928935,1,293.15,312.658,-9.28934,9.28934,312.658,10.765,293.15,293.15,1.95076,39.5076,312.658,0,1.95076,19.5076,312.658,1.95076,293.15,-1.95076,0.1,9.28935e-006,0.928935,10,0.928935,9.99999,-0.928935,1e-005,1e-005,0,293.15,8.62921e-006,293.15,0,0.928935,1,1,25,6,25,2,40.4167,40.4167,39.5076,1,2,0,1,0,312.511,39.3609,0,0,1,0,10,500,0.02,0
5.7,1,0,293.15,2,0,0,10,10,-0.928935,10,-0.928935,0,0.928935,1,312.658,7.33859,7.33859,312.658,7.33859,10,293.15,0.00392157,9.99999,0.928935,9.99999,0.928935,0,-0.928935,1,293.15,312.658,-9.28934,9.28934,312.658,10.765,293.15,293.15,1.95076,39.5076,312.658,0,1.95076,19.5076,312.658,1.95076,293.15,-1.95076,0.1,9.28935e-006,0.928935,10,0.928935,9.99999,-0.928935,1e-005,1e-005,0,293.15,8.62921e-006,293.15,0,0.928935,1,1,25,6,25,2,40.4167,40.4167,39.5076,1,2,0,1,0,312.511,39.3609,0,0,1,0,10,500,0.02,0
5.7,1,0,293.15,2,0,0,10,10,-0.928441,10,-0.928441,0,0.928441,1,312.804,7.31902,7.31902,312.804,7.31902,10,293.15,0.00392157,9.99999,0.928441,9.99999,0.928441,0,-0.928441,1,293.15,312.804,-9.2844,9.2844,312.804,10.7707,293.15,293.15,1.96538,39.6538,312.804,0,1.96538,19.6538,312.804,1.96538,293.15,-1.96538,0.1,9.28441e-006,0.928441,10,0.928441,9.99999,-0.928441,1e-005,1e-005,0,293.15,8.62002e-006,293.15,0,0.928441,1,1,25,6,25,2,40.5,40.5,39.6538,1,2,0,1,0,312.658,39.5076,0,0,1,0,10,500,0.02,0
5.72,1,0,293.15,2,0,0,10,10,-0.928441,10,-0.928441,0,0.928441,1,312.804,7.31902,7.31902,312.804,7.31902,10,293.15,0.00392157,9.99999,0.928441,9.99999,0.928441,0,-0.928441,1,293.15,312.804,-9.2844,9.2844,312.804,10.7707,293.15,293.15,1.96538,39.6538,312.804,0,1.96538,19.6538,312.804,1.96538,293.15,-1.96538,0.1,9.28441e-006,0.928441,10,0.928441,9.99999,-0.928441,1e-005,1e-005,0,293.15,8.62002e-006,293.15,0,0.928441,1,1,25,6,25,2,40.5,40.5,39.6538,1,2,0,1,0,312.658,39.5076,0,0,1,0,10,500,0.02,0
5.72,1,0,293.15,2,0,0,10,10,-0.927948,10,-0.927948,0,0.927948,1,312.95,7.29949,7.29949,312.95,7.29949,10,293.15,0.00392157,9.99999,0.927948,9.99999,0.927948,0,-0.927948,1,293.15,312.95,-9.27947,9.27947,312.95,10.7765,293.15,293.15,1.97997,39.7997,312.95,0,1.97997,19.7997,312.95,1.97997,293.15,-1.97997,0.1,9.27948e-006,0.927948,10,0.927948,9.99999,-0.927948,1e-005,1e-005,0,293.15,8.61087e-006,293.15,0,0.927948,1,1,25,6,25,2,40.5833,40.5833,39.7997,1,2,0,1,0,312.804,39.6538,0,0,1,0,10,500,0.02,0
5.74,1,0,293.15,2,0,0,10,10,-0.927948,10,-0.927948,0,0.927948,1,312.95,7.29949,7.29949,312.95,7.29949,10,293.15,0.00392157,9.99999,0.927948,9.99999,0.927948,0,-0.927948,1,293.15,312.95,-9.27947,9.27947,312.95,10.7765,293.15,293.15,1.97997,39.7997,312.95,0,1.97997,19.7997,312.95,1.97997,293.15,-1.97997,0.1,9.27948e-006,0.927948,10,0.927948,9.99999,-0.927948,1e-005,1e-005,0,293.15,8.61087e-006,293.15,0,0.927948,1,1,25,6,25,2,40.5833,40.5833,39.7997,1,2,0,1,0,312.804,39.6538,0,0,1,0,10,500,0.02,0
5.74,1,0,293.15,2,0,0,10,10,-0.927456,10,-0.927456,0,0.927456,1,313.095,7.28001,7.28001,313.095,7.28001,10,293.15,0.00392157,9.99999,0.927456,9.99999,0.927456,0,-0.927456,1,293.15,313.095,-9.27455,9.27455,313.095,10.7822,293.15,293.15,1.99454,39.9454,313.095,0,1.99454,19.9454,313.095,1.99454,293.15,-1.99454,0.1,9.27456e-006,0.927456,10,0.927456,9.99999,-0.927456,1e-005,1e-005,0,293.15,8.60174e-006,293.15,0,0.927456,1,1,25,6,25,2,40.6667,40.6667,39.9454,1,2,0,1,0,312.95,39.7997,0,0,1,0,10,500,0.02,0
5.76,1,0,293.15,2,0,0,10,10,-0.927456,10,-0.927456,0,0.927456,1,313.095,7.28001,7.28001,313.095,7.28001,10,293.15,0.00392157,9.99999,0.927456,9.99999,0.927456,0,-0.927456,1,293.15,313.095,-9.27455,9.27455,313.095,10.7822,293.15,293.15,1.99454,39.9454,313.095,0,1.99454,19.9454,313.095,1.99454,293.15,-1.99454,0.1,9.27456e-006,0.927456,10,0.927456,9.99999,-0.927456,1e-005,1e-005,0,293.15,8.60174e-006,293.15,0,0.927456,1,1,25,6,25,2,40.6667,40.6667,39.9454,1,2,0,1,0,312.95,39.7997,0,0,1,0,10,500,0.02,0
5.76,1,0,293.15,2,0,0,10,10,-0.926966,10,-0.926966,0,0.926966,1,313.241,7.26058,7.26058,313.241,7.26058,10,293.15,0.00392157,9.99999,0.926966,9.99999,0.926966,0,-0.926966,1,293.15,313.241,-9.26965,9.26965,313.241,10.7879,293.15,293.15,2.00907,40.0907,313.241,0,2.00907,20.0907,313.241,2.00907,293.15,-2.00907,0.1,9.26966e-006,0.926966,10,0.926966,9.99999,-0.926966,1e-005,1e-005,0,293.15,8.59266e-006,293.15,0,0.926966,1,1,25,6,25,2,40.75,40.75,40.0907,1,2,0,1,0,313.095,39.9454,0,0,1,0,10,500,0.02,0
5.78,1,0,293.15,2,0,0,10,10,-0.926966,10,-0.926966,0,0.926966,1,313.241,7.26058,7.26058,313.241,7.26058,10,293.15,0.00392157,9.99999,0.926966,9.99999,0.926966,0,-0.926966,1,293.15,313.241,-9.26965,9.26965,313.241,10.7879,293.15,293.15,2.00907,40.0907,313.241,0,2.00907,20.0907,313.241,2.00907,293.15,-2.00907,0.1,9.26966e-006,0.926966,10,0.926966,9.99999,-0.926966,1e-005,1e-005,0,293.15,8.59266e-006,293.15,0,0.926966,1,1,25,6,25,2,40.75,40.75,40.0907,1,2,0,1,0,313.095,39.9454,0,0,1,0,10,500,0.02,0
5.78,1,0,293.15,2,0,0,10,10,-0.926478,10,-0.926478,0,0.926478,1,313.386,7.24121,7.24121,313.386,7.24121,10,293.15,0.00392157,9.99999,0.926478,9.99999,0.926478,0,-0.926478,1,293.15,313.386,-9.26477,9.26477,313.386,10.7936,293.15,293.15,2.02356,40.2356,313.386,0,2.02356,20.2356,313.386,2.02356,293.15,-2.02356,0.1,9.26478e-006,0.926478,10,0.926478,9.99999,-0.926478,1e-005,1e-005,0,293.15,8.58362e-006,293.15,0,0.926478,1,1,25,6,25,2,40.8333,40.8333,40.2356,1,2,0,1,0,313.241,40.0907,0,0,1,0,10,500,0.02,0
5.8,1,0,293.15,2,0,0,10,10,-0.926478,10,-0.926478,0,0.926478,1,313.386,7.24121,7.24121,313.386,7.24121,10,293.15,0.00392157,9.99999,0.926478,9.99999,0.926478,0,-0.926478,1,293.15,313.386,-9.26477,9.26477,313.386,10.7936,293.15,293.15,2.02356,40.2356,313.386,0,2.02356,20.2356,313.386,2.02356,293.15,-2.02356,0.1,9.26478e-006,0.926478,10,0.926478,9.99999,-0.926478,1e-005,1e-005,0,293.15,8.58362e-006,293.15,0,0.926478,1,1,25,6,25,2,40.8333,40.8333,40.2356,1,2,0,1,0,313.241,40.0907,0,0,1,0,10,500,0.02,0
5.8,1,0,293.15,2,0,0,10,10,-0.925992,10,-0.925992,0,0.925992,1,313.53,7.22189,7.22189,313.53,7.22189,10,293.15,0.00392157,9.99999,0.925992,9.99999,0.925992,0,-0.925992,1,293.15,313.53,-9.25991,9.25991,313.53,10.7992,293.15,293.15,2.03802,40.3802,313.53,0,2.03802,20.3802,313.53,2.03802,293.15,-2.03802,0.1,9.25992e-006,0.925992,10,0.925992,9.99999,-0.925992,1e-005,1e-005,0,293.15,8.57461e-006,293.15,0,0.925992,1,1,25,6,25,2,40.9167,40.9167,40.3802,1,2,0,1,0,313.386,40.2356,0,0,1,0,10,500,0.02,0
5.82,1,0,293.15,2,0,0,10,10,-0.925992,10,-0.925992,0,0.925992,1,313.53,7.22189,7.22189,313.53,7.22189,10,293.15,0.00392157,9.99999,0.925992,9.99999,0.925992,0,-0.925992,1,293.15,313.53,-9.25991,9.25991,313.53,10.7992,293.15,293.15,2.03802,40.3802,313.53,0,2.03802,20.3802,313.53,2.03802,293.15,-2.03802,0.1,9.25992e-006,0.925992,10,0.925992,9.99999,-0.925992,1e-005,1e-005,0,293.15,8.57461e-006,293.15,0,0.925992,1,1,25,6,25,2,40.9167,40.9167,40.3802,1,2,0,1,0,313.386,40.2356,0,0,1,0,10,500,0.02,0
5.82,1,0,293.15,2,0,0,10,10,-0.925507,10,-0.925507,0,0.925507,1,313.674,7.20262,7.20262,313.674,7.20262,10,293.15,0.00392157,9.99999,0.925507,9.99999,0.925507,0,-0.925507,1,293.15,313.674,-9.25506,9.25506,313.674,10.8049,293.15,293.15,2.05244,40.5244,313.674,0,2.05244,20.5244,313.674,2.05244,293.15,-2.05244,0.1,9.25507e-006,0.925507,10,0.925507,9.99999,-0.925507,1e-005,1e-005,0,293.15,8.56563e-006,293.15,0,0.925507,1,1,25,6,25,2,41,41,40.5244,1,2,0,1,0,313.53,40.3802,0,0,1,0,10,500,0.02,0
5.84,1,0,293.15,2,0,0,10,10,-0.925507,10,-0.925507,0,0.925507,1,313.674,7.20262,7.20262,313.674,7.20262,10,293.15,0.00392157,9.99999,0.925507,9.99999,0.925507,0,-0.925507,1,293.15,313.674,-9.25506,9.25506,313.674,10.8049,293.15,293.15,2.05244,40.5244,313.674,0,2.05244,20.5244,313.674,2.05244,293.15,-2.05244,0.1,9.25507e-006,0.925507,10,0.925507,9.99999,-0.925507,1e-005,1e-005,0,293.15,8.56563e-006,293.15,0,0.925507,1,1,25,6,25,2,41,41,40.5244,1,2,0,1,0,313.53,40.3802,0,0,1,0,10,500,0.02,0
5.84,1,0,293.15,2,0,0,10,10,-0.925024,10,-0.925024,0,0.925024,1,313.818,7.18341,7.18341,313.818,7.18341,10,293.15,0.00392157,9.99999,0.925024,9.99999,0.925024,0,-0.925024,1,293.15,313.818,-9.25023,9.25023,313.818,10.8105,293.15,293.15,2.06682,40.6682,313.818,0,2.06682,20.6682,313.818,2.06682,293.15,-2.06682,0.1,9.25024e-006,0.925024,10,0.925024,9.99999,-0.925024,1e-005,1e-005,0,293.15,8.5567e-006,293.15,0,0.925024,1,1,25,6,25,2,41.0833,41.0833,40.6682,1,2,0,1,0,313.674,40.5244,0,0,1,0,10,500,0.02,0
5.86,1,0,293.15,2,0,0,10,10,-0.925024,10,-0.925024,0,0.925024,1,313.818,7.18341,7.18341,313.818,7.18341,10,293.15,0.00392157,9.99999,0.925024,9.99999,0.925024,0,-0.925024,1,293.15,313.818,-9.25023,9.25023,313.818,10.8105,293.15,293.15,2.06682,40.6682,313.818,0,2.06682,20.6682,313.818,2.06682,293.15,-2.06682,0.1,9.25024e-006,0.925024,10,0.925024,9.99999,-0.925024,1e-005,1e-005,0,293.15,8.5567e-006,293.15,0,0.925024,1,1,25,6,25,2,41.0833,41.0833,40.6682,1,2,0,1,0,313.674,40.5244,0,0,1,0,10,500,0.02,0
5.86,1,0,293.15,2,0,0,10,10,-0.924543,10,-0.924543,0,0.924543,1,313.962,7.16425,7.16425,313.962,7.16425,10,293.15,0.00392157,9.99999,0.924543,9.99999,0.924543,0,-0.924543,1,293.15,313.962,-9.24542,9.24542,313.962,10.8161,293.15,293.15,2.08117,40.8117,313.962,0,2.08117,20.8117,313.962,2.08117,293.15,-2.08117,0.1,9.24543e-006,0.924543,10,0.924543,9.99999,-0.924543,1e-005,1e-005,0,293.15,8.5478e-006,293.15,0,0.924543,1,1,25,6,25,2,41.1667,41.1667,40.8117,1,2,0,1,0,313.818,40.6682,0,0,1,0,10,500,0.02,0
5.88,1,0,293.15,2,0,0,10,10,-0.924543,10,-0.924543,0,0.924543,1,313.962,7.16425,7.16425,313.962,7.16425,10,293.15,0.00392157,9.99999,0.924543,9.99999,0.924543,0,-0.924543,1,293.15,313.962,-9.24542,9.24542,313.962,10.8161,293.15,293.15,2.08117,40.8117,313.962,0,2.08117,20.8117,313.962,2.08117,293.15,-2.08117,0.1,9.24543e-006,0.924543,10,0.924543,9.99999,-0.924543,1e-005,1e-005,0,293.15,8.5478e-006,293.15,0,0.924543,1,1,25,6,25,2,41.1667,41.1667,40.8117,1,2,0,1,0,313.818,40.6682,0,0,1,0,10,500,0.02,0
5.88,1,0,293.15,2,0,0,10,10,-0.924064,10,-0.924064,0,0.924064,1,314.105,7.14515,7.14515,314.105,7.14515,10,293.15,0.00392157,9.99999,0.924064,9.99999,0.924064,0,-0.924064,1,293.15,314.105,-9.24063,9.24063,314.105,10.8218,293.15,293.15,2.09548,40.9548,314.105,0,2.09548,20.9548,314.105,2.09548,293.15,-2.09548,0.1,9.24064e-006,0.924064,10,0.924064,9.99999,-0.924064,1e-005,1e-005,0,293.15,8.53894e-006,293.15,0,0.924064,1,1,25,6,25,2,41.25,41.25,40.9548,1,2,0,1,0,313.962,40.8117,0,0,1,0,10,500,0.02,0
5.9,1,0,293.15,2,0,0,10,10,-0.924064,10,-0.924064,0,0.924064,1,314.105,7.14515,7.14515,314.105,7.14515,10,293.15,0.00392157,9.99999,0.924064,9.99999,0.924064,0,-0.924064,1,293.15,314.105,-9.24063,9.24063,314.105,10.8218,293.15,293.15,2.09548,40.9548,314.105,0,2.09548,20.9548,314.105,2.09548,293.15,-2.09548,0.1,9.24064e-006,0.924064,10,0.924064,9.99999,-0.924064,1e-005,1e-005,0,293.15,8.53894e-006,293.15,0,0.924064,1,1,25,6,25,2,41.25,41.25,40.9548,1,2,0,1,0,313.962,40.8117,0,0,1,0,10,500,0.02,0
5.9,1,0,293.15,2,0,0,10,10,-0.923586,10,-0.923586,0,0.923586,1,314.247,7.12611,7.12611,314.247,7.12611,10,293.15,0.00392157,9.99999,0.923586,9.99999,0.923586,0,-0.923586,1,293.15,314.247,-9.23585,9.23585,314.247,10.8274,293.15,293.15,2.10975,41.0975,314.247,0,2.10975,21.0975,314.247,2.10975,293.15,-2.10975,0.1,9.23586e-006,0.923586,10,0.923586,9.99999,-0.923586,1e-005,1e-005,0,293.15,8.53011e-006,293.15,0,0.923586,1,1,25,6,25,2,41.3333,41.3333,41.0975,1,2,0,1,0,314.105,40.9548,0,0,1,0,10,500,0.02,0
5.92,1,0,293.15,2,0,0,10,10,-0.923586,10,-0.923586,0,0.923586,1,314.247,7.12611,7.12611,314.247,7.12611,10,293.15,0.00392157,9.99999,0.923586,9.99999,0.923586,0,-0.923586,1,293.15,314.247,-9.23585,9.23585,314.247,10.8274,293.15,293.15,2.10975,41.0975,314.247,0,2.10975,21.0975,314.247,2.10975,293.15,-2.10975,0.1,9.23586e-006,0.923586,10,0.923586,9.99999,-0.923586,1e-005,1e-005,0,293.15,8.53011e-006,293.15,0,0.923586,1,1,25,6,25,2,41.3333,41.3333,41.0975,1,2,0,1,0,314.105,40.9548,0,0,1,0,10,500,0.02,0
5.92,1,0,293.15,2,0,0,10,10,-0.92311,10,-0.92311,0,0.92311,1,314.39,7.10712,7.10712,314.39,7.10712,10,293.15,0.00392157,9.99999,0.92311,9.99999,0.92311,0,-0.92311,1,293.15,314.39,-9.23109,9.23109,314.39,10.8329,293.15,293.15,2.12398,41.2398,314.39,0,2.12398,21.2398,314.39,2.12398,293.15,-2.12398,0.1,9.2311e-006,0.92311,10,0.92311,9.99999,-0.92311,1e-005,1e-005,0,293.15,8.52133e-006,293.15,0,0.92311,1,1,25,6,25,2,41.4167,41.4167,41.2398,1,2,0,1,0,314.247,41.0975,0,0,1,0,10,500,0.02,0
5.94,1,0,293.15,2,0,0,10,10,-0.92311,10,-0.92311,0,0.92311,1,314.39,7.10712,7.10712,314.39,7.10712,10,293.15,0.00392157,9.99999,0.92311,9.99999,0.92311,0,-0.92311,1,293.15,314.39,-9.23109,9.23109,314.39,10.8329,293.15,293.15,2.12398,41.2398,314.39,0,2.12398,21.2398,314.39,2.12398,293.15,-2.12398,0.1,9.2311e-006,0.92311,10,0.92311,9.99999,-0.92311,1e-005,1e-005,0,293.15,8.52133e-006,293.15,0,0.92311,1,1,25,6,25,2,41.4167,41.4167,41.2398,1,2,0,1,0,314.247,41.0975,0,0,1,0,10,500,0.02,0
5.94,1,0,293.15,2,0,0,10,10,-0.922636,10,-0.922636,0,0.922636,1,314.532,7.08818,7.08818,314.532,7.08818,10,293.15,0.00392157,9.99999,0.922636,9.99999,0.922636,0,-0.922636,1,293.15,314.532,-9.22635,9.22635,314.532,10.8385,293.15,293.15,2.13817,41.3817,314.532,0,2.13817,21.3817,314.532,2.13817,293.15,-2.13817,0.1,9.22636e-006,0.922636,10,0.922636,9.99999,-0.922636,1e-005,1e-005,0,293.15,8.51257e-006,293.15,0,0.922636,1,1,25,6,25,2,41.5,41.5,41.3817,1,2,0,1,0,314.39,41.2398,0,0,1,0,10,500,0.02,0
5.96,1,0,293.15,2,0,0,10,10,-0.922636,10,-0.922636,0,0.922636,1,314.532,7.08818,7.08818,314.532,7.08818,10,293.15,0.00392157,9.99999,0.922636,9.99999,0.922636,0,-0.922636,1,293.15,314.532,-9.22635,9.22635,314.532,10.8385,293.15,293.15,2.13817,41.3817,314.532,0,2.13817,21.3817,314.532,2.13817,293.15,-2.13817,0.1,9.22636e-006,0.922636,10,0.922636,9.99999,-0.922636,1e-005,1e-005,0,293.15,8.51257e-006,293.15,0,0.922636,1,1,25,6,25,2,41.5,41.5,41.3817,1,2,0,1,0,314.39,41.2398,0,0,1,0,10,500,0.02,0
5.96,1,0,293.15,2,0,0,10,10,-0.922164,10,-0.922164,0,0.922164,1,314.673,7.0693,7.0693,314.673,7.0693,10,293.15,0.00392157,9.99999,0.922164,9.99999,0.922164,0,-0.922164,1,293.15,314.673,-9.22163,9.22163,314.673,10.8441,293.15,293.15,2.15233,41.5233,314.673,0,2.15233,21.5233,314.673,2.15233,293.15,-2.15233,0.1,9.22164e-006,0.922164,10,0.922164,9.99999,-0.922164,1e-005,1e-005,0,293.15,8.50386e-006,293.15,0,0.922164,1,1,25,6,25,2,41.5833,41.5833,41.5233,1,2,0,1,0,314.532,41.3817,0,0,1,0,10,500,0.02,0
5.98,1,0,293.15,2,0,0,10,10,-0.922164,10,-0.922164,0,0.922164,1,314.673,7.0693,7.0693,314.673,7.0693,10,293.15,0.00392157,9.99999,0.922164,9.99999,0.922164,0,-0.922164,1,293.15,314.673,-9.22163,9.22163,314.673,10.8441,293.15,293.15,2.15233,41.5233,314.673,0,2.15233,21.5233,314.673,2.15233,293.15,-2.15233,0.1,9.22164e-006,0.922164,10,0.922164,9.99999,-0.922164,1e-005,1e-005,0,293.15,8.50386e-006,293.15,0,0.922164,1,1,25,6,25,2,41.5833,41.5833,41.5233,1,2,0,1,0,314.532,41.3817,0,0,1,0,10,500,0.02,0
