"Time","iAC[1]","iAC[2]","iAC[3]"
0.0709,-0.273301,709.967,-709.694
0.071,-0.302721,719.65,-719.347
0.0711,-0.331842,723.536,-723.204
0.0712,-0.360635,721.173,-720.813
0.0713,-0.389073,712.152,-711.763
0.0714,-0.417126,696.102,-695.685
0.0715,-0.444768,672.701,-672.256
0.0716,-0.471971,641.673,-641.201
0.0717,-0.498708,602.794,-602.295
0.0718,-0.524954,555.883,-555.358
0.0719,-2.35462,501.722,-499.367
0.072,-16.5395,445.525,-428.986
0.0721,-44.7286,388.052,-343.323
0.0722,-86.7952,329.201,-242.406
0.0723,-142.596,268.877,-126.282
0.0724,-209.349,209.632,-0.283245
0.0725,-218.944,219.198,-0.253643
0.0726,-233.919,234.143,-0.223791
0.0727,-253.732,253.926,-0.193718
0.0728,-277.806,277.969,-0.163454
0.0729,-305.544,305.677,-0.133028
0.073,-336.332,336.434,-0.102472
0.0731,-369.533,369.605,-0.0718137
0.0732,-404.496,404.537,-0.0410849
0.0733,-440.558,440.568,-0.0103156
0.0734,-477.051,477.03,0.0204639
0.0735,-513.307,513.256,0.0512232
0.0736,-548.663,548.581,0.0819319
0.0737,-582.459,582.347,0.11256
0.0738,-614.05,613.907,0.143077
0.0739,-642.806,642.632,0.173452
0.074,-668.11,667.906,0.203657
0.0741,-689.379,689.146,0.23366
0.0742,-706.038,705.775,0.263433
0.0743,-717.561,717.268,0.292946
0.0744,-723.436,723.114,0.32217
0.0745,-723.204,722.853,0.351075
0.0746,-716.439,716.059,0.379635
0.0747,-702.757,702.349,0.407819
0.0748,-681.824,681.388,0.435602
0.0749,-653.349,652.886,0.462954
0.075,-617.091,616.601,0.489849
0.0751,-572.859,572.343,0.516262
0.0752,-520.612,519.87,0.742694
0.0753,-464.785,454.568,10.2171
0.0754,-407.718,373.979,33.7388
0.0755,-349.301,278.123,71.1773
0.0756,-289.437,167.042,122.395
0.0757,-228.042,40.7962,187.246
0.0758,-215.42,0.26354,215.156
0.0759,-228.595,0.233768,228.361
0.076,-246.794,0.203765,246.591
0.0761,-269.449,0.173561,269.276
0.0762,-295.97,0.143186,295.827
0.0763,-325.747,0.11267,325.634
0.0764,-358.154,0.0820423,358.071
0.0765,-392.541,0.0513338,392.49
0.0766,-428.25,0.0205747,428.229
0.0767,-464.614,-0.0102048,464.624
0.0768,-500.965,-0.0409742,501.006
0.0769,-536.638,-0.0717032,536.71
0.077,-570.973,-0.102361,571.075
0.0771,-603.317,-0.132919,603.45
0.0772,-633.037,-0.163345,633.2
0.0773,-659.51,-0.193609,659.704
0.0774,-682.144,-0.223683,682.368
0.0775,-700.357,-0.253536,700.611
0.0776,-713.609,-0.283139,713.892
0.0777,-721.382,-0.312462,721.694
0.0778,-723.199,-0.341477,723.541
0.0779,-718.623,-0.370155,718.993
0.078,-707.257,-0.398468,707.655
0.0781,-688.749,-0.426387,689.175
0.0782,-662.794,-0.453886,663.248
0.0783,-629.134,-0.480937,629.615
0.0784,-587.561,-0.507513,588.068
0.0785,-537.917,-0.533588,538.45
0.0786,-477.626,-5.49923,483.125
0.0787,-402.142,-24.3628,426.504
0.0788,-311.384,-57.1889,368.572
0.0789,-205.385,-103.842,309.227
0.079,-84.2011,-164.179,248.38
0.0791,-0.273413,-211.864,212.137
0.0792,-0.243719,-223.298,223.542
0.0793,-0.21379,-239.935,240.149
0.0794,-0.18365,-261.224,261.408
0.0795,-0.153328,-286.581,286.734
0.0796,-0.122856,-315.4,315.522
0.0797,-0.092262,-347.055,347.147
0.0798,-0.0615771,-380.905,380.967
0.0799,-0.0308315,-416.296,416.327
0.08,-5.54057e-05,-452.567,452.567
0.0801,0.0307207,-489.048,489.017
0.0802,0.0614665,-525.072,525.01
0.0803,0.0921517,-559.976,559.883
0.0804,0.122746,-593.104,592.981
0.0805,0.153219,-623.814,623.661
0.0806,0.183541,-651.48,651.296
0.0807,0.213682,-675.499,675.285
0.0808,0.243611,-695.293,695.05
0.0809,0.273301,-710.298,710.024
0.081,0.302721,-719.993,719.691
0.0811,0.331842,-723.883,723.551
0.0812,0.360635,-721.517,721.157
0.0813,0.389073,-712.488,712.099
0.0814,0.417126,-696.43,696.013
0.0815,0.444768,-673.021,672.577
0.0816,0.471971,-641.988,641.516
0.0817,0.498708,-603.103,602.604
0.0818,0.524954,-556.192,555.667
0.0819,2.35019,-502.022,499.671
0.082,16.5254,-445.805,429.28
0.0821,44.7038,-388.31,343.607
0.0822,86.7588,-329.436,242.677
0.0823,142.547,-269.087,126.54
0.0824,209.409,-209.692,0.283246
0.0825,218.984,-219.237,0.253643
0.0826,233.938,-234.162,0.223791
0.0827,253.73,-253.923,0.193718
0.0828,277.782,-277.946,0.163454
0.0829,305.5,-305.633,0.133028
0.083,336.267,-336.37,0.102472
0.0831,369.449,-369.52,0.0718137
0.0832,404.392,-404.433,0.0410849
0.0833,440.435,-440.445,0.0103156
0.0834,476.91,-476.889,-0.0204639
0.0835,513.149,-513.097,-0.0512232
0.0836,548.488,-548.406,-0.0819319
0.0837,582.269,-582.156,-0.11256
0.0838,613.845,-613.702,-0.143077
0.0839,642.587,-642.414,-0.173452
0.084,667.88,-667.676,-0.203657
0.0841,689.138,-688.905,-0.23366
0.0842,705.788,-705.524,-0.263433
0.0843,717.302,-717.009,-0.292946
0.0844,723.171,-722.849,-0.32217
0.0845,722.934,-722.583,-0.351075
0.0846,716.164,-715.785,-0.379635
0.0847,702.48,-702.072,-0.407819
0.0848,681.547,-681.112,-0.435602
0.0849,653.073,-652.61,-0.462954
0.085,616.818,-616.328,-0.489849
0.0851,572.59,-572.074,-0.516262
0.0852,520.349,-519.606,-0.74334
0.0853,464.532,-454.31,-10.2221
0.0854,407.475,-373.726,-33.7492
0.0855,349.071,-277.877,-71.1939
0.0856,289.222,-166.803,-122.419
0.0857,227.843,-40.5658,-187.278
0.0858,215.349,-0.26354,-215.086
0.0859,228.537,-0.233768,-228.304
0.086,246.75,-0.203765,-246.547
0.0861,269.419,-0.173561,-269.246
0.0862,295.954,-0.143186,-295.81
0.0863,325.745,-0.11267,-325.632
0.0864,358.165,-0.0820423,-358.083
0.0865,392.567,-0.0513338,-392.516
0.0866,428.289,-0.0205747,-428.269
0.0867,464.667,0.0102048,-464.677
0.0868,501.032,0.0409742,-501.073
0.0869,536.718,0.0717032,-536.789
0.087,571.064,0.102361,-571.167
0.0871,603.421,0.132919,-603.553
0.0872,633.152,0.163345,-633.315
0.0873,659.636,0.193609,-659.829
0.0874,682.279,0.223683,-682.503
0.0875,700.502,0.253536,-700.755
0.0876,713.762,0.283139,-714.045
0.0877,721.542,0.312462,-721.855
0.0878,723.366,0.341477,-723.707
0.0879,718.796,0.370155,-719.166
0.088,707.434,0.398468,-707.832
0.0881,688.93,0.426387,-689.356
0.0882,662.978,0.453886,-663.431
0.0883,629.319,0.480937,-629.8
0.0884,587.746,0.507513,-588.254
0.0885,538.101,0.533588,-538.635
0.0886,477.81,5.49852,-483.308
0.0887,402.324,24.3606,-426.684
0.0888,311.563,57.1846,-368.748
0.0889,205.562,103.835,-309.397
0.089,84.3739,164.169,-248.543
0.0891,0.273413,211.933,-212.207
0.0892,0.243719,223.362,-223.605
0.0893,0.21379,239.991,-240.205
0.0894,0.18365,261.273,-261.457
0.0895,0.153328,286.622,-286.776
0.0896,0.122856,315.434,-315.556
0.0897,0.092262,347.081,-347.173
0.0898,0.0615771,380.923,-380.985
0.0899,0.0308315,416.306,-416.337
0.09,5.54057e-05,452.568,-452.568
0.0901,-0.0307207,489.041,-489.011
0.0902,-0.0614665,525.058,-524.996
0.0903,-0.0921517,559.953,-559.861
0.0904,-0.122746,593.074,-592.951
0.0905,-0.153219,623.776,-623.623
0.0906,-0.183541,651.435,-651.251
0.0907,-0.213682,675.447,-675.233
0.0908,-0.243611,695.234,-694.99
0.0909,-0.273301,710.232,-709.959
0.091,-0.302721,719.921,-719.619
0.0911,-0.331842,723.805,-723.473
0.0912,-0.360635,721.434,-721.073
0.0913,-0.389073,712.4,-712.011
0.0914,-0.417126,696.338,-695.921
0.0915,-0.444768,672.925,-672.48
0.0916,-0.471971,641.888,-641.417
0.0917,-0.498708,603.001,-602.502
0.0918,-0.524954,556.087,-555.563
0.0919,-2.34965,501.915,-499.566
0.092,-16.5241,445.698,-429.174
0.0921,-44.7021,388.202,-343.5
0.0922,-86.7572,329.328,-242.571
0.0923,-142.546,268.98,-126.434
0.0924,-209.356,209.64,-0.283246
0.0925,-218.933,219.187,-0.253643
0.0926,-233.889,234.113,-0.223791
0.0927,-253.683,253.877,-0.193718
0.0928,-277.738,277.902,-0.163454
0.0929,-305.459,305.592,-0.133028
0.093,-336.229,336.331,-0.102472
0.0931,-369.413,369.485,-0.0718137
0.0932,-404.36,404.401,-0.0410849
0.0933,-440.407,440.417,-0.0103156
0.0934,-476.885,476.865,0.0204639
0.0935,-513.128,513.077,0.0512232
0.0936,-548.471,548.389,0.0819319
0.0937,-582.256,582.143,0.11256
0.0938,-613.836,613.693,0.143077
0.0939,-642.583,642.41,0.173452
0.094,-667.879,667.676,0.203657
0.0941,-689.142,688.909,0.23366
0.0942,-705.796,705.532,0.263433
0.0943,-717.315,717.022,0.292946
0.0944,-723.187,722.865,0.32217
0.0945,-722.954,722.603,0.351075
0.0946,-716.189,715.809,0.379635
0.0947,-702.508,702.1,0.407819
0.0948,-681.579,681.143,0.435602
0.0949,-653.108,652.645,0.462954
0.095,-616.856,616.366,0.489849
0.0951,-572.631,572.114,0.516262
0.0952,-520.393,519.649,0.743636
0.0953,-464.578,454.354,10.2241
0.0954,-407.525,373.772,33.7526
0.0955,-349.123,277.924,71.1987
0.0956,-289.276,166.852,122.424
0.0957,-227.899,40.6149,187.284
0.0958,-215.381,0.26354,215.118
0.0959,-228.57,0.233768,228.337
0.096,-246.784,0.203765,246.58
0.0961,-269.454,0.173561,269.28
0.0962,-295.988,0.143186,295.845
0.0963,-325.78,0.11267,325.667
0.0964,-358.2,0.0820423,358.118
0.0965,-392.601,0.0513338,392.55
0.0966,-428.323,0.0205747,428.303
0.0967,-464.7,-0.0102048,464.71
0.0968,-501.064,-0.0409742,501.105
0.0969,-536.749,-0.0717032,536.821
0.097,-571.094,-0.102361,571.197
0.0971,-603.449,-0.132919,603.582
0.0972,-633.179,-0.163345,633.342
0.0973,-659.661,-0.193609,659.855
0.0974,-682.303,-0.223683,682.527
0.0975,-700.523,-0.253536,700.777
0.0976,-713.781,-0.283139,714.065
0.0977,-721.56,-0.312462,721.872
0.0978,-723.381,-0.341477,723.723
0.0979,-718.809,-0.370155,719.179
0.098,-707.444,-0.398468,707.843
0.0981,-688.938,-0.426387,689.364
0.0982,-662.983,-0.453886,663.437
0.0983,-629.322,-0.480937,629.803
0.0984,-587.747,-0.507513,588.254
0.0985,-538.099,-0.533588,538.633
0.0986,-477.806,-5.49712,483.303
0.0987,-402.318,-24.3576,426.676
0.0988,-311.556,-57.1799,368.736
0.0989,-205.553,-103.829,309.382
0.099,-84.3637,-164.161,248.525
0.0991,-0.273413,-211.918,212.192
0.0992,-0.243719,-223.344,223.588
0.0993,-0.21379,-239.972,240.186
0.0994,-0.18365,-261.252,261.436
0.0995,-0.153328,-286.6,286.753
0.0996,-0.122856,-315.409,315.532
0.0997,-0.092262,-347.055,347.147
0.0998,-0.0615771,-380.896,380.958
0.0999,-0.0308315,-416.278,416.309
0.1,-5.54057e-05,-452.539,452.539
