"time","counter","qtronic.silver.real_time","y_2","y_1","y_0"
0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E-02,1.00000000000000E+00,0.00000000000000E+00,2.00000000000000E+00,1.00000000000000E+00,0.00000000000000E+00
2.00000000000000E-02,2.00000000000000E+00,0.00000000000000E+00,2.00000000000000E+00,1.00000000000000E+00,9.99933334666654E-03
3.00000000000000E-02,3.00000000000000E+00,0.00000000000000E+00,2.00000000000000E+00,1.01979867335991E+00,1.99946670933171E-02
4.00000000000000E-02,4.00000000000000E+00,0.00000000000000E+00,2.00000000000000E+00,1.01979867335991E+00,2.99820032397223E-02
5.00000000000000E-02,5.00000000000000E+00,0.00000000000000E+00,2.03419360612564E+00,1.03918944084761E+00,3.99573469845863E-02
6.00000000000000E-02,6.00000000000000E+00,0.00000000000000E+00,2.03419360612564E+00,1.03918944084761E+00,4.99167083234141E-02
7.00000000000000E-02,7.00000000000000E+00,0.00000000000000E+00,2.03419360612564E+00,1.05816454641465E+00,5.98561036444597E-02
8.00000000000000E-02,8.00000000000000E+00,0.00000000000000E+00,2.03419360612564E+00,1.05816454641465E+00,6.97715573221182E-02
9.00000000000000E-02,9.00000000000000E+00,0.00000000000000E+00,2.05678297811303E+00,1.07671640027179E+00,7.96591033071230E-02
1.00000000000000E-01,1.00000000000000E+01,0.00000000000000E+00,2.05678297811303E+00,1.07671640027179E+00,8.95147867129121E-02
1.10000000000000E-01,1.10000000000000E+01,0.00000000000000E+00,2.05678297811303E+00,1.09483758192485E+00,9.93346653975306E-02
1.20000000000000E-01,1.20000000000000E+01,0.00000000000000E+00,2.05678297811303E+00,1.09483758192485E+00,1.09114811540435E-01
1.30000000000000E-01,1.30000000000000E+01,0.00000000000000E+00,2.06785733226839E+00,1.11252084314279E+00,1.18851313213567E-01
1.40000000000000E-01,1.40000000000000E+01,0.00000000000000E+00,2.06785733226839E+00,1.11252084314279E+00,1.28540275946078E-01
1.50000000000000E-01,1.50000000000000E+01,0.00000000000000E+00,2.06785733226839E+00,1.12975911085687E+00,1.38177824282057E-01
1.60000000000000E-01,1.60000000000000E+01,0.00000000000000E+00,2.06785733226839E+00,1.12975911085687E+00,1.47760103330670E-01
1.70000000000000E-01,1.70000000000000E+01,0.00000000000000E+00,2.06760648399276E+00,1.14654548998987E+00,1.57283280308059E-01
1.80000000000000E-01,1.80000000000000E+01,0.00000000000000E+00,2.06760648399276E+00,1.14654548998987E+00,1.66743546070407E-01
1.90000000000000E-01,1.90000000000000E+01,0.00000000000000E+00,2.06760648399276E+00,1.16287326621395E+00,1.76137116637545E-01
2.00000000000000E-01,2.00000000000000E+01,0.00000000000000E+00,2.06760648399276E+00,1.16287326621395E+00,1.85460234706491E-01
2.10000000000000E-01,2.10000000000000E+01,0.00000000000000E+00,2.05631847052668E+00,1.17873590863630E+00,1.94709171154325E-01
2.20000000000000E-01,2.20000000000000E+01,0.00000000000000E+00,2.05631847052668E+00,1.17873590863630E+00,2.03880226529785E-01
2.30000000000000E-01,2.30000000000000E+01,0.00000000000000E+00,2.05631847052668E+00,1.19412707241147E+00,2.12969732533000E-01
2.40000000000000E-01,2.40000000000000E+01,0.00000000000000E+00,2.05631847052668E+00,1.19412707241147E+00,2.21974053482760E-01
2.50000000000000E-01,2.50000000000000E+01,0.00000000000000E+00,2.03437621618884E+00,1.20904060127916E+00,2.30889587770741E-01
2.60000000000000E-01,2.60000000000000E+01,0.00000000000000E+00,2.03437621618884E+00,1.20904060127916E+00,2.39712769302102E-01
2.70000000000000E-01,2.70000000000000E+01,0.00000000000000E+00,2.03437621618884E+00,1.22347053002667E+00,2.48440068921868E-01
2.80000000000000E-01,2.80000000000000E+01,0.00000000000000E+00,2.03437621618884E+00,1.22347053002667E+00,2.57067995826557E-01
2.90000000000000E-01,2.90000000000000E+01,0.00000000000000E+00,2.00225327415937E+00,1.23741108687488E+00,2.65593098960442E-01
3.00000000000000E-01,3.00000000000000E+01,0.00000000000000E+00,2.00225327415937E+00,1.23741108687488E+00,2.74011968395937E-01
3.10000000000000E-01,3.10000000000000E+01,0.00000000000000E+00,2.00225327415937E+00,1.25085669578695E+00,2.82321236697518E-01
3.20000000000000E-01,3.20000000000000E+01,0.00000000000000E+00,2.00225327415937E+00,1.25085669578695E+00,2.90517580268653E-01
3.30000000000000E-01,3.30000000000000E+01,0.00000000000000E+00,1.96050868804572E+00,1.26380197869856E+00,2.98597720681196E-01
3.40000000000000E-01,3.40000000000000E+01,0.00000000000000E+00,1.96050868804572E+00,1.26380197869856E+00,3.06558425986717E-01
3.50000000000000E-01,3.50000000000000E+01,0.00000000000000E+00,1.96050868804572E+00,1.27624175766916E+00,3.14396512009234E-01
3.60000000000000E-01,3.60000000000000E+01,0.00000000000000E+00,1.96050868804572E+00,1.27624175766916E+00,3.22108843618846E-01
3.70000000000000E-01,3.70000000000000E+01,0.00000000000000E+00,1.90978102522369E+00,1.28817105695302E+00,3.29692335985737E-01
3.80000000000000E-01,3.80000000000000E+01,0.00000000000000E+00,1.90978102522369E+00,1.28817105695302E+00,3.37143955814073E-01
3.90000000000000E-01,3.90000000000000E+01,0.00000000000000E+00,1.90978102522369E+00,1.29958510498949E+00,3.44460722555276E-01
4.00000000000000E-01,4.00000000000000E+01,0.00000000000000E+00,1.90978102522369E+00,1.29958510498949E+00,3.51639709600205E-01
4.10000000000000E-01,4.10000000000000E+01,0.00000000000000E+00,1.85078164217968E+00,1.31047933631154E+00,3.58678045449761E-01
4.20000000000000E-01,4.20000000000000E+01,0.00000000000000E+00,1.85078164217968E+00,1.31047933631154E+00,3.65572914863448E-01
4.30000000000000E-01,4.30000000000000E+01,0.00000000000000E+00,1.85078164217968E+00,1.32084939337188E+00,3.72321559985430E-01
4.40000000000000E-01,4.40000000000000E+01,0.00000000000000E+00,1.85078164217968E+00,1.32084939337188E+00,3.78921281447638E-01
4.50000000000000E-01,4.50000000000000E+01,0.00000000000000E+00,1.78428724971154E+00,1.33069112828596E+00,3.85369439449485E-01
4.60000000000000E-01,4.60000000000000E+01,0.00000000000000E+00,1.78428724971154E+00,1.33069112828596E+00,3.91663454813742E-01
4.70000000000000E-01,4.70000000000000E+01,0.00000000000000E+00,1.78428724971154E+00,1.34000060449105E+00,3.97800810018183E-01
4.80000000000000E-01,4.80000000000000E+01,0.00000000000000E+00,1.78428724971154E+00,1.34000060449105E+00,4.03779050202557E-01
4.90000000000000E-01,4.90000000000000E+01,0.00000000000000E+00,1.71113185279744E+00,1.34877409832077E+00,4.09595784150499E-01
5.00000000000000E-01,5.00000000000000E+01,0.00000000000000E+00,1.71113185279744E+00,1.34877409832077E+00,4.15248685245985E-01
5.10000000000000E-01,5.10000000000000E+01,0.00000000000000E+00,1.71113185279744E+00,1.35700810049458E+00,4.20735492403948E-01
5.20000000000000E-01,5.20000000000000E+01,0.00000000000000E+00,1.71113185279744E+00,1.35700810049458E+00,4.26054010974681E-01
5.30000000000000E-01,5.30000000000000E+01,0.00000000000000E+00,1.63219814614597E+00,1.36469931752139E+00,4.31202113621669E-01
5.40000000000000E-01,5.40000000000000E+01,0.00000000000000E+00,1.63219814614597E+00,1.36469931752139E+00,4.36177741172493E-01
5.50000000000000E-01,5.50000000000000E+01,0.00000000000000E+00,1.63219814614597E+00,1.37184467301694E+00,4.40978903442474E-01
5.60000000000000E-01,5.60000000000000E+01,0.00000000000000E+00,1.63219814614597E+00,1.37184467301694E+00,4.45603680030718E-01
5.70000000000000E-01,5.70000000000000E+01,0.00000000000000E+00,1.54840845183454E+00,1.37844130893430E+00,4.50050221088252E-01
5.80000000000000E-01,5.80000000000000E+01,0.00000000000000E+00,1.54840845183454E+00,1.37844130893430E+00,4.54316748057942E-01
5.90000000000000E-01,5.90000000000000E+01,0.00000000000000E+00,1.54840845183454E+00,1.38448658670706E+00,4.58401554385883E-01
6.00000000000000E-01,6.00000000000000E+01,0.00000000000000E+00,1.54840845183454E+00,1.38448658670706E+00,4.62303006204010E-01
6.10000000000000E-01,6.10000000000000E+01,0.00000000000000E+00,1.46071528997242E+00,1.38997808830471E+00,4.66019542983613E-01
6.20000000000000E-01,6.20000000000000E+01,0.00000000000000E+00,1.46071528997242E+00,1.38997808830471E+00,4.69549678159534E-01
6.30000000000000E-01,6.30000000000000E+01,0.00000000000000E+00,1.46071528997242E+00,1.39491361719984E+00,4.72891999724769E-01
6.40000000000000E-01,6.40000000000000E+01,0.00000000000000E+00,1.46071528997242E+00,1.39491361719984E+00,4.76045170795258E-01
6.50000000000000E-01,6.50000000000000E+01,0.00000000000000E+00,1.37009167694540E+00,1.39929119924668E+00,4.79007930144613E-01
6.60000000000000E-01,6.60000000000000E+01,0.00000000000000E+00,1.37009167694540E+00,1.39929119924668E+00,4.81779092708596E-01
6.70000000000000E-01,6.70000000000000E+01,0.00000000000000E+00,1.37009167694540E+00,1.40310908347080E+00,4.84357550059133E-01
6.80000000000000E-01,6.80000000000000E+01,0.00000000000000E+00,1.37009167694540E+00,1.40310908347080E+00,4.86742270847660E-01
6.90000000000000E-01,6.90000000000000E+01,0.00000000000000E+00,1.27752124847387E+00,1.40636574276940E+00,4.88932301217658E-01
