"time","y2","y1"
0.00000000000000E+00,0.00000000000000E+00,1.00000000000000E+00
3.43225906488250E-06,0.00000000000000E+00,1.00000000000000E+00
3.43260229078899E-02,0.00000000000000E+00,1.00000000000000E+00
1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E+00
1.00000000000000E-01,3.00000000000000E+00,1.00000000000000E+00
1.00004081666901E-01,3.00000000000000E+00,1.00000000000000E+00
1.40820750671809E-01,3.00000000000000E+00,1.00000000000000E+00
2.00000000000000E-01,3.00000000000000E+00,1.00000000000000E+00
2.00000000000000E-01,3.00000000000000E+00,1.00000000000000E+00
2.00004517106961E-01,3.00000000000000E+00,1.00000000000000E+00
2.45175586717086E-01,3.00000000000000E+00,1.00000000000000E+00
3.00000000000000E-01,3.00000000000000E+00,1.00000000000000E+00
3.00000000000000E-01,3.00000000000000E+00,1.00000000000000E+00
3.00004853947319E-01,3.00000000000000E+00,1.00000000000000E+00
3.48544327138668E-01,3.00000000000000E+00,1.00000000000000E+00
4.00000000000000E-01,3.00000000000000E+00,1.00000000000000E+00
4.00000000000000E-01,3.00000000000000E+00,1.00000000000000E+00
4.00005132424410E-01,3.00000000000000E+00,1.00000000000000E+00
4.51329376519485E-01,3.00000000000000E+00,1.00000000000000E+00
5.00000000000000E-01,3.00000000000000E+00,1.00000000000000E+00
5.00000000000000E-01,3.00000000000000E+00,0.00000000000000E+00
5.00005371775737E-01,3.00000000000000E+00,0.00000000000000E+00
5.53723129148381E-01,3.00000000000000E+00,0.00000000000000E+00
6.00000000000000E-01,3.00000000000000E+00,0.00000000000000E+00
6.00000000000000E-01,0.00000000000000E+00,0.00000000000000E+00
6.00005582832149E-01,0.00000000000000E+00,0.00000000000000E+00
6.55833904318275E-01,0.00000000000000E+00,0.00000000000000E+00
7.00000000000000E-01,0.00000000000000E+00,0.00000000000000E+00
7.00000000000000E-01,0.00000000000000E+00,0.00000000000000E+00
7.00005772348688E-01,0.00000000000000E+00,0.00000000000000E+00
