"time","temperatureSensor.T"
0.01,20.1
0.04,20.3994
0.06,20.5985
0.09,20.8964
0.12,21.1934
0.14,21.3909
0.16,21.5881
0.18,21.7848
0.2,21.9811
0.22,22.177
0.24,22.3726
0.27,22.6652
0.29,22.8598
0.31,23.0539
0.33,23.2477
0.35,23.4411
0.37,23.6342
0.39,23.8268
0.41,24.019
0.43,24.2109
0.45,24.4024
0.47,24.5935
0.49,24.7842
0.52,25.0696
0.54,25.2593
0.56,25.4487
0.58,25.6377
0.6,25.8264
0.62,26.0146
0.64,26.0026
0.66,25.9906
0.68,25.9786
0.7,25.9667
0.72,25.9547
0.74,25.9428
0.76,25.931
0.78,25.9191
0.8,25.9073
0.82,25.8955
0.84,25.8837
0.86,25.8719
0.88,25.8602
0.9,25.8485
0.92,25.8368
0.94,25.8251
0.96,25.8135
0.98,25.8018
1,25.7902
1.02,25.7787
1.04,25.7671
1.06,25.7556
1.08,25.7441
1.1,25.7326
1.12,25.7211
1.14,25.7097
1.16,25.6983
1.18,25.6869
1.2,25.6755
1.22,25.6642
1.24,25.6529
1.26,25.6416
1.28,25.6303
1.3,25.619
1.32,25.6078
1.34,25.5966
1.36,25.5854
1.38,25.5742
1.4,25.5631
1.42,25.552
1.44,25.5409
1.46,25.5298
1.48,25.5187
1.5,25.5077
1.52,25.4967
1.54,25.4857
1.56,25.4747
1.58,25.4638
1.6,25.4529
1.62,25.442
1.64,25.4311
1.66,25.4202
1.68,25.4094
1.7,25.3986
1.72,25.3878
1.74,25.377
1.76,25.3663
1.78,25.3556
1.8,25.3448
1.82,25.3342
1.84,25.3235
1.86,25.3129
1.88,25.3022
1.9,25.2916
1.92,25.2811
1.94,25.2705
1.96,25.26
1.98,25.2495
2.01,25.2337
2.04,25.218
2.07,25.2024
2.1,25.1868
2.13,25.1713
2.16,25.1558
2.19,25.1403
2.22,25.1249
2.25,25.1095
2.28,25.0942
2.31,25.3727
2.34,25.65
2.37,25.9262
2.4,26.2012
2.43,26.4751
2.46,26.7479
2.49,27.0195
2.52,27.29
2.55,27.5595
2.58,27.8278
2.61,28.095
2.64,28.3611
2.67,28.6261
2.7,28.8901
2.73,28.8634
2.76,28.8369
2.79,28.8104
2.82,28.784
2.85,28.7577
2.88,28.7314
2.91,28.7053
2.94,28.6792
2.97,28.6532
3,28.6272
3.03,28.6014
3.06,28.5756
3.09,28.5499
3.12,28.7176
3.15,28.9812
3.18,29.2437
3.21,29.5051
3.24,29.7655
3.27,30.0248
3.3,30.283
3.33,30.5402
3.36,30.7963
3.39,31.0514
3.42,31.3054
3.45,31.5584
3.48,31.8104
3.51,32.0613
