"time","TRes"
0,293.15
0.02,293.34
0.04,293.539
0.06,293.738
0.08,293.936
0.1,294.133
0.12,294.33
0.14,294.527
0.16,294.723
0.18,294.918
0.2,295.113
0.22,295.307
0.24,295.501
0.261,295.704
0.281,295.896
0.301,296.089
0.321,296.28
0.341,296.471
0.361,296.662
0.381,296.852
0.401,297.041
0.421,297.23
0.441,297.419
0.461,297.607
0.481,297.794
0.502,297.99
0.522,298.177
0.542,298.362
0.562,298.548
0.582,298.733
0.602,298.917
0.622,299.101
0.642,299.147
0.662,299.135
0.682,299.123
0.702,299.111
0.722,299.099
0.742,299.088
0.762,299.076
0.782,299.064
0.802,299.052
0.822,299.04
0.842,299.029
0.862,299.017
0.882,299.005
0.902,298.993
0.922,298.982
0.942,298.97
0.962,298.958
0.982,298.947
1.003,298.935
1.024,298.922
1.045,298.91
1.066,298.898
1.087,298.886
1.108,298.874
1.129,298.862
1.15,298.85
1.171,298.838
1.192,298.826
1.213,298.814
1.234,298.803
1.255,298.791
1.276,298.779
1.297,298.767
1.318,298.755
1.339,298.743
1.36,298.732
1.381,298.72
1.402,298.708
1.423,298.697
1.444,298.685
1.465,298.673
1.486,298.662
1.507,298.65
1.528,298.639
1.549,298.627
1.57,298.616
1.591,298.604
1.612,298.593
1.633,298.581
1.654,298.57
1.675,298.559
1.696,298.547
1.717,298.536
1.738,298.525
1.759,298.513
1.78,298.502
1.801,298.491
1.822,298.48
1.843,298.469
1.864,298.457
1.885,298.446
1.906,298.435
1.927,298.424
1.948,298.413
1.969,298.402
1.99,298.391
2.011,298.38
2.032,298.369
2.053,298.358
2.074,298.347
2.095,298.336
2.116,298.325
2.137,298.314
2.158,298.304
2.179,298.293
2.2,298.282
2.221,298.271
2.242,298.26
2.263,298.25
2.284,298.435
2.305,298.629
2.326,298.823
2.347,299.016
2.368,299.209
2.389,299.401
2.41,299.593
2.431,299.784
2.452,299.974
2.473,300.164
2.494,300.354
2.515,300.542
2.536,300.731
2.557,300.918
2.578,301.106
2.599,301.292
2.62,301.479
2.641,301.664
2.662,301.849
2.683,301.956
2.704,301.938
2.725,301.92
2.746,301.901
2.767,301.883
2.788,301.865
2.809,301.846
2.83,301.828
2.851,301.81
2.872,301.792
2.893,301.773
2.914,301.755
2.935,301.737
2.956,301.719
2.977,301.701
2.998,301.683
3.019,301.665
3.04,301.648
3.061,301.63
3.082,301.699
3.103,301.884
3.124,302.069
3.145,302.252
3.166,302.436
3.187,302.619
3.208,302.801
3.229,302.983
3.25,303.164
3.271,303.345
3.292,303.525
3.313,303.705
3.334,303.884
3.355,304.063
3.376,304.241
3.397,304.419
3.418,304.596
3.439,304.773
3.46,304.949
3.481,305.125
3.502,305.3
3.523,305.475
3.544,305.506
3.565,305.48
3.586,305.454
3.607,305.428
3.628,305.403
3.649,305.377
3.67,305.351
3.691,305.326
3.712,305.3
3.733,305.275
3.754,305.249
3.775,305.224
3.796,305.198
3.817,305.173
3.838,305.148
3.859,305.123
3.88,305.098
3.901,305.073
3.922,305.238
3.943,305.413
3.964,305.588
3.985,305.761
4.005,305.927
4.025,306.091
4.045,306.256
4.065,306.419
4.085,306.583
4.105,306.746
4.125,306.908
4.145,307.07
4.165,307.232
4.185,307.393
4.205,307.554
4.225,307.714
4.245,307.874
4.265,308.033
4.285,308.192
4.305,308.351
4.325,308.509
4.345,308.667
4.365,308.824
4.385,308.981
4.405,309.137
4.425,309.199
4.445,309.167
4.465,309.135
4.485,309.103
4.505,309.071
4.525,309.04
4.545,309.008
4.565,308.976
4.585,308.944
4.605,308.913
4.625,308.881
4.645,308.85
4.665,308.819
4.685,308.787
4.705,308.756
4.725,308.725
4.745,308.694
4.765,308.672
4.785,308.829
4.805,308.986
4.825,309.143
4.845,309.299
4.865,309.454
4.885,309.609
4.905,309.764
4.925,309.919
4.945,310.073
4.965,310.226
4.985,310.379
5.005,310.532
5.025,310.684
5.045,310.836
5.065,310.987
5.085,311.138
5.105,311.289
5.125,311.439
5.145,311.589
5.165,311.739
5.185,311.888
5.205,312.036
5.225,312.185
5.245,312.332
5.265,312.48
5.285,312.627
5.305,312.774
5.325,312.92
5.345,313.066
5.365,313.091
5.385,313.051
5.405,313.011
5.425,312.972
5.445,312.932
5.465,312.892
5.485,312.853
5.505,312.814
5.525,312.774
5.545,312.735
5.565,312.696
5.585,312.657
5.605,312.618
5.625,312.579
5.645,312.54
5.665,312.501
5.685,312.519
5.705,312.665
5.725,312.812
5.745,312.958
5.765,313.104
5.785,313.249
5.805,313.394
5.825,313.539
5.845,313.683
5.865,313.827
5.885,313.971
5.905,314.114
5.925,314.256
5.945,314.399
5.965,314.541
5.985,314.682
6.005,314.823
6.025,314.964
