"time","Resistor_1.v"
0,0
0.0001,538.65702789784393
0.0002,538.39123311381934
0.0003,537.59411125649547
0.0004,536.26644891014075
0.0005,534.40955624855098
0.0006,532.02526593507253
0.0007,529.1159309226457
0.0008,525.68442245384449
0.0009,521.73412686094139
0.001,517.26894266596491
0.0011,512.29327638078337
0.0012,506.81203860718318
0.0013,500.830638536979
0.0014,494.35497895211341
0.0015,487.39145072476703
0.0016,479.94692611749252
0.0017,472.02875178335478
0.0018,469.28544215037039
0.0019,477.35978606106983
0.002,484.9630334938401
0.0021,492.08768109875081
0.0022,498.72669741643256
0.0023,504.87353067792333
0.0024,510.52211480454622
0.0025,515.66687520779465
0.0026,520.30273468921439
0.0027,524.42511814030843
0.0028,528.02995744244072
0.0029,531.1136947667693
0.003,533.67328707415516
0.0031,535.70620831512053
0.0032,537.21045212979334
0.0033,538.1845340478626
0.0034,538.62749298855101
0.0035,538.53889146060794
0.0036,537.91881706228185
0.0037,536.76788178133268
0.0038,535.08722149504274
0.0039,532.87849457024402
0.004,530.14388096333641
0.0041,526.88607942034457
0.0042,523.10830477697073
0.0043,518.81428555864363
0.0044,514.00825928061079
0.0045,508.69496874801553
0.0046,502.87965775597979
0.0047,496.56806528972271
0.0048,489.76642012466658
0.0049,482.48143452656399
0.005,474.72029815161983
0.0051,466.49300248833867
0.0052,474.72029815161989
0.0053,482.48143452656399
0.0054,489.76642012466658
0.0055,496.56806528972271
0.0056,502.87965775597991
0.0057,508.69496874801541
0.0058,514.00825928061067
0.0059,518.81428555864341
0.006,523.10830477697095
0.0061,526.88607942034469
0.0062,530.14388096333641
0.0063,532.8784945702439
0.0064,535.08722149504274
0.0065,536.7678817813329
0.0066,537.91881706228173
0.0067,538.53889146060806
0.0068,538.6274929885509
0.0069,538.18453404786248
0.007,537.21045212979311
0.0071,535.70620831512076
0.0072,533.67328707415538
0.0073,531.11369476676941
0.0074,528.02995744244095
0.0075,524.42511814030854
0.0076,520.30273468921416
0.0077,515.66687520779465
0.0078,510.52211480454611
0.0079,504.87353067792333
0.008,498.72669741643273
0.0081,492.08768109875069
0.0082,484.96303349384016
0.0083,477.35978606106988
0.0084,469.2854421503705
0.0085,472.02875178335483
0.0086,479.94692611749258
0.0087,487.39145072476703
0.0088,494.35497895211353
0.0089,500.83063853697905
0.009,506.81203860718324
0.0091,512.29327638078337
0.0092,517.26894266596503
0.0093,521.73412686094139
0.0094,525.68442245384472
0.0095,529.1159309226457
0.0096,532.02526593507253
0.0097,534.4095562485511
0.0098,536.26644891014087
0.0099,537.59411125649558
0.01,538.39123311381945
0.0101,538.65702789784393
0.0102,538.39123311381934
0.0103,537.59411125649558
0.0104,536.26644891014075
0.0105,534.40955624855121
