"time","Resistor_1.v"
0.0106,532.02526593507287
0.0107,529.11593092264582
0.0108,525.68442245384449
0.0109,521.7341268609415
0.011,517.26894266596503
0.0111,512.29327638078337
0.0112,506.8120386071833
0.0113,500.83063853697905
0.0114,494.35497895211347
0.0115,487.39145072476708
0.0116,479.94692611749264
0.0117,472.02875178335478
0.0118,469.28544215037061
0.0119,477.35978606107005
0.012,484.96303349384033
0.0121,492.08768109875086
0.0122,498.7266974164329
0.0123,504.87353067792344
0.0124,510.52211480454639
0.0125,515.66687520779476
0.0126,520.30273468921439
0.0127,524.42511814030877
0.0128,528.02995744244117
0.0129,531.11369476676953
0.013,533.67328707415561
0.0131,535.70620831512099
0.0132,537.21045212979334
0.0133,538.18453404786271
0.0134,538.62749298855113
0.0135,538.53889146060806
0.0136,537.91881706228219
0.0137,536.7678817813329
0.0138,535.08722149504308
0.0139,532.87849457024413
0.014,530.14388096333664
0.0141,526.8860794203448
0.0142,523.10830477697107
0.0143,518.81428555864363
0.0144,514.00825928061101
0.0145,508.69496874801564
0.0146,502.87965775598019
0.0147,496.56806528972288
0.0148,489.76642012466681
0.0149,482.48143452656421
0.015,474.72029815162017
0.0151,466.49300248833862
0.0152,474.72029815161989
0.0153,482.48143452656399
0.0154,489.76642012466652
0.0155,496.56806528972277
0.0156,502.87965775597991
0.0157,508.69496874801547
0.0158,514.00825928061067
0.0159,518.81428555864341
0.016,523.10830477697084
0.0161,526.88607942034469
0.0162,530.14388096333641
0.0163,532.8784945702439
0.0164,535.08722149504285
0.0165,536.76788178133279
0.0166,537.91881706228207
0.0167,538.53889146060806
0.0168,538.6274929885509
0.0169,538.18453404786271
0.017,537.210452129793
0.0171,535.70620831512065
0.0172,533.67328707415527
0.0173,531.11369476676953
0.0174,528.02995744244106
0.0175,524.42511814030854
0.0176,520.30273468921428
0.0177,515.66687520779465
0.0178,510.52211480454616
0.0179,504.87353067792338
0.018,498.72669741643256
0.0181,492.08768109875064
0.0182,484.9630334938401
0.0183,477.35978606106994
0.0184,469.28544215037039
0.0185,472.02875178335478
0.0186,479.94692611749258
0.0187,487.39145072476703
0.0188,494.35497895211341
0.0189,500.830638536979
0.019,506.81203860718324
0.0191,512.29327638078337
0.0192,517.2689426659648
0.0193,521.7341268609415
0.0194,525.6844224538446
0.0195,529.11593092264582
0.0196,532.02526593507264
0.0197,534.4095562485511
0.0198,536.26644891014075
0.0199,537.59411125649558
0.02,538.39123311381934
0.0201,538.65702789784393
0.0202,538.39123311381934
0.0203,537.59411125649547
0.0204,536.26644891014075
0.0205,534.40955624855098
0.0206,532.02526593507253
0.0207,529.1159309226457
0.0208,525.68442245384449
0.0209,521.73412686094139
0.021,517.26894266596491
0.0211,512.29327638078337
0.0212,506.81203860718318
0.0213,500.830638536979
0.0214,494.35497895211341
0.0215,487.39145072476703
0.0216,479.94692611749252
0.0217,472.02875178335478
0.0218,469.28544215037039
0.0219,477.35978606106983
0.022,484.9630334938401
0.0221,492.08768109875081
0.0222,498.72669741643256
0.0223,504.87353067792333
0.0224,510.52211480454622
0.0225,515.66687520779465
0.0226,520.30273468921439
0.0227,524.42511814030843
0.0228,528.02995744244072
0.0229,531.1136947667693
0.023,533.67328707415516
0.0231,535.70620831512053
0.0232,537.21045212979334
0.0233,538.1845340478626
0.0234,538.62749298855101
0.0235,538.53889146060794
0.0236,537.91881706228185
0.0237,536.76788178133268
0.0238,535.08722149504274
0.0239,532.87849457024402
0.024,530.14388096333641
0.0241,526.88607942034457
0.0242,523.10830477697073
0.0243,518.81428555864363
0.0244,514.00825928061079
0.0245,508.69496874801553
0.0246,502.87965775597979
0.0247,496.56806528972271
0.0248,489.76642012466658
0.0249,482.48143452656399
0.025,474.72029815161983
0.0251,466.49300248833867
0.0252,474.72029815161989
0.0253,482.48143452656399
0.0254,489.76642012466658
0.0255,496.56806528972271
0.0256,502.87965775597991
0.0257,508.69496874801541
0.0258,514.00825928061067
0.0259,518.81428555864341
0.026,523.10830477697095
0.0261,526.88607942034469
0.0262,530.14388096333641
0.0263,532.8784945702439
0.0264,535.08722149504274
0.0265,536.7678817813329
0.0266,537.91881706228173
0.0267,538.53889146060806
0.0268,538.6274929885509
0.0269,538.18453404786248
0.027,537.21045212979311
0.0271,535.70620831512076
0.0272,533.67328707415538
0.0273,531.11369476676941
0.0274,528.02995744244095
0.0275,524.42511814030854
0.0276,520.30273468921416
0.0277,515.66687520779465
0.0278,510.52211480454611
0.0279,504.87353067792333
0.028,498.72669741643273
0.0281,492.08768109875069
0.0282,484.96303349384016
0.0283,477.35978606106988
0.0284,469.2854421503705
0.0285,472.02875178335483
0.0286,479.94692611749258
0.0287,487.39145072476703
0.0288,494.35497895211353
0.0289,500.83063853697905
0.029,506.81203860718324
0.0291,512.29327638078337
0.0292,517.26894266596503
0.0293,521.73412686094139
0.0294,525.68442245384472
0.0295,529.1159309226457
0.0296,532.02526593507253
0.0297,534.4095562485511
0.0298,536.26644891014087
0.0299,537.59411125649558
0.03,538.39123311381945
0.0301,538.65702789784393
0.0302,538.39123311381934
0.0303,537.59411125649558
0.0304,536.26644891014075
0.0305,534.40955624855121
0.0306,532.02526593507287
0.0307,529.11593092264582
0.0308,525.68442245384449
0.0309,521.7341268609415
0.031,517.26894266596503
0.0311,512.29327638078337
0.0312,506.8120386071833
0.0313,500.83063853697905
0.0314,494.35497895211347
0.0315,487.39145072476708
0.0316,479.94692611749264
0.0317,472.02875178335478
0.0318,469.28544215037061
0.0319,477.35978606107005
0.032,484.96303349384033
0.0321,492.08768109875086
0.0322,498.7266974164329
0.0323,504.87353067792344
0.0324,510.52211480454639
0.0325,515.66687520779476
0.0326,520.30273468921439
0.0327,524.42511814030877
0.0328,528.02995744244117
0.0329,531.11369476676953
0.033,533.67328707415561
0.0331,535.70620831512099
0.0332,537.21045212979334
0.0333,538.18453404786271
0.0334,538.62749298855113
0.0335,538.53889146060806
0.0336,537.91881706228219
0.0337,536.7678817813329
0.0338,535.08722149504308
0.0339,532.87849457024413
0.034,530.14388096333664
0.0341,526.8860794203448
0.0342,523.10830477697107
0.0343,518.81428555864363
0.0344,514.00825928061101
0.0345,508.69496874801564
0.0346,502.87965775598019
0.0347,496.56806528972288
0.0348,489.76642012466681
0.0349,482.48143452656421
0.035,474.72029815162017
0.0351,466.49300248833862
0.0352,474.72029815161989
0.0353,482.48143452656399
0.0354,489.76642012466652
0.0355,496.56806528972277
0.0356,502.87965775597991
0.0357,508.69496874801547
0.0358,514.00825928061067
0.0359,518.81428555864341
0.036,523.10830477697084
0.0361,526.88607942034469
0.0362,530.14388096333641
0.0363,532.8784945702439
0.0364,535.08722149504285
0.0365,536.76788178133279
0.0366,537.91881706228207
0.0367,538.53889146060806
0.0368,538.6274929885509
0.0369,538.18453404786271
0.037,537.210452129793
0.0371,535.70620831512065
0.0372,533.67328707415527
0.0373,531.11369476676953
0.0374,528.02995744244106
0.0375,524.42511814030854
0.0376,520.30273468921428
0.0377,515.66687520779465
0.0378,510.52211480454616
0.0379,504.87353067792338
0.038,498.72669741643256
0.0381,492.08768109875064
0.0382,484.9630334938401
0.0383,477.35978606106994
0.0384,469.28544215037039
0.0385,472.02875178335478
0.0386,479.94692611749258
0.0387,487.39145072476703
0.0388,494.35497895211341
0.0389,500.830638536979
0.039,506.81203860718324
0.0391,512.29327638078337
0.0392,517.2689426659648
0.0393,521.7341268609415
0.0394,525.6844224538446
0.0395,529.11593092264582
0.0396,532.02526593507264
0.0397,534.4095562485511
0.0398,536.26644891014075
0.0399,537.59411125649558
0.04,538.39123311381934
