"time","part5_displacement_output"
0.224,251.560
0.224,251.268
0.225,251.268
0.225,250.975
0.226,250.975
0.226,250.683
0.227,250.683
0.227,250.390
0.228,250.390
0.228,250.097
0.229,250.097
0.229,249.805
0.230,249.805
0.230,249.512
0.231,249.512
0.231,249.219
0.232,249.219
0.232,248.927
0.233,248.927
0.233,248.634
0.234,248.634
0.234,248.341
0.235,248.341
0.235,248.048
0.236,248.048
0.236,247.755
0.237,247.755
0.237,247.463
0.238,247.463
0.238,247.170
0.239,247.170
0.239,246.877
0.240,246.877
0.240,246.584
0.241,246.584
0.241,246.291
0.242,246.291
0.242,245.997
0.243,245.997
0.243,245.704
0.244,245.704
0.244,245.411
0.245,245.411
0.245,245.118
0.246,245.118
0.246,244.825
0.247,244.825
0.247,244.532
0.248,244.532
0.248,244.238
0.249,244.238
0.249,243.945
0.250,243.945
0.250,243.652
0.251,243.652
0.251,243.358
0.252,243.358
0.252,243.065
0.253,243.065
0.253,242.772
0.254,242.772
0.254,242.478
0.255,242.478
0.255,242.185
0.256,242.185
0.256,241.891
0.257,241.891
0.257,241.598
0.258,241.598
0.258,241.304
0.259,241.304
0.259,241.010
0.260,241.010
0.260,240.717
0.261,240.717
0.261,240.423
0.262,240.423
0.262,240.129
0.263,240.129
0.263,239.836
0.264,239.836
0.264,239.542
0.265,239.542
0.265,239.248
0.266,239.248
0.266,238.954
0.267,238.954
0.267,238.660
0.268,238.660
0.268,238.366
0.269,238.366
0.269,238.072
0.270,238.072
0.270,237.778
0.271,237.778
0.271,237.484
0.272,237.484
0.272,237.190
0.273,237.190
0.273,236.896
0.274,236.896
0.274,236.602
0.275,236.602
0.275,236.308
0.276,236.308
0.276,236.014
0.277,236.014
0.277,235.720
0.278,235.720
0.278,235.425
0.279,235.425
0.279,235.131
0.280,235.131
0.280,234.837
0.281,234.837
0.281,234.542
0.282,234.542
0.282,234.248
0.283,234.248
0.283,233.954
0.284,233.954
0.284,233.659
0.285,233.659
0.285,233.365
0.286,233.365
0.286,233.070
0.287,233.070
0.287,232.776
0.288,232.776
0.288,232.481
0.289,232.481
0.289,232.187
0.290,232.187
0.290,231.892
0.291,231.892
0.291,231.597
0.292,231.597
0.292,231.303
0.293,231.303
0.293,231.008
0.294,231.008
0.294,230.713
0.295,230.713
0.295,230.419
0.296,230.419
0.296,230.124
0.297,230.124
0.297,229.829
0.298,229.829
0.298,229.534
0.299,229.534
0.299,229.239
0.300,229.239
0.300,228.944
0.301,228.944
0.301,228.649
0.302,228.649
0.302,228.354
0.303,228.354
0.303,228.059
0.304,228.059
0.304,227.764
0.305,227.764
0.305,227.469
0.306,227.469
0.306,227.174
0.307,227.174
0.307,226.879
0.308,226.879
0.308,226.584
0.309,226.584
0.309,226.289
0.310,226.289
0.310,225.993
0.311,225.993
0.311,225.698
0.312,225.698
0.312,225.403
0.313,225.403
0.313,225.107
0.314,225.107
0.314,224.812
0.315,224.812
0.315,224.517
0.316,224.517
0.316,224.221
0.317,224.221
0.317,223.926
0.318,223.926
0.318,223.630
0.319,223.630
0.319,223.335
0.320,223.335
0.320,223.039
0.321,223.039
0.321,222.744
0.322,222.744
0.322,222.448
0.323,222.448
0.323,222.153
0.324,222.153
0.324,221.857
0.325,221.857
0.325,221.561
0.326,221.561
0.326,221.265
0.327,221.265
0.327,220.970
0.328,220.970
0.328,220.674
0.329,220.674
0.329,220.378
0.330,220.378
0.330,220.082
0.331,220.082
0.331,219.786
0.332,219.786
0.332,219.491
0.333,219.491
0.333,219.195
0.334,219.195
0.334,218.899
0.335,218.899
0.335,218.603
0.336,218.603
0.336,218.307
0.337,218.307
0.337,218.011
0.338,218.011
0.338,217.714
0.339,217.714
0.339,217.418
0.340,217.418
0.340,217.122
0.341,217.122
0.341,216.826
0.342,216.826
0.342,216.530
0.343,216.530
0.343,216.234
0.344,216.234
0.344,215.937
0.345,215.937
0.345,215.641
0.346,215.641
0.346,215.345
0.347,215.345
0.347,215.048
0.348,215.048
0.348,214.752
0.349,214.752
0.349,214.456
0.350,214.456
0.350,214.159
0.351,214.159
0.351,213.863
0.352,213.863
0.352,213.566
0.353,213.566
0.353,213.270
0.354,213.270
0.354,212.973
0.355,212.973
0.355,212.677
0.356,212.677
0.356,212.380
0.357,212.380
0.357,212.083
0.358,212.083
0.358,211.787
0.359,211.787
0.359,211.490
0.360,211.490
0.360,211.193
0.361,211.193
0.361,210.896
0.362,210.896
0.362,210.600
0.363,210.600
0.363,210.303
0.364,210.303
0.364,210.006
0.365,210.006
0.365,209.709
0.366,209.709
0.366,209.412
0.367,209.412
0.367,209.115
0.368,209.115
0.368,208.818
0.369,208.818
0.369,208.521
0.370,208.521
0.370,208.224
0.371,208.224
0.371,207.927
0.372,207.927
0.372,207.630
0.373,207.630
0.373,207.333
0.374,207.333
0.374,207.036
0.375,207.036
0.375,206.739
0.376,206.739
0.376,206.442
0.377,206.442
0.377,206.144
0.378,206.144
0.378,205.847
0.379,205.847
0.379,205.550
0.380,205.550
0.380,205.253
0.381,205.253
0.381,204.955
0.382,204.955
0.382,204.658
0.383,204.658
0.383,204.361
0.384,204.361
0.384,204.063
0.385,204.063
0.385,203.766
0.386,203.766
0.386,203.468
0.387,203.468
0.387,203.171
0.388,203.171
0.388,202.873
0.389,202.873
0.389,202.576
0.390,202.576
0.390,202.278
0.391,202.278
0.391,201.981
0.392,201.981
0.392,201.683
0.393,201.683
0.393,201.385
0.394,201.385
0.394,201.088
0.395,201.088
0.395,200.790
0.396,200.790
0.396,200.492
0.397,200.492
0.397,200.194
0.398,200.194
0.398,199.897
0.399,199.897
0.399,199.599
0.400,199.599
0.400,199.301
0.401,199.301
0.401,199.003
0.402,199.003
0.402,198.705
0.403,198.705
0.403,198.407
0.404,198.407
0.404,198.109
0.405,198.109
0.405,197.811
0.406,197.811
0.406,197.513
0.407,197.513
0.407,197.215
0.408,197.215
0.408,196.917
0.409,196.917
0.409,196.619
0.410,196.619
0.410,196.321
0.411,196.321
0.411,196.023
0.412,196.023
0.412,195.724
0.413,195.724
0.413,195.426
0.414,195.426
0.414,195.128
0.415,195.128
0.415,194.830
0.416,194.830
0.416,194.531
0.417,194.531
0.417,194.233
0.418,194.233
0.418,193.935
0.419,193.935
0.419,193.636
0.420,193.636
0.420,193.338
0.421,193.338
0.421,193.040
0.422,193.040
0.422,192.741
0.423,192.741
0.423,192.443
0.424,192.443
0.424,192.144
0.425,192.144
0.425,191.846
0.426,191.846
0.426,191.547
0.427,191.547
0.427,191.249
0.428,191.249
0.428,190.950
0.429,190.950
0.429,190.651
0.430,190.651
0.430,190.353
0.431,190.353
0.431,190.054
0.432,190.054
0.432,189.755
0.433,189.755
0.433,189.457
0.434,189.457
0.434,189.158
0.435,189.158
0.435,188.859
0.436,188.859
0.436,188.560
0.437,188.560
0.437,188.261
0.438,188.261
0.438,187.963
0.439,187.963
0.439,187.664
0.440,187.664
0.440,187.365
0.441,187.365
0.441,187.066
0.442,187.066
0.442,186.767
0.443,186.767
0.443,186.468
0.444,186.468
0.444,186.169
0.445,186.169
0.445,185.870
0.446,185.870
0.446,185.571
0.447,185.571
0.447,185.272
0.448,185.272
0.448,184.972
0.449,184.972
0.449,184.673
0.450,184.673
0.450,184.374
0.451,184.374
0.451,184.075
0.452,184.075
0.452,183.776
0.453,183.776
0.453,183.477
0.454,183.477
0.454,183.177
0.455,183.177
0.455,182.878
0.456,182.878
0.456,182.579
0.457,182.579
0.457,182.279
0.458,182.279
0.458,181.980
0.459,181.980
0.459,181.681
0.460,181.681
0.460,181.381
0.461,181.381
0.461,181.082
0.462,181.082
0.462,180.782
0.463,180.782
0.463,180.483
0.464,180.483
0.464,180.183
0.465,180.183
0.465,179.884
0.466,179.884
0.466,179.584
0.467,179.584
0.467,179.285
0.468,179.285
0.468,178.985
0.469,178.985
0.469,178.685
0.470,178.685
0.470,178.386
0.471,178.386
0.471,178.086
0.472,178.086
0.472,177.786
0.473,177.786
0.473,177.486
0.474,177.486
0.474,177.187
0.475,177.187
0.475,176.887
0.476,176.887
0.476,176.587
0.477,176.587
0.477,176.287
0.478,176.287
0.478,175.987
0.479,175.987
0.479,175.688
0.480,175.688
0.480,175.388
0.481,175.388
0.481,175.088
0.482,175.088
0.482,174.788
0.483,174.788
0.483,174.488
0.484,174.488
0.484,174.188
0.485,174.188
0.485,173.888
0.486,173.888
0.486,173.588
0.487,173.588
0.487,173.288
0.488,173.288
0.488,172.988
0.489,172.988
0.489,172.688
0.490,172.688
0.490,172.387
0.491,172.387
0.491,172.087
0.492,172.087
0.492,171.787
0.493,171.787
0.493,171.487
0.494,171.487
0.494,171.187
0.495,171.187
0.495,170.886
0.496,170.886
0.496,170.586
0.497,170.586
0.497,170.286
0.498,170.286
0.498,169.986
0.499,169.986
0.499,169.685
0.500,169.685
0.500,169.385
0.501,169.385
0.501,169.084
0.502,169.084
0.502,168.784
0.503,168.784
0.503,168.484
0.504,168.484
0.504,168.183
0.505,168.183
0.505,167.883
0.506,167.883
0.506,167.582
0.507,167.582
0.507,167.282
0.508,167.282
0.508,166.981
0.509,166.981
0.509,166.681
0.510,166.681
0.510,166.380
0.511,166.380
0.511,166.079
0.512,166.079
0.512,165.779
0.513,165.779
0.513,165.478
0.514,165.478
0.514,165.177
0.515,165.177
0.515,164.877
0.516,164.877
0.516,164.576
0.517,164.576
0.517,164.275
0.518,164.275
0.518,163.975
0.519,163.975
0.519,163.674
0.520,163.674
0.520,163.373
0.521,163.373
0.521,163.072
0.522,163.072
0.522,162.771
0.523,162.771
0.523,162.470
0.524,162.470
0.524,162.170
0.525,162.170
0.525,161.869
0.526,161.869
0.526,161.568
0.527,161.568
0.527,161.267
0.528,161.267
0.528,160.966
0.529,160.966
0.529,160.665
0.530,160.665
0.530,160.364
0.531,160.364
0.531,160.063
0.532,160.063
0.532,159.762
0.533,159.762
0.533,159.461
0.534,159.461
0.534,159.159
0.535,159.159
0.535,158.858
0.536,158.858
0.536,158.557
0.537,158.557
0.537,158.256
0.538,158.256
0.538,157.955
0.539,157.955
0.539,157.654
0.540,157.654
0.540,157.352
0.541,157.352
0.541,157.051
0.542,157.051
0.542,156.750
0.543,156.750
0.543,156.449
0.544,156.449
0.544,156.147
0.545,156.147
0.545,155.846
0.546,155.846
0.546,155.545
0.547,155.545
0.547,155.243
0.548,155.243
0.548,154.942
0.549,154.942
0.549,154.641
0.550,154.641
0.550,154.339
0.551,154.339
0.551,154.038
0.552,154.038
0.552,153.736
0.553,153.736
0.553,153.435
0.554,153.435
0.554,153.133
0.555,153.133
0.555,152.832
0.556,152.832
0.556,152.530
0.557,152.530
0.557,152.229
0.558,152.229
0.558,151.927
0.559,151.927
0.559,151.626
0.560,151.626
0.560,151.324
0.561,151.324
0.561,151.022
0.562,151.022
0.562,150.721
0.563,150.721
0.563,150.419
0.564,150.419
0.564,150.117
0.565,150.117
0.565,149.816
0.566,149.816
0.566,149.514
0.567,149.514
0.567,149.212
0.568,149.212
0.568,148.910
0.569,148.910
0.569,148.609
0.570,148.609
0.570,148.307
0.571,148.307
0.571,148.005
0.572,148.005
0.572,147.703
0.573,147.703
0.573,147.401
0.574,147.401
0.574,147.099
0.575,147.099
0.575,146.798
0.576,146.798
0.576,146.496
0.577,146.496
0.577,146.194
0.578,146.194
0.578,145.892
0.579,145.892
0.579,145.590
0.580,145.590
0.580,145.288
0.581,145.288
0.581,144.986
0.582,144.986
0.582,144.684
0.583,144.684
0.583,144.382
0.584,144.382
0.584,144.080
0.585,144.080
0.585,143.778
0.586,143.778
0.586,143.476
0.587,143.476
0.587,143.174
0.588,143.174
0.588,142.871
0.589,142.871
0.589,142.569
0.590,142.569
0.590,142.267
0.591,142.267
0.591,141.965
0.592,141.965
0.592,141.663
0.593,141.663
0.593,141.361
0.594,141.361
0.594,141.058
0.595,141.058
0.595,140.756
0.596,140.756
0.596,140.454
0.597,140.454
0.597,140.152
0.598,140.152
0.598,139.849
0.599,139.849
0.599,139.547
0.600,139.547
0.600,139.245
0.601,139.245
0.601,138.942
0.602,138.942
0.602,138.640
0.603,138.640
0.603,138.338
0.604,138.338
0.604,138.035
0.605,138.035
0.605,137.733
0.606,137.733
0.606,137.431
0.607,137.431
0.607,137.128
0.608,137.128
0.608,136.826
0.609,136.826
0.609,136.523
0.610,136.523
0.610,136.221
0.611,136.221
0.611,135.918
0.612,135.918
0.612,135.616
0.613,135.616
0.613,135.313
0.614,135.313
0.614,135.011
0.615,135.011
0.615,134.708
0.616,134.708
0.616,134.406
0.617,134.406
0.617,134.103
0.618,134.103
0.618,133.800
0.619,133.800
0.619,133.498
0.620,133.498
0.620,133.195
0.621,133.195
0.621,132.893
0.622,132.893
0.622,132.590
0.623,132.590
0.623,132.287
0.624,132.287
0.624,131.985
0.625,131.985
0.625,131.682
0.626,131.682
0.626,131.379
0.627,131.379
0.627,131.076
0.628,131.076
0.628,130.774
0.629,130.774
0.629,130.471
0.630,130.471
0.630,130.168
0.631,130.168
0.631,129.865
0.632,129.865
0.632,129.563
0.633,129.563
0.633,129.260
0.634,129.260
0.634,128.957
0.635,128.957
0.635,128.654
0.636,128.654
0.636,128.351
0.637,128.351
0.637,128.048
0.638,128.048
0.638,127.746
0.639,127.746
0.639,127.443
0.640,127.443
0.640,127.140
0.641,127.140
0.641,126.837
0.642,126.837
0.642,126.534
0.643,126.534
0.643,126.231
0.644,126.231
0.644,125.928
0.645,125.928
0.645,125.625
0.646,125.625
0.646,125.322
0.647,125.322
0.647,125.019
0.648,125.019
0.648,124.716
0.649,124.716
0.649,124.413
0.650,124.413
0.650,124.110
0.651,124.110
0.651,123.807
0.652,123.807
0.652,123.504
0.653,123.504
0.653,123.201
0.654,123.201
0.654,122.898
0.655,122.898
0.655,122.595
0.656,122.595
0.656,122.292
0.657,122.292
0.657,121.989
0.658,121.989
0.658,121.685
0.659,121.685
0.659,121.382
0.660,121.382
0.660,121.079
0.661,121.079
0.661,120.776
0.662,120.776
0.662,120.473
0.663,120.473
0.663,120.170
0.664,120.170
0.664,119.867
0.665,119.867
0.665,119.563
0.666,119.563
0.666,119.260
0.667,119.260
0.667,118.957
0.668,118.957
0.668,118.654
0.669,118.654
0.669,118.350
0.670,118.350
0.670,118.047
0.671,118.047
0.671,117.744
0.672,117.744
0.672,117.441
0.673,117.441
0.673,117.137
0.674,117.137
0.674,116.834
0.675,116.834
0.675,116.531
0.676,116.531
0.676,116.227
0.677,116.227
0.677,115.924
0.678,115.924
0.678,115.621
0.679,115.621
0.679,115.317
0.680,115.317
0.680,115.014
0.681,115.014
0.681,114.711
0.682,114.711
0.682,114.407
0.683,114.407
0.683,114.104
0.684,114.104
0.684,113.801
0.685,113.801
0.685,113.497
0.686,113.497
0.686,113.194
0.687,113.194
0.687,112.890
0.688,112.890
0.688,112.587
0.689,112.587
0.689,112.283
0.690,112.283
0.690,111.980
0.691,111.980
0.691,111.677
0.692,111.677
0.692,111.373
0.693,111.373
0.693,111.070
0.694,111.070
0.694,110.766
0.695,110.766
0.695,110.463
0.696,110.463
0.696,110.159
0.697,110.159
0.697,109.856
0.698,109.856
0.698,109.552
0.699,109.552
0.699,109.249
0.700,109.249
0.700,108.945
0.701,108.945
0.701,108.642
0.702,108.642
0.702,108.338
0.703,108.338
0.703,108.034
0.704,108.034
0.704,107.731
0.705,107.731
0.705,107.427
0.706,107.427
0.706,107.124
0.707,107.124
0.707,106.820
0.708,106.820
0.708,106.517
0.709,106.517
0.709,106.213
0.710,106.213
0.710,105.909
0.711,105.909
0.711,105.606
0.712,105.606
0.712,105.302
0.713,105.302
0.713,104.999
0.714,104.999
0.714,104.695
0.715,104.695
0.715,104.391
0.716,104.391
0.716,104.088
0.717,104.088
0.717,103.784
0.718,103.784
0.718,103.480
0.719,103.480
0.719,103.177
0.720,103.177
0.720,102.873
0.721,102.873
0.721,102.569
0.722,102.569
0.722,102.266
0.723,102.266
0.723,101.962
0.724,101.962
0.724,101.658
0.725,101.658
0.725,101.355
0.726,101.355
0.726,101.051
0.727,101.051
0.727,100.747
0.728,100.747
0.728,100.444
0.729,100.444
0.729,100.140
0.730,100.140
0.730,99.836
0.731,99.836
0.731,99.533
0.732,99.533
0.732,99.229
0.733,99.229
0.733,98.925
0.734,98.925
0.734,98.621
0.735,98.621
0.735,98.318
0.736,98.318
0.736,98.014
0.737,98.014
0.737,97.710
0.738,97.710
0.738,97.406
0.739,97.406
0.739,97.103
0.740,97.103
0.740,96.799
0.741,96.799
0.741,96.495
0.742,96.495
0.742,96.191
0.743,96.191
0.743,95.888
0.744,95.888
0.744,95.584
0.745,95.584
0.745,95.280
0.746,95.280
0.746,94.976
0.747,94.976
0.747,94.673
0.748,94.673
0.748,94.369
0.749,94.369
0.749,94.065
0.750,94.065
0.750,93.761
0.751,93.761
0.751,93.458
0.752,93.458
0.752,93.154
0.753,93.154
0.753,92.850
0.754,92.850
0.754,92.546
0.755,92.546
0.755,92.242
0.756,92.242
0.756,91.939
0.757,91.939
0.757,91.635
0.758,91.635
0.758,91.331
0.759,91.331
0.759,91.027
0.760,91.027
0.760,90.724
0.761,90.724
0.761,90.420
0.762,90.420
0.762,90.116
0.763,90.116
0.763,89.812
0.764,89.812
0.764,89.508
0.765,89.508
0.765,89.205
0.766,89.205
0.766,88.901
0.767,88.901
0.767,88.597
0.768,88.597
0.768,88.293
0.769,88.293
0.769,87.989
0.770,87.989
0.770,87.686
0.771,87.686
0.771,87.382
0.772,87.382
0.772,87.078
0.773,87.078
0.773,86.774
0.774,86.774
0.774,86.470
0.775,86.470
0.775,86.167
0.776,86.167
0.776,85.863
0.777,85.863
0.777,85.559
0.778,85.559
0.778,85.255
0.779,85.255
0.779,84.951
0.780,84.951
0.780,84.648
0.781,84.648
0.781,84.344
0.782,84.344
0.782,84.040
0.783,84.040
0.783,83.736
0.784,83.736
0.784,83.433
0.785,83.433
0.785,83.129
0.786,83.129
0.786,82.825
0.787,82.825
0.787,82.521
0.788,82.521
0.788,82.217
0.789,82.217
0.789,81.914
0.790,81.914
0.790,81.610
0.791,81.610
0.791,81.306
0.792,81.306
0.792,81.002
0.793,81.002
0.793,80.699
0.794,80.699
0.794,80.395
0.795,80.395
0.795,80.091
0.796,80.091
0.796,79.787
0.797,79.787
0.797,79.484
0.798,79.484
0.798,79.180
0.799,79.180
0.799,78.876
0.800,78.876
0.800,78.572
0.801,78.572
0.801,78.269
0.802,78.269
0.802,77.965
0.803,77.965
0.803,77.661
0.804,77.661
0.804,77.358
0.805,77.358
0.805,77.054
0.806,77.054
0.806,76.750
0.807,76.750
0.807,76.447
0.808,76.447
0.808,76.143
0.809,76.143
0.809,75.839
0.810,75.839
0.810,75.535
0.811,75.535
0.811,75.232
0.812,75.232
0.812,74.928
0.813,74.928
0.813,74.624
0.814,74.624
0.814,74.321
0.815,74.321
0.815,74.017
0.816,74.017
0.816,73.714
0.817,73.714
0.817,73.410
0.818,73.410
0.818,73.106
0.819,73.106
0.819,72.803
0.820,72.803
0.820,72.499
0.821,72.499
0.821,72.195
0.822,72.195
0.822,71.892
0.823,71.892
0.823,71.588
0.824,71.588
0.824,71.285
0.825,71.285
0.825,70.981
0.826,70.981
0.826,70.677
0.827,70.677
0.827,70.374
0.828,70.374
0.828,70.070
0.829,70.070
0.829,69.767
0.830,69.767
0.830,69.463
0.831,69.463
0.831,69.160
0.832,69.160
0.832,68.856
0.833,68.856
0.833,68.553
0.834,68.553
0.834,68.249
0.835,68.249
0.835,67.946
0.836,67.946
0.836,67.642
0.837,67.642
0.837,67.339
0.838,67.339
0.838,67.035
0.839,67.035
0.839,66.732
0.840,66.732
0.840,66.428
0.841,66.428
0.841,66.125
0.842,66.125
0.842,65.822
0.843,65.822
0.843,65.518
0.844,65.518
0.844,65.215
0.845,65.215
0.845,64.911
0.846,64.911
0.846,64.608
0.847,64.608
0.847,64.305
0.848,64.305
0.848,64.001
0.849,64.001
0.849,63.698
0.850,63.698
0.850,63.395
0.851,63.395
0.851,63.091
0.852,63.091
0.852,62.788
0.853,62.788
0.853,62.485
0.854,62.485
0.854,62.181
0.855,62.181
0.855,61.878
0.856,61.878
0.856,61.575
0.857,61.575
0.857,61.272
0.858,61.272
0.858,60.968
0.859,60.968
0.859,60.665
0.860,60.665
0.860,60.362
0.861,60.362
0.861,60.059
0.862,60.059
0.862,59.756
0.863,59.756
0.863,59.453
0.864,59.453
0.864,59.149
0.865,59.149
0.865,58.846
0.866,58.846
0.866,58.543
0.867,58.543
0.867,58.240
0.868,58.240
0.868,57.937
0.869,57.937
0.869,57.634
0.870,57.634
0.870,57.331
0.871,57.331
0.871,57.028
0.872,57.028
0.872,56.725
0.873,56.725
