"time","y_0","y_1","y_2"
0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
2.00000000000000E-02,1.99983333222161E-01,0.00000000000000E+00,0.00000000000000E+00
3.00000000000000E-02,7.99733358222044E-01,1.79972001000000E+00,0.00000000000000E+00
4.00000000000000E-02,1.79865031197750E+00,1.79972001000000E+00,0.00000000000000E+00
5.00000000000000E-02,3.19573542986313E+00,3.59776060000000E+00,4.19772060000000E+00
6.00000000000000E-02,4.98959121996555E+00,3.59776060000000E+00,4.19772060000000E+00
7.00000000000000E-02,7.17842337889323E+00,5.39244440000000E+00,4.19772060000000E+00
8.00000000000000E-02,9.76004288189152E+00,5.39244440000000E+00,4.19772060000000E+00
9.00000000000000E-02,1.27318656012043E+01,7.18209880000000E+00,8.38177880000000E+00
1.00000000000000E-01,1.60909186081163E+01,7.18209880000000E+00,8.38177880000000E+00
1.10000000000000E-01,1.98338378683313E+01,8.96505740000000E+00,8.38177880000000E+00
1.20000000000000E-01,2.39568772421375E+01,8.96505740000000E+00,8.38177880000000E+00
1.30000000000000E-01,2.84559060861460E+01,1.07396629000000E+01,1.25385831000000E+01
1.40000000000000E-01,3.33264165241381E+01,1.07396629000000E+01,1.25385831000000E+01
1.50000000000000E-01,3.85635279724941E+01,1.25042687000000E+01,1.25385831000000E+01
1.60000000000000E-01,4.41619874034571E+01,1.25042687000000E+01,1.25385831000000E+01
1.70000000000000E-01,5.01161800067914E+01,1.42572415000000E+01,1.66546823000000E+01
1.80000000000000E-01,5.64201295808615E+01,1.42572415000000E+01,1.66546823000000E+01
1.90000000000000E-01,6.30675062232259E+01,1.59969634000000E+01,1.66546823000000E+01
2.00000000000000E-01,7.00516297261602E+01,1.59969634000000E+01,1.66546823000000E+01
2.10000000000000E-01,7.73654806975122E+01,1.77218333000000E+01,2.07168358000000E+01
2.20000000000000E-01,8.50017036732545E+01,1.77218333000000E+01,2.07168358000000E+01
