time,dataOut1,dataOut2
0.0,1.0,1.0
0.05,1.0,1.0
0.1,1.0,1.0
0.2,1.0,1.0
0.25,1.0,1.0
0.4,1.0,1.0
0.45,1.0,1.0
0.5,1.0,1.0
0.55,1.0,1.0
0.65,1.0,1.0
0.75,1.0,1.0
0.8,1.0,1.0
0.9,1.0,1.0
1.0,1.0,1.0
1.05,1.0,1.0
1.1,1.0,1.0
1.25,1.0,1.0
1.3,1.0,1.0
1.35,1.0,1.0
1.5,1.0,1.0
1.55,1.0,1.0
1.6,1.0,1.0
1.75,1.0,1.0
1.8,1.0,1.0
1.85,1.0,1.0
2.0,1.0,1.0
2.1,1.0,1.0
2.15,1.0,1.0
2.2,1.0,1.0
2.25,1.0,1.0
2.35,1.0,1.0
2.45,1.0,1.0
2.5,1.0,1.0
2.6,1.0,1.0
2.7,1.0,1.0
2.75,1.0,1.0
2.85,1.0,1.0
2.95,1.0,1.0
3.0,1.0,1.0
3.1,1.0,1.0
3.2,1.0,1.0
3.25,1.0,1.0
3.35,1.0,1.0
3.45,1.0,1.0
3.5,1.0,1.0
3.6,1.0,1.0
3.7,1.0,1.0
3.75,1.0,1.0
3.85,1.0,1.0
3.95,1.0,1.0
4.0,1.0,1.0
4.05,1.0,1.0
4.15,1.0,1.0
4.2,1.0,1.0
4.25,1.0,1.0
4.3,1.0,1.0
4.4,1.0,1.0
4.45,1.0,1.0
4.5,1.0,1.0
4.55,1.0,1.0
4.65,1.0,1.0
4.7,1.0,1.0
4.75,1.0,1.0
4.9,1.0,1.0
4.95,1.0,1.0
5.0,1.0,1.0
5.15,1.0,1.0
5.2,1.0,1.0
5.25,1.0,1.0
5.4,1.0,1.0
5.45,1.0,1.0
5.5,1.0,1.0
5.65,1.0,1.0
5.7,1.0,1.0
5.75,1.0,1.0
5.9,1.0,1.0
5.95,1.0,1.0
6.0,1.0,1.0
6.15,3.0,3.0
6.2,3.0,3.0
6.25,3.0,3.0
6.4,3.0,3.0
6.45,3.0,3.0
6.5,3.0,3.0
6.65,3.0,3.0
6.7,3.0,3.0
6.75,3.0,3.0
6.9,3.0,3.0
6.95,3.0,3.0
7.0,3.0,3.0
7.15,3.0,3.0
7.2,3.0,3.0
7.25,3.0,3.0
7.4,3.0,3.0
7.45,3.0,3.0
7.5,3.0,3.0
7.65,3.0,3.0
7.7,3.0,3.0
7.75,3.0,3.0
7.9,3.0,3.0
7.95,3.0,3.0
8.0,3.0,3.0
8.05,3.0,3.0
8.1,3.0,3.0
8.15,3.0,3.0
8.25,3.0,3.0
8.3,3.0,3.0
8.35,3.0,3.0
8.4,3.0,3.0
8.5,3.0,3.0
8.55,3.0,3.0
8.6,3.0,3.0
8.65,3.0,3.0
8.75,3.0,3.0
8.8,3.0,3.0
8.85,3.0,3.0
8.9,3.0,3.0
9.0,3.0,3.0
9.05,3.0,3.0
9.1,3.0,3.0
9.15,3.0,3.0
9.25,3.0,3.0
9.3,3.0,3.0
9.35,3.0,3.0
9.4,3.0,3.0
9.5,3.0,3.0
9.55,3.0,3.0
9.65,3.0,3.0
9.75,3.0,3.0
9.8,3.0,3.0
9.9,3.0,3.0
10.0,3.0,3.0
10.05,3.0,3.0
10.15,3.0,3.0
10.25,3.0,3.0
