"time","J1_w","J2_w","J3_w","J4_w"
0,10,0,0,0
0.01,9.9156,0.099997,4.4409e-16,4.4445e-16
0.02,9.8607,0.19998,-8.0491e-16,-8.0392e-16
0.03,9.8309,0.29993,2.7756e-16,2.7875e-16
0.04,9.8194,0.39984,2.276e-15,2.2774e-15
0.05,9.818,0.49968,3.0531e-15,3.0547e-15
0.06,9.8166,0.59945,5.5511e-15,5.5525e-15
0.07,9.8057,0.69912,3.6637e-15,3.6646e-15
0.08,9.7767,0.79868,5.218e-15,5.2187e-15
0.09,9.7226,0.89812,6.1062e-15,6.1057e-15
0.1,9.6389,0.99742,6.7724e-15,6.7709e-15
0.11,9.5242,1.0966,6.2172e-15,6.2144e-15
0.12,9.38,1.1955,4.6629e-15,4.6591e-15
0.13,9.2108,1.2943,6.4393e-15,6.435e-15
0.14,9.0234,1.3929,4.885e-15,4.8798e-15
0.15,8.8266,1.4912,3.7748e-15,3.7688e-15
0.16,8.63,1.5894,4.4409e-15,4.435e-15
0.17,8.4433,1.6872,2.8866e-15,2.8815e-15
0.18,8.2751,1.7848,3.7748e-15,3.7702e-15
0.19,8.1324,1.8822,4.6629e-15,4.6585e-15
0.2,8.0198,1.9792,5.3291e-15,5.3249e-15
0.21,7.9387,2.0759,4.885e-15,4.882e-15
0.22,7.8876,2.1723,4.4409e-15,4.4394e-15
0.23,7.862,2.2684,4.4409e-15,4.4409e-15
0.24,7.8551,2.3641,4.4409e-15,4.4426e-15
0.25,7.8582,2.4594,3.9968e-15,3.9991e-15
0.26,7.8616,2.5543,5.3291e-15,5.3311e-15
0.27,7.8558,2.6489,4.4409e-15,4.4421e-15
0.28,7.8321,2.743,4.4409e-15,4.4399e-15
0.29,7.7836,2.8366,5.3291e-15,5.3253e-15
0.3,7.7059,2.9299,5.3291e-15,5.3235e-15
0.31,7.5976,3.0227,5.7732e-15,5.7653e-15
0.32,7.46,3.115,5.7732e-15,5.7613e-15
0.33,7.2977,3.2068,5.3291e-15,5.3152e-15
0.34,7.1177,3.2981,6.2172e-15,6.205e-15
0.35,6.9285,3.3888,6.2172e-15,6.2061e-15
0.36,6.7399,3.4791,6.6613e-15,6.6499e-15
0.37,6.5614,3.5688,6.6613e-15,6.6498e-15
0.38,6.4019,3.6579,6.6613e-15,6.6505e-15
0.39,6.2682,3.7465,6.6613e-15,6.6527e-15
0.4,6.1647,3.8345,6.6613e-15,6.6547e-15
0.41,6.0929,3.8218,0.1,7.2164e-15
0.42,6.0512,3.8086,0.2,7.1609e-15
0.43,6.0354,3.7947,0.3,6.9389e-15
0.44,6.0386,3.7801,0.4,7.494e-15
0.45,6.0521,3.765,0.5,8.5487e-15
0.46,6.0663,3.7491,0.6,8.1046e-15
0.47,6.0717,3.7325,0.7,8.1046e-15
0.48,6.0595,3.7153,0.8,8.8818e-15
0.49,6.0228,3.6973,0.9,8.8818e-15
0.5,5.9572,3.6787,1,8.4377e-15
0.51,5.8611,3.6592,1.1,9.5479e-15
0.52,5.7361,3.6391,1.2,1.0436e-14
0.53,5.5866,3.6181,1.3,1.088e-14
0.54,5.4196,3.5964,1.4,9.992e-15
0.55,5.2437,3.5739,1.5,9.5479e-15
