"time","PI.I.y","driveAngle","inertia1.phi","inertia1.w","integrator.y","spring.phi_rel","spring.w_rel"
0.000000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.008000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.016000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.024000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.032000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.040000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.048000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.056000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.064000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.072000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.080000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.088000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.096000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.104000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.112000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.120000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.128000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.136000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.144000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.152000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.160000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.168000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.176000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.184000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.192000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.200000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.208000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.216000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.224000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.232000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.240000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.248000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.256000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.264000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.272000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.280000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.288000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.296000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.304000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.312000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.320000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.328000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.336000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.344000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.352000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.360000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.368000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.376000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.384000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.392000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.400000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.408000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.416000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.424000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.432000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.440000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.448000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.456000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.464000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.472000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.480000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.488000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.496000,-0.100000,1.570000,0.000000,0.000000,0.000000,0.001000,0.000000
0.504000,-0.099929,1.570000,0.000001,0.000628,0.004000,0.000999,-0.000582
0.512000,-0.099455,1.570000,0.000017,0.003750,0.012000,0.000986,-0.002785
0.520000,-0.098629,1.570000,0.000063,0.007677,0.020000,0.000957,-0.004171
0.528000,-0.097498,1.570000,0.000142,0.012164,0.028000,0.000922,-0.004483
0.536000,-0.096115,1.570000,0.000259,0.017393,0.036000,0.000887,-0.004141
0.544000,-0.094543,1.570000,0.000422,0.023461,0.044000,0.000856,-0.003521
0.552000,-0.092850,1.570000,0.000637,0.030334,0.052000,0.000831,-0.002846
0.560000,-0.091095,1.570000,0.000910,0.037905,0.060000,0.000811,-0.002219
0.568000,-0.089330,1.570000,0.001245,0.046039,0.068000,0.000795,-0.001678
0.576000,-0.087593,1.570000,0.001647,0.054606,0.076000,0.000784,-0.001227
0.584000,-0.085915,1.570000,0.002120,0.063489,0.084000,0.000775,-0.000861
0.592000,-0.084317,1.570000,0.002664,0.072591,0.092000,0.000770,-0.000568
0.600000,-0.082813,1.570000,0.003281,0.081834,0.100000,0.000766,-0.000337
0.608000,-0.081413,1.570000,0.003973,0.091155,0.108000,0.000764,-0.000157
0.616000,-0.080119,1.570000,0.004740,0.100507,0.116000,0.000763,-0.000019
0.624000,-0.078934,1.570000,0.005581,0.109852,0.124000,0.000764,0.000085
0.632000,-0.077854,1.570000,0.006497,0.119162,0.132000,0.000765,0.000160
0.640000,-0.076878,1.570000,0.007488,0.128419,0.140000,0.000766,0.000213
