time,egsCarSpeed,egsGear,egsTargetGear,valves_eds,valves_eds1,valves_eds2,valves_eds3,valves_eds4,valves_eds5,valves_mv1,valves_mv2,valves_mv3,tShiftStart
0.57,0.238,-2.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.16
0.58,0.238,-2.0,0.0,0.0,0.0,0.82,0.82,0.0,0.0,0.0,0.0,0.0,0.16
0.59,0.237,-2.0,0.0,0.0,0.0,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.16
0.6,0.237,-2.0,0.0,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.16
0.61,0.237,-2.0,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.16
0.62,0.237,-2.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.16
0.63,0.236,-2.0,0.0,0.0,0.0,0.92,0.92,0.0,0.0,0.0,0.0,0.0,0.16
0.64,0.236,-2.0,0.0,0.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.16
0.65,0.236,-2.0,0.0,0.0,0.0,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.16
0.66,0.235,-2.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.16
0.67,0.235,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.68,0.235,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.69,0.235,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.7,0.234,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.71,0.234,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.72,0.234,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.73,0.233,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.74,0.233,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.75,0.233,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.76,0.233,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.77,0.232,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.78,0.232,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.79,0.232,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.8,0.231,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.81,0.231,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.82,0.231,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.83,0.231,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.84,0.23,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.85,0.23,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.86,0.23,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.87,0.229,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.88,0.229,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.89,0.229,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.9,0.229,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.91,0.228,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.92,0.228,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.93,0.228,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.94,0.227,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.95,0.227,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.96,0.227,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.97,0.227,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.98,0.226,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
0.99,0.226,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.0,0.226,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.01,0.225,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.02,0.225,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.03,0.225,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.04,0.225,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.05,0.661,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.06,0.799,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.07,0.913,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.08,1.035,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.09,1.179,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.1,1.349,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.11,1.544,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.12,1.77,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.13,0.83,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.14,1.705,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.15,2.158,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.16,2.475,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.17,2.762,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.18,3.053,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16
1.19,3.357,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.18
1.2,3.68,0.0,1.0,0.0,0.0,0.98,1.0,0.0,0.02,0.0,0.0,0.0,1.18
1.21,4.022,0.0,1.0,0.0,0.0,0.96,1.0,0.0,0.04,0.0,0.0,0.0,1.18
1.22,4.385,0.0,1.0,0.0,0.0,0.94,1.0,0.0,0.06,0.0,0.0,0.0,1.18
1.23,4.77,0.0,1.0,0.0,0.0,0.92,1.0,0.0,0.08,0.0,0.0,0.0,1.18
1.24,5.176,0.0,1.0,0.0,0.0,0.9,1.0,0.0,0.1,0.0,0.0,0.0,1.18
1.25,5.593,0.0,1.0,0.0,0.0,0.88,1.0,0.0,0.12,0.0,0.0,0.0,1.18
1.26,5.97,0.0,1.0,0.0,0.0,0.86,1.0,0.0,0.14,0.0,0.0,0.0,1.18
1.27,6.08,0.0,1.0,0.0,0.0,0.84,1.0,0.0,0.16,0.0,0.0,0.0,1.18
1.28,6.398,0.0,1.0,0.0,0.0,0.82,1.0,0.0,0.18,0.0,0.0,0.0,1.18
1.29,6.794,0.0,1.0,0.0,0.0,0.8,1.0,0.0,0.2,0.0,0.0,0.0,1.18
1.3,7.222,0.0,1.0,0.0,0.0,0.78,1.0,0.0,0.22,0.0,0.0,0.0,1.18
1.31,7.75,0.0,1.0,0.0,0.0,0.76,1.0,0.0,0.24,0.0,0.0,0.0,1.18
1.32,8.301,0.0,1.0,0.0,0.0,0.74,1.0,0.0,0.26,0.0,0.0,0.0,1.18
1.33,8.827,0.0,1.0,0.0,0.0,0.72,1.0,0.0,0.28,0.0,0.0,0.0,1.18
1.34,9.328,0.0,1.0,0.0,0.0,0.7,1.0,0.0,0.3,0.0,0.0,0.0,1.18
1.35,9.822,0.0,1.0,0.0,0.0,0.68,1.0,0.0,0.32,0.0,0.0,0.0,1.18
1.36,10.32,0.0,1.0,0.0,0.0,0.66,1.0,0.0,0.34,0.0,0.0,0.0,1.18
1.37,10.82,0.0,1.0,0.0,0.0,0.64,1.0,0.0,0.36,0.0,0.0,0.0,1.18
1.38,11.34,0.0,1.0,0.0,0.0,0.62,1.0,0.0,0.38,0.0,0.0,0.0,1.18
1.39,11.287,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.4,0.0,0.0,0.0,1.18
1.4,10.601,0.0,1.0,0.0,0.0,0.58,1.0,0.0,0.42,0.0,0.0,0.0,1.18
1.41,10.834,0.0,1.0,0.0,0.0,0.56,1.0,0.0,0.44,0.0,0.0,0.0,1.18
1.42,11.602,0.0,1.0,0.0,0.0,0.54,1.0,0.0,0.46,0.0,0.0,0.0,1.18
1.43,12.526,0.0,1.0,0.0,0.0,0.52,1.0,0.0,0.48,0.0,0.0,0.0,1.18
1.44,13.346,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,1.18
1.45,13.959,0.0,1.0,0.0,0.0,0.48,1.0,0.0,0.52,0.0,0.0,0.0,1.18
1.46,14.376,0.0,1.0,0.0,0.0,0.46,1.0,0.0,0.54,0.0,0.0,0.0,1.18
1.47,14.66,0.0,1.0,0.0,0.0,0.44,1.0,0.0,0.56,0.0,0.0,0.0,1.18
1.48,14.893,0.0,1.0,0.0,0.0,0.42,1.0,0.0,0.58,0.0,0.0,0.0,1.18
1.49,15.134,0.0,1.0,0.0,0.0,0.4,1.0,0.0,0.6,0.0,0.0,0.0,1.18
1.5,15.407,0.0,1.0,0.0,0.0,0.38,1.0,0.0,0.62,0.0,0.0,0.0,1.18
1.51,15.713,0.0,1.0,0.0,0.0,0.36,1.0,0.0,0.64,0.0,0.0,0.0,1.18
1.52,16.038,0.0,1.0,0.0,0.0,0.34,1.0,0.0,0.66,0.0,0.0,0.0,1.18
1.53,16.371,0.0,1.0,0.0,0.0,0.32,1.0,0.0,0.68,0.0,0.0,0.0,1.18
1.54,16.701,0.0,1.0,0.0,0.0,0.3,1.0,0.0,0.7,0.0,0.0,0.0,1.18
1.55,17.023,0.0,1.0,0.0,0.0,0.28,1.0,0.0,0.72,0.0,0.0,0.0,1.18
1.56,17.336,0.0,1.0,0.0,0.0,0.26,1.0,0.0,0.74,0.0,0.0,0.0,1.18
1.57,17.641,0.0,1.0,0.0,0.0,0.24,1.0,0.0,0.76,0.0,0.0,0.0,1.18
1.58,17.941,0.0,1.0,0.0,0.0,0.22,1.0,0.0,0.78,0.0,0.0,0.0,1.18
1.59,18.238,0.0,1.0,0.0,0.0,0.2,1.0,0.0,0.8,0.0,0.0,0.0,1.18
1.6,18.533,0.0,1.0,0.0,0.0,0.18,1.0,0.0,0.82,0.0,0.0,0.0,1.18
1.61,18.827,0.0,1.0,0.0,0.0,0.16,1.0,0.0,0.84,0.0,0.0,0.0,1.18
1.62,19.12,0.0,1.0,0.0,0.0,0.14,1.0,0.0,0.86,0.0,0.0,0.0,1.18
1.63,19.412,0.0,1.0,0.0,0.0,0.12,1.0,0.0,0.88,0.0,0.0,0.0,1.18
1.64,19.702,0.0,1.0,0.0,0.0,0.1,1.0,0.0,0.9,0.0,0.0,0.0,1.18
1.65,19.989,0.0,1.0,0.0,0.0,0.08,1.0,0.0,0.92,0.0,0.0,0.0,1.18
1.66,20.275,0.0,1.0,0.0,0.0,0.06,1.0,0.0,0.94,0.0,0.0,0.0,1.18
1.67,20.558,0.0,1.0,0.0,0.0,0.04,1.0,0.0,0.96,0.0,0.0,0.0,1.18
1.68,20.839,0.0,1.0,0.0,0.0,0.02,1.0,0.0,0.98,0.0,0.0,0.0,1.18
1.69,21.118,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.7,21.396,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.71,21.671,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.72,21.945,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.73,22.216,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.74,22.486,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.75,22.754,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.76,23.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.77,23.285,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.78,23.548,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.79,23.809,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.8,24.068,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.81,24.325,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.82,24.581,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.83,24.836,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.84,25.079,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.85,25.312,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.86,25.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.87,25.806,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.88,26.078,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.89,26.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.9,26.615,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.91,26.868,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.92,27.109,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.93,27.34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.94,27.568,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.95,27.797,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.96,28.029,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.97,28.264,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.98,28.502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
1.99,28.741,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.0,28.981,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.01,29.221,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.02,29.459,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.03,29.695,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.04,29.929,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.05,30.16,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.06,30.39,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.07,30.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.08,30.848,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.09,31.076,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.1,31.303,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.11,31.53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.12,31.756,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.13,31.981,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.14,32.206,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.15,32.429,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.16,32.651,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.17,32.873,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.18,33.093,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.19,33.313,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.2,33.532,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.21,33.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.22,33.967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.23,34.183,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.24,34.398,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.25,34.613,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.26,34.826,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.27,35.039,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.28,35.251,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.29,35.462,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.3,35.672,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.31,35.882,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.32,36.09,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.33,36.298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.34,36.505,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.35,36.711,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.36,36.916,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.37,37.121,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.38,37.326,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.39,37.529,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.4,37.731,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.41,37.932,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.42,38.132,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
2.43,38.331,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.18
