"time","spring.w_rel","PI.I.y","inertia1.phi","spring.phi_rel","integrator.y","inertia1.w"
2.648,0,-0.1,0,0.001,0,0
2.652,0,-0.1,0,0.001,0,0
2.656,0,-0.1,0,0.001,0,0
2.66,0,-0.1,0,0.001,0,0
2.664,0,-0.1,0,0.001,0,0
2.668,0,-0.1,0,0.001,0,0
2.672,0,-0.1,0,0.001,0,0
2.676,0,-0.1,0,0.001,0,0
2.68,0,-0.1,0,0.001,0,0
2.684,0,-0.1,0,0.001,0,0
2.688,0,-0.1,0,0.001,0,0
2.692,0,-0.1,0,0.001,0,0
2.696,0,-0.1,0,0.001,0,0
2.7,0,-0.1,0,0.001,0,0
2.704,0,-0.1,0,0.001,0,0
2.708,0,-0.1,0,0.001,0,0
2.712,0,-0.1,0,0.001,0,0
2.716,0,-0.1,0,0.001,0,0
2.72,0,-0.1,0,0.001,0,0
2.724,0,-0.1,0,0.001,0,0
2.728,0,-0.1,0,0.001,0,0
2.732,0,-0.1,0,0.001,0,0
2.736,0,-0.1,0,0.001,0,0
2.74,0,-0.1,0,0.001,0,0
2.744,0,-0.1,0,0.001,0,0
2.748,0,-0.1,0,0.001,0,0
2.752,0,-0.1,0,0.001,0,0
2.756,0,-0.1,0,0.001,0,0
2.76,0,-0.1,0,0.001,0,0
2.764,0,-0.1,0,0.001,0,0
2.768,0,-0.1,0,0.001,0,0
2.772,0,-0.1,0,0.001,0,0
2.776,0,-0.1,0,0.001,0,0
2.78,0,-0.1,0,0.001,0,0
2.784,0,-0.1,0,0.001,0,0
2.788,0,-0.1,0,0.001,0,0
2.792,0,-0.1,0,0.001,0,0
2.796,0,-0.1,0,0.001,0,0
2.8,0,-0.1,0,0.001,0,0
2.804,0,-0.1,0,0.001,0,0
2.808,0,-0.1,0,0.001,0,0
2.812,0,-0.1,0,0.001,0,0
2.816,0,-0.1,0,0.001,0,0
2.82,0,-0.1,0,0.001,0,0
2.824,0,-0.1,0,0.001,0,0
2.828,0,-0.1,0,0.001,0,0
2.832,0,-0.1,0,0.001,0,0
2.836,0,-0.1,0,0.001,0,0
2.84,0,-0.1,0,0.001,0,0
2.844,0,-0.1,0,0.001,0,0
2.848,0,-0.1,0,0.001,0,0
2.852,0,-0.1,0,0.001,0,0
2.856,0,-0.1,0,0.001,0,0
2.86,0,-0.1,0,0.001,0,0
2.864,0,-0.1,0,0.001,0,0
2.868,0,-0.1,0,0.001,0,0
2.872,0,-0.1,0,0.001,0,0
2.876,0,-0.1,0,0.001,0,0
2.88,0,-0.1,0,0.001,0,0
2.884,0,-0.1,0,0.001,0,0
2.888,0,-0.1,0,0.001,0,0
2.892,0,-0.1,0,0.001,0,0
2.896,0,-0.1,0,0.001,0,0
2.9,0,-0.1,0,0.001,0,0
2.904,0,-0.1,0,0.001,0,0
2.908,0,-0.1,0,0.001,0,0
2.912,0,-0.1,0,0.001,0,0
2.916,0,-0.1,0,0.001,0,0
2.92,0,-0.1,0,0.001,0,0
2.924,0,-0.1,0,0.001,0,0
2.928,0,-0.1,0,0.001,0,0
2.932,0,-0.1,0,0.001,0,0
2.936,0,-0.1,0,0.001,0,0
2.94,0,-0.1,0,0.001,0,0
2.944,0,-0.1,0,0.001,0,0
2.948,0,-0.1,0,0.001,0,0
2.952,0,-0.1,0,0.001,0,0
2.956,0,-0.1,0,0.001,0,0
2.96,0,-0.1,0,0.001,0,0
2.964,0,-0.1,0,0.001,0,0
2.968,0,-0.1,0,0.001,0,0
2.972,0,-0.1,0,0.001,0,0
2.976,0,-0.1,0,0.001,0,0
2.98,0,-0.1,0,0.001,0,0
2.984,0,-0.1,0,0.001,0,0
2.988,0,-0.1,0,0.001,0,0
2.992,0,-0.1,0,0.001,0,0
2.996,0,-0.1,0,0.001,0,0
3,0,-0.1,0,0.001,0,0
3.004,0,-0.1,0,0.001,0,0
3.008,0,-0.1,0,0.001,0,0
3.012,0,-0.1,0,0.001,0,0
3.016,0,-0.1,0,0.001,0,0
3.02,0,-0.1,0,0.001,0,0
3.024,0,-0.1,0,0.001,0,0
3.028,0,-0.1,0,0.001,0,0
3.032,0,-0.1,0,0.001,0,0
3.036,0,-0.1,0,0.001,0,0
3.04,0,-0.1,0,0.001,0,0
3.044,0,-0.1,0,0.001,0,0
3.048,0,-0.1,0,0.001,0,0
3.052,0,-0.1,0,0.001,0,0
3.056,0,-0.1,0,0.001,0,0
3.06,0,-0.1,0,0.001,0,0
3.064,0,-0.1,0,0.001,0,0
3.068,0,-0.1,0,0.001,0,0
3.072,0,-0.1,0,0.001,0,0
3.076,0,-0.1,0,0.001,0,0
3.08,0,-0.1,0,0.001,0,0
3.084,0,-0.1,0,0.001,0,0
3.088,0,-0.1,0,0.001,0,0
3.092,0,-0.1,0,0.001,0,0
3.096,0,-0.1,0,0.001,0,0
3.1,0,-0.1,0,0.001,0,0
3.104,0,-0.1,0,0.001,0,0
3.108,0,-0.1,0,0.001,0,0
3.112,0,-0.1,0,0.001,0,0
3.116,0,-0.1,0,0.001,0,0
3.12,0,-0.1,0,0.001,0,0
3.124,0,-0.1,0,0.001,0,0
3.128,0,-0.1,0,0.001,0,0
3.132,0,-0.1,0,0.001,0,0
3.136,0,-0.1,0,0.001,0,0
3.14,0,-0.1,0,0.001,0,0
3.144,0,-0.1,0,0.001,0,0
3.148,0,-0.1,0,0.001,0,0
3.152,0,-0.1,0,0.001,0,0
3.156,0,-0.1,0,0.001,0,0
3.16,0,-0.1,0,0.001,0,0
3.164,0,-0.1,0,0.001,0,0
3.168,0,-0.1,0,0.001,0,0
3.172,0,-0.1,0,0.001,0,0
3.176,0,-0.1,0,0.001,0,0
3.18,0,-0.1,0,0.001,0,0
3.184,0,-0.1,0,0.001,0,0
3.188,0,-0.1,0,0.001,0,0
3.192,0,-0.1,0,0.001,0,0
3.196,0,-0.1,0,0.001,0,0
3.2,0,-0.1,0,0.001,0,0
3.204,0,-0.1,0,0.001,0,0
3.208,0,-0.1,0,0.001,0,0
3.212,0,-0.1,0,0.001,0,0
3.216,0,-0.1,0,0.001,0,0
3.22,0,-0.1,0,0.001,0,0
3.224,0,-0.1,0,0.001,0,0
3.228,0,-0.1,0,0.001,0,0
3.232,0,-0.1,0,0.001,0,0
3.236,0,-0.1,0,0.001,0,0
3.24,0,-0.1,0,0.001,0,0
3.244,0,-0.1,0,0.001,0,0
3.248,0,-0.1,0,0.001,0,0
3.252,0,-0.1,0,0.001,0,0
3.256,0,-0.1,0,0.001,0,0
3.26,0,-0.1,0,0.001,0,0
3.264,0,-0.1,0,0.001,0,0
3.268,0,-0.1,0,0.001,0,0
3.272,0,-0.1,0,0.001,0,0
3.276,0,-0.1,0,0.001,0,0
3.28,0,-0.1,0,0.001,0,0
3.284,0,-0.1,0,0.001,0,0
3.288,0,-0.1,0,0.001,0,0
3.292,0,-0.1,0,0.001,0,0
3.296,0,-0.1,0,0.001,0,0
3.3,0,-0.1,0,0.001,0,0
3.304,0,-0.1,0,0.001,0,0
3.308,0,-0.1,0,0.001,0,0
3.312,0,-0.1,0,0.001,0,0
3.316,0,-0.1,0,0.001,0,0
3.32,0,-0.1,0,0.001,0,0
3.324,0,-0.1,0,0.001,0,0
3.328,0,-0.1,0,0.001,0,0
3.332,0,-0.1,0,0.001,0,0
3.336,0,-0.1,0,0.001,0,0
3.34,0,-0.1,0,0.001,0,0
3.344,0,-0.1,0,0.001,0,0
3.348,0,-0.1,0,0.001,0,0
3.352,0,-0.1,0,0.001,0,0
3.356,0,-0.1,0,0.001,0,0
3.36,0,-0.1,0,0.001,0,0
3.364,0,-0.1,0,0.001,0,0
3.368,0,-0.1,0,0.001,0,0
3.372,0,-0.1,0,0.001,0,0
3.376,0,-0.1,0,0.001,0,0
3.38,0,-0.1,0,0.001,0,0
3.384,0,-0.1,0,0.001,0,0
3.388,0,-0.1,0,0.001,0,0
3.392,0,-0.1,0,0.001,0,0
3.396,0,-0.1,0,0.001,0,0
3.4,0,-0.1,0,0.001,0,0
3.404,0,-0.1,0,0.001,0,0
3.408,0,-0.1,0,0.001,0,0
3.412,0,-0.1,0,0.001,0,0
3.416,0,-0.1,0,0.001,0,0
3.42,0,-0.1,0,0.001,0,0
3.424,0,-0.1,0,0.001,0,0
3.428,0,-0.1,0,0.001,0,0
3.432,0,-0.1,0,0.001,0,0
3.436,0,-0.1,0,0.001,0,0
3.44,0,-0.1,0,0.001,0,0
3.444,0,-0.1,0,0.001,0,0
3.448,0,-0.1,0,0.001,0,0
3.452,0,-0.1,0,0.001,0,0
3.456,0,-0.1,0,0.001,0,0
3.46,0,-0.1,0,0.001,0,0
3.464,0,-0.1,0,0.001,0,0
3.468,0,-0.1,0,0.001,0,0
3.472,0,-0.1,0,0.001,0,0
3.476,0,-0.1,0,0.001,0,0
3.48,0,-0.1,0,0.001,0,0
3.484,0,-0.1,0,0.001,0,0
3.488,0,-0.1,0,0.001,0,0
3.492,0,-0.1,0,0.001,0,0
3.496,0,-0.1,0,0.001,0,0
3.5,0,-0.1,0,0.001,0,0
3.504,0,-0.1,0,0.001,0,0
3.508,0,-0.1,0,0.001,0,0
3.512,0,-0.1,0,0.001,0,0
3.516,0,-0.1,0,0.001,0,0
3.52,0,-0.1,0,0.001,0,0
3.524,0,-0.1,0,0.001,0,0
3.528,0,-0.1,0,0.001,0,0
3.532,0,-0.1,0,0.001,0,0
3.536,0,-0.1,0,0.001,0,0
3.54,0,-0.1,0,0.001,0,0
3.544,0,-0.1,0,0.001,0,0
3.548,0,-0.1,0,0.001,0,0
3.552,0,-0.1,0,0.001,0,0
3.556,0,-0.1,0,0.001,0,0
3.56,0,-0.1,0,0.001,0,0
3.564,0,-0.1,0,0.001,0,0
3.568,0,-0.1,0,0.001,0,0
3.572,0,-0.1,0,0.001,0,0
3.576,0,-0.1,0,0.001,0,0
3.58,0,-0.1,0,0.001,0,0
3.584,0,-0.1,0,0.001,0,0
3.588,0,-0.1,0,0.001,0,0
3.592,0,-0.1,0,0.001,0,0
3.596,0,-0.1,0,0.001,0,0
3.6,0,-0.1,0,0.001,0,0
3.604,0,-0.1,0,0.001,0,0
3.608,0,-0.1,0,0.001,0,0
3.612,0,-0.1,0,0.001,0,0
3.616,0,-0.1,0,0.001,0,0
3.62,0,-0.1,0,0.001,0,0
3.624,0,-0.1,0,0.001,0,0
3.628,0,-0.1,0,0.001,0,0
3.632,0,-0.1,0,0.001,0,0
3.636,0,-0.1,0,0.001,0,0
3.64,0,-0.1,0,0.001,0,0
3.644,0,-0.1,0,0.001,0,0
3.648,0,-0.1,0,0.001,0,0
3.652,0,-0.1,0,0.001,0,0
3.656,0,-0.1,0,0.001,0,0
3.66,0,-0.1,0,0.001,0,0
3.664,0,-0.1,0,0.001,0,0
3.668,0,-0.1,0,0.001,0,0
3.672,0,-0.1,0,0.001,0,0
3.676,0,-0.1,0,0.001,0,0
3.68,0,-0.1,0,0.001,0,0
3.684,0,-0.1,0,0.001,0,0
3.688,0,-0.1,0,0.001,0,0
3.692,0,-0.1,0,0.001,0,0
3.696,0,-0.1,0,0.001,0,0
3.7,0,-0.1,0,0.001,0,0
3.704,0,-0.1,0,0.001,0,0
3.708,0,-0.1,0,0.001,0,0
3.712,0,-0.1,0,0.001,0,0
3.716,0,-0.1,0,0.001,0,0
3.72,0,-0.1,0,0.001,0,0
3.724,0,-0.1,0,0.001,0,0
3.728,0,-0.1,0,0.001,0,0
3.732,0,-0.1,0,0.001,0,0
3.736,0,-0.1,0,0.001,0,0
3.74,0,-0.1,0,0.001,0,0
3.744,0,-0.1,0,0.001,0,0
3.748,0,-0.1,0,0.001,0,0
3.752,0,-0.1,0,0.001,0,0
3.756,0,-0.1,0,0.001,0,0
3.76,0,-0.1,0,0.001,0,0
3.764,0,-0.1,0,0.001,0,0
3.768,0,-0.1,0,0.001,0,0
3.772,0,-0.1,0,0.001,0,0
3.776,0,-0.1,0,0.001,0,0
3.78,0,-0.1,0,0.001,0,0
3.784,0,-0.1,0,0.001,0,0
3.788,0,-0.1,0,0.001,0,0
3.792,0,-0.1,0,0.001,0,0
3.796,0,-0.1,0,0.001,0,0
3.8,0,-0.1,0,0.001,0,0
3.804,0,-0.1,0,0.001,0,0
3.808,0,-0.1,0,0.001,0,0
3.812,0,-0.1,0,0.001,0,0
3.816,0,-0.1,0,0.001,0,0
3.82,0,-0.1,0,0.001,0,0
3.824,0,-0.1,0,0.001,0,0
3.828,0,-0.1,0,0.001,0,0
3.832,0,-0.1,0,0.001,0,0
3.836,0,-0.1,0,0.001,0,0
3.84,0,-0.1,0,0.001,0,0
3.844,0,-0.1,0,0.001,0,0
3.848,0,-0.1,0,0.001,0,0
3.852,0,-0.1,0,0.001,0,0
3.856,0,-0.1,0,0.001,0,0
3.86,0,-0.1,0,0.001,0,0
3.864,0,-0.1,0,0.001,0,0
3.868,0,-0.1,0,0.001,0,0
3.872,0,-0.1,0,0.001,0,0
3.876,0,-0.1,0,0.001,0,0
3.88,0,-0.1,0,0.001,0,0
3.884,0,-0.1,0,0.001,0,0
3.888,0,-0.1,0,0.001,0,0
3.892,0,-0.1,0,0.001,0,0
3.896,0,-0.1,0,0.001,0,0
3.9,0,-0.1,0,0.001,0,0
3.904,0,-0.1,0,0.001,0,0
3.908,0,-0.1,0,0.001,0,0
3.912,0,-0.1,0,0.001,0,0
3.916,0,-0.1,0,0.001,0,0
3.92,0,-0.1,0,0.001,0,0
3.924,0,-0.1,0,0.001,0,0
3.928,0,-0.1,0,0.001,0,0
3.932,0,-0.1,0,0.001,0,0
3.936,0,-0.1,0,0.001,0,0
3.94,0,-0.1,0,0.001,0,0
3.944,0,-0.1,0,0.001,0,0
3.948,0,-0.1,0,0.001,0,0
3.952,0,-0.1,0,0.001,0,0
3.956,0,-0.1,0,0.001,0,0
3.96,0,-0.1,0,0.001,0,0
3.964,0,-0.1,0,0.001,0,0
3.968,0,-0.1,0,0.001,0,0
3.972,0,-0.1,0,0.001,0,0
3.976,0,-0.1,0,0.001,0,0
3.98,0,-0.1,0,0.001,0,0
3.984,0,-0.1,0,0.001,0,0
3.988,0,-0.1,0,0.001,0,0
3.992,0,-0.1,0,0.001,0,0
3.996,0,-0.1,0,0.001,0,0
4,0,-0.1,0,0.001,0,0
