"time", "J1.w", "J2.w", "J3.w", "J4.w"
0, 10, 0, 0, 0
0.00102776626141806, 9.98992372632969, 0.0102776583895036, 0, 0
0.002372582922457, 9.97720394517972, 0.0237257896736969, 0, 0
0.00353668987620611, 9.96664421916004, 0.0353667714251536, 0, 0
0.00563373522141266, 9.94868406227795, 0.0563368348985726, 0, 0
0.00773078056661921, 9.93207981004195, 0.0773064986530657, 0, 0
0.00982782591182576, 9.91681399280046, 0.0982756227290553, 0, 0
0.0136178104996251, 9.8925313349969, 0.136171208137471, 0, 0
0.0174077950874245, 9.87235236752572, 0.174063746167075, 0, 0
0.0211977796752238, 9.85603258337288, 0.211952382228564, 0, 0
0.0249877642630231, 9.84326586296545, 0.249836232566952, 0, 0
0.0307696589862189, 9.82978698024603, 0.307619584084484, 0, 0
0.0365515537094147, 9.82226311500315, 0.365386695402494, 0, 0
0.0423334484326104, 9.81906019340743, 0.423134512840101, 0, 0
0.0481153431558062, 9.81839231347822, 0.480859989742815, 0, 0
0.053897237879002, 9.81838587048342, 0.538560080692298, 0, 0
0.0596791326021977, 9.81714500293498, 0.596231740554153, 0, 0
0.0654610273253935, 9.81281546963635, 0.653871925012425, 0, 0
0.0712429220485893, 9.80364597736016, 0.711477591170523, 0, 0
0.077024816771785, 9.78804578868411, 0.769045697924025, 0, 0
0.0828067114949808, 9.76463704986055, 0.826573206176205, 0, 0
0.0885886062181765, 9.73230017628327, 0.884057078994881, 0, 0
0.0943705009413723, 9.69021077898211, 0.94149428176046, 0, 0
0.100152395664568, 9.63786689155717, 0.99888178231897, 0, 0
0.105934290387764, 9.57510558963178, 1.05621655113981, 0, 0
0.115436182532087, 9.45006512675645, 1.15031726169174, 0, 0
0.124938074676411, 9.30028315723165, 1.24425396935814, 0, 0
0.134439966820734, 9.1305693912042, 1.33801328009448, 0, 0
0.143941858965058, 8.94766397690466, 1.43158182635057, 0, 0
0.153443751109381, 8.75956208112942, 1.52494626844618, 0, 0
0.162945643253705, 8.57470841617247, 1.61809329564181, 0, 0
