"time","DCMotor_angle","DCMotot_speed","controller_output"
8.5999999999999996E+000,9.9981390348006138E-001,-8.7110662323339855E-004,4.4451538338959318E-003
8.7000000000000011E+000,9.9973808062502245E-001,-6.4616725972456315E-004,5.3938121058405009E-003
8.8000000000000007E+000,9.9968378181188522E-001,-4.4138470972270309E-004,6.0057289044017081E-003
8.9000000000000004E+000,9.9964884701850809E-001,-2.5946248505089628E-004,6.3224417799765953E-003
9.0000000000000000E+000,9.9963090574798474E-001,-1.0192148495828904E-004,6.3870838519906603E-003
9.0999999999999996E+000,9.9962748723665462E-001,3.0736420268928293E-005,6.2427908910857588E-003
9.2000000000000011E+000,9.9963611414453091E-001,1.3886260449315257E-004,5.9313887776747398E-003
9.3000000000000007E+000,9.9965437978848404E-001,2.2349918133923453E-004,5.4923522928491120E-003
9.4000000000000004E+000,9.9968000947311253E-001,2.8622418644958447E-004,4.9620193838011972E-003
9.5000000000000000E+000,9.9971090686379527E-001,3.2900783311585259E-004,4.3730399406498588E-003
9.5999999999999996E+000,9.9974518663776368E-001,3.5408228582664054E-004,3.7540345889813254E-003
9.7000000000000011E+000,9.9978119485058758E-001,3.6382654655570622E-004,3.1294368591807398E-003
9.8000000000000007E+000,9.9981751857708312E-001,3.6066730101715961E-004,2.5194911548908627E-003
9.9000000000000004E+000,9.9985298643774700E-001,3.4699593143687474E-004,1.9403790347472527E-003
1.0000000000000000E+001,9.9988666161520623E-001,3.2510136928752450E-004,1.4044472337811087E-003
