"time","LoadDiskRev","MotorDiskRev"
0,0.0000000000000000E+00,0.0000000000000000E+00
0.1,1.3401464838245199E-07,1.4803459017679293E-05
0.2,5.5934861647874068E-03,1.0429560020958588E-01
0.3,1.0724384332577458E-01,6.0258213389124804E-01
0.4,4.0836498971496482E-01,1.6522752546633057E+00
0.5,8.2496939248164669E-01,2.9936455379843712E+00
0.6,1.1355700245672176E+00,4.0003717324111285E+00
0.7,1.1848960012000653E+00,4.2613747592489828E+00
0.8,1.0654685063115523E+00,4.0524237217029437E+00
0.9,9.8838997409908991E-01,3.8017415778433721E+00
1,1.0050786688176114E+00,3.7826150359894806E+00
1.1,1.0341997228587294E+00,3.8245381284563336E+00
1.2,1.0170885406972827E+00,3.8383631719012481E+00
1.3,1.0188272294792655E+00,3.8383227484600000E+00
1.4,1.0337004958286948E+00,3.8383282830317280E+00
1.5,1.0193983810644018E+00,3.8383263202006987E+00
1.6,1.0174762797549943E+00,3.8382353179523920E+00
1.7,1.0325967321770861E+00,3.8382113121225552E+00
1.8,1.0215332785915685E+00,3.8381909890933699E+00
1.9,1.0161207785969906E+00,3.8294394632785749E+00
2,1.0264462788770983E+00,3.8275527487351853E+00
2.1,1.0200926761329416E+00,3.8275126592947801E+00
2.2,1.0152213307111464E+00,3.8187147622757784E+00
2.3,1.0204205790651071E+00,3.8163883677497115E+00
2.4,1.0177270918355166E+00,3.8163175989948637E+00
2.5,1.0147037644272894E+00,3.8095496114200107E+00
2.6,1.0156109510370086E+00,3.8065081987577787E+00
2.7,1.0149282518261025E+00,3.8052770544023846E+00
2.8,1.0135881807220055E+00,3.8005714747824113E+00
2.9,1.0120921468536708E+00,3.7950050260120820E+00
3,1.0104912633764072E+00,3.7891182129615757E+00
3.1,1.0087116271947003E+00,3.7750678637972599E+00
3.2,9.9025544182280500E-01,3.6212378315085134E+00
3.3,8.7018810561015125E-01,3.0855173477762636E+00
3.4,5.7128653774219051E-01,2.0317581297732215E+00
3.5,1.6745937570775826E-01,7.2192969667007034E-01
3.6,-1.3575648056030815E-01,-2.6191516119653147E-01
3.7,-1.8830740249582578E-01,-5.2479019390854365E-01
3.8,-7.3728517022426249E-02,-3.3036203344534976E-01
3.9,2.2955448434968883E-03,-8.1723446310045328E-02
4,-1.1279515759187503E-02,-6.0430268859869088E-02
4.1,-3.9790016804337684E-02,-9.1346927544353390E-02
4.2,-2.0573853082751083E-02,-1.0448319530627118E-01
4.3,-2.2576979062923681E-02,-1.0443240262430875E-01
4.4,-3.9245864874453654E-02,-1.0443673241482668E-01
4.5,-2.3147053963698649E-02,-1.0443187752590084E-01
4.6,-2.0795826373511971E-02,-9.9981417696060892E-02
4.7,-3.5931643905346422E-02,-9.9882044956606561E-02
4.8,-2.4259361394275626E-02,-9.9854480004616719E-02
4.9,-1.8813521320810631E-02,-8.6063528050416366E-02
5,-2.7350589031067744E-02,-8.4306705373228652E-02
5.1,-2.1784376769796689E-02,-8.0862214572840180E-02
5.2,-2.3937460509895598E-03,8.1901074307735452E-02
5.3,1.1524790810132948E-01,6.1138404763814980E-01
5.4,4.1413784484931598E-01,1.6673174261228492E+00
5.5,8.2093682240569310E-01,2.9839881714869740E+00
5.6,1.1269741173985610E+00,3.9771687074970341E+00
5.7,1.1804480644946587E+00,4.2437160483240532E+00
5.8,1.0654181860355552E+00,4.0502670437112451E+00
5.9,9.8969973117424637E-01,3.8025388990524944E+00
6,1.0043747090272497E+00,3.7828361094058827E+00
6.1,1.0330880580224471E+00,3.8186546176208811E+00
6.2,1.0152877096298492E+00,3.8325711953329562E+00
6.3,1.0170708926043968E+00,3.8325312474420565E+00
6.4,1.0325849852357472E+00,3.8325396274847803E+00
6.5,1.0176918359635945E+00,3.8325410202960253E+00
6.6,1.0156638080680955E+00,3.8324599202979601E+00
6.7,1.0314498607012577E+00,3.8324399689917175E+00
6.8,1.0199208813093106E+00,3.8324247258338038E+00
6.9,1.0144241401746259E+00,3.8256542628018364E+00
7,1.0264218344266522E+00,3.8244282219186738E+00
7.1,1.0193875688606968E+00,3.8243950114800165E+00
7.2,1.0136221453400747E+00,3.8163555830252691E+00
7.3,1.0204259420564823E+00,3.8134043393991708E+00
7.4,1.0170216449675156E+00,3.8133485085602623E+00
7.5,1.0132400282837808E+00,3.8077665254641522E+00
7.6,1.0159928782454928E+00,3.8044443092899427E+00
7.7,1.0145029346549905E+00,3.8043073590811174E+00
7.8,1.0124789389524926E+00,3.7979685225536710E+00
7.9,1.0121391622903608E+00,3.7945678520220474E+00
8,1.0112233531737047E+00,3.7912050236447428E+00
8.1,1.0094071612970599E+00,3.7774586919638202E+00
8.2,9.9075797482709627E-01,3.6231462549179327E+00
8.3,8.7045921847316499E-01,3.0867186721208286E+00
8.4,5.7153501750213953E-01,2.0327841858391933E+00
8.5,1.6778326407246935E-01,7.2311105205368165E-01
8.6,-1.3538986453827764E-01,-2.6065709507584456E-01
8.7,-1.8800504784674729E-01,-5.2363813268694837E-01
8.8,-7.3486790775299252E-02,-3.2946422286707461E-01
8.9,2.4838304596628870E-03,-8.0974198695380237E-02
9,-1.1118203051311584E-02,-5.9751063022567566E-02
9.1,-3.9583935762581943E-02,-9.0701882869773334E-02
9.2,-2.0400565491940352E-02,-1.0385158605147216E-01
9.3,-2.2448604775254136E-02,-1.0380097234011877E-01
9.4,-3.9047615738498916E-02,-1.0380534662977650E-01
9.5,-2.2966104886670963E-02,-1.0380041147962571E-01
9.6,-2.0683780409612218E-02,-9.9741854660994861E-02
9.7,-3.5933961158212679E-02,-9.9660373191616108E-02
9.8,-2.4198291701290488E-02,-9.9633206843603730E-02
9.9,-1.8675254414222124E-02,-8.5664565961429684E-02
10,-2.7245543161172024E-02,-8.3884372617935410E-02
10.1,-2.1690327239316069E-02,-8.0506130367335435E-02
10.2,-2.3273881568766403E-03,8.2099229267745960E-02
10.3,1.1524241402719548E-01,6.1143010125807640E-01
10.4,4.1412504814549239E-01,1.6673071464460261E+00
10.5,8.2095662321889795E-01,2.9840513925513474E+00
10.6,1.1270172523203299E+00,3.9773007141907191E+00
10.7,1.1804806186833017E+00,4.2438186789507943E+00
10.8,1.0654262270429757E+00,4.0503138748644556E+00
10.9,9.8970623720625739E-01,3.8025629748158369E+00
11,1.0043854053064643E+00,3.7828686845261865E+00
11.1,1.0330943243758202E+00,3.8186681772674698E+00
11.2,1.0152880476659965E+00,3.8325925078881169E+00
11.3,1.0170805839055741E+00,3.8325526080682448E+00
11.4,1.0325923568278399E+00,3.8325610232443790E+00
11.5,1.0176923349668736E+00,3.8325624434730545E+00
11.6,1.0156723607025475E+00,3.8324814944267236E+00
11.7,1.0314581911700407E+00,3.8324616018043756E+00
11.8,1.0199218273267736E+00,3.8324463996905109E+00
11.9,1.0144308073170165E+00,3.8256681113857036E+00
12,1.0264273322947917E+00,3.8244436055445132E+00
12.1,1.0193880602510268E+00,3.8244104356675770E+00
12.2,1.0136298580244969E+00,3.8163998132797841E+00
12.3,1.0204463296852089E+00,3.8134487579804350E+00
12.4,1.0170302775091675E+00,3.8133930350769329E+00
12.5,1.0132445210250272E+00,3.8077857698413289E+00
12.5664,1.0152426655589668E+00,3.8044821313349804E+00
