"time","'lca@PUMP01'","'x1@INJ01'","'q@INJ01'","'volume@INJ01'","'p1@PUMP01'","'pa@DVALV01'","'sacp@INJ01'"
0.00024,3.13836e-006,1e-009,-9.8316e-009,-3.6704e-014,2.50114,9.97024,50
0.00024,3.66056e-006,1e-009,-9.83161e-009,-3.93258e-014,2.50129,9.97158,50
0.000256,3.66056e-006,1e-009,-9.83161e-009,-3.93258e-014,2.50129,9.97158,50
0.000256,4.21135e-006,1e-009,-9.83161e-009,-4.19475e-014,2.50143,9.97276,50
0.000272,4.21135e-006,1e-009,-9.83161e-009,-4.19475e-014,2.50143,9.97276,50
0.000272,4.78685e-006,1e-009,-9.8316e-009,-4.45693e-014,2.50154,9.97391,50
0.000288,4.78685e-006,1e-009,-9.8316e-009,-4.45693e-014,2.50154,9.97391,50
0.000288,5.38341e-006,1e-009,-9.8316e-009,-4.71911e-014,2.50165,9.97502,50
0.000304,5.38341e-006,1e-009,-9.8316e-009,-4.71911e-014,2.50165,9.97502,50
0.000304,6.00011e-006,1e-009,-9.83159e-009,-4.98128e-014,2.50175,9.97611,50
0.00032,6.00011e-006,1e-009,-9.83159e-009,-4.98128e-014,2.50175,9.97611,50
0.00032,6.63793e-006,1e-009,-9.83162e-009,-5.24346e-014,2.50187,9.97726,50
0.000336,6.63793e-006,1e-009,-9.83162e-009,-5.24346e-014,2.50187,9.97726,50
0.000336,7.29793e-006,1e-009,-9.83162e-009,-5.50564e-014,2.502,9.97834,50
0.000352,7.29793e-006,1e-009,-9.83162e-009,-5.50564e-014,2.502,9.97834,50
0.000352,7.98113e-006,1e-009,-9.83159e-009,-5.76781e-014,2.50215,9.97934,50
0.000368,7.98113e-006,1e-009,-9.83159e-009,-5.76781e-014,2.50215,9.97934,50
0.000368,8.68856e-006,1e-009,-9.83161e-009,-6.02999e-014,2.50231,9.98026,50
0.000384,8.68856e-006,1e-009,-9.83161e-009,-6.02999e-014,2.50231,9.98026,50
0.000384,9.42127e-006,1e-009,-9.83161e-009,-6.29217e-014,2.50247,9.98108,50
0.0004,9.42127e-006,1e-009,-9.83161e-009,-6.29217e-014,2.50247,9.98108,50
0.0004,1.01803e-005,1e-009,-9.83162e-009,-6.55434e-014,2.50266,9.98181,50
0.000416,1.01803e-005,1e-009,-9.83162e-009,-6.55434e-014,2.50266,9.98181,50
0.000416,1.09666e-005,1e-009,-9.83162e-009,-6.81652e-014,2.50285,9.98251,50
0.000432,1.09666e-005,1e-009,-9.83162e-009,-6.81652e-014,2.50285,9.98251,50
0.000432,1.17812e-005,1e-009,-9.83163e-009,-7.07869e-014,2.50306,9.98316,50
0.000448,1.17812e-005,1e-009,-9.83163e-009,-7.07869e-014,2.50306,9.98316,50
0.000448,1.26239e-005,1e-009,-9.83164e-009,-7.34087e-014,2.50327,9.98377,50
0.000464,1.26239e-005,1e-009,-9.83164e-009,-7.34087e-014,2.50327,9.98377,50
0.000464,1.34945e-005,1e-009,-9.83165e-009,-7.60305e-014,2.50348,9.98437,50
0.00048,1.34945e-005,1e-009,-9.83165e-009,-7.60305e-014,2.50348,9.98437,50
0.00048,1.43927e-005,1e-009,-9.83168e-009,-7.86523e-014,2.50371,9.98495,50
0.000496,1.43927e-005,1e-009,-9.83168e-009,-7.86523e-014,2.50371,9.98495,50
0.000496,1.53183e-005,1e-009,-9.83172e-009,-8.12741e-014,2.50393,9.98552,50
0.000512,1.53183e-005,1e-009,-9.83172e-009,-8.12741e-014,2.50393,9.98552,50
0.000512,1.62711e-005,1e-009,-9.83177e-009,-8.38959e-014,2.50416,9.98607,50
0.000528,1.62711e-005,1e-009,-9.83177e-009,-8.38959e-014,2.50416,9.98607,50
0.000528,1.72507e-005,1e-009,-9.83182e-009,-8.65177e-014,2.50439,9.98662,50
0.000544,1.72507e-005,1e-009,-9.83182e-009,-8.65177e-014,2.50439,9.98662,50
0.000544,1.82569e-005,1e-009,-9.83191e-009,-8.91395e-014,2.50463,9.98716,50
0.00056,1.82569e-005,1e-009,-9.83191e-009,-8.91395e-014,2.50463,9.98716,50
0.00056,1.92894e-005,1e-009,-9.83201e-009,-9.17614e-014,2.50487,9.9877,50
0.000576,1.92894e-005,1e-009,-9.83201e-009,-9.17614e-014,2.50487,9.9877,50
0.000576,2.03482e-005,1e-009,-9.83215e-009,-9.43832e-014,2.50512,9.98822,50
0.000592,2.03482e-005,1e-009,-9.83215e-009,-9.43832e-014,2.50512,9.98822,50
0.000592,2.1433e-005,1e-009,-9.83231e-009,-9.70052e-014,2.50537,9.98874,50
0.000608,2.1433e-005,1e-009,-9.83231e-009,-9.70052e-014,2.50537,9.98874,50
0.000608,2.25441e-005,1e-009,-9.83251e-009,-9.96271e-014,2.50563,9.98925,50
0.000624,2.25441e-005,1e-009,-9.83251e-009,-9.96271e-014,2.50563,9.98925,50
0.000624,2.36813e-005,1e-009,-9.83276e-009,-1.02249e-013,2.5059,9.98974,50
0.00064,2.36813e-005,1e-009,-9.83276e-009,-1.02249e-013,2.5059,9.98974,50
0.00064,2.48448e-005,1e-009,-9.83306e-009,-1.04871e-013,2.50617,9.99022,50
0.000656,2.48448e-005,1e-009,-9.83306e-009,-1.04871e-013,2.50617,9.99022,50
0.000656,2.60344e-005,1e-009,-9.83341e-009,-1.07493e-013,2.50644,9.99067,50
0.000672,2.60344e-005,1e-009,-9.83341e-009,-1.07493e-013,2.50644,9.99067,50
0.000672,2.72502e-005,1e-009,-9.83383e-009,-1.10116e-013,2.50673,9.9911,50
0.000688,2.72502e-005,1e-009,-9.83383e-009,-1.10116e-013,2.50673,9.9911,50
0.000688,2.84923e-005,1e-009,-9.83431e-009,-1.12738e-013,2.50702,9.99151,50
0.000704,2.84923e-005,1e-009,-9.83431e-009,-1.12738e-013,2.50702,9.99151,50
0.000704,2.97606e-005,1e-009,-9.83485e-009,-1.15361e-013,2.50732,9.9919,50
0.00072,2.97606e-005,1e-009,-9.83485e-009,-1.15361e-013,2.50732,9.9919,50
0.00072,3.10553e-005,1e-009,-9.83546e-009,-1.17983e-013,2.50762,9.99225,50
0.000736,3.10553e-005,1e-009,-9.83546e-009,-1.17983e-013,2.50762,9.99225,50
0.000736,3.23766e-005,1e-009,-9.83616e-009,-1.20606e-013,2.50794,9.99259,50
0.000752,3.23766e-005,1e-009,-9.83616e-009,-1.20606e-013,2.50794,9.99259,50
0.000752,3.37247e-005,1e-009,-9.8369e-009,-1.23229e-013,2.50826,9.9929,50
0.000768,3.37247e-005,1e-009,-9.8369e-009,-1.23229e-013,2.50826,9.9929,50
0.000768,3.50998e-005,1e-009,-9.83771e-009,-1.25853e-013,2.50859,9.99318,50
0.000784,3.50998e-005,1e-009,-9.83771e-009,-1.25853e-013,2.50859,9.99318,50
0.000784,3.65022e-005,1e-009,-9.83859e-009,-1.28476e-013,2.50893,9.99345,50
0.0008,3.65022e-005,1e-009,-9.83859e-009,-1.28476e-013,2.50893,9.99345,50
0.0008,3.7932e-005,1e-009,-9.83951e-009,-1.311e-013,2.50928,9.99369,50
0.000816,3.7932e-005,1e-009,-9.83951e-009,-1.311e-013,2.50928,9.99369,50
0.000816,3.93895e-005,1e-009,-9.84047e-009,-1.33724e-013,2.50965,9.99392,50
0.000832,3.93895e-005,1e-009,-9.84047e-009,-1.33724e-013,2.50965,9.99392,50
0.000832,4.08749e-005,1e-009,-9.84144e-009,-1.36348e-013,2.51002,9.99414,50
0.000848,4.08749e-005,1e-009,-9.84144e-009,-1.36348e-013,2.51002,9.99414,50
0.000848,4.23884e-005,1e-009,-9.84242e-009,-1.38973e-013,2.51039,9.99435,50
0.000864,4.23884e-005,1e-009,-9.84242e-009,-1.38973e-013,2.51039,9.99435,50
0.000864,4.39291e-005,1e-009,-9.84339e-009,-1.41598e-013,2.51076,9.99455,50
0.00088,4.39291e-005,1e-009,-9.84339e-009,-1.41598e-013,2.51076,9.99455,50
0.00088,4.54963e-005,1e-009,-9.84431e-009,-1.44223e-013,2.51112,9.99475,50
0.000896,4.54963e-005,1e-009,-9.84431e-009,-1.44223e-013,2.51112,9.99475,50
0.000896,4.7089e-005,1e-009,-9.84519e-009,-1.46848e-013,2.51148,9.99494,50
0.000912,4.7089e-005,1e-009,-9.84519e-009,-1.46848e-013,2.51148,9.99494,50
0.000912,4.87064e-005,1e-009,-9.84598e-009,-1.49473e-013,2.51183,9.99513,50
0.000928,4.87064e-005,1e-009,-9.84598e-009,-1.49473e-013,2.51183,9.99513,50
0.000928,5.03476e-005,1e-009,-9.84668e-009,-1.52099e-013,2.51217,9.99533,50
0.000944,5.03476e-005,1e-009,-9.84668e-009,-1.52099e-013,2.51217,9.99533,50
0.000944,5.20117e-005,1e-009,-9.84726e-009,-1.54725e-013,2.51251,9.99552,50
0.00096,5.20117e-005,1e-009,-9.84726e-009,-1.54725e-013,2.51251,9.99552,50
0.00096,5.36977e-005,1e-009,-9.84771e-009,-1.57351e-013,2.51283,9.99571,50
0.000976,5.36977e-005,1e-009,-9.84771e-009,-1.57351e-013,2.51283,9.99571,50
0.000976,5.5405e-005,1e-009,-9.84806e-009,-1.59977e-013,2.51315,9.9959,50
0.000992,5.5405e-005,1e-009,-9.84806e-009,-1.59977e-013,2.51315,9.9959,50
0.000992,5.71337e-005,1e-009,-9.84822e-009,-1.62603e-013,2.5135,9.99609,50
0.001008,5.71337e-005,1e-009,-9.84822e-009,-1.62603e-013,2.5135,9.99609,50
0.001008,5.8887e-005,1e-009,-9.84825e-009,-1.6523e-013,2.5139,9.99628,50
0.001024,5.8887e-005,1e-009,-9.84825e-009,-1.6523e-013,2.5139,9.99628,50
0.001024,6.06682e-005,1e-009,-9.84811e-009,-1.67856e-013,2.51437,9.99647,50
0.00104,6.06682e-005,1e-009,-9.84811e-009,-1.67856e-013,2.51437,9.99647,50
0.00104,6.24806e-005,1e-009,-9.84784e-009,-1.70482e-013,2.5149,9.99665,50
0.001056,6.24806e-005,1e-009,-9.84784e-009,-1.70482e-013,2.5149,9.99665,50
0.001056,6.43276e-005,1e-009,-9.84744e-009,-1.73108e-013,2.51549,9.99683,50
0.001072,6.43276e-005,1e-009,-9.84744e-009,-1.73108e-013,2.51549,9.99683,50
0.001072,6.62124e-005,1e-009,-9.8469e-009,-1.75734e-013,2.51615,9.997,50
0.001088,6.62124e-005,1e-009,-9.8469e-009,-1.75734e-013,2.51615,9.997,50
0.001088,6.81385e-005,1e-009,-9.84625e-009,-1.78359e-013,2.51689,9.99717,50
0.001104,6.81385e-005,1e-009,-9.84625e-009,-1.78359e-013,2.51689,9.99717,50
0.001104,7.0109e-005,1e-009,-9.84551e-009,-1.80985e-013,2.51769,9.99733,50
0.00112,7.0109e-005,1e-009,-9.84551e-009,-1.80985e-013,2.51769,9.99733,50
0.00112,7.21273e-005,1e-009,-9.8447e-009,-1.8361e-013,2.51856,9.99749,50
0.001136,7.21273e-005,1e-009,-9.8447e-009,-1.8361e-013,2.51856,9.99749,50
0.001136,7.4193e-005,1e-009,-9.84385e-009,-1.86235e-013,2.51941,9.99764,50
0.001152,7.4193e-005,1e-009,-9.84385e-009,-1.86235e-013,2.51941,9.99764,50
0.001152,7.63029e-005,1e-009,-9.84299e-009,-1.8886e-013,2.52021,9.99779,50
0.001168,7.63029e-005,1e-009,-9.84299e-009,-1.8886e-013,2.52021,9.99779,50
0.001168,7.84539e-005,1e-009,-9.84215e-009,-1.91485e-013,2.52097,9.99794,50
0.001184,7.84539e-005,1e-009,-9.84215e-009,-1.91485e-013,2.52097,9.99794,50
0.001184,8.06426e-005,1e-009,-9.8413e-009,-1.94109e-013,2.52168,9.99808,50
0.0012,8.06426e-005,1e-009,-9.8413e-009,-1.94109e-013,2.52168,9.99808,50
0.0012,8.28659e-005,1e-009,-9.84053e-009,-1.96733e-013,2.52234,9.99823,50
0.001216,8.28659e-005,1e-009,-9.84053e-009,-1.96733e-013,2.52234,9.99823,50
0.001216,8.51204e-005,1e-009,-9.83981e-009,-1.99358e-013,2.52294,9.99837,50
0.001232,8.51204e-005,1e-009,-9.83981e-009,-1.99358e-013,2.52294,9.99837,50
0.001232,8.74028e-005,1e-009,-9.83917e-009,-2.01981e-013,2.52348,9.99851,50
0.001248,8.74028e-005,1e-009,-9.83917e-009,-2.01981e-013,2.52348,9.99851,50
0.001248,8.971e-005,1e-009,-9.83862e-009,-2.04605e-013,2.52396,9.99865,50
0.001264,8.971e-005,1e-009,-9.83862e-009,-2.04605e-013,2.52396,9.99865,50
0.001264,9.20391e-005,1e-009,-9.83817e-009,-2.07229e-013,2.5244,9.9988,50
0.00128,9.20391e-005,1e-009,-9.83817e-009,-2.07229e-013,2.5244,9.9988,50
0.00128,9.43897e-005,1e-009,-9.83782e-009,-2.09852e-013,2.52485,9.99893,50
0.001296,9.43897e-005,1e-009,-9.83782e-009,-2.09852e-013,2.52485,9.99893,50
0.001296,9.67624e-005,1e-009,-9.83755e-009,-2.12475e-013,2.52532,9.99907,50
0.001312,9.67624e-005,1e-009,-9.83755e-009,-2.12475e-013,2.52532,9.99907,50
0.001312,9.91577e-005,1e-009,-9.83738e-009,-2.15099e-013,2.52581,9.9992,50
0.001328,9.91577e-005,1e-009,-9.83738e-009,-2.15099e-013,2.52581,9.9992,50
0.001328,0.000101576,1e-009,-9.83729e-009,-2.17722e-013,2.52631,9.99931,50
0.001344,0.000101576,1e-009,-9.83729e-009,-2.17722e-013,2.52631,9.99931,50
0.001344,0.000104018,1e-009,-9.83728e-009,-2.20345e-013,2.52683,9.99941,50
0.00136,0.000104018,1e-009,-9.83728e-009,-2.20345e-013,2.52683,9.99941,50
0.00136,0.000106484,1e-009,-9.83732e-009,-2.22969e-013,2.52737,9.9995,50
0.001376,0.000106484,1e-009,-9.83732e-009,-2.22969e-013,2.52737,9.9995,50
0.001376,0.000108975,1e-009,-9.83737e-009,-2.25592e-013,2.52792,9.99955,50
0.001392,0.000108975,1e-009,-9.83737e-009,-2.25592e-013,2.52792,9.99955,50
0.001392,0.000111491,1e-009,-9.83748e-009,-2.28215e-013,2.5285,9.99958,50
0.001408,0.000111491,1e-009,-9.83748e-009,-2.28215e-013,2.5285,9.99958,50
0.001408,0.000114033,1e-009,-9.83756e-009,-2.30839e-013,2.52909,9.99957,50
0.001424,0.000114033,1e-009,-9.83756e-009,-2.30839e-013,2.52909,9.99957,50
0.001424,0.000116602,1e-009,-9.83764e-009,-2.33462e-013,2.52972,9.99951,50
0.00144,0.000116602,1e-009,-9.83764e-009,-2.33462e-013,2.52972,9.99951,50
0.00144,0.0001192,1e-009,-9.83769e-009,-2.36085e-013,2.53039,9.99939,50
0.001456,0.0001192,1e-009,-9.83769e-009,-2.36085e-013,2.53039,9.99939,50
0.001456,0.000121826,1e-009,-9.83771e-009,-2.38709e-013,2.53108,9.99923,50
0.001472,0.000121826,1e-009,-9.83771e-009,-2.38709e-013,2.53108,9.99923,50
0.001472,0.000124483,1e-009,-9.83766e-009,-2.41332e-013,2.53181,9.999,50
0.001488,0.000124483,1e-009,-9.83766e-009,-2.41332e-013,2.53181,9.999,50
0.001488,0.000127172,1e-009,-9.83757e-009,-2.43955e-013,2.53258,9.9987,50
0.001504,0.000127172,1e-009,-9.83757e-009,-2.43955e-013,2.53258,9.9987,50
0.001504,0.000129893,1e-009,-9.83743e-009,-2.46579e-013,2.53339,9.99831,50
0.00152,0.000129893,1e-009,-9.83743e-009,-2.46579e-013,2.53339,9.99831,50
0.00152,0.000132648,1e-009,-9.83721e-009,-2.49202e-013,2.53423,9.99784,50
0.001536,0.000132648,1e-009,-9.83721e-009,-2.49202e-013,2.53423,9.99784,50
0.001536,0.000135438,1e-009,-9.83696e-009,-2.51825e-013,2.5351,9.99728,50
0.001552,0.000135438,1e-009,-9.83696e-009,-2.51825e-013,2.5351,9.99728,50
0.001552,0.000138261,1e-009,-9.83664e-009,-2.54448e-013,2.53587,9.9966,50
0.001568,0.000138261,1e-009,-9.83664e-009,-2.54448e-013,2.53587,9.9966,50
0.001568,0.000141112,1e-009,-9.83629e-009,-2.57071e-013,2.53652,9.99581,50
0.001584,0.000141112,1e-009,-9.83629e-009,-2.57071e-013,2.53652,9.99581,50
0.001584,0.000143985,1e-009,-9.83591e-009,-2.59694e-013,2.53705,9.99493,50
0.0016,0.000143985,1e-009,-9.83591e-009,-2.59694e-013,2.53705,9.99493,50
0.0016,0.000146876,1e-009,-9.83553e-009,-2.62317e-013,2.53745,9.99394,50
0.001616,0.000146876,1e-009,-9.83553e-009,-2.62317e-013,2.53745,9.99394,50
0.001616,0.00014978,1e-009,-9.83515e-009,-2.6494e-013,2.53772,9.99285,50
0.001632,0.00014978,1e-009,-9.83515e-009,-2.6494e-013,2.53772,9.99285,50
0.001632,0.000152691,1e-009,-9.83479e-009,-2.67563e-013,2.53785,9.99164,50
0.001648,0.000152691,1e-009,-9.83479e-009,-2.67563e-013,2.53785,9.99164,50
0.001648,0.000155605,1e-009,-9.83444e-009,-2.70185e-013,2.53786,9.99035,50
0.001664,0.000155605,1e-009,-9.83444e-009,-2.70185e-013,2.53786,9.99035,50
0.001664,0.000158515,1e-009,-9.83415e-009,-2.72808e-013,2.53773,9.98896,50
0.00168,0.000158515,1e-009,-9.83415e-009,-2.72808e-013,2.53773,9.98896,50
0.00168,0.00016142,1e-009,-9.8339e-009,-2.7543e-013,2.5376,9.98749,50
0.001696,0.00016142,1e-009,-9.8339e-009,-2.7543e-013,2.5376,9.98749,50
0.001696,0.000164324,1e-009,-9.83368e-009,-2.78052e-013,2.5377,9.98596,50
0.001712,0.000164324,1e-009,-9.83368e-009,-2.78052e-013,2.5377,9.98596,50
0.001712,0.000167238,1e-009,-9.83353e-009,-2.80675e-013,2.53806,9.98436,50
0.001728,0.000167238,1e-009,-9.83353e-009,-2.80675e-013,2.53806,9.98436,50
0.001728,0.000170172,1e-009,-9.83343e-009,-2.83297e-013,2.53869,9.98272,50
0.001744,0.000170172,1e-009,-9.83343e-009,-2.83297e-013,2.53869,9.98272,50
0.001744,0.000173136,1e-009,-9.83339e-009,-2.85919e-013,2.5396,9.98103,50
0.00176,0.000173136,1e-009,-9.83339e-009,-2.85919e-013,2.5396,9.98103,50
0.00176,0.00017614,1e-009,-9.83338e-009,-2.88541e-013,2.54078,9.97933,50
0.001776,0.00017614,1e-009,-9.83338e-009,-2.88541e-013,2.54078,9.97933,50
0.001776,0.000179194,1e-009,-9.83342e-009,-2.91164e-013,2.54225,9.97762,50
0.001792,0.000179194,1e-009,-9.83342e-009,-2.91164e-013,2.54225,9.97762,50
0.001792,0.000182307,1e-009,-9.83349e-009,-2.93786e-013,2.54403,9.97592,50
0.001808,0.000182307,1e-009,-9.83349e-009,-2.93786e-013,2.54403,9.97592,50
0.001808,0.000185491,1e-009,-9.83357e-009,-2.96408e-013,2.54614,9.97425,50
0.001824,0.000185491,1e-009,-9.83357e-009,-2.96408e-013,2.54614,9.97425,50
0.001824,0.000188751,1e-009,-9.83366e-009,-2.9903e-013,2.54829,9.97263,50
0.00184,0.000188751,1e-009,-9.83366e-009,-2.9903e-013,2.54829,9.97263,50
0.00184,0.000192081,1e-009,-9.83375e-009,-3.01653e-013,2.55026,9.97107,50
0.001856,0.000192081,1e-009,-9.83375e-009,-3.01653e-013,2.55026,9.97107,50
0.001856,0.000195472,1e-009,-9.83384e-009,-3.04275e-013,2.55205,9.96958,50
0.001872,0.000195472,1e-009,-9.83384e-009,-3.04275e-013,2.55205,9.96958,50
0.001872,0.000198919,1e-009,-9.8339e-009,-3.06897e-013,2.55362,9.96819,50
0.001888,0.000198919,1e-009,-9.8339e-009,-3.06897e-013,2.55362,9.96819,50
0.001888,0.000202412,1e-009,-9.83394e-009,-3.0952e-013,2.55499,9.9669,50
0.001904,0.000202412,1e-009,-9.83394e-009,-3.0952e-013,2.55499,9.9669,50
0.001904,0.000205945,1e-009,-9.83395e-009,-3.12142e-013,2.55613,9.96573,50
0.00192,0.000205945,1e-009,-9.83395e-009,-3.12142e-013,2.55613,9.96573,50
0.00192,0.00020951,1e-009,-9.83391e-009,-3.14765e-013,2.55704,9.96469,50
0.001936,0.00020951,1e-009,-9.83391e-009,-3.14765e-013,2.55704,9.96469,50
0.001936,0.000213099,1e-009,-9.83385e-009,-3.17387e-013,2.55772,9.96377,50
0.001952,0.000213099,1e-009,-9.83385e-009,-3.17387e-013,2.55772,9.96377,50
0.001952,0.000216704,1e-009,-9.83375e-009,-3.20009e-013,2.55818,9.963,50
0.001968,0.000216704,1e-009,-9.83375e-009,-3.20009e-013,2.55818,9.963,50
0.001968,0.000220324,1e-009,-9.83363e-009,-3.22632e-013,2.55864,9.96238,50
0.001984,0.000220324,1e-009,-9.83363e-009,-3.22632e-013,2.55864,9.96238,50
0.001984,0.000223958,1e-009,-9.83347e-009,-3.25254e-013,2.55917,9.9619,50
0.002,0.000223958,1e-009,-9.83347e-009,-3.25254e-013,2.55917,9.9619,50
0.002,0.000227611,1e-009,-9.8333e-009,-3.27876e-013,2.55977,9.96156,50
0.002016,0.000227611,1e-009,-9.8333e-009,-3.27876e-013,2.55977,9.96156,50
0.002016,0.000231283,1e-009,-9.83312e-009,-3.30498e-013,2.56044,9.96136,50
0.002032,0.000231283,1e-009,-9.83312e-009,-3.30498e-013,2.56044,9.96136,50
0.002032,0.000234977,1e-009,-9.83291e-009,-3.3312e-013,2.56119,9.9613,50
0.002048,0.000234977,1e-009,-9.83291e-009,-3.3312e-013,2.56119,9.9613,50
0.002048,0.000238695,1e-009,-9.83271e-009,-3.35743e-013,2.56201,9.96138,50
0.002064,0.000238695,1e-009,-9.83271e-009,-3.35743e-013,2.56201,9.96138,50
0.002064,0.000242439,1e-009,-9.83252e-009,-3.38365e-013,2.5629,9.96155,50
0.00208,0.000242439,1e-009,-9.83252e-009,-3.38365e-013,2.5629,9.96155,50
0.00208,0.00024621,1e-009,-9.83234e-009,-3.40987e-013,2.56387,9.96183,50
0.002096,0.00024621,1e-009,-9.83234e-009,-3.40987e-013,2.56387,9.96183,50
0.002096,0.000250012,1e-009,-9.83217e-009,-3.43608e-013,2.56489,9.9622,50
0.002112,0.000250012,1e-009,-9.83217e-009,-3.43608e-013,2.56489,9.9622,50
0.002112,0.000253844,1e-009,-9.83201e-009,-3.4623e-013,2.56591,9.96263,50
0.002128,0.000253844,1e-009,-9.83201e-009,-3.4623e-013,2.56591,9.96263,50
0.002128,0.000257705,1e-009,-9.83186e-009,-3.48852e-013,2.56691,9.96312,50
0.002144,0.000257705,1e-009,-9.83186e-009,-3.48852e-013,2.56691,9.96312,50
0.002144,0.000261594,1e-009,-9.83173e-009,-3.51474e-013,2.56789,9.96366,50
0.00216,0.000261594,1e-009,-9.83173e-009,-3.51474e-013,2.56789,9.96366,50
0.00216,0.000265512,1e-009,-9.83162e-009,-3.54096e-013,2.56886,9.96424,50
0.002176,0.000265512,1e-009,-9.83162e-009,-3.54096e-013,2.56886,9.96424,50
0.002176,0.000269457,1e-009,-9.8315e-009,-3.56718e-013,2.56981,9.96484,50
0.002192,0.000269457,1e-009,-9.8315e-009,-3.56718e-013,2.56981,9.96484,50
0.002192,0.000273428,1e-009,-9.83141e-009,-3.59339e-013,2.57074,9.96546,50
0.002208,0.000273428,1e-009,-9.83141e-009,-3.59339e-013,2.57074,9.96546,50
0.002208,0.000277425,1e-009,-9.83131e-009,-3.61961e-013,2.57166,9.96607,50
0.002224,0.000277425,1e-009,-9.83131e-009,-3.61961e-013,2.57166,9.96607,50
0.002224,0.000281448,1e-009,-9.8312e-009,-3.64583e-013,2.57255,9.96669,50
0.00224,0.000281448,1e-009,-9.8312e-009,-3.64583e-013,2.57255,9.96669,50
0.00224,0.000285496,1e-009,-9.83107e-009,-3.67204e-013,2.57346,9.96728,50
0.002256,0.000285496,1e-009,-9.83107e-009,-3.67204e-013,2.57346,9.96728,50
0.002256,0.000289569,1e-009,-9.83093e-009,-3.69826e-013,2.57438,9.96785,50
0.002272,0.000289569,1e-009,-9.83093e-009,-3.69826e-013,2.57438,9.96785,50
0.002272,0.000293668,1e-009,-9.83078e-009,-3.72447e-013,2.57534,9.9684,50
0.002288,0.000293668,1e-009,-9.83078e-009,-3.72447e-013,2.57534,9.9684,50
0.002288,0.000297793,1e-009,-9.83059e-009,-3.75069e-013,2.57633,9.96892,50
0.002304,0.000297793,1e-009,-9.83059e-009,-3.75069e-013,2.57633,9.96892,50
0.002304,0.000301946,1e-009,-9.83038e-009,-3.7769e-013,2.57735,9.96941,50
0.00232,0.000301946,1e-009,-9.83038e-009,-3.7769e-013,2.57735,9.96941,50
0.00232,0.000306127,1e-009,-9.83015e-009,-3.80312e-013,2.57839,9.96988,50
0.002336,0.000306127,1e-009,-9.83015e-009,-3.80312e-013,2.57839,9.96988,50
0.002336,0.000310336,1e-009,-9.8299e-009,-3.82933e-013,2.57946,9.97033,50
0.002352,0.000310336,1e-009,-9.8299e-009,-3.82933e-013,2.57946,9.97033,50
