"time","J1_0w","J2_0w","J3_0w","J4_0w"
0,10,0,0,0
5.00004e-017,10,10,10,10
5.00004e-017,10,10,10,10
0.003,10.0007,10.0007,10,10
0.006,10.0028,10.0028,10,10
0.009,10.0063,10.0063,10,10
0.012,10.0112,10.0112,10,10
0.015,10.0173,10.0173,10,10
0.018,10.0248,10.0248,10,10
0.021,10.0334,10.0334,10,10
0.024,10.0431,10.0431,10,10
0.027,10.0539,10.0539,10,10
0.03,10.0656,10.0656,10,10
0.033,10.0781,10.0781,10,10
0.036,10.0914,10.0914,10,10
0.039,10.1052,10.1052,10,10
0.042,10.1196,10.1196,10,10
0.045,10.1343,10.1343,10,10
0.048,10.1492,10.1492,10,10
0.051,10.1642,10.1642,10,10
0.054,10.1791,10.1791,10,10
0.057,10.1939,10.1939,10,10
0.06,10.2083,10.2083,10,10
0.063,10.2224,10.2224,10,10
0.066,10.2358,10.2358,10,10
0.069,10.2486,10.2486,10,10
0.072,10.2606,10.2606,10,10
0.075,10.2717,10.2717,10,10
0.078,10.2818,10.2818,10,10
0.081,10.2908,10.2908,10,10
0.084,10.2986,10.2986,10,10
0.087,10.3052,10.3052,10,10
0.09,10.3105,10.3105,10,10
0.093,10.3145,10.3145,10,10
0.096,10.317,10.317,10,10
0.099,10.3182,10.3182,10,10
0.102,10.318,10.318,10,10
0.105,10.3163,10.3163,10,10
0.108,10.3133,10.3133,10,10
0.111,10.3089,10.3089,10,10
0.114,10.3031,10.3031,10,10
0.117,10.2961,10.2961,10,10
0.12,10.2879,10.2879,10,10
0.123,10.2785,10.2785,10,10
0.126,10.2681,10.2681,10,10
0.129,10.2567,10.2567,10,10
0.132,10.2444,10.2444,10,10
0.135,10.2314,10.2314,10,10
0.138,10.2177,10.2177,10,10
0.141,10.2035,10.2035,10,10
0.144,10.1889,10.1889,10,10
0.147,10.1741,10.1741,10,10
0.15,10.1591,10.1591,10,10
0.153,10.1441,10.1441,10,10
0.156,10.1293,10.1293,10,10
0.159,10.1147,10.1147,10,10
0.162,10.1005,10.1005,10,10
0.165,10.0869,10.0869,10,10
0.168,10.0738,10.0738,10,10
0.171,10.0616,10.0616,10,10
0.174,10.0502,10.0502,10,10
0.177,10.0397,10.0397,10,10
0.18,10.0304,10.0304,10,10
0.183,10.0221,10.0221,10,10
0.186,10.0151,10.0151,10,10
0.189,10.0094,10.0094,10,10
0.192,10.005,10.005,10,10
0.195,10.0019,10.0019,10,10
0.198,10.0003,10.0003,10,10
0.201,10.0001,10.0001,10,10
0.204,10.0012,10.0012,10,10
0.207,10.0038,10.0038,10,10
0.21,10.0078,10.0078,10,10
0.213,10.0131,10.0131,10,10
0.216,10.0197,10.0197,10,10
0.219,10.0275,10.0275,10,10
0.222,10.0365,10.0365,10,10
0.225,10.0466,10.0466,10,10
0.228,10.0577,10.0577,10,10
0.231,10.0697,10.0697,10,10
0.234,10.0825,10.0825,10,10
0.237,10.0959,10.0959,10,10
0.24,10.11,10.11,10,10
0.243,10.1244,10.1244,10,10
0.246,10.1392,10.1392,10,10
0.249,10.1542,10.1542,10,10
0.252,10.1691,10.1691,10,10
0.255,10.1841,10.1841,10,10
0.258,10.1987,10.1987,10,10
0.261,10.2131,10.2131,10,10
0.264,10.2269,10.2269,10,10
0.267,10.2402,10.2402,10,10
0.27,10.2527,10.2527,10,10
0.273,10.2644,10.2644,10,10
0.276,10.2752,10.2752,10,10
0.279,10.2849,10.2849,10,10
0.282,10.2935,10.2935,10,10
0.285,10.301,10.301,10,10
0.288,10.3071,10.3071,10,10
0.291,10.312,10.312,10,10
0.294,10.3155,10.3155,10,10
0.297,10.3176,10.3176,10,10
0.3,10.3183,10.3183,10,10
0.303,10.3176,10.3176,10,10
0.306,10.3155,10.3155,10,10
0.309,10.312,10.312,10,10
0.312,10.3071,10.3071,10,10
0.315,10.3009,10.3009,10,10
0.318,10.2935,10.2935,10,10
0.321,10.2849,10.2849,10,10
0.324,10.2752,10.2752,10,10
0.327,10.2644,10.2644,10,10
0.33,10.2527,10.2527,10,10
0.333,10.2401,10.2401,10,10
0.336,10.2269,10.2269,10,10
0.339,10.213,10.213,10,10
0.342,10.1987,10.1987,10,10
0.345,10.184,10.184,10,10
0.348,10.1691,10.1691,10,10
0.351,10.1541,10.1541,10,10
0.354,10.1392,10.1392,10,10
0.357,10.1244,10.1244,10,10
0.36,10.1099,10.1099,10,10
0.363,10.0959,10.0959,10,10
0.366,10.0824,10.0824,10,10
0.369,10.0697,10.0697,10,10
0.372,10.0577,10.0577,10,10
0.375,10.0466,10.0466,10,10
0.378,10.0365,10.0365,10,10
0.381,10.0275,10.0275,10,10
0.384,10.0197,10.0197,10,10
0.387,10.0131,10.0131,10,10
0.39,10.0078,10.0078,10,10
0.393,10.0038,10.0038,10,10
0.396,10.0013,10.0013,10,10
0.399,10.0001,10.0001,10,10
0.4,10,10,10,10
0.4,10,10,10,10
0.4,10,10,10,10
0.400001,10,10,10,10
0.400001,10,10,10,10
0.402,10.0002,10.0002,10.0002,10
0.405,10.0013,10.0013,10.0013,10
0.408,10.0033,10.0033,10.0033,10
0.411,10.0063,10.0063,10.0063,10
0.414,10.0101,10.0101,10.0101,10
0.417,10.0148,10.0148,10.0148,10
0.42,10.0203,10.0203,10.0203,10
0.423,10.0265,10.0265,10.0265,10
0.426,10.0335,10.0335,10.0335,10
0.429,10.0411,10.0411,10.0411,10
0.432,10.0493,10.0493,10.0493,10
0.435,10.0579,10.0579,10.0579,10
0.438,10.0671,10.0671,10.0671,10
