"time","lca@PUMP01","x1@INJ01","q@INJ01","volume@INJ01","p1@PUMP01","pa@DVALV01","sacp@INJ01"
0,0,1e-09,0,0,2.5,10,50
1e-05,1.2744e-08,1e-09,-9.8316e-09,-1.638e-15,2.4999,9.9355,50
2e-05,2.9559e-08,1e-09,-9.8316e-09,-3.2766e-15,2.5001,9.936,50
3e-05,5.1739e-08,1e-09,-9.8316e-09,-4.9152e-15,2.5001,9.9747,50
4e-05,8.0575e-08,1e-09,-9.8316e-09,-6.5538e-15,2.5,9.9614,50
5e-05,1.1736e-07,1e-09,-9.8316e-09,-8.1924e-15,2.5,9.9398,50
6e-05,1.6339e-07,1e-09,-9.8316e-09,-9.831e-15,2.5001,9.9579,50
7e-05,2.1996e-07,1e-09,-9.8316e-09,-1.147e-14,2.5,9.9673,50
8e-05,2.8835e-07,1e-09,-9.8316e-09,-1.3108e-14,2.5,9.9528,50
9e-05,3.6986e-07,1e-09,-9.8316e-09,-1.4747e-14,2.5001,9.9525,50
0.0001,4.6579e-07,1e-09,-9.8306e-09,-1.6385e-14,2.5002,9.9634,50
0.00011,5.7743e-07,1e-09,-9.8316e-09,-1.8024e-14,2.5001,9.961,50
0.00012,7.0606e-07,1e-09,-9.8316e-09,-1.9663e-14,2.5002,9.9561,50
0.00013,8.5299e-07,1e-09,-9.8317e-09,-2.1301e-14,2.5003,9.9613,50
0.00014,1.0195e-06,1e-09,-9.8316e-09,-2.294e-14,2.5003,9.9643,50
0.00015,1.2064e-06,1e-09,-9.8316e-09,-2.4578e-14,2.5004,9.9614,50
0.00016,1.413e-06,1e-09,-9.8316e-09,-2.6217e-14,2.5006,9.9625,50
0.00017,1.6383e-06,1e-09,-9.8316e-09,-2.7856e-14,2.5006,9.9659,50
0.00018,1.8814e-06,1e-09,-9.8315e-09,-2.9494e-14,2.5007,9.9658,50
0.00019,2.1413e-06,1e-09,-9.8317e-09,-3.1133e-14,2.5008,9.9654,50
0.0002,2.4171e-06,1e-09,-9.8316e-09,-3.2771e-14,2.5009,9.9677,50
0.00021,2.7079e-06,1e-09,-9.8316e-09,-3.441e-14,2.501,9.969,50
0.00022,3.0127e-06,1e-09,-9.8316e-09,-3.6049e-14,2.5011,9.9688,50
0.00023,3.3306e-06,1e-09,-9.8316e-09,-3.7687e-14,2.5012,9.9701,50
0.00024,3.6606e-06,1e-09,-9.8316e-09,-3.9326e-14,2.5013,9.9716,50
0.00025,4.0017e-06,1e-09,-9.8316e-09,-4.0964e-14,2.5014,9.9719,50
0.00026,4.3531e-06,1e-09,-9.8316e-09,-4.2603e-14,2.5015,9.9727,50
0.00027,4.7137e-06,1e-09,-9.8316e-09,-4.4242e-14,2.5015,9.974,50
0.00028,5.0827e-06,1e-09,-9.8316e-09,-4.588e-14,2.5016,9.9745,50
0.00029,5.4594e-06,1e-09,-9.8316e-09,-4.7519e-14,2.5017,9.9752,50
0.0003,5.844e-06,1e-09,-9.8316e-09,-4.9157e-14,2.5017,9.9762,50
0.00031,6.2368e-06,1e-09,-9.8316e-09,-5.0796e-14,2.5018,9.9767,50
0.00032,6.6379e-06,1e-09,-9.8316e-09,-5.2435e-14,2.5019,9.9774,50
0.00033,7.0478e-06,1e-09,-9.8316e-09,-5.4073e-14,2.502,9.9781,50
0.00034,7.4665e-06,1e-09,-9.8316e-09,-5.5712e-14,2.502,9.9787,50
0.00035,7.8944e-06,1e-09,-9.8316e-09,-5.735e-14,2.5021,9.9793,50
0.00036,8.3318e-06,1e-09,-9.8316e-09,-5.8989e-14,2.5022,9.9798,50
0.00037,8.7787e-06,1e-09,-9.8316e-09,-6.0628e-14,2.5023,9.9803,50
0.00038,9.2357e-06,1e-09,-9.8316e-09,-6.2266e-14,2.5024,9.9809,50
0.00039,9.7028e-06,1e-09,-9.8316e-09,-6.3905e-14,2.5025,9.9813,50
0.0004,1.018e-05,1e-09,-9.8316e-09,-6.5543e-14,2.5027,9.9818,50
0.00041,1.0668e-05,1e-09,-9.8316e-09,-6.7182e-14,2.5028,9.9822,50
0.00042,1.1168e-05,1e-09,-9.8316e-09,-6.8821e-14,2.5029,9.9826,50
0.00043,1.1678e-05,1e-09,-9.8316e-09,-7.0459e-14,2.503,9.9831,50
0.00044,1.2199e-05,1e-09,-9.8316e-09,-7.2098e-14,2.5032,9.9834,50
0.00045,1.2731e-05,1e-09,-9.8316e-09,-7.3736e-14,2.5033,9.9838,50
0.00046,1.3274e-05,1e-09,-9.8317e-09,-7.5375e-14,2.5034,9.9842,50
0.00047,1.3828e-05,1e-09,-9.8317e-09,-7.7014e-14,2.5036,9.9846,50
0.00048,1.4393e-05,1e-09,-9.8317e-09,-7.8652e-14,2.5037,9.9849,50
0.00049,1.4968e-05,1e-09,-9.8317e-09,-8.0291e-14,2.5038,9.9853,50
0.0005,1.5554e-05,1e-09,-9.8317e-09,-8.193e-14,2.504,9.9856,50
0.00051,1.6151e-05,1e-09,-9.8318e-09,-8.3568e-14,2.5041,9.986,50
0.00052,1.6758e-05,1e-09,-9.8318e-09,-8.5207e-14,2.5043,9.9863,50
0.00053,1.7375e-05,1e-09,-9.8319e-09,-8.6845e-14,2.5044,9.9867,50
0.00054,1.8003e-05,1e-09,-9.8319e-09,-8.8484e-14,2.5046,9.987,50
0.00055,1.8641e-05,1e-09,-9.832e-09,-9.0123e-14,2.5047,9.9874,50
0.00056,1.9289e-05,1e-09,-9.8321e-09,-9.1761e-14,2.5049,9.9877,50
0.00057,1.9948e-05,1e-09,-9.8322e-09,-9.34e-14,2.505,9.988,50
0.00058,2.0617e-05,1e-09,-9.8322e-09,-9.5039e-14,2.5052,9.9883,50
0.00059,2.1296e-05,1e-09,-9.8324e-09,-9.6678e-14,2.5053,9.9887,50
0.0006,2.1985e-05,1e-09,-9.8325e-09,-9.8316e-14,2.5055,9.989,50
0.00061,2.2685e-05,1e-09,-9.8326e-09,-9.9955e-14,2.5057,9.9893,50
0.00062,2.3395e-05,1e-09,-9.8328e-09,-1.0159e-13,2.5058,9.9896,50
0.00063,2.4115e-05,1e-09,-9.833e-09,-1.0323e-13,2.506,9.9899,50
0.00064,2.4845e-05,1e-09,-9.8332e-09,-1.0487e-13,2.5062,9.9902,50
0.00065,2.5585e-05,1e-09,-9.8334e-09,-1.0651e-13,2.5063,9.9905,50
0.00066,2.6336e-05,1e-09,-9.8336e-09,-1.0815e-13,2.5065,9.9907,50
0.00067,2.7097e-05,1e-09,-9.8339e-09,-1.0979e-13,2.5067,9.991,50
0.00068,2.7868e-05,1e-09,-9.8342e-09,-1.1143e-13,2.5069,9.9913,50
0.00069,2.8649e-05,1e-09,-9.8345e-09,-1.1307e-13,2.5071,9.9915,50
0.0007,2.9441e-05,1e-09,-9.8348e-09,-1.1471e-13,2.5072,9.9918,50
0.00071,3.0243e-05,1e-09,-9.8352e-09,-1.1634e-13,2.5074,9.992,50
0.00072,3.1055e-05,1e-09,-9.8356e-09,-1.1798e-13,2.5076,9.9922,50
0.00073,3.1878e-05,1e-09,-9.836e-09,-1.1962e-13,2.5078,9.9924,50
0.00074,3.2711e-05,1e-09,-9.8365e-09,-1.2126e-13,2.508,9.9926,50
0.00075,3.3555e-05,1e-09,-9.8369e-09,-1.229e-13,2.5082,9.9928,50
0.00076,3.4409e-05,1e-09,-9.8374e-09,-1.2454e-13,2.5084,9.993,50
0.00077,3.5274e-05,1e-09,-9.8379e-09,-1.2618e-13,2.5086,9.9932,50
0.00078,3.6149e-05,1e-09,-9.8385e-09,-1.2782e-13,2.5088,9.9933,50
0.00079,3.7035e-05,1e-09,-9.839e-09,-1.2946e-13,2.5091,9.9935,50
0.0008,3.7932e-05,1e-09,-9.8396e-09,-1.311e-13,2.5093,9.9937,50
0.00081,3.884e-05,1e-09,-9.8402e-09,-1.3274e-13,2.5095,9.9938,50
0.00082,3.9758e-05,1e-09,-9.8407e-09,-1.3438e-13,2.5097,9.9939,50
0.00083,4.0688e-05,1e-09,-9.8413e-09,-1.3602e-13,2.51,9.9941,50
0.00084,4.1628e-05,1e-09,-9.8419e-09,-1.3766e-13,2.5102,9.9942,50
0.00085,4.2579e-05,1e-09,-9.8425e-09,-1.393e-13,2.5104,9.9944,50
0.00086,4.3541e-05,1e-09,-9.843e-09,-1.4094e-13,2.5107,9.9945,50
0.00087,4.4514e-05,1e-09,-9.8436e-09,-1.4258e-13,2.5109,9.9946,50
0.00088,4.5496e-05,1e-09,-9.8441e-09,-1.4422e-13,2.5111,9.9947,50
0.00089,4.6489e-05,1e-09,-9.8447e-09,-1.4586e-13,2.5113,9.9949,50
0.0009,4.7491e-05,1e-09,-9.8452e-09,-1.475e-13,2.5116,9.995,50
0.00091,4.8503e-05,1e-09,-9.8456e-09,-1.4915e-13,2.5118,9.9951,50
0.00092,4.9524e-05,1e-09,-9.8461e-09,-1.5079e-13,2.512,9.9952,50
0.00093,5.0554e-05,1e-09,-9.8465e-09,-1.5243e-13,2.5122,9.9954,50
0.00094,5.1594e-05,1e-09,-9.8468e-09,-1.5407e-13,2.5124,9.9955,50
0.00095,5.2641e-05,1e-09,-9.8471e-09,-1.5571e-13,2.5126,9.9956,50
