"time","heatCapacitor_T","switch_Controll"
0.000,20,0
0.020,20.1993,0
0.040,20.3981,0
0.060,20.5964,0
0.080,20.7944,0
0.100,20.9918,0
0.120,21.1886,0
0.140,21.385,0
0.160,21.5809,0
0.180,21.7761,0
0.200,21.9709,0
0.220,22.1652,0
0.240,22.3589,0
0.260,22.552,0
0.280,22.7447,0
0.300,22.9368,0
0.320,23.1284,0
0.340,23.3195,0
0.360,23.51,0
0.380,23.7001,0
0.400,23.8896,0
0.420,24.0787,0
0.440,24.2672,0
0.460,24.4551,0
0.480,24.6426,0
0.500,24.8295,0
0.520,25.0159,0
0.540,25.2018,0
0.560,25.3872,0
0.580,25.572,0
0.600,25.7564,0
0.620,25.9403,1
0.640,25.9919,1
0.660,25.98,1
0.680,25.9681,1
0.700,25.9562,1
0.720,25.9443,1
0.740,25.9324,1
0.760,25.9206,1
0.780,25.9088,1
0.800,25.897,1
0.820,25.8852,1
0.840,25.8735,1
0.860,25.8618,1
0.880,25.85,1
0.900,25.8384,1
0.920,25.8267,1
0.940,25.8151,1
0.960,25.8035,1
0.980,25.7919,1
1.000,25.7803,1
1.020,25.7688,1
1.040,25.7572,1
1.060,25.7457,1
1.080,25.7343,1
1.100,25.7228,1
1.120,25.7114,1
1.140,25.7,1
1.160,25.6886,1
1.180,25.6772,1
1.200,25.6659,1
1.220,25.6546,1
1.240,25.6433,1
1.260,25.632,1
1.280,25.6207,1
1.300,25.6095,1
1.320,25.5983,1
1.340,25.5871,1
1.360,25.5759,1
1.380,25.5648,1
1.400,25.5537,1
1.420,25.5426,1
1.440,25.5315,1
1.460,25.5204,1
1.480,25.5094,1
1.500,25.4984,1
1.520,25.4874,1
1.540,25.4764,1
1.560,25.4655,1
1.580,25.4545,1
1.600,25.4436,1
1.620,25.4327,1
1.640,25.4219,1
1.660,25.411,1
1.680,25.4002,1
1.700,25.3894,1
1.720,25.3787,1
1.740,25.3679,1
1.760,25.3572,1
1.780,25.3465,1
1.800,25.3358,1
1.820,25.3251,1
1.840,25.3145,1
1.860,25.3039,1
1.880,25.2932,1
1.900,25.2826,1
1.920,25.272,1
1.940,25.2614,1
1.960,25.2509,1
1.980,25.2403,1
2.000,25.2298,1
2.020,25.2194,1
2.040,25.209,1
2.060,25.1987,1
2.080,25.1883,1
2.100,25.178,1
2.120,25.1677,1
2.140,25.1575,1
2.160,25.1472,1
2.180,25.137,1
2.200,25.1267,1
2.220,25.1165,1
2.240,25.1063,1
2.260,25.0961,0
2.280,25.2548,0
2.300,25.4395,0
2.320,25.6237,0
2.340,25.8077,0
2.360,25.9912,0
2.380,26.1742,0
2.400,26.3568,0
2.420,26.5389,0
2.440,26.7205,0
2.460,26.9016,0
2.480,27.0823,0
2.500,27.2624,0
2.520,27.4421,0
2.540,27.6213,0
2.560,27.8,0
2.580,27.9782,0
2.600,28.156,0
2.620,28.3332,0
2.640,28.51,0
2.660,28.6863,1
2.680,28.8019,1
2.700,28.7843,1
2.720,28.7668,1
2.740,28.7493,1
2.760,28.7319,1
2.780,28.7144,1
2.800,28.697,1
2.820,28.6797,1
2.840,28.6624,1
2.860,28.6451,1
2.880,28.6278,1
2.900,28.6106,1
2.920,28.5934,1
2.940,28.5762,1
2.960,28.5591,1
2.980,28.542,1
3.000,28.5249,1
3.020,28.5079,1
3.040,28.4909,1
3.060,28.474,0
3.080,28.5399,0
3.100,28.7157,0
3.120,28.891,0
3.140,29.0661,0
3.160,29.2408,0
3.180,29.4149,0
3.200,29.5886,0
3.220,29.7619,0
3.240,29.9348,0
3.260,30.1071,0
3.280,30.279,0
3.300,30.4505,0
3.320,30.6215,0
3.340,30.792,0
3.360,30.9621,0
3.380,31.1317,0
3.400,31.3008,0
3.420,31.4695,0
3.440,31.6378,0
3.460,31.8056,0
3.480,31.9729,0
3.500,32.1399,0
3.520,32.3063,1
3.540,32.3439,1
3.560,32.3193,1
3.580,32.2948,1
3.600,32.2704,1
3.620,32.246,1
3.640,32.2216,1
3.660,32.1972,1
3.680,32.1729,1
3.700,32.1486,1
3.720,32.1244,1
3.740,32.1002,1
3.760,32.076,1
3.780,32.0519,1
3.800,32.0279,1
3.820,32.0039,1
3.840,31.9799,1
3.860,31.956,1
3.880,31.9321,0
3.900,31.9232,0
3.920,32.09,0
3.940,32.2565,0
3.960,32.4225,0
3.980,32.5881,0
4.000,32.7533,0
4.020,32.918,0
4.040,33.0823,0
4.060,33.2461,0
4.080,33.4095,0
