"Time","step2","J1_w","J2_w","J3_w","J4_w"
0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-03,0.000000000000000E+00,9.990157067512900E+00,9.999999200891500E-03,-1.061650767297800E-15,-1.061655827791500E-15
2.000000000000000E-03,0.000000000000000E+00,9.980628119232200E+00,1.999999261735800E-02,9.298117831235700E-16,9.297987848749800E-16
3.000000000000000E-03,0.000000000000000E+00,9.971412706084500E+00,2.999996445803700E-02,-5.620504062164900E-16,-5.620734912343500E-16
4.000000000000000E-03,0.000000000000000E+00,9.962510069596300E+00,3.999989893161300E-02,-1.734723475976800E-15,-1.734759152467200E-15
5.000000000000000E-03,0.000000000000000E+00,9.953919142658400E+00,4.999978024683000E-02,2.588207426157400E-15,2.588161088194800E-15
6.000000000000000E-03,0.000000000000000E+00,9.945638550593900E+00,5.999959261250300E-02,4.704570066849100E-15,4.704517740244400E-15
7.000000000000000E-03,0.000000000000000E+00,9.937666612531199E+00,6.999932023756400E-02,7.049916206369700E-15,7.049846476034000E-15
8.000000000000000E-03,0.000000000000000E+00,9.930001343077700E+00,7.999894733107600E-02,6.147859998861800E-15,6.147768114454900E-15
8.999999999999999E-03,0.000000000000000E+00,9.922640454294900E+00,8.999845810226700E-02,6.716849298982200E-15,6.716749988544500E-15
1.000000000000000E-02,0.000000000000000E+00,9.915581357972201E+00,9.999783676054400E-02,7.466249840604200E-15,7.466142857337701E-15
1.100000000000000E-02,0.000000000000000E+00,9.908821168196299E+00,1.099970675155200E-01,6.245004513516500E-15,6.244886978181600E-15
1.200000000000000E-02,0.000000000000000E+00,9.902356704214800E+00,1.199961345770500E-01,5.440092820663300E-15,5.439967952385000E-15
1.300000000000000E-02,0.000000000000000E+00,9.896184493591299E+00,1.299950221552400E-01,1.004751837285800E-14,1.004738109025400E-14
1.400000000000000E-02,0.000000000000000E+00,9.890300775647100E+00,1.399937144604800E-01,1.162958618294900E-14,1.162944206010900E-14
1.500000000000000E-02,0.000000000000000E+00,9.884701505188600E+00,1.499921957034800E-01,1.318389841742400E-14,1.318373900299800E-14
1.600000000000000E-02,0.000000000000000E+00,9.879382356515000E+00,1.599904500952500E-01,1.293409823688300E-14,1.293392672754900E-14
1.700000000000000E-02,0.000000000000000E+00,9.874338727702300E+00,1.699884618472100E-01,1.335043187111800E-14,1.335025564925100E-14
1.800000000000000E-02,0.000000000000000E+00,9.869565745161101E+00,1.799862151711100E-01,1.382227665658300E-14,1.382209304935400E-14
1.900000000000000E-02,0.000000000000000E+00,9.865058268461100E+00,1.899836942791500E-01,1.426636586643300E-14,1.426616930641300E-14
2.000000000000000E-02,0.000000000000000E+00,9.860810895420199E+00,1.999808833839400E-01,1.496025525682400E-14,1.496004858702300E-14
2.100000000000000E-02,0.000000000000000E+00,9.856817967451001E+00,2.099777666985500E-01,1.468269950066800E-14,1.468248572046500E-14
2.200000000000000E-02,0.000000000000000E+00,9.853073575160900E+00,2.199743284365400E-01,1.446065489574300E-14,1.446043427929800E-14
2.300000000000000E-02,0.000000000000000E+00,9.849571564199399E+00,2.299705528119800E-01,1.537658889105800E-14,1.537635507391000E-14
2.400000000000000E-02,0.000000000000000E+00,9.846305541347400E+00,2.399664240394600E-01,1.518229986174900E-14,1.518205532789000E-14
2.500000000000000E-02,0.000000000000000E+00,9.843268880841901E+00,2.499619263341400E-01,1.706967900361200E-14,1.706942628952400E-14
2.600000000000000E-02,0.000000000000000E+00,9.840454730930400E+00,2.599570439117500E-01,1.892930256985900E-14,1.892903915373400E-14
2.700000000000000E-02,0.000000000000000E+00,9.837856020648401E+00,2.699517609886500E-01,2.048361480433400E-14,2.048334695467400E-14
2.800000000000000E-02,0.000000000000000E+00,9.835465466813300E+00,2.799460617818000E-01,2.131628207280300E-14,2.131600826391600E-14
