"time","spring_length_out"
3.28,850.669
3.29,839.011
3.3,827.192
3.31,815.244
3.32,803.201
3.33,791.093
3.34,778.955
3.35,766.817
3.36,754.714
3.37,742.676
3.38,730.737
3.39,718.926
3.4,707.276
3.41,695.816
3.42,684.577
3.43,673.589
3.44,662.879
3.45,652.476
3.46,642.407
3.47,632.697
3.48,623.372
3.49,614.456
3.5,605.97
3.51,597.937
3.52,590.377
3.53,583.308
3.54,576.749
3.55,570.715
3.56,565.221
3.57,560.28
3.58,555.905
3.59,552.104
3.6,548.887
3.61,546.261
3.62,544.231
3.63,542.8
3.64,541.972
3.65,541.747
3.66,542.124
3.67,543.1
3.68,544.67
3.69,546.83
3.7,549.572
3.71,552.887
3.72,556.764
3.73,561.193
3.74,566.158
3.75,571.647
3.76,577.642
3.77,584.127
3.78,591.083
3.79,598.49
3.8,606.327
3.81,614.572
3.82,623.202
3.83,632.193
3.84,641.52
3.85,651.157
3.86,661.078
3.87,671.256
3.88,681.662
3.89,692.269
3.9,703.047
3.91,713.968
3.92,725.001
3.93,736.117
3.94,747.287
3.95,758.48
3.96,769.666
3.97,780.815
3.98,791.898
3.99,802.885
4,813.748
4.01,824.458
4.02,834.986
4.03,845.306
4.04,855.391
4.05,865.213
4.06,874.747
4.07,883.97
4.08,892.857
4.09,901.384
4.1,909.532
4.11,917.278
4.12,924.603
4.13,931.489
4.14,937.919
4.15,943.876
4.16,949.346
4.17,954.316
4.18,958.774
4.19,962.71
4.2,966.113
4.21,968.977
4.22,971.295
4.23,973.063
4.24,974.278
4.25,974.937
4.26,975.04
4.27,974.589
4.28,973.586
4.29,972.036
4.3,969.943
4.31,967.316
4.32,964.161
4.33,960.491
4.34,956.314
4.35,951.645
4.36,946.496
4.37,940.883
4.38,934.821
4.39,928.329
4.4,921.425
4.41,914.128
4.42,906.458
4.43,898.438
4.44,890.089
4.45,881.435
4.46,872.499
4.47,863.306
4.48,853.882
4.49,844.252
4.5,834.442
4.51,824.478
4.52,814.389
4.53,804.201
4.54,793.941
4.55,783.637
4.56,773.318
4.57,763.009
4.58,752.74
4.59,742.537
4.6,732.428
4.61,722.438
4.62,712.594
4.63,702.921
4.64,693.446
4.65,684.193
4.66,675.186
4.67,666.448
4.68,658.002
4.69,649.87
4.7,642.073
4.71,634.629
4.72,627.56
4.73,620.881
4.74,614.611
4.75,608.764
4.76,603.355
4.77,598.397
4.78,593.903
4.79,589.883
4.8,586.347
4.81,583.302
4.82,580.756
4.83,578.713
4.84,577.179
4.85,576.155
4.86,575.644
4.87,575.645
4.88,576.156
4.89,577.176
4.9,578.7
4.91,580.722
4.92,583.236
4.93,586.234
4.94,589.707
4.95,593.643
4.96,598.032
4.97,602.86
4.98,608.114
4.99,613.777
5,619.835
5.01,626.27
5.02,633.063
5.03,640.196
5.04,647.648
5.05,655.4
5.06,663.429
5.07,671.713
5.08,680.229
5.09,688.955
5.1,697.866
5.11,706.939
5.12,716.148
5.13,725.468
5.14,734.875
5.15,744.343
5.16,753.847
5.17,763.361
5.18,772.859
5.19,782.317
5.2,791.709
5.21,801.01
5.22,810.196
5.23,819.244
5.24,828.128
5.25,836.827
5.26,845.317
5.27,853.576
5.28,861.582
5.29,869.315
5.3,876.756
5.31,883.885
5.32,890.683
5.33,897.134
5.34,903.222
5.35,908.93
5.36,914.246
5.37,919.155
5.38,923.646
5.39,927.708
5.4,931.331
5.41,934.507
5.42,937.228
5.43,939.489
5.44,941.284
5.45,942.61
5.46,943.465
5.47,943.848
5.48,943.759
5.49,943.199
5.5,942.171
5.51,940.68
5.52,938.73
5.53,936.328
5.54,933.481
5.55,930.199
5.56,926.491
5.57,922.368
5.58,917.842
5.59,912.927
5.6,907.636
5.61,901.985
5.62,895.989
5.63,889.666
5.64,883.034
5.65,876.11
5.66,868.915
5.67,861.467
5.68,853.788
5.69,845.898
5.7,837.82
5.71,829.575
5.72,821.186
5.73,812.675
5.74,804.066
5.75,795.381
5.76,786.644
5.77,777.879
5.78,769.109
5.79,760.358
5.8,751.649
5.81,743.004
5.82,734.447
5.83,726.001
5.84,717.687
5.85,709.526
5.86,701.542
5.87,693.753
5.88,686.182
5.89,678.846
5.9,671.766
5.91,664.959
5.92,658.443
5.93,652.235
5.94,646.349
5.95,640.801
5.96,635.606
5.97,630.775
5.98,626.321
5.99,622.254
6,618.584
6.01,615.321
6.02,612.472
6.03,610.042
6.04,608.038
6.05,606.464
6.06,605.323
6.07,604.616
6.08,604.345
6.09,604.509
6.1,605.106
6.11,606.134
6.12,607.589
6.13,609.465
6.14,611.757
6.15,614.458
6.16,617.558
6.17,621.049
6.18,624.921
6.19,629.162
6.2,633.759
6.21,638.7
6.22,643.971
6.23,649.556
6.24,655.44
6.25,661.606
6.26,668.037
6.27,674.716
6.28,681.623
6.29,688.741
6.3,696.048
6.31,703.526
6.32,711.154
6.33,718.91
6.34,726.775
6.35,734.727
6.36,742.744
6.37,750.805
6.38,758.888
6.39,766.971
6.4,775.034
6.41,783.053
6.42,791.009
6.43,798.88
6.44,806.646
6.45,814.285
6.46,821.779
6.47,829.108
6.48,836.252
6.49,843.193
6.5,849.912
6.51,856.394
6.52,862.62
6.53,868.575
6.54,874.244
6.55,879.612
6.56,884.667
6.57,889.394
6.58,893.784
6.59,897.824
6.6,901.505
6.61,904.818
6.62,907.755
6.63,910.31
6.64,912.476
6.65,914.249
6.66,915.626
6.67,916.603
6.68,917.179
6.69,917.354
6.7,917.127
6.71,916.502
6.72,915.48
6.73,914.066
6.74,912.264
6.75,910.08
6.76,907.52
6.77,904.594
6.78,901.309
6.79,897.675
6.8,893.702
6.81,889.404
6.82,884.79
6.83,879.876
6.84,874.674
6.85,869.2
6.86,863.468
6.87,857.495
6.88,851.297
6.89,844.891
6.9,838.296
6.91,831.528
6.92,824.607
6.93,817.551
6.94,810.38
6.95,803.113
6.96,795.769
6.97,788.369
6.98,780.932
6.99,773.479
7,766.029
7.01,758.602
7.02,751.219
7.03,743.897
7.04,736.658
7.05,729.519
7.06,722.5
7.07,715.619
7.08,708.893
7.09,702.341
7.1,695.979
7.11,689.825
7.12,683.893
7.13,678.198
7.14,672.757
7.15,667.582
7.16,662.686
7.17,658.082
7.18,653.781
7.19,649.795
7.2,646.131
7.21,642.801
7.22,639.811
7.23,637.169
7.24,634.881
7.25,632.951
7.26,631.385
7.27,630.185
7.28,629.353
7.29,628.892
7.3,628.8
7.31,629.078
7.32,629.723
7.33,630.733
7.34,632.105
7.35,633.833
7.36,635.912
7.37,638.335
7.38,641.096
7.39,644.186
7.4,647.595
7.41,651.314
7.42,655.333
7.43,659.639
7.44,664.22
7.45,669.064
7.46,674.156
7.47,679.483
7.48,685.03
7.49,690.781
7.5,696.72
7.51,702.832
7.52,709.099
7.53,715.504
7.54,722.03
7.55,728.659
7.56,735.373
7.57,742.154
7.58,748.984
7.59,755.845
7.6,762.717
7.61,769.582
7.62,776.423
7.63,783.22
7.64,789.957
7.65,796.615
7.66,803.176
7.67,809.625
7.68,815.943
7.69,822.115
7.7,828.123
7.71,833.953
7.72,839.59
7.73,845.019
7.74,850.225
7.75,855.197
7.76,859.92
7.77,864.384
7.78,868.577
7.79,872.488
7.8,876.108
7.81,879.428
7.82,882.44
7.83,885.136
7.84,887.511
7.85,889.559
7.86,891.276
7.87,892.656
7.88,893.699
7.89,894.402
7.9,894.763
7.91,894.783
7.92,894.464
7.93,893.805
7.94,892.811
7.95,891.485
7.96,889.831
7.97,887.854
7.98,885.561
7.99,882.958
8,880.054
8.01,876.857
8.02,873.375
8.03,869.62
8.04,865.602
8.05,861.332
8.06,856.823
8.07,852.087
8.08,847.137
8.09,841.987
8.1,836.651
8.11,831.144
8.12,825.482
8.13,819.68
8.14,813.752
8.15,807.717
8.16,801.59
8.17,795.387
8.18,789.126
8.19,782.823
8.2,776.495
8.21,770.16
8.22,763.834
8.23,757.533
8.24,751.276
8.25,745.078
8.26,738.955
8.27,732.925
8.28,727.001
8.29,721.201
8.3,715.539
8.31,710.029
8.32,704.687
8.33,699.525
8.34,694.558
8.35,689.798
8.36,685.257
8.37,680.947
8.38,676.878
8.39,673.06
8.4,669.504
8.41,666.218
8.42,663.21
8.43,660.488
8.44,658.057
8.45,655.924
8.46,654.093
8.47,652.569
8.48,651.354
8.49,650.452
8.5,649.863
8.51,649.589
8.52,649.629
8.53,649.982
8.54,650.647
8.55,651.622
8.56,652.901
8.57,654.482
8.58,656.36
8.59,658.528
8.6,660.98
8.61,663.709
8.62,666.706
8.63,669.964
8.64,673.472
8.65,677.221
8.66,681.199
8.67,685.397
8.68,689.801
8.69,694.4
8.7,699.181
8.71,704.13
8.72,709.235
8.73,714.48
8.74,719.852
8.75,725.336
8.76,730.917
8.77,736.58
8.78,742.31
8.79,748.09
8.8,753.906
8.81,759.742
8.82,765.583
8.83,771.411
8.84,777.213
8.85,782.973
8.86,788.675
8.87,794.304
8.88,799.846
8.89,805.287
8.9,810.611
8.91,815.806
8.92,820.857
8.93,825.752
8.94,830.477
8.95,835.022
8.96,839.373
8.97,843.52
8.98,847.453
8.99,851.161
9,854.636
9.01,857.868
9.02,860.849
9.03,863.574
9.04,866.033
9.05,868.223
9.06,870.138
9.07,871.773
9.08,873.125
9.09,874.191
9.1,874.968
9.11,875.457
9.12,875.655
9.13,875.564
9.14,875.184
9.15,874.517
9.16,873.566
9.17,872.334
9.18,870.824
9.19,869.043
9.2,866.994
9.21,864.685
9.22,862.123
9.23,859.314
9.24,856.267
9.25,852.99
9.26,849.494
9.27,845.787
9.28,841.881
9.29,837.786
9.3,833.514
9.31,829.077
9.32,824.486
9.33,819.755
9.34,814.896
9.35,809.924
9.36,804.85
9.37,799.69
9.38,794.457
9.39,789.165
9.4,783.828
9.41,778.462
9.42,773.08
9.43,767.697
9.44,762.327
9.45,756.985
9.46,751.684
9.47,746.439
9.48,741.263
9.49,736.171
9.5,731.174
9.51,726.287
9.52,721.522
9.53,716.891
9.54,712.408
9.55,708.082
9.56,703.925
9.57,699.948
9.58,696.161
9.59,692.574
9.6,689.195
9.61,686.033
9.62,683.096
9.63,680.392
9.64,677.926
9.65,675.704
9.66,673.733
9.67,672.016
9.68,670.557
9.69,669.36
9.7,668.427
9.71,667.76
9.72,667.36
9.73,667.227
9.74,667.362
9.75,667.762
9.76,668.426
9.77,669.352
9.78,670.536
9.79,671.975
9.8,673.664
9.81,675.598
9.82,677.771
9.83,680.176
9.84,682.808
9.85,685.657
9.86,688.716
9.87,691.977
9.88,695.429
9.89,699.063
9.9,702.87
9.91,706.838
9.92,710.956
9.93,715.213
9.94,719.598
9.95,724.098
9.96,728.7
9.97,733.393
9.98,738.164
9.99,743
10,747.887
10.01,752.813
10.02,757.764
10.03,762.726
10.04,767.688
10.05,772.634
10.06,777.553
10.07,782.431
10.08,787.256
10.09,792.014
10.1,796.693
10.11,801.281
10.12,805.766
10.13,810.136
10.14,814.38
10.15,818.488
10.16,822.447
10.17,826.249
10.18,829.883
10.19,833.34
10.2,836.611
10.21,839.689
10.22,842.566
10.23,845.233
10.24,847.686
10.25,849.918
10.26,851.923
10.27,853.696
10.28,855.235
10.29,856.534
10.3,857.592
10.31,858.406
10.32,858.975
10.33,859.298
10.34,859.374
10.35,859.204
10.36,858.789
10.37,858.132
10.38,857.233
10.39,856.097
10.4,854.727
10.41,853.127
10.42,851.303
10.43,849.259
10.44,847.001
10.45,844.537
10.46,841.874
10.47,839.018
10.48,835.978
10.49,832.764
10.5,829.383
10.51,825.845
10.52,822.16
10.53,818.339
10.54,814.391
10.55,810.328
10.56,806.161
10.57,801.902
10.58,797.561
10.59,793.151
10.6,788.683
10.61,784.17
10.62,779.624
10.63,775.057
10.64,770.481
10.65,765.909
10.66,761.352
10.67,756.824
10.68,752.335
10.69,747.898
10.7,743.525
10.71,739.226
10.72,735.014
10.73,730.898
10.74,726.89
10.75,723
10.76,719.239
10.77,715.615
10.78,712.139
10.79,708.819
10.8,705.663
10.81,702.68
10.82,699.877
10.83,697.261
10.84,694.838
10.85,692.615
10.86,690.597
10.87,688.788
10.88,687.193
10.89,685.816
10.9,684.66
10.91,683.727
10.92,683.018
10.93,682.537
10.94,682.282
10.95,682.254
10.96,682.453
10.97,682.878
10.98,683.526
10.99,684.396
11,685.484
11.01,686.787
11.02,688.301
11.03,690.021
11.04,691.943
11.05,694.06
11.06,696.367
11.07,698.856
11.08,701.521
11.09,704.354
11.1,707.347
11.11,710.492
11.12,713.779
11.13,717.201
11.14,720.746
11.15,724.406
11.16,728.17
11.17,732.028
11.18,735.97
11.19,739.985
11.2,744.061
11.21,748.189
11.22,752.356
11.23,756.551
11.24,760.764
11.25,764.983
11.26,769.196
11.27,773.392
11.28,777.561
11.29,781.691
11.3,785.771
11.31,789.79
11.32,793.739
11.33,797.606
11.34,801.383
11.35,805.058
11.36,808.622
11.37,812.066
11.38,815.382
11.39,818.56
11.4,821.593
11.41,824.473
11.42,827.193
11.43,829.745
11.44,832.123
11.45,834.323
11.46,836.337
11.47,838.162
11.48,839.792
11.49,841.225
11.5,842.457
11.51,843.484
11.52,844.306
11.53,844.92
11.54,845.325
11.55,845.52
11.56,845.506
11.57,845.284
11.58,844.854
11.59,844.218
11.6,843.378
11.61,842.337
11.62,841.099
11.63,839.667
11.64,838.046
11.65,836.24
11.66,834.255
11.67,832.097
11.68,829.771
11.69,827.285
11.7,824.645
11.71,821.859
11.72,818.934
11.73,815.88
11.74,812.704
11.75,809.415
11.76,806.022
11.77,802.535
11.78,798.963
11.79,795.316
11.8,791.603
11.81,787.836
11.82,784.023
11.83,780.176
11.84,776.304
11.85,772.419
11.86,768.53
11.87,764.648
11.88,760.784
11.89,756.947
11.9,753.147
11.91,749.396
11.92,745.702
11.93,742.075
11.94,738.525
11.95,735.06
11.96,731.691
11.97,728.425
11.98,725.271
11.99,722.238
12,719.333
12.01,716.563
12.02,713.935
12.03,711.457
12.04,709.133
12.05,706.971
12.06,704.975
12.07,703.151
12.08,701.502
12.09,700.033
12.1,698.746
12.11,697.646
12.12,696.734
12.13,696.013
12.14,695.483
12.15,695.146
12.16,695.002
12.17,695.051
12.18,695.292
12.19,695.724
12.2,696.346
12.21,697.155
12.22,698.149
12.23,699.324
12.24,700.677
12.25,702.204
12.26,703.9
12.27,705.76
12.28,707.78
12.29,709.952
12.3,712.271
12.31,714.731
12.32,717.323
12.33,720.042
12.34,722.88
12.35,725.828
12.36,728.879
12.37,732.023
12.38,735.253
12.39,738.56
12.4,741.934
12.41,745.367
12.42,748.849
12.43,752.37
12.44,755.922
12.45,759.494
12.46,763.077
12.47,766.662
12.48,770.238
12.49,773.797
12.5,777.328
12.51,780.823
12.52,784.272
12.53,787.667
12.54,790.997
12.55,794.256
12.56,797.434
12.57,800.523
12.58,803.515
12.59,806.402
12.6,809.176
12.61,811.832
12.62,814.361
12.63,816.758
12.64,819.017
12.65,821.131
12.66,823.096
12.67,824.906
12.68,826.558
12.69,828.047
12.7,829.371
12.71,830.524
12.72,831.506
12.73,832.314
12.74,832.946
12.75,833.401
12.76,833.678
12.77,833.778
12.78,833.699
12.79,833.444
12.8,833.012
12.81,832.407
12.82,831.629
12.83,830.681
12.84,829.567
12.85,828.289
12.86,826.852
12.87,825.259
12.88,823.517
12.89,821.628
12.9,819.6
12.91,817.437
12.92,815.146
12.93,812.733
12.94,810.206
12.95,807.57
12.96,804.834
12.97,802.005
12.98,799.091
12.99,796.099
13,793.039
13.01,789.917
13.02,786.744
13.03,783.526
13.04,780.274
13.05,776.996
13.06,773.7
13.07,770.396
13.08,767.092
13.09,763.798
13.1,760.521
13.11,757.271
13.12,754.057
13.13,750.886
13.14,747.767
13.15,744.708
13.16,741.718
13.17,738.803
13.18,735.972
13.19,733.231
13.2,730.589
13.21,728.051
13.22,725.624
13.23,723.315
13.24,721.129
13.25,719.071
13.26,717.148
13.27,715.363
13.28,713.721
13.29,712.226
13.3,710.882
13.31,709.691
13.32,708.657
13.33,707.782
13.34,707.067
13.35,706.515
13.36,706.127
13.37,705.902
13.38,705.841
13.39,705.944
13.4,706.21
13.41,706.638
13.42,707.226
13.43,707.973
13.44,708.876
13.45,709.931
13.46,711.137
13.47,712.489
13.48,713.983
13.49,715.616
13.5,717.381
13.51,719.275
13.52,721.291
13.53,723.425
13.54,725.669
13.55,728.018
13.56,730.466
13.57,733.005
13.58,735.628
13.59,738.329
13.6,741.099
13.61,743.932
13.62,746.819
13.63,749.753
13.64,752.725
13.65,755.728
13.66,758.754
13.67,761.795
13.68,764.841
13.69,767.886
13.7,770.92
13.71,773.937
13.72,776.927
13.73,779.884
13.74,782.798
13.75,785.664
13.76,788.472
13.77,791.216
13.78,793.889
13.79,796.484
13.8,798.994
13.81,801.413
13.82,803.733
13.83,805.95
13.84,808.058
13.85,810.052
13.86,811.926
13.87,813.675
13.88,815.296
13.89,816.785
13.9,818.137
13.91,819.35
13.92,820.421
13.93,821.347
13.94,822.126
13.95,822.756
13.96,823.237
13.97,823.567
13.98,823.746
13.99,823.774
14,823.651
14.01,823.377
14.02,822.955
14.03,822.385
14.04,821.669
14.05,820.811
14.06,819.811
14.07,818.674
14.08,817.403
14.09,816.001
14.1,814.473
14.11,812.823
14.12,811.056
14.13,809.176
14.14,807.19
14.15,805.102
14.16,802.919
14.17,800.646
14.18,798.291
14.19,795.858
14.2,793.356
14.21,790.791
14.22,788.17
14.23,785.5
14.24,782.788
14.25,780.042
14.26,777.269
14.27,774.476
14.28,771.672
14.29,768.863
14.3,766.058
14.31,763.263
14.32,760.486
14.33,757.734
14.34,755.016
14.35,752.337
14.36,749.705
14.37,747.126
14.38,744.608
14.39,742.157
14.4,739.779
14.41,737.481
14.42,735.268
14.43,733.146
14.44,731.121
14.45,729.197
14.46,727.38
14.47,725.673
14.48,724.082
14.49,722.611
14.5,721.262
14.51,720.039
14.52,718.945
14.53,717.983
14.54,717.155
14.55,716.462
14.56,715.907
14.57,715.49
14.58,715.211
14.59,715.073
14.6,715.073
14.61,715.213
14.62,715.491
14.63,715.906
14.64,716.456
14.65,717.141
14.66,717.957
14.67,718.903
14.68,719.974
14.69,721.169
14.7,722.483
14.71,723.914
14.72,725.455
14.73,727.104
14.74,728.856
14.75,730.705
14.76,732.646
14.77,734.675
14.78,736.785
14.79,738.97
14.8,741.225
14.81,743.543
14.82,745.918
14.83,748.343
14.84,750.812
14.85,753.319
14.86,755.855
14.87,758.416
14.88,760.992
14.89,763.579
14.9,766.168
14.91,768.753
14.92,771.327
14.93,773.883
14.94,776.414
14.95,778.914
14.96,781.376
14.97,783.794
14.98,786.16
14.99,788.471
15,790.718
15.01,792.897
15.02,795.001
15.03,797.026
15.04,798.966
15.05,800.815
15.06,802.571
15.07,804.227
15.08,805.78
15.09,807.227
15.1,808.562
15.11,809.784
15.12,810.889
15.13,811.875
15.14,812.739
15.15,813.479
15.16,814.094
15.17,814.582
15.18,814.943
15.19,815.175
15.2,815.279
15.21,815.254
15.22,815.102
15.23,814.822
15.24,814.416
15.25,813.885
15.26,813.231
15.27,812.456
15.28,811.562
15.29,810.552
15.3,809.43
15.31,808.198
15.32,806.86
15.33,805.42
15.34,803.882
15.35,802.25
15.36,800.529
15.37,798.724
15.38,796.84
15.39,794.881
15.4,792.854
15.41,790.764
15.42,788.617
15.43,786.419
15.44,784.175
15.45,781.892
15.46,779.575
15.47,777.232
15.48,774.869
15.49,772.491
15.5,770.106
15.51,767.719
15.52,765.338
15.53,762.968
15.54,760.615
15.55,758.287
15.56,755.988
15.57,753.726
15.58,751.505
15.59,749.333
15.6,747.214
15.61,745.154
15.62,743.158
15.63,741.231
15.64,739.379
15.65,737.606
15.66,735.917
15.67,734.315
15.68,732.806
15.69,731.392
15.7,730.078
15.71,728.866
15.72,727.76
15.73,726.761
15.74,725.874
15.75,725.099
15.76,724.438
15.77,723.893
15.78,723.465
15.79,723.154
15.8,722.963
15.81,722.889
15.82,722.934
15.83,723.097
15.84,723.377
15.85,723.773
15.86,724.284
15.87,724.908
15.88,725.643
15.89,726.487
15.9,727.437
15.91,728.491
15.92,729.645
15.93,730.897
15.94,732.241
15.95,733.676
15.96,735.196
15.97,736.797
15.98,738.476
15.99,740.226
16,742.043
16.01,743.923
16.02,745.86
16.03,747.849
16.04,749.884
16.05,751.96
16.06,754.071
16.07,756.211
16.08,758.375
16.09,760.557
16.1,762.75
16.11,764.95
16.12,767.149
16.13,769.343
16.14,771.526
16.15,773.69
16.16,775.832
16.17,777.945
16.18,780.024
16.19,782.063
16.2,784.057
16.21,786
16.22,787.889
16.23,789.717
16.24,791.481
16.25,793.175
16.26,794.795
16.27,796.337
16.28,797.798
16.29,799.173
16.3,800.459
16.31,801.653
16.32,802.752
16.33,803.754
16.34,804.655
16.35,805.454
16.36,806.149
16.37,806.738
16.38,807.22
16.39,807.595
16.4,807.86
16.41,808.017
16.42,808.064
16.43,808.002
16.44,807.832
16.45,807.553
16.46,807.168
16.47,806.678
16.48,806.083
16.49,805.386
16.5,804.59
16.51,803.696
16.52,802.706
16.53,801.625
16.54,800.455
16.55,799.2
16.56,797.862
16.57,796.447
16.58,794.957
16.59,793.397
16.6,791.772
16.61,790.085
16.62,788.342
16.63,786.547
16.64,784.705
16.65,782.822
16.66,780.902
16.67,778.95
16.68,776.973
16.69,774.975
16.7,772.961
16.71,770.937
16.72,768.909
16.73,766.882
16.74,764.861
16.75,762.852
16.76,760.86
16.77,758.89
16.78,756.948
16.79,755.038
16.8,753.166
16.81,751.336
16.82,749.554
16.83,747.823
16.84,746.149
16.85,744.535
16.86,742.985
16.87,741.505
16.88,740.097
16.89,738.765
16.9,737.513
16.91,736.343
16.92,735.258
16.93,734.262
16.94,733.356
16.95,732.542
16.96,731.824
16.97,731.201
16.98,730.677
16.99,730.251
17,729.924
17.01,729.698
17.02,729.573
17.03,729.548
17.04,729.624
17.05,729.8
17.06,730.075
17.07,730.449
17.08,730.919
17.09,731.485
17.1,732.145
17.11,732.896
17.12,733.737
17.13,734.665
17.14,735.677
17.15,736.77
17.16,737.942
17.17,739.189
17.18,740.507
17.19,741.893
17.2,743.342
17.21,744.852
17.22,746.417
17.23,748.033
17.24,749.696
17.25,751.401
17.26,753.144
17.27,754.92
17.28,756.724
17.29,758.551
17.3,760.396
17.31,762.254
17.32,764.121
17.33,765.991
17.34,767.859
17.35,769.72
17.36,771.569
17.37,773.402
17.38,775.214
17.39,776.999
17.4,778.753
17.41,780.472
17.42,782.151
17.43,783.785
