"time","   counter","       y_0","       y_1","       y_2"
0.59,0.4584,1.3845,1.5484,59
0.6,0.4623,1.3845,1.5484,60
0.61,0.46602,1.39,1.4607,61
0.62,0.46955,1.39,1.4607,62
0.63,0.47289,1.3949,1.4607,63
0.64,0.47605,1.3949,1.4607,64
0.65,0.47901,1.3993,1.3701,65
0.66,0.48178,1.3993,1.3701,66
0.67,0.48436,1.4031,1.3701,67
0.68,0.48674,1.4031,1.3701,68
0.69,0.48893,1.4064,1.2775,69
0.7,0.49093,1.4064,1.2775,70
0.71,0.49272,1.4091,1.2775,71
0.72,0.49433,1.4091,1.2775,72
0.73,0.49573,1.4112,1.184,73
0.74,0.49693,1.4112,1.184,74
0.75,0.49794,1.4128,1.184,75
0.76,0.49875,1.4128,1.184,76
0.77,0.49936,1.4138,1.0905,77
0.78,0.49976,1.4138,1.0905,78
0.79,0.49997,1.4142,1.0905,79
0.8,0.49998,1.4142,1.0905,80
0.81,0.49979,1.4141,0.99792,81
0.82,0.49939,1.4141,0.99792,82
0.83,0.4988,1.4134,0.99792,83
0.84,0.49801,1.4134,0.99792,84
0.85,0.49702,1.4121,0.90726,85
0.86,0.49583,1.4121,0.90726,86
0.87,0.49444,1.4103,0.90726,87
0.88,0.49286,1.4103,0.90726,88
0.89,0.49108,1.4079,0.81939,89
0.9,0.4891,1.4079,0.81939,90
0.91,0.48692,1.4049,0.81939,91
0.92,0.48455,1.4049,0.81939,92
0.93,0.48199,1.4014,0.73515,93
0.94,0.47924,1.4014,0.73515,94
0.95,0.47629,1.3973,0.73515,95
0.96,0.47315,1.3973,0.73515,96
0.97,0.46982,1.3927,0.65532,97
0.98,0.46631,1.3927,0.65532,98
0.99,0.46261,1.3875,0.65532,99
1,0.45872,1.3875,0.65532,100
1.01,0.45465,1.3818,0.58063,101
1.02,0.4504,1.3818,0.58063,102
1.03,0.44596,1.3755,0.58063,103
1.04,0.44135,1.3755,0.58063,104
1.05,0.43657,1.3686,0.51174,105
1.06,0.4316,1.3686,0.51174,106
1.07,0.42647,1.3612,0.51174,107
1.08,0.42117,1.3612,0.51174,108
1.09,0.41569,1.3533,0.44921,109
1.1,0.41005,1.3533,0.44921,110
1.11,0.40425,1.3448,0.44921,111
1.12,0.39828,1.3448,0.44921,112
1.13,0.39216,1.3358,0.39356,113
1.14,0.38588,1.3358,0.39356,114
1.15,0.37944,1.3262,0.39356,115
1.16,0.37285,1.3262,0.39356,116
1.17,0.36612,1.3161,0.34518,117
1.18,0.35923,1.3161,0.34518,118
1.19,0.35221,1.3055,0.34518,119
1.2,0.34504,1.3055,0.34518,120
1.21,0.33773,1.2944,0.3044,121
1.22,0.33029,1.2944,0.3044,122
1.23,0.32272,1.2827,0.3044,123
1.24,0.31502,1.2827,0.3044,124
1.25,0.30719,1.2706,0.27145,125
1.26,0.29924,1.2706,0.27145,126
1.27,0.29117,1.2579,0.27145,127
1.28,0.28298,1.2579,0.27145,128
1.29,0.27468,1.2447,0.24644,129
1.3,0.26627,1.2447,0.24644,130
1.31,0.25775,1.2311,0.24644,131
1.32,0.24913,1.2311,0.24644,132
1.33,0.24041,1.2169,0.22941,133
1.34,0.2316,1.2169,0.22941,134
1.35,0.22269,1.2022,0.22941,135
1.36,0.21369,1.2022,0.22941,136
1.37,0.20461,1.1871,0.22031,137
1.38,0.19544,1.1871,0.22031,138
1.39,0.1862,1.1715,0.22031,139
1.4,0.17688,1.1715,0.22031,140
1.41,0.16749,1.1554,0.21896,141
1.42,0.15804,1.1554,0.21896,142
1.43,0.14852,1.1389,0.21896,143
1.44,0.13894,1.1389,0.21896,144
1.45,0.12931,1.1219,0.22512,145
1.46,0.11962,1.1219,0.22512,146
1.47,0.10989,1.1044,0.22512,147
1.48,0.10011,1.1044,0.22512,148
1.49,0.090298,1.0866,0.23845,149
1.5,0.080445,1.0866,0.23845,150
1.51,0.07056,1.0682,0.23845,151
1.52,0.060647,1.0682,0.23845,152
1.53,0.050709,1.0495,0.25852,153
1.54,0.040751,1.0495,0.25852,154
1.55,0.030777,1.0303,0.25852,155
1.56,0.02079,1.0303,0.25852,156
1.57,0.010795,1.0107,0.28481,157
1.58,0.00079633,1.0107,0.28481,158
1.59,-0.0092032,0.99075,0.28481,159
1.6,-0.019199,0.99075,0.28481,160
1.61,-0.029187,0.97037,0.31673,161
1.62,-0.039164,0.97037,0.31673,162
1.63,-0.049124,0.94961,0.31673,163
1.64,-0.059065,0.94961,0.31673,164
1.65,-0.068983,0.92846,0.35363,165
1.66,-0.078873,0.92846,0.35363,166
1.67,-0.088731,0.90694,0.35363,167
1.68,-0.098554,0.90694,0.35363,168
1.69,-0.10834,0.88506,0.3948,169
1.7,-0.11808,0.88506,0.3948,170
1.71,-0.12777,0.86282,0.3948,171
1.72,-0.13741,0.86282,0.3948,172
1.73,-0.147,0.84024,0.43944,173
1.74,-0.15653,0.84024,0.43944,174
1.75,-0.16599,0.81732,0.43944,175
1.76,-0.17539,0.81732,0.43944,176
1.77,-0.18472,0.79408,0.48674,177
1.78,-0.19398,0.79408,0.48674,178
1.79,-0.20315,0.77052,0.48674,179
1.8,-0.21225,0.77052,0.48674,180
1.81,-0.22126,0.74665,0.53585,181
1.82,-0.23018,0.74665,0.53585,182
1.83,-0.23901,0.72248,0.53585,183
1.84,-0.24775,0.72248,0.53585,184
1.85,-0.25638,0.69802,0.58587,185
1.86,-0.26492,0.69802,0.58587,186
1.87,-0.27335,0.67328,0.58587,187
1.88,-0.28166,0.67328,0.58587,188
1.89,-0.28987,0.64828,0.63589,189
1.9,-0.29796,0.64828,0.63589,190
1.91,-0.30593,0.62301,0.63589,191
1.92,-0.31378,0.62301,0.63589,192
1.93,-0.3215,0.5975,0.68499,193
1.94,-0.32909,0.5975,0.68499,194
1.95,-0.33656,0.57174,0.68499,195
1.96,-0.34388,0.57174,0.68499,196
1.97,-0.35107,0.54576,0.73227,197
1.98,-0.35812,0.54576,0.73227,198
1.99,-0.36503,0.51956,0.73227,199
2,-0.37179,0.51956,0.73227,200
2.01,-0.3784,0.49315,0.77681,201
2.02,-0.38486,0.49315,0.77681,202
2.03,-0.39117,0.46654,0.77681,203
2.04,-0.39732,0.46654,0.77681,204
2.05,-0.40331,0.43975,0.81773,205
2.06,-0.40914,0.43975,0.81773,206
2.07,-0.4148,0.41278,0.81773,207
2.08,-0.4203,0.41278,0.81773,208
2.09,-0.42564,0.38565,0.85417,209
2.1,-0.4308,0.38565,0.85417,210
2.11,-0.43579,0.35836,0.85417,211
2.12,-0.4406,0.35836,0.85417,212
2.13,-0.44524,0.33093,0.88531,213
2.14,-0.4497,0.33093,0.88531,214
2.15,-0.45398,0.30337,0.88531,215
2.16,-0.45808,0.30337,0.88531,216
2.17,-0.462,0.27568,0.91038,217
2.18,-0.46573,0.27568,0.91038,218
2.19,-0.46928,0.24789,0.91038,219
2.2,-0.47263,0.24789,0.91038,220
2.21,-0.4758,0.22,0.92867,221
2.22,-0.47878,0.22,0.92867,222
2.23,-0.48157,0.19201,0.92867,223
2.24,-0.48416,0.19201,0.92867,224
2.25,-0.48656,0.16395,0.93952,225
2.26,-0.48877,0.16395,0.93952,226
2.27,-0.49078,0.13583,0.93952,227
2.28,-0.49259,0.13583,0.93952,228
2.29,-0.49421,0.10765,0.94236,229
2.3,-0.49562,0.10765,0.94236,230
2.31,-0.49685,0.079429,0.94236,231
2.32,-0.49787,0.079429,0.94236,232
2.33,-0.49869,0.051176,0.9367,233
2.34,-0.49931,0.051176,0.9367,234
2.35,-0.49974,0.022901,0.9367,235
2.36,-0.49996,0.022901,0.9367,236
2.37,-0.49999,-0.0053818,0.9221,237
2.38,-0.49981,-0.0053818,0.9221,238
2.39,-0.49943,-0.033663,0.9221,239
2.4,-0.49886,-0.033663,0.9221,240
2.41,-0.49808,-0.061931,0.89824,241
2.42,-0.49711,-0.061931,0.89824,242
2.43,-0.49593,-0.090173,0.89824,243
2.44,-0.49456,-0.090173,0.89824,244
2.45,-0.49299,-0.11838,0.86489,245
2.46,-0.49123,-0.11838,0.86489,246
2.47,-0.48926,-0.14654,0.86489,247
2.48,-0.4871,-0.14654,0.86489,248
2.49,-0.48475,-0.17464,0.8219,249
2.5,-0.4822,-0.17464,0.8219,250
2.51,-0.47946,-0.20267,0.8219,251
2.52,-0.47653,-0.20267,0.8219,252
2.53,-0.47341,-0.23062,0.76924,253
2.54,-0.47009,-0.23062,0.76924,254
2.55,-0.46659,-0.25848,0.76924,255
2.56,-0.46291,-0.25848,0.76924,256
2.57,-0.45904,-0.28623,0.70695,257
2.58,-0.45498,-0.28623,0.70695,258
2.59,-0.45074,-0.31387,0.70695,259
2.6,-0.44632,-0.31387,0.70695,260
2.61,-0.44173,-0.34139,0.6352,261
2.62,-0.43695,-0.34139,0.6352,262
2.63,-0.43201,-0.36877,0.6352,263
2.64,-0.42689,-0.36877,0.6352,264
2.65,-0.42159,-0.396,0.55424,265
2.66,-0.41613,-0.396,0.55424,266
2.67,-0.41051,-0.42307,0.55424,267
2.68,-0.40472,-0.42307,0.55424,268
2.69,-0.39876,-0.44997,0.46441,269
2.7,-0.39265,-0.44997,0.46441,270
2.71,-0.38638,-0.47669,0.46441,271
2.72,-0.37996,-0.47669,0.46441,272
2.73,-0.37338,-0.50322,0.36617,273
2.74,-0.36666,-0.50322,0.36617,274
2.75,-0.35979,-0.52955,0.36617,275
2.76,-0.35277,-0.52955,0.36617,276
2.77,-0.34561,-0.55567,0.26005,277
2.78,-0.33832,-0.55567,0.26005,278
2.79,-0.33089,-0.58157,0.26005,279
2.8,-0.32333,-0.58157,0.26005,280
2.81,-0.31563,-0.60723,0.14667,281
2.82,-0.30782,-0.60723,0.14667,282
2.83,-0.29987,-0.63266,0.14667,283
2.84,-0.29181,-0.63266,0.14667,284
2.85,-0.28363,-0.65782,0.026723,285
2.86,-0.27534,-0.65782,0.026723,286
2.87,-0.26694,-0.68273,0.026723,287
2.88,-0.25843,-0.68273,0.026723,288
2.89,-0.24982,-0.70736,-0.099009,289
2.9,-0.24111,-0.70736,-0.099009,290
2.91,-0.2323,-0.73171,-0.099009,291
2.92,-0.2234,-0.73171,-0.099009,292
2.93,-0.21441,-0.75577,-0.22969,293
2.94,-0.20533,-0.75577,-0.22969,294
2.95,-0.19618,-0.77952,-0.22969,295
2.96,-0.18694,-0.77952,-0.22969,296
2.97,-0.17763,-0.80296,-0.36441,297
2.98,-0.16824,-0.80296,-0.36441,298
2.99,-0.15879,-0.82608,-0.36441,299
3,-0.14928,-0.82608,-0.36441,300
3.01,-0.13971,-0.84887,-0.50224,301
3.02,-0.13008,-0.84887,-0.50224,302
3.03,-0.1204,-0.87132,-0.50224,303
3.04,-0.11067,-0.87132,-0.50224,304
3.05,-0.1009,-0.89343,-0.64217,305
3.06,-0.091081,-0.89343,-0.64217,306
3.07,-0.081231,-0.91517,-0.64217,307
3.08,-0.071348,-0.91517,-0.64217,308
3.09,-0.061437,-0.93655,-0.78318,309
3.1,-0.051501,-0.93655,-0.78318,310
3.11,-0.041545,-0.95755,-0.78318,311
3.12,-0.031572,-0.95755,-0.78318,312
3.13,-0.021586,-0.97818,-0.92422,313
3.14,-0.011592,-0.97818,-0.92422,314
3.15,-0.0015927,-0.99841,-0.92422,315
3.16,0.008407,-0.99841,-0.92422,316
3.17,0.018403,-1.0182,-1.0642,317
3.18,0.028392,-1.0182,-1.0642,318
3.19,0.03837,-1.0377,-1.0642,319
3.2,0.048332,-1.0377,-1.0642,320
3.21,0.058275,-1.0567,-1.2022,321
3.22,0.068194,-1.0567,-1.2022,322
3.23,0.078086,-1.0753,-1.2022,323
3.24,0.087947,-1.0753,-1.2022,324
3.25,0.097773,-1.0934,-1.337,325
3.26,0.10756,-1.0934,-1.337,326
3.27,0.1173,-1.1111,-1.337,327
3.28,0.127,-1.1111,-1.337,328
3.29,0.13665,-1.1284,-1.4676,329
3.3,0.14624,-1.1284,-1.4676,330
3.31,0.15577,-1.1452,-1.4676,331
3.32,0.16524,-1.1452,-1.4676,332
3.33,0.17465,-1.1616,-1.593,333
3.34,0.18398,-1.1616,-1.593,334
3.35,0.19324,-1.1775,-1.593,335
3.36,0.20242,-1.1775,-1.593,336
3.37,0.21153,-1.1929,-1.7122,337
3.38,0.22055,-1.1929,-1.7122,338
3.39,0.22948,-1.2079,-1.7122,339
3.4,0.23831,-1.2079,-1.7122,340
3.41,0.24706,-1.2223,-1.8244,341
3.42,0.2557,-1.2223,-1.8244,342
3.43,0.26424,-1.2363,-1.8244,343
3.44,0.27268,-1.2363,-1.8244,344
3.45,0.28101,-1.2498,-1.9285,345
3.46,0.28922,-1.2498,-1.9285,346
3.47,0.29732,-1.2628,-1.9285,347
3.48,0.3053,-1.2628,-1.9285,348
3.49,0.31316,-1.2753,-2.0239,349
3.5,0.32089,-1.2753,-2.0239,350
3.51,0.32849,-1.2872,-2.0239,351
3.52,0.33597,-1.2872,-2.0239,352
3.53,0.3433,-1.2987,-2.1098,353
3.54,0.35051,-1.2987,-2.1098,354
3.55,0.35757,-1.3096,-2.1098,355
3.56,0.36448,-1.3096,-2.1098,356
3.57,0.37126,-1.32,-2.1855,357
3.58,0.37788,-1.32,-2.1855,358
3.59,0.38435,-1.3299,-2.1855,359
3.6,0.39067,-1.3299,-2.1855,360
3.61,0.39683,-1.3393,-2.2504,361
3.62,0.40284,-1.3393,-2.2504,362
3.63,0.40868,-1.3481,-2.2504,363
3.64,0.41436,-1.3481,-2.2504,364
3.65,0.41987,-1.3564,-2.3041,365
3.66,0.42522,-1.3564,-2.3041,366
3.67,0.43039,-1.3641,-2.3041,367
3.68,0.4354,-1.3641,-2.3041,368
3.69,0.44023,-1.3713,-2.3461,369
3.7,0.44488,-1.3713,-2.3461,370
3.71,0.44935,-1.3779,-2.3461,371
3.72,0.45365,-1.3779,-2.3461,372
3.73,0.45776,-1.384,-2.3763,373
3.74,0.46169,-1.384,-2.3763,374
3.75,0.46544,-1.3896,-2.3763,375
3.76,0.469,-1.3896,-2.3763,376
3.77,0.47237,-1.3945,-2.3942,377
3.78,0.47556,-1.3945,-2.3942,378
3.79,0.47855,-1.399,-2.3942,379
3.8,0.48135,-1.399,-2.3942,380
3.81,0.48396,-1.4028,-2.4,381
3.82,0.48638,-1.4028,-2.4,382
3.83,0.4886,-1.4061,-2.4,383
3.84,0.49062,-1.4061,-2.4,384
3.85,0.49245,-1.4089,-2.3936,385
3.86,0.49408,-1.4089,-2.3936,386
3.87,0.49552,-1.411,-2.3936,387
3.88,0.49676,-1.411,-2.3936,388
3.89,0.49779,-1.4127,-2.375,389
3.9,0.49863,-1.4127,-2.375,390
3.91,0.49927,-1.4137,-2.375,391
3.92,0.49971,-1.4137,-2.375,392
3.93,0.49995,-1.4142,-2.3446,393
3.94,0.49999,-1.4142,-2.3446,394
3.95,0.49983,-1.4141,-2.3446,395
3.96,0.49947,-1.4141,-2.3446,396
3.97,0.49891,-1.4134,-2.3026,397
3.98,0.49815,-1.4134,-2.3026,398
3.99,0.49719,-1.4122,-2.3026,399
4,0.49604,-1.4122,-2.3026,400
4.01,0.49468,-1.4104,-2.2495,401
4.02,0.49313,-1.4104,-2.2495,402
4.03,0.49137,-1.4081,-2.2495,403
4.04,0.48943,-1.4081,-2.2495,404
4.05,0.48728,-1.4052,-2.1858,405
4.06,0.48494,-1.4052,-2.1858,406
4.07,0.48241,-1.4017,-2.1858,407
4.08,0.47969,-1.4017,-2.1858,408
4.09,0.47677,-1.3977,-2.112,409
4.1,0.47366,-1.3977,-2.112,410
4.11,0.47037,-1.3931,-2.112,411
4.12,0.46688,-1.3931,-2.112,412
4.13,0.46321,-1.388,-2.0288,413
4.14,0.45935,-1.388,-2.0288,414
4.15,0.45531,-1.3823,-2.0288,415
4.16,0.45109,-1.3823,-2.0288,416
4.17,0.44668,-1.376,-1.937,417
4.18,0.4421,-1.376,-1.937,418
4.19,0.43734,-1.3692,-1.937,419
4.2,0.43241,-1.3692,-1.937,420
4.21,0.4273,-1.3618,-1.8374,421
4.22,0.42202,-1.3618,-1.8374,422
4.23,0.41657,-1.3539,-1.8374,423
4.24,0.41096,-1.3539,-1.8374,424
4.25,0.40518,-1.3455,-1.7308,425
4.26,0.39924,-1.3455,-1.7308,426
4.27,0.39314,-1.3365,-1.7308,427
4.28,0.38689,-1.3365,-1.7308,428
4.29,0.38048,-1.327,-1.6183,429
4.3,0.37391,-1.327,-1.6183,430
4.31,0.3672,-1.317,-1.6183,431
4.32,0.36034,-1.317,-1.6183,432
4.33,0.35333,-1.3064,-1.5007,433
4.34,0.34619,-1.3064,-1.5007,434
4.35,0.3389,-1.2953,-1.5007,435
4.36,0.33148,-1.2953,-1.5007,436
4.37,0.32393,-1.2837,-1.3791,437
4.38,0.31625,-1.2837,-1.3791,438
4.39,0.30844,-1.2716,-1.3791,439
4.4,0.30051,-1.2716,-1.3791,440
4.41,0.29246,-1.2589,-1.2545,441
4.42,0.28429,-1.2589,-1.2545,442
4.43,0.27601,-1.2458,-1.2545,443
4.44,0.26761,-1.2458,-1.2545,444
4.45,0.25911,-1.2322,-1.1279,445
4.46,0.25051,-1.2322,-1.1279,446
4.47,0.24181,-1.218,-1.1279,447
4.48,0.23301,-1.218,-1.1279,448
4.49,0.22411,-1.2034,-1.0004,449
4.5,0.21513,-1.2034,-1.0004,450
4.51,0.20606,-1.1883,-1.0004,451
4.52,0.19691,-1.1883,-1.0004,452
4.53,0.18768,-1.1728,-0.87301,453
4.54,0.17837,-1.1728,-0.87301,454
4.55,0.16899,-1.1567,-0.87301,455
4.56,0.15955,-1.1567,-0.87301,456
4.57,0.15004,-1.1402,-0.74672,457
4.58,0.14047,-1.1402,-0.74672,458
4.59,0.13085,-1.1233,-0.74672,459
4.6,0.12117,-1.1233,-0.74672,460
4.61,0.11144,-1.1058,-0.62254,461
4.62,0.10167,-1.1058,-0.62254,462
4.63,0.091864,-1.088,-0.62254,463
4.64,0.082017,-1.088,-0.62254,464
4.65,0.072136,-1.0697,-0.50142,465
4.66,0.062227,-1.0697,-0.50142,466
4.67,0.052293,-1.051,-0.50142,467
4.68,0.042338,-1.051,-0.50142,468
4.69,0.032366,-1.0319,-0.38426,469
4.7,0.022381,-1.0319,-0.38426,470
4.71,0.012388,-1.0123,-0.38426,471
4.72,0.002389,-1.0123,-0.38426,472
4.73,-0.0076107,-0.99236,-0.27193,473
4.74,-0.017607,-0.99236,-0.27193,474
4.75,-0.027597,-0.97201,-0.27193,475
4.76,-0.037576,-0.97201,-0.27193,476
4.77,-0.047539,-0.95127,-0.1652,477
4.78,-0.057484,-0.95127,-0.1652,478
4.79,-0.067405,-0.93016,-0.1652,479
4.8,-0.0773,-0.93016,-0.1652,480
4.81,-0.087163,-0.90867,-0.064812,481
4.82,-0.096992,-0.90867,-0.064812,482
4.83,-0.10678,-0.88681,-0.064812,483
4.84,-0.11653,-0.88681,-0.064812,484
4.85,-0.12623,-0.8646,0.028602,485
4.86,-0.13588,-0.8646,0.028602,486
4.87,-0.14548,-0.84205,0.028602,487
4.88,-0.15501,-0.84205,0.028602,488
4.89,-0.16449,-0.81916,0.11447,489
4.9,-0.1739,-0.81916,0.11447,490
4.91,-0.18324,-0.79594,0.11447,491
4.92,-0.19251,-0.79594,0.11447,492
4.93,-0.2017,-0.7724,0.19233,493
4.94,-0.21081,-0.7724,0.19233,494
4.95,-0.21983,-0.74856,0.19233,495
4.96,-0.22877,-0.74856,0.19233,496
4.97,-0.23761,-0.72441,0.26178,497
4.98,-0.24636,-0.72441,0.26178,498
4.99,-0.25502,-0.69998,0.26178,499
5,-0.26357,-0.69998,0.26178,500
5.01,-0.27201,-0.67526,0.32254,501
5.02,-0.28035,-0.67526,0.32254,502
5.03,-0.28857,-0.65028,0.32254,503
5.04,-0.29668,-0.65028,0.32254,504
5.05,-0.30467,-0.62503,0.3744,505
5.06,-0.31254,-0.62503,0.3744,506
5.07,-0.32028,-0.59954,0.3744,507
5.08,-0.32789,-0.59954,0.3744,508
5.09,-0.33538,-0.5738,0.41728,509
5.1,-0.34273,-0.5738,0.41728,510
5.11,-0.34994,-0.54784,0.41728,511
5.12,-0.35701,-0.54784,0.41728,512
5.13,-0.36394,-0.52165,0.45118,513
5.14,-0.37072,-0.52165,0.45118,514
5.15,-0.37736,-0.49526,0.45118,515
5.16,-0.38384,-0.49526,0.45118,516
5.17,-0.39017,-0.46867,0.47619,517
5.18,-0.39635,-0.46867,0.47619,518
5.19,-0.40237,-0.44189,0.47619,519
5.2,-0.40822,-0.44189,0.47619,520
5.21,-0.41391,-0.41494,0.49251,521
5.22,-0.41944,-0.41494,0.49251,522
5.23,-0.4248,-0.38782,0.49251,523
5.24,-0.42999,-0.38782,0.49251,524
5.25,-0.435,-0.36054,0.50042,525
5.26,-0.43985,-0.36054,0.50042,526
5.27,-0.44451,-0.33312,0.50042,527
5.28,-0.449,-0.33312,0.50042,528
5.29,-0.45331,-0.30557,0.50032,529
5.3,-0.45744,-0.30557,0.50032,530
5.31,-0.46139,-0.27789,0.50032,531
5.32,-0.46515,-0.27789,0.50032,532
5.33,-0.46872,-0.25011,0.49264,533
5.34,-0.47211,-0.25011,0.49264,534
5.35,-0.47531,-0.22222,0.49264,535
5.36,-0.47832,-0.22222,0.49264,536
5.37,-0.48113,-0.19424,0.47795,537
5.38,-0.48376,-0.19424,0.47795,538
5.39,-0.48619,-0.16619,0.47795,539
5.4,-0.48843,-0.16619,0.47795,540
5.41,-0.49047,-0.13807,0.45685,541
5.42,-0.49231,-0.13807,0.45685,542
5.43,-0.49396,-0.1099,0.45685,543
5.44,-0.49541,-0.1099,0.45685,544
5.45,-0.49666,-0.081678,0.43003,545
5.46,-0.49772,-0.081678,0.43003,546
5.47,-0.49857,-0.053426,0.43003,547
5.48,-0.49923,-0.053426,0.43003,548
5.49,-0.49968,-0.025153,0.39822,549
5.5,-0.49994,-0.025153,0.39822,550
5.51,-0.5,0.0031294,0.39822,551
5.52,-0.49985,0.0031294,0.39822,552
5.53,-0.49951,0.031411,0.36223,553
5.54,-0.49896,0.031411,0.36223,554
5.55,-0.49822,0.05968,0.36223,555
5.56,-0.49728,0.05968,0.36223,556
5.57,-0.49613,0.087926,0.32288,557
5.58,-0.49479,0.087926,0.32288,558
5.59,-0.49326,0.11614,0.32288,559
5.6,-0.49152,0.11614,0.32288,560
5.61,-0.48959,0.1443,0.28104,561
5.62,-0.48746,0.1443,0.28104,562
5.63,-0.48514,0.17241,0.28104,563
5.64,-0.48262,0.17241,0.28104,564
5.65,-0.47991,0.20044,0.2376,565
5.66,-0.47701,0.20044,0.2376,566
5.67,-0.47392,0.2284,0.2376,567
5.68,-0.47063,0.2284,0.2376,568
5.69,-0.46716,0.25626,0.19347,569
5.7,-0.46351,0.25626,0.19347,570
5.71,-0.45966,0.28403,0.19347,571
5.72,-0.45564,0.28403,0.19347,572
5.73,-0.45143,0.31168,0.14956,573
5.74,-0.44704,0.31168,0.14956,574
5.75,-0.44247,0.3392,0.14956,575
5.76,-0.43773,0.3392,0.14956,576
5.77,-0.43281,0.36659,0.10677,577
5.78,-0.42771,0.36659,0.10677,578
5.79,-0.42245,0.39383,0.10677,579
5.8,-0.41701,0.39383,0.10677,580
5.81,-0.41141,0.42092,0.065993,581
5.82,-0.40565,0.42092,0.065993,582
5.83,-0.39972,0.44783,0.065993,583
5.84,-0.39364,0.44783,0.065993,584
5.85,-0.38739,0.47457,0.028086,585
5.86,-0.38099,0.47457,0.028086,586
5.87,-0.37444,0.50112,0.028086,587
5.88,-0.36774,0.50112,0.028086,588
5.89,-0.36089,0.52747,-0.0061187,589
5.9,-0.3539,0.52747,-0.0061187,590
5.91,-0.34676,0.5536,-0.0061187,591
5.92,-0.33949,0.5536,-0.0061187,592
5.93,-0.33208,0.57952,-0.035836,593
5.94,-0.32454,0.57952,-0.035836,594
5.95,-0.31687,0.6052,-0.035836,595
5.96,-0.30907,0.6052,-0.035836,596
5.97,-0.30115,0.63064,-0.060332,597
5.98,-0.2931,0.63064,-0.060332,598
5.99,-0.28494,0.65583,-0.060332,599
6,-0.27667,0.65583,-0.060332,600
6.01,-0.26829,0.68075,-0.078933,601
6.02,-0.25979,0.68075,-0.078933,602
6.03,-0.2512,0.70541,-0.078933,603
6.04,-0.2425,0.70541,-0.078933,604
6.05,-0.23371,0.72978,-0.091033,605
6.06,-0.22482,0.72978,-0.091033,606
6.07,-0.21585,0.75386,-0.091033,607
6.08,-0.20678,0.75386,-0.091033,608
6.09,-0.19764,0.77764,-0.096098,609
6.1,-0.18841,0.77764,-0.096098,610
6.11,-0.17911,0.80111,-0.096098,611
6.12,-0.16974,0.80111,-0.096098,612
6.13,-0.1603,0.82425,-0.093678,613
6.14,-0.1508,0.82425,-0.093678,614
6.15,-0.14124,0.84707,-0.093678,615
6.16,-0.13162,0.84707,-0.093678,616
6.17,-0.12194,0.86955,-0.083405,617
6.18,-0.11222,0.86955,-0.083405,618
6.19,-0.10245,0.89168,-0.083405,619
6.2,-0.092647,0.89168,-0.083405,620
6.21,-0.082802,0.91345,-0.065001,621
6.22,-0.072924,0.91345,-0.065001,622
6.23,-0.063017,0.93486,-0.065001,623
6.24,-0.053085,0.93486,-0.065001,624
6.25,-0.043132,0.9559,-0.038282,625
6.26,-0.033161,0.9559,-0.038282,626
