"time","valves_mv1","valves_mv2","valves_mv3","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","egsCarSpeed","egsState","egsGear","egsTargetGear","tShiftStart"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,2,-2,0,0
0.02,0,0,0,0,0,0.02,0.02,0,0,2.2371057328870753e-065,2,-2,0,0
0.03,0,0,0,0,0,0.040000000000000001,0.040000000000000001,0,0,4.0119871033557344e-065,2,-2,0,0
0.04,0,0,0,0,0,0.059999999999999998,0.059999999999999998,0,0,2.3722908971068843e-065,2,-2,0,0
0.05,0,0,0,0,0,0.080000000000000002,0.080000000000000002,0,0,3.8885879655220227e-065,2,-2,0,0
0.06,0,0,0,0,0,0.10000000000000001,0.10000000000000001,0,0,2.4571803879851167e-065,2,-2,0,0
0.07,0,0,0,0,0,0.12,0.12,0,0,-6.7357925122313281e-066,2,-2,0,0
0.08,0,0,0,0,0,0.14000000000000001,0.14000000000000001,0,0,-8.510445787483739e-066,2,-2,0,0
0.09,0,0,0,0,0,0.16,0.16,0,0,-1.3465470370254679e-064,2,-2,0,0
0.1,0,0,0,0,0,0.17999999999999999,0.17999999999999999,0,0,-2.1952274137682341e-066,2,-2,0,0
0.11,0,0,0,0,0,0.20000000000000001,0.20000000000000001,0,0,-5.2065396635950331e-066,2,-2,0,0
0.12,0,0,0,0,0,0.22,0.22,0,0,-2.1658736593909907e-064,2,-2,0,0
0.13,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0,1.2231753997017321e-064,2,-2,0,0
0.14,0,0,0,0,0,0.26000000000000001,0.26000000000000001,0,0,8.7012661203205395e-065,2,-2,0,0
0.15,0,0,0,0,0,0.28000000000000003,0.28000000000000003,0,0,8.3715742921485993e-065,2,-2,0,0
0.16,0,0,0,0,0,0.29999999999999999,0.29999999999999999,0,0,-7.7107417143777391e-065,2,-2,0,0
0.17,0,0,0,0,0,0.32000000000000001,0.32000000000000001,0,0,-4.348208151246585e-066,2,-2,0,0
0.18,0,0,0,0,0,0.34000000000000002,0.34000000000000002,0,0,2.6275815921645806e-012,2,-2,0,0
0.19,0,0,0,0,0,0.35999999999999999,0.35999999999999999,0,0,-2.5778728769866123e-013,2,-2,0,0
0.2,0,0,0,0,0,0.38,0.38,0,0,-2.1212228866482044e-013,2,-2,0,0
0.21,0,0,0,0,0,0.40000000000000002,0.40000000000000002,0,0,-1.9406431731377323e-014,2,-2,0,0
0.22,0,0,0,0,0,0.41999999999999998,0.41999999999999998,0,0,1.4183728970430797e-014,2,-2,0,0
0.23,0,0,0,0,0,0.44,0.44,0,0,-3.2218350611264367e-014,2,-2,0,0
0.24,0,0,0,0,0,0.46000000000000002,0.46000000000000002,0,0,-9.483027513754306e-015,2,-2,0,0
0.25,0,0,0,0,0,0.47999999999999998,0.47999999999999998,0,0,3.6578548517164832e-015,2,-2,0,0
