    "time","dFFREG.dataOut[1]","dFFREG.dataOut[2]"
         0,         1,         1
    0.0015,         1,         1
     0.003,         1,         1
    0.0045,         1,         1
     0.006,         1,         1
    0.0075,         1,         1
     0.009,         1,         1
    0.0105,         1,         1
     0.012,         1,         1
    0.0135,         1,         1
     0.015,         1,         1
    0.0165,         1,         1
     0.018,         1,         1
    0.0195,         1,         1
     0.021,         1,         1
    0.0225,         1,         1
     0.024,         1,         1
    0.0255,         1,         1
     0.027,         1,         1
    0.0285,         1,         1
      0.03,         1,         1
    0.0315,         1,         1
     0.033,         1,         1
    0.0345,         1,         1
     0.036,         1,         1
    0.0375,         1,         1
     0.039,         1,         1
    0.0405,         1,         1
     0.042,         1,         1
    0.0435,         1,         1
     0.045,         1,         1
    0.0465,         1,         1
     0.048,         1,         1
    0.0495,         1,         1
     0.051,         1,         1
    0.0525,         1,         1
     0.054,         1,         1
    0.0555,         1,         1
     0.057,         1,         1
    0.0585,         1,         1
      0.06,         1,         1
    0.0615,         1,         1
     0.063,         1,         1
    0.0645,         1,         1
     0.066,         1,         1
    0.0675,         1,         1
     0.069,         1,         1
    0.0705,         1,         1
     0.072,         1,         1
    0.0735,         1,         1
     0.075,         1,         1
    0.0765,         1,         1
     0.078,         1,         1
    0.0795,         1,         1
     0.081,         1,         1
    0.0825,         1,         1
     0.084,         1,         1
    0.0855,         1,         1
     0.087,         1,         1
    0.0885,         1,         1
      0.09,         1,         1
    0.0915,         1,         1
     0.093,         1,         1
    0.0945,         1,         1
     0.096,         1,         1
    0.0975,         1,         1
     0.099,         1,         1
    0.1005,         1,         1
     0.102,         1,         1
    0.1035,         1,         1
     0.105,         1,         1
    0.1065,         1,         1
     0.108,         1,         1
    0.1095,         1,         1
     0.111,         1,         1
    0.1125,         1,         1
     0.114,         1,         1
    0.1155,         1,         1
     0.117,         1,         1
    0.1185,         1,         1
      0.12,         1,         1
    0.1215,         1,         1
     0.123,         1,         1
    0.1245,         1,         1
     0.126,         1,         1
    0.1275,         1,         1
     0.129,         1,         1
    0.1305,         1,         1
     0.132,         1,         1
    0.1335,         1,         1
     0.135,         1,         1
    0.1365,         1,         1
     0.138,         1,         1
    0.1395,         1,         1
     0.141,         1,         1
    0.1425,         1,         1
     0.144,         1,         1
    0.1455,         1,         1
     0.147,         1,         1
    0.1485,         1,         1
      0.15,         1,         1
    0.1515,         1,         1
     0.153,         1,         1
    0.1545,         1,         1
     0.156,         1,         1
    0.1575,         1,         1
     0.159,         1,         1
    0.1605,         1,         1
     0.162,         1,         1
    0.1635,         1,         1
     0.165,         1,         1
    0.1665,         1,         1
     0.168,         1,         1
    0.1695,         1,         1
     0.171,         1,         1
    0.1725,         1,         1
     0.174,         1,         1
    0.1755,         1,         1
     0.177,         1,         1
    0.1785,         1,         1
      0.18,         1,         1
    0.1815,         1,         1
     0.183,         1,         1
    0.1845,         1,         1
     0.186,         1,         1
    0.1875,         1,         1
     0.189,         1,         1
    0.1905,         1,         1
     0.192,         1,         1
    0.1935,         1,         1
     0.195,         1,         1
    0.1965,         1,         1
     0.198,         1,         1
    0.1995,         1,         1
     0.201,         1,         1
    0.2025,         1,         1
     0.204,         1,         1
    0.2055,         1,         1
     0.207,         1,         1
    0.2085,         1,         1
      0.21,         1,         1
    0.2115,         1,         1
     0.213,         1,         1
    0.2145,         1,         1
     0.216,         1,         1
    0.2175,         1,         1
     0.219,         1,         1
    0.2205,         1,         1
     0.222,         1,         1
    0.2235,         1,         1
     0.225,         1,         1
    0.2265,         1,         1
     0.228,         1,         1
    0.2295,         1,         1
     0.231,         1,         1
    0.2325,         1,         1
     0.234,         1,         1
    0.2355,         1,         1
     0.237,         1,         1
    0.2385,         1,         1
