"Time","speed@expseu_","heat@expseu_","torque@expseu_","tempc@tpf_st_chamber","tau@tpf_st_chamber","press@tpf_st_chamber","dm2@tpf_pump","out2@division"
0.000000000000000E+00,1.000000000000000E+02,1.000000000000000E+05,5.542113338010400E-01,1.990395669635000E+01,2.500000000000000E+01,2.337000000000000E-02,1.303208228903200E-01,2.400000000000000E-01
1.000000000000000E+00,9.450848750590001E+01,1.000000000000000E+05,7.300312827939200E-01,2.815840255706400E+01,2.579611757199900E+01,3.835196915454900E-02,8.663845338291699E-02,2.479611757199900E-01
2.000000000000000E+00,8.889604985840000E+01,1.000000000000000E+05,8.881846327511100E-01,3.498708620271900E+01,2.624009836592000E+01,5.646752148594100E-02,4.033103157124700E-02,2.524009836592000E-01
3.000000000000000E+00,8.320594033380000E+01,1.000000000000000E+05,1.030246152305700E+00,4.108811809484200E+01,2.647069942547600E+01,7.849597210272199E-02,1.620639744197200E-02,2.547069942547600E-01
4.000000000000000E+00,7.747269406280000E+01,1.000000000000000E+05,1.157217811653100E+00,4.687295902222300E+01,2.659182804991400E+01,1.058586214328400E-01,3.491568897499200E-03,2.559182804991400E-01
5.000000000000000E+00,7.173301170160001E+01,1.000000000000000E+05,1.265080140860500E+00,5.254434438221200E+01,2.666369107778900E+01,1.402625803977800E-01,0.000000000000000E+00,2.566369107778900E-01
6.000000000000000E+00,6.603426005359999E+01,1.000000000000000E+05,1.345570801607400E+00,5.822619706030900E+01,2.673686810646700E+01,1.839048393111000E-01,0.000000000000000E+00,2.573686810646700E-01
7.000000000000000E+00,6.044621612690000E+01,1.000000000000000E+05,1.383967941709900E+00,6.392283605737200E+01,2.681570674001800E+01,2.387844657108300E-01,0.000000000000000E+00,2.581570674001800E-01
8.000000000000000E+00,5.507014173580000E+01,1.000000000000000E+05,1.362114382662200E+00,6.962831855778100E+01,2.689983691281000E+01,3.071034302229100E-01,0.000000000000000E+00,2.589983691281000E-01
9.000000000000000E+00,5.004425604080000E+01,1.000000000000000E+05,1.258554634280600E+00,7.533678300790100E+01,2.698890112422300E+01,3.913246914103300E-01,0.000000000000000E+00,2.598890112422300E-01
1.000000000000000E+01,4.554916315110000E+01,1.000000000000000E+05,1.048431944876100E+00,8.104290740983600E+01,2.708255891466700E+01,4.941775354686300E-01,0.000000000000000E+00,2.608255891466700E-01
1.100000000000000E+01,4.181334396150000E+01,1.000000000000000E+05,7.034153616810400E-01,8.674157840586300E+01,2.718048004667100E+01,6.186483410745700E-01,0.000000000000000E+00,2.618048004667100E-01
1.200000000000000E+01,3.912272743600000E+01,1.000000000000000E+05,1.852771883883900E-01,9.242776182164801E+01,2.728233990886800E+01,7.679646101323300E-01,0.000000000000000E+00,2.628233990886800E-01
1.300000000000000E+01,3.791167787700000E+01,1.000000000000000E+05,-6.585079503636601E-01,9.808993022158801E+01,2.738732987912900E+01,9.453493232172100E-01,0.000000000000000E+00,2.638732987912900E-01
1.400000000000000E+01,3.890759835110000E+01,1.000000000000000E+05,-1.861835922480900E+00,1.037266260917900E+02,2.749533207907900E+01,1.154457046933900E+00,0.000000000000000E+00,2.649533207907900E-01
1.500000000000000E+01,4.272458115530000E+01,1.000000000000000E+05,-3.424521409238000E+00,1.093357498358500E+02,2.760618109314600E+01,1.399128056993000E+00,0.000000000000000E+00,2.660618109314600E-01
1.600000000000000E+01,5.009001218830000E+01,1.000000000000000E+05,-5.443422056457800E+00,1.149118888162100E+02,2.771946340688000E+01,1.683197413788500E+00,0.000000000000000E+00,2.671946340688000E-01
1.700000000000000E+01,6.190920596010000E+01,1.000000000000000E+05,-8.001185325289701E+00,1.204488201645600E+02,2.783468081072900E+01,2.010482834978000E+00,0.000000000000000E+00,2.683468081072900E-01
1.800000000000000E+01,7.923381103080000E+01,9.991356052160000E+04,-1.118510720545800E+01,1.259389930618000E+02,2.795120203372900E+01,2.384646315607500E+00,0.000000000000000E+00,2.695120203373000E-01
1.900000000000000E+01,1.032359600650000E+02,9.803036248890001E+04,-1.509070150084200E+01,1.313728617385100E+02,2.806819417139000E+01,2.808994366562800E+00,0.000000000000000E+00,2.706819417139100E-01
2.000000000000000E+01,1.350713287140000E+02,9.442129173339999E+04,-1.981017393084500E+01,1.367332766934400E+02,2.818442492322700E+01,3.285741999339500E+00,0.000000000000000E+00,2.718442492322700E-01
2.100000000000000E+01,1.756980783580000E+02,8.900571609560000E+04,-2.532922527335800E+01,1.419075511466300E+02,2.829612830070000E+01,3.806051592815800E+00,0.000000000000000E+00,2.729612830070000E-01
2.200000000000000E+01,2.256687210490000E+02,8.185790981329999E+04,-3.153454113186700E+01,1.467857182558300E+02,2.839909399196900E+01,4.355555568316300E+00,0.000000000000000E+00,2.739909399196900E-01
2.300000000000000E+01,2.849351009620000E+02,7.323206433050000E+04,-3.818212205222300E+01,1.512525827446900E+02,2.848850830535500E+01,4.913029632430700E+00,0.000000000000000E+00,2.748850830535500E-01
2.400000000000000E+01,3.527460825350000E+02,6.354343618300000E+04,-4.491095277192500E+01,1.551966266716100E+02,2.855927496743900E+01,5.451515379557600E+00,0.000000000000000E+00,2.755927496744100E-01
2.500000000000000E+01,4.276553290160000E+02,5.331588284700000E+04,-5.129454553161900E+01,1.585209587550500E+02,2.860651191917800E+01,5.941155495071600E+00,0.000000000000000E+00,2.760651191917800E-01
2.600000000000000E+01,5.076476366070000E+02,4.310631366890000E+04,-5.690802667524400E+01,1.611537191881400E+02,2.862614312716800E+01,6.353314518003000E+00,0.000000000000000E+00,2.762614312717000E-01
2.700000000000000E+01,5.903436044320000E+02,3.343262326990000E+04,-6.139208632276000E+01,1.630559821456100E+02,2.861547024055800E+01,6.665045314160500E+00,0.000000000000000E+00,2.761547024055900E-01
2.800000000000000E+01,6.732594212450000E+02,2.470431907080000E+04,-6.450635937168499E+01,1.642254760491000E+02,2.857358168500800E+01,6.862655939473200E+00,0.000000000000000E+00,2.757358168500900E-01
2.900000000000000E+01,7.540778629790000E+02,1.717453644020000E+04,-6.616233690116900E+01,1.646957701972400E+02,2.850149662531600E+01,6.943423351628300E+00,0.000000000000000E+00,2.750149662531700E-01
3.000000000000000E+01,8.308369103780000E+02,1.094647417080000E+04,-6.642329304819900E+01,1.645306411826900E+02,2.840198760674200E+01,6.914978789444800E+00,0.000000000000000E+00,2.740198760674300E-01
3.100000000000000E+01,9.020373127040000E+02,5.992074348160000E+03,-6.546990146076701E+01,1.638147189724800E+02,2.827913414853200E+01,6.792726164881500E+00,0.000000000000000E+00,2.727913414853100E-01
3.200000000000000E+01,9.666868098110000E+02,2.185448747130000E+03,-6.355125905668800E+01,1.626434989040500E+02,2.813775647502500E+01,6.596438084899900E+00,0.000000000000000E+00,2.713775647502600E-01
3.300000000000000E+01,1.019270625100000E+03,2.488746075580000E+03,-6.095174337453100E+01,1.611132521934100E+02,2.798279560149500E+01,6.346811582211900E+00,0.000000000000000E+00,2.698279560149500E-01
3.400000000000000E+01,1.023221669250000E+03,2.306582797400000E+04,-5.792236750853500E+01,1.593139390835200E+02,2.781890393431300E+01,6.062982975916000E+00,0.000000000000000E+00,2.681890393431200E-01
3.500000000000000E+01,9.785599080300000E+02,5.386308311030000E+04,-5.499651467134600E+01,1.574989438845600E+02,2.765450576850900E+01,5.787030748337700E+00,0.000000000000000E+00,2.665450576851100E-01
3.600000000000000E+01,8.975016186420000E+02,8.598636144450000E+04,-5.428501879664600E+01,1.568355314425600E+02,2.752052178182700E+01,5.688705874642300E+00,0.000000000000000E+00,2.652052178182700E-01
3.700000000000000E+01,8.282656319490000E+02,9.706668540960000E+04,-5.680680603410300E+01,1.579157448715200E+02,2.743113258142600E+01,5.849496032953800E+00,0.000000000000000E+00,2.643113258142700E-01
3.800000000000000E+01,7.862467100980000E+02,9.381113321900000E+04,-6.300990527734400E+01,1.608090212081400E+02,2.738708170212500E+01,6.298092116861600E+00,0.000000000000000E+00,2.638708170212600E-01
3.900000000000000E+01,7.666659610409999E+02,8.568389864040000E+04,-7.099273045997199E+01,1.643030613233300E+02,2.735666399982200E+01,6.875928571014500E+00,0.000000000000000E+00,2.635666399982200E-01
4.000000000000000E+01,7.641735490029999E+02,7.671267969130000E+04,-7.909900783873600E+01,1.675651950594500E+02,2.731723200912000E+01,7.452728885147800E+00,0.000000000000000E+00,2.631723200912000E-01
4.100000000000000E+01,7.737007726620000E+02,6.858549320960000E+04,-8.647767941892100E+01,1.703055756407100E+02,2.725996883250200E+01,7.966381112293900E+00,0.000000000000000E+00,2.625996883250300E-01
4.200000000000000E+01,7.908864868360000E+02,6.192431494010000E+04,-9.271830607275200E+01,1.724649209146700E+02,2.718222047173600E+01,8.390555117811600E+00,0.000000000000000E+00,2.618222047173700E-01
4.300000000000000E+01,8.122560566610000E+02,5.683109912060000E+04,-9.769409332281300E+01,1.740823961234500E+02,2.708431584902200E+01,8.719836910000300E+00,0.000000000000000E+00,2.608431584902300E-01
4.400000000000000E+01,8.352385832940000E+02,5.316212882640000E+04,-1.014591292171400E+02,1.752365070450600E+02,2.696809215039200E+01,8.960969480602900E+00,0.000000000000000E+00,2.596809215039100E-01
4.500000000000000E+01,8.580549749810000E+02,5.066869272120000E+04,-1.041689643111200E+02,1.760161326287500E+02,2.683607773878000E+01,9.126818467292200E+00,0.000000000000000E+00,2.583607773878100E-01
4.600000000000000E+01,8.795954970520000E+02,4.907777037210000E+04,-1.060202224050600E+02,1.765060786308400E+02,2.669099115831800E+01,9.232277996063800E+00,0.000000000000000E+00,2.569099115831900E-01
4.700000000000000E+01,8.992285021770000E+02,4.815148910010000E+04,-1.071361567473800E+02,1.767535981729900E+02,2.654180685954900E+01,9.285920349998600E+00,3.283631352213500E-03,2.554180685955100E-01
4.800000000000000E+01,9.163142253750000E+02,4.787842892530000E+04,-1.073775079018400E+02,1.767139913661400E+02,2.641706421716500E+01,9.277320284355500E+00,8.209036023318199E-03,2.541706421716800E-01
4.900000000000000E+01,9.303168254140000E+02,4.823828140610000E+04,-1.069368877672500E+02,1.764526534496800E+02,2.631638938752600E+01,9.220731870960700E+00,1.218609869745000E-02,2.531638938752400E-01
5.000000000000000E+01,9.411963777640000E+02,4.903185052230000E+04,-1.060567259673400E+02,1.760462536767800E+02,2.623637327156500E+01,9.133274370606800E+00,1.534875513979100E-02,2.523637327156300E-01
5.100000000000000E+01,9.492491522650000E+02,5.004039627960000E+04,-1.049613667072100E+02,1.755656521388100E+02,2.617414137145900E+01,9.030695288424800E+00,1.781000490213900E-02,2.517414137145900E-01
5.200000000000000E+01,9.549348869190000E+02,5.109473326150000E+04,-1.038178378915200E+02,1.750648164671400E+02,2.612696964590000E+01,8.924767861518500E+00,1.967703749123100E-02,2.512696964590000E-01
5.300000000000000E+01,9.587539399300000E+02,5.208573697950000E+04,-1.027321063918900E+02,1.745793630876600E+02,2.609224062610000E+01,8.823033042790399E+00,2.105293960666800E-02,2.509224062610100E-01
5.400000000000000E+01,9.611789066170001E+02,5.295591740630000E+04,-1.017611235042400E+02,1.741296907457200E+02,2.606752352832300E+01,8.729616448592401E+00,2.203351112643500E-02,2.506752352832100E-01
5.500000000000000E+01,9.626165301820000E+02,5.368438804630000E+04,-1.009277770427200E+02,1.737251608177900E+02,2.605065094893700E+01,8.646247570989800E+00,2.270421821154900E-02,2.505065094893800E-01
5.600000000000000E+01,9.633969048890000E+02,5.427325506910000E+04,-1.002337786085700E+02,1.733679210845500E+02,2.603976625312000E+01,8.573149233771700E+00,2.313830541012600E-02,2.503976625311800E-01
5.700000000000000E+01,9.637735090930000E+02,5.473686989160000E+04,-9.966915203380999E+01,1.730558666122300E+02,2.603333367659800E+01,8.509697399592500E+00,2.339638248396500E-02,2.503333367659900E-01
5.800000000000000E+01,9.639329635420000E+02,5.509459263620000E+04,-9.921853629623099E+01,1.727847180779100E+02,2.603012003881900E+01,8.454865342324300E+00,2.352713494485300E-02,2.503012003882200E-01
5.900000000000000E+01,9.640067742060000E+02,5.536666774610000E+04,-9.886501397330900E+01,1.725493508079600E+02,2.602916215207300E+01,8.407495976952900E+00,2.356860197920300E-02,2.502916215207300E-01
6.000000000000000E+01,9.640824468590000E+02,5.557184913130000E+04,-9.859223498344900E+01,1.723445806409400E+02,2.602972517179500E+01,8.366455537344500E+00,2.354981459525800E-02,2.502972517179500E-01
6.100000000000000E+01,9.642142213150000E+02,5.572613386960000E+04,-9.838547377385900E+01,1.721655920050800E+02,2.603126117449500E+01,8.330712272654599E+00,2.349242674920700E-02,2.503126117449500E-01
6.200000000000000E+01,9.644323265150000E+02,5.584257930000000E+04,-9.823204378791699E+01,1.720081342598900E+02,2.603337160303900E+01,8.299368652457099E+00,2.341219526692300E-02,2.503337160303800E-01
6.300000000000000E+01,9.647501014390000E+02,5.593160326640000E+04,-9.812130360449500E+01,1.718685689032400E+02,2.603577354414000E+01,8.271664799090100E+00,2.332030969962600E-02,2.503577354414100E-01
6.400000000000000E+01,9.651692758640000E+02,5.600130056020000E+04,-9.804453175849800E+01,1.717438783346100E+02,2.603827168239100E+01,8.246975563158800E+00,2.322449839180600E-02,2.503827168239100E-01
6.500000000000000E+01,9.656840602010000E+02,5.605772310700000E+04,-9.799457620959799E+01,1.716315124911600E+02,2.604073674705500E+01,8.224776676980900E+00,2.312988039480600E-02,2.504073674705600E-01
