"time","heatCapacitor.der(T)","heatCapacitor.T","temperatureSensor.port.T","heatCapacitor.der_T","heatingResistor.R","heatingResistor.v","heatingResistor.p.i","heatingResistor.heatPort.Q_flow","heatingResistor.LossPower","thermalConductor.dT","thermalConductor.port_a.Q_flow","thermalConductor.port_b.Q_flow","idealSwitch.s","idealSwitch.v","idealSwitch.LossPower","onOffController.reference","ramp.y","onOffController.u","temperatureSensor.T","logicalNot.y","logicalNot.u","onOffController.y"
2.04,-0.520908187,298.3590829,298.3590829,-0.520908187,10.20427776,0.001020323659,9.998979676e-005,-1.020219553e-007,1.020219553e-007,5.20908289,0.520908289,-0.520908289,9.998979676,9.998979676,0.0009997959457,25.16666667,25.16666667,25.20908289,25.20908289,1,0,0
2.06,-0.5198674117,298.3486751,298.3486751,-0.5198674117,10.20386961,0.001020282853,9.998979717e-005,-1.020178755e-007,1.020178755e-007,5.198675138,0.5198675138,-0.5198675138,9.998979717,9.998979717,0.0009997959538,25.25,25.25,25.19867514,25.19867514,1,0,0
2.08,-0.518828716,298.3382882,298.3382882,-0.518828716,10.20346228,0.001020242128,9.998979758e-005,-1.020138039e-007,1.020138039e-007,5.18828818,0.518828818,-0.518828818,9.998979758,9.998979758,0.000999795962,25.33333333,25.33333333,25.18828818,25.18828818,1,0,0
2.1,-0.5177920955,298.327922,298.327922,-0.5177920955,10.20305576,0.001020201485,9.998979799e-005,-1.020097404e-007,1.020097404e-007,5.177921975,0.5177921975,-0.5177921975,9.998979799,9.998979799,0.0009997959701,25.41666667,25.41666667,25.17792198,25.17792198,1,0,0
2.12,-0.5167575462,298.3175765,298.3175765,-0.5167575462,10.20265006,0.001020160922,9.998979839e-005,-1.02005685e-007,1.02005685e-007,5.167576482,0.5167576482,-0.5167576482,9.998979839,9.998979839,0.0009997959782,25.5,25.5,25.16757648,25.16757648,1,0,0
2.14,-0.5157250639,298.3072517,298.3072517,-0.5157250639,10.20224516,0.001020120441,9.99897988e-005,-1.020016377e-007,1.020016377e-007,5.157251659,0.5157251659,-0.5157251659,9.99897988,9.99897988,0.0009997959863,25.58333333,25.58333333,25.15725166,25.15725166,1,0,0
2.16,-0.5146946446,298.2969475,298.2969475,-0.5146946446,10.20184108,0.001020080041,9.99897992e-005,-1.019975984e-007,1.019975984e-007,5.146947466,0.5146947466,-0.5146947466,9.99897992,9.99897992,0.0009997959944,25.66666667,25.66666667,25.14694747,25.14694747,1,0,0
2.18,-0.513666284,298.2866639,298.2866639,-0.513666284,10.2014378,0.001020039721,9.99897996e-005,-1.019935673e-007,1.019935673e-007,5.13666386,0.513666386,-0.513666386,9.99897996,9.99897996,0.0009997960025,25.75,25.75,25.13666386,25.13666386,1,0,0
2.2,-0.5126399781,298.2764008,298.2764008,-0.5126399781,10.20103533,0.001019999482,9.998980001e-005,-1.019895442e-007,1.019895442e-007,5.126400801,0.5126400801,-0.5126400801,9.998980001,9.998980001,0.0009997960105,25.83333333,25.83333333,25.1264008,25.1264008,1,0,0
2.22,-0.5116157227,298.2661582,298.2661582,-0.5116157227,10.20063366,0.001019959323,9.998980041e-005,-1.019855292e-007,1.019855292e-007,5.116158247,0.5116158247,-0.5116158247,9.998980041,9.998980041,0.0009997960185,25.91666667,25.91666667,25.11615825,25.11615825,1,0,0
2.24,-0.5105935138,298.2559362,298.2559362,-0.5105935138,10.20023279,0.001019919245,9.998980081e-005,-1.019815221e-007,1.019815221e-007,5.105936158,0.5105936158,-0.5105936158,9.998980081,9.998980081,0.0009997960266,26,26,25.10593616,25.10593616,1,0,0
2.26,-0.5095733473,298.2457345,298.2457345,-0.5095733473,10.19983273,0.001019879247,9.998980121e-005,-1.019775231e-007,1.019775231e-007,5.095734493,0.5095734493,-0.5095734493,9.998980121,9.998980121,0.0009997960346,26.08333333,26.08333333,25.09573449,25.09573449,1,0,0
2.28,9.27251248,298.4053703,298.4053703,9.27251248,10.20609295,9.999990202,0.9798059109,-9.798049509,9.798049509,5.255370285,0.5255370285,-0.5255370285,0.9798059109,9.798059109e-006,9.60019623e-006,26.16666667,26.16666667,25.25537029,25.25537029,0,1,1
2.3,9.247027542,298.5905524,298.5905524,9.247027542,10.21335499,9.999990209,0.9791092363,-9.791082777,9.791082777,5.440552352,0.5440552352,-0.5440552352,0.9791092363,9.791092363e-006,9.586548967e-006,26.25,26.25,25.44055235,25.44055235,0,1,1
2.32,9.221621067,298.7752359,298.7752359,9.221621067,10.22059749,9.999990216,0.9784154232,-9.784144659,9.784144659,5.625235921,0.5625235921,-0.5625235921,0.9784154232,9.784154232e-006,9.572967404e-006,26.33333333,26.33333333,25.62523592,25.62523592,0,1,1
2.34,9.196293867,298.9594144,298.9594144,9.196293867,10.22782017,9.999990223,0.9777244863,-9.777235304,9.777235304,5.809414362,0.5809414362,-0.5809414362,0.9777244863,9.777244863e-006,9.559451711e-006,26.41666667,26.41666667,25.80941436,25.80941436,0,1,1
2.36,9.171045826,299.1430878,299.1430878,9.171045826,10.23502305,9.99999023,0.9770364151,-9.770354605,9.770354605,5.993087787,0.5993087787,-0.5993087787,0.9770364151,9.770364151e-006,9.546001564e-006,26.5,26.5,25.99308779,25.99308779,0,1,1
2.38,9.145876694,299.3262573,299.3262573,9.145876694,10.24220617,9.999990236,0.9763511955,-9.763502422,9.763502422,6.176257285,0.6176257285,-0.6176257285,0.9763511955,9.763511955e-006,9.532616569e-006,26.58333333,26.58333333,26.17625728,26.17625728,0,1,1
2.4,9.120786176,299.5089243,299.5089243,9.120786176,10.24936958,9.999990243,0.9756688122,-9.756678603,9.756678603,6.358924266,0.6358924266,-0.6358924266,0.9756688122,9.756688122e-006,9.519296312e-006,26.66666667,26.66666667,26.35892427,26.35892427,0,1,1
2.42,9.095773968,299.6910902,299.6910902,9.095773968,10.25651334,9.99999025,0.9749892498,-9.749882992,9.749882992,6.541090246,0.6541090246,-0.6541090246,0.9749892498,9.749892498e-006,9.506040373e-006,26.75,26.75,26.54109025,26.54109025,0,1,1
2.44,9.070839757,299.8727568,299.8727568,9.070839757,10.26363752,9.999990257,0.9743124927,-9.743115434,9.743115434,6.72275677,0.672275677,-0.672275677,0.9743124927,9.743124927e-006,9.492848335e-006,26.83333333,26.83333333,26.72275677,26.72275677,0,1,1
2.46,9.045983236,300.0539254,300.0539254,9.045983236,10.27074217,9.999990264,0.9736385254,-9.736375775,9.736375775,6.903925387,0.6903925387,-0.6903925387,0.9736385254,9.736385254e-006,9.479719782e-006,26.91666667,26.91666667,26.90392539,26.90392539,0,1,1
2.48,9.021204095,300.2345976,300.2345976,9.021204095,10.27782736,9.99999027,0.9729673326,-9.72966386,9.72966386,7.084597648,0.7084597648,-0.7084597648,0.9729673326,9.729673326e-006,9.466654303e-006,27,27,27.08459765,27.08459765,0,1,1
2.5,8.996502027,300.4147751,300.4147751,8.996502027,10.28489314,9.999990277,0.972298899,-9.722979536,9.722979536,7.264775095,0.7264775095,-0.7264775095,0.972298899,9.72298899e-006,9.453651489e-006,27.08333333,27.08333333,27.26477509,27.26477509,0,1,1
2.52,8.971876726,300.5944593,300.5944593,8.971876726,10.29193958,9.999990284,0.9716332093,-9.716322653,9.716322653,7.444459267,0.7444459267,-0.7444459267,0.9716332093,9.716332093e-006,9.440710935e-006,27.16666667,27.16666667,27.44445927,27.44445927,0,1,1
2.54,8.94732789,300.7736517,300.7736517,8.94732789,10.29896673,9.99999029,0.9709702487,-9.709693059,9.709693059,7.623651696,0.7623651696,-0.7623651696,0.9709702487,9.709702487e-006,9.427832239e-006,27.25,27.25,27.6236517,27.6236517,0,1,1
2.56,8.922855215,300.9523539,300.9523539,8.922855215,10.30597466,9.999990297,0.9703100021,-9.703090606,9.703090606,7.802353909,0.7802353909,-0.7802353909,0.9703100021,9.703100021e-006,9.415015002e-006,27.33333333,27.33333333,27.80235391,27.80235391,0,1,1
2.58,8.898458402,301.1305674,301.1305674,8.898458402,10.31296343,9.999990303,0.9696524547,-9.696515145,9.696515145,7.980567425,0.7980567425,-0.7980567425,0.9696524547,9.696524547e-006,9.402258829e-006,27.41666667,27.41666667,27.98056743,27.98056743,0,1,1
2.6,8.874137152,301.3082938,301.3082938,8.874137152,10.31993309,9.99999031,0.9689975918,-9.689966528,9.689966528,8.158293759,0.8158293759,-0.8158293759,0.9689975918,9.689975918e-006,9.389563328e-006,27.5,27.5,28.15829376,28.15829376,0,1,1
2.62,8.849891168,301.4855344,301.4855344,8.849891168,10.3268837,9.999990317,0.9683453987,-9.68344461,9.68344461,8.335534419,0.8335534419,-0.8335534419,0.9683453987,9.683453987e-006,9.376928112e-006,27.58333333,27.58333333,28.33553442,28.33553442,0,1,1
2.64,8.825720155,301.6622909,301.6622909,8.825720155,10.33381533,9.999990323,0.967695861,-9.676949246,9.676949246,8.512290908,0.8512290908,-0.8512290908,0.967695861,9.67695861e-006,9.364352794e-006,27.66666667,27.66666667,28.51229091,28.51229091,0,1,1
2.66,8.801623819,301.8385647,301.8385647,8.801623819,10.34072803,9.99999033,0.9670489643,-9.670480291,9.670480291,8.688564722,0.8688564722,-0.8688564722,0.9670489643,9.670489643e-006,9.351836993e-006,27.75,27.75,28.68856472,28.68856472,0,1,1
2.68,-0.8799406673,301.9494077,301.9494077,-0.8799406673,10.34507481,0.001034400472,9.9989656e-005,-1.034293473e-007,1.034293473e-007,8.799407707,0.8799407707,-0.8799407707,9.9989656,9.9989656,0.0009997931306,27.83333333,27.83333333,28.79940771,28.79940771,1,0,0
2.7,-0.8781831293,301.9318323,301.9318323,-0.8781831293,10.34438558,0.001034331563,9.998965668e-005,-1.034224579e-007,1.034224579e-007,8.781832328,0.8781832328,-0.8781832328,9.998965668,9.998965668,0.0009997931444,27.91666667,27.91666667,28.78183233,28.78183233,1,0,0
2.72,-0.8764287117,301.9142882,301.9142882,-0.8764287117,10.34369757,0.001034262776,9.998965737e-005,-1.034155806e-007,1.034155806e-007,8.764288152,0.8764288152,-0.8764288152,9.998965737,9.998965737,0.0009997931581,28,28,28.76428815,28.76428815,1,0,0
2.74,-0.874677669,301.8967777,301.8967777,-0.874677669,10.34301089,0.001034194122,9.998965806e-005,-1.034087167e-007,1.034087167e-007,8.746777724,0.8746777724,-0.8746777724,9.998965806,9.998965806,0.0009997931719,28.08333333,28.08333333,28.74677772,28.74677772,1,0,0
2.76,-0.8729300813,301.8793018,301.8793018,-0.8729300813,10.34232556,0.001034125604,9.998965874e-005,-1.034018662e-007,1.034018662e-007,8.729301847,0.8729301847,-0.8729301847,9.998965874,9.998965874,0.0009997931856,28.16666667,28.16666667,28.72930185,28.72930185,1,0,0
2.78,-0.8711859708,301.8618607,301.8618607,-0.8711859708,10.3416416,0.001034057221,9.998965943e-005,-1.033950294e-007,1.033950294e-007,8.711860742,0.8711860742,-0.8711860742,9.998965943,9.998965943,0.0009997931992,28.25,28.25,28.71186074,28.71186074,1,0,0
2.8,-0.8694453402,301.8444544,301.8444544,-0.8694453402,10.340959,0.001033988975,9.998966011e-005,-1.033882062e-007,1.033882062e-007,8.694454435,0.8694454435,-0.8694454435,9.998966011,9.998966011,0.0009997932129,28.33333333,28.33333333,28.69445444,28.69445444,1,0,0
2.82,-0.8677081857,301.8270829,301.8270829,-0.8677081857,10.34027776,0.001033920866,9.998966079e-005,-1.033813967e-007,1.033813967e-007,8.677082891,0.8677082891,-0.8677082891,9.998966079,9.998966079,0.0009997932265,28.41666667,28.41666667,28.67708289,28.67708289,1,0,0
2.84,-0.8659745016,301.809746,301.809746,-0.8659745016,10.33959788,0.001033852892,9.998966147e-005,-1.033746007e-007,1.033746007e-007,8.659746049,0.8659746049,-0.8659746049,9.998966147,9.998966147,0.0009997932401,28.5,28.5,28.65974605,28.65974605,1,0,0
2.86,-0.8642442811,301.7924438,301.7924438,-0.8642442811,10.33891937,0.001033785054,9.998966215e-005,-1.033678183e-007,1.033678183e-007,8.642443845,0.8642443845,-0.8642443845,9.998966215,9.998966215,0.0009997932537,28.58333333,28.58333333,28.64244385,28.64244385,1,0,0
2.88,-0.8625175176,301.7751762,301.7751762,-0.8625175176,10.3382422,0.001033717352,9.998966283e-005,-1.033610495e-007,1.033610495e-007,8.62517621,0.862517621,-0.862517621,9.998966283,9.998966283,0.0009997932672,28.66666667,28.66666667,28.62517621,28.62517621,1,0,0
2.9,-0.8607942042,301.7579431,301.7579431,-0.8607942042,10.3375664,0.001033649785,9.99896635e-005,-1.033542942e-007,1.033542942e-007,8.607943076,0.8607943076,-0.8607943076,9.99896635,9.99896635,0.0009997932807,28.75,28.75,28.60794308,28.60794308,1,0,0
2.92,-0.859074334,301.7407444,301.7407444,-0.859074334,10.33689194,0.001033582353,9.998966418e-005,-1.033475524e-007,1.033475524e-007,8.590744373,0.8590744373,-0.8590744373,9.998966418,9.998966418,0.0009997932942,28.83333333,28.83333333,28.59074437,28.59074437,1,0,0
2.94,-0.8573579,301.72358,301.72358,-0.8573579,10.33621882,0.001033515056,9.998966485e-005,-1.033408241e-007,1.033408241e-007,8.573580034,0.8573580034,-0.8573580034,9.998966485,9.998966485,0.0009997933077,28.91666667,28.91666667,28.57358003,28.57358003,1,0,0
2.96,-0.8556448955,301.70645,301.70645,-0.8556448955,10.33554706,0.001033447893,9.998966552e-005,-1.033341092e-007,1.033341092e-007,8.556449988,0.8556449988,-0.8556449988,9.998966552,9.998966552,0.0009997933211,29,29,28.55644999,28.55644999,1,0,0
2.98,-0.8539353136,301.6893542,301.6893542,-0.8539353136,10.33487663,0.001033380865,9.998966619e-005,-1.033274077e-007,1.033274077e-007,8.539354169,0.8539354169,-0.8539354169,9.998966619,9.998966619,0.0009997933345,29.08333333,29.08333333,28.53935417,28.53935417,1,0,0
3,-0.8522291474,301.6722925,301.6722925,-0.8522291474,10.33420755,0.00103331397,9.998966686e-005,-1.033207196e-007,1.033207196e-007,8.522292508,0.8522292508,-0.8522292508,9.998966686,9.998966686,0.0009997933479,29.16666667,29.16666667,28.52229251,28.52229251,1,0,0
3.02,-0.8505263902,301.6552649,301.6552649,-0.8505263902,10.3335398,0.001033247209,9.998966753e-005,-1.033140449e-007,1.033140449e-007,8.505264935,0.8505264935,-0.8505264935,9.998966753,9.998966753,0.0009997933612,29.25,29.25,28.50526494,28.50526494,1,0,0
3.04,-0.8488270351,301.6382714,301.6382714,-0.8488270351,10.33287339,0.001033180582,9.998966819e-005,-1.033073835e-007,1.033073835e-007,8.488271384,0.8488271384,-0.8488271384,9.998966819,9.998966819,0.0009997933746,29.33333333,29.33333333,28.48827138,28.48827138,1,0,0
3.06,-0.8471310753,301.6213118,301.6213118,-0.8471310753,10.33220831,0.001033114087,9.998966886e-005,-1.033007355e-007,1.033007355e-007,8.471311786,0.8471311786,-0.8471311786,9.998966886,9.998966886,0.0009997933879,29.41666667,29.41666667,28.47131179,28.47131179,1,0,0
3.08,8.821609062,301.6923606,301.6923606,8.821609062,10.33499453,9.999990324,0.9675854487,-9.675845125,9.675845125,8.542360633,0.8542360633,-0.8542360633,0.9675854487,9.675854487e-006,9.362216005e-006,29.5,29.5,28.54236063,28.54236063,0,1,1
3.1,8.79752577,301.8685498,301.8685498,8.79752577,10.34190391,9.999990331,0.9669390099,-9.669380749,9.669380749,8.718549797,0.8718549797,-0.8718549797,0.9669390099,9.669390099e-006,9.349710489e-006,29.58333333,29.58333333,28.7185498,28.7185498,0,1,1
3.12,8.773516568,302.0442598,302.0442598,8.773516568,10.3487945,9.999990337,0.9662951887,-9.66294255,9.66294255,8.894259816,0.8894259816,-0.8894259816,0.9662951887,9.662951887e-006,9.337263918e-006,29.66666667,29.66666667,28.89425982,28.89425982,0,1,1
3.14,8.749581334,302.219491,302.219491,8.749581334,10.35566631,9.999990343,0.9656539755,-9.65653043,9.65653043,9.069490966,0.9069490966,-0.9069490966,0.9656539755,9.656539755e-006,9.324876004e-006,29.75,29.75,29.06949097,29.06949097,0,1,1
3.16,8.725719852,302.3942442,302.3942442,8.725719852,10.36251938,9.99999035,0.9650153581,-9.650144269,9.650144269,9.244244165,0.9244244165,-0.9244244165,0.9650153581,9.650153581e-006,9.312546415e-006,29.83333333,29.83333333,29.24424416,29.24424416,0,1,1
3.18,8.701931848,302.5685208,302.5685208,8.701931848,10.36935376,9.999990356,0.964379323,-9.643783929,9.643783929,9.418520814,0.9418520814,-0.9418520814,0.964379323,9.64379323e-006,9.300274786e-006,29.91666667,29.91666667,29.41852081,29.41852081,0,1,1
3.2,8.678217031,302.7423224,302.7423224,8.678217031,10.37616951,9.999990363,0.963745856,-9.637449272,9.637449272,9.592322404,0.9592322404,-0.9592322404,0.963745856,9.63745856e-006,9.288060749e-006,30,30,29.5923224,29.5923224,0,1,1
3.22,8.654575116,302.9156504,302.9156504,8.654575116,10.38296668,9.999990369,0.9631149434,-9.631140158,9.631140158,9.765650417,0.9765650417,-0.9765650417,0.9631149434,9.631149434e-006,9.275903941e-006,30.08333333,30.08333333,29.76565042,29.76565042,0,1,1
3.24,8.631005818,303.0885063,303.0885063,8.631005818,10.38974535,9.999990375,0.9624865714,-9.62485645,9.62485645,9.938506315,0.9938506315,-0.9938506315,0.9624865714,9.624865714e-006,9.263804001e-006,30.16666667,30.16666667,29.93850632,29.93850632,0,1,1
3.26,8.607508875,303.2608914,303.2608914,8.607508875,10.39650555,9.999990381,0.9618607269,-9.618598017,9.618598017,10.11089142,1.011089142,-1.011089142,0.9618607269,9.618607269e-006,9.251760579e-006,30.25,30.25,30.11089142,30.11089142,0,1,1
3.28,8.584083998,303.4328072,303.4328072,8.584083998,10.40324734,9.999990388,0.9612373962,-9.612364722,9.612364722,10.28280724,1.028280724,-1.028280724,0.9612373962,9.612373962e-006,9.239773318e-006,30.33333333,30.33333333,30.28280724,30.28280724,0,1,1
3.3,8.560730903,303.6042553,303.6042553,8.560730903,10.40997079,9.999990394,0.9606165657,-9.606156429,9.606156429,10.45425526,1.045425526,-1.045425526,0.9606165657,9.606165657e-006,9.227841863e-006,30.41666667,30.41666667,30.45425526,30.45425526,0,1,1
3.32,8.537449312,303.7752369,303.7752369,8.537449312,10.41667596,9.9999904,0.9599982221,-9.599973005,9.599973005,10.62523693,1.062523693,-1.062523693,0.9599982221,9.599982221e-006,9.215965864e-006,30.5,30.5,30.62523693,30.62523693,0,1,1
3.34,8.514238947,303.9457537,303.9457537,8.514238947,10.42336289,9.999990406,0.9593823521,-9.593814317,9.593814317,10.79575369,1.079575369,-1.079575369,0.9593823521,9.593823521e-006,9.204144975e-006,30.58333333,30.58333333,30.79575369,30.79575369,0,1,1
3.36,8.491099538,304.115807,304.115807,8.491099538,10.43003165,9.999990412,0.9587689426,-9.587680234,9.587680234,10.96580696,1.096580696,-1.096580696,0.9587689426,9.587689426e-006,9.192378853e-006,30.66666667,30.66666667,30.96580696,30.96580696,0,1,1
3.38,8.468030811,304.2853981,304.2853981,8.468030811,10.43668228,9.999990418,0.9581579807,-9.581570626,9.581570626,11.13539815,1.113539815,-1.113539815,0.9581579807,9.581579807e-006,9.180667159e-006,30.75,30.75,31.13539815,31.13539815,0,1,1
3.4,8.445032498,304.4545287,304.4545287,8.445032498,10.44331485,9.999990425,0.9575494533,-9.575485364,9.575485364,11.30452866,1.130452866,-1.130452866,0.9575494533,9.575494533e-006,9.169009555e-006,30.83333333,30.83333333,31.30452866,31.30452866,0,1,1
3.42,8.422104328,304.6231999,304.6231999,8.422104328,10.44992941,9.999990431,0.9569433476,-9.569424319,9.569424319,11.47319991,1.147319991,-1.147319991,0.9569433476,9.569433476e-006,9.157405706e-006,30.91666667,30.91666667,31.47319991,31.47319991,0,1,1
3.44,8.399246034,304.7914133,304.7914133,8.399246034,10.45652601,9.999990437,0.956339651,-9.563387364,9.563387364,11.6414133,1.16414133,-1.16414133,0.956339651,9.56339651e-006,9.145855281e-006,31,31,31.6414133,31.6414133,0,1,1
3.46,8.376457351,304.9591702,304.9591702,8.376457351,10.46310471,9.999990443,0.9557383507,-9.557374372,9.557374372,11.80917021,1.180917021,-1.180917021,0.9557383507,9.557383507e-006,9.13435795e-006,31.08333333,31.08333333,31.80917021,31.80917021,0,1,1
3.48,8.353738013,305.1264721,305.1264721,8.353738013,10.46966557,9.999990449,0.9551394341,-9.551385218,9.551385218,11.97647205,1.197647205,-1.197647205,0.9551394341,9.551394341e-006,9.122913386e-006,31.16666667,31.16666667,31.97647205,31.97647205,0,1,1
3.5,8.331087758,305.2933202,305.2933202,8.331087758,10.47620863,9.999990455,0.9545428888,-9.545419777,9.545419777,12.14332019,1.214332019,-1.214332019,0.9545428888,9.545428888e-006,9.111521266e-006,31.25,31.25,32.14332019,32.14332019,0,1,1
3.52,8.308506322,305.459716,305.459716,8.308506322,10.48273396,9.999990461,0.9539487024,-9.539477924,9.539477924,12.30971602,1.230971602,-1.230971602,0.9539487024,9.539487024e-006,9.100181269e-006,31.33333333,31.33333333,32.30971602,32.30971602,0,1,1
3.54,-1.233947228,305.4894733,305.4894733,-1.233947228,10.48390091,0.001048280191,9.99895172e-005,-1.048170302e-007,1.048170302e-007,12.33947333,1.233947333,-1.233947333,9.99895172,9.99895172,0.000999790355,31.41666667,31.41666667,32.33947333,32.33947333,1,0,0
3.56,-1.231482733,305.4648284,305.4648284,-1.231482733,10.48293445,0.001048183564,9.998951816e-005,-1.048073695e-007,1.048073695e-007,12.31482838,1.231482838,-1.231482838,9.998951816,9.998951816,0.0009997903743,31.5,31.5,32.31482838,32.31482838,1,0,0
3.58,-1.229022569,305.4402267,305.4402267,-1.229022569,10.48196968,0.001048087107,9.998951913e-005,-1.047977259e-007,1.047977259e-007,12.29022674,1.229022674,-1.229022674,9.998951913,9.998951913,0.0009997903936,31.58333333,31.58333333,32.29022674,32.29022674,1,0,0
3.6,-1.226567104,305.4156721,305.4156721,-1.226567104,10.48100675,0.001047990835,9.998952009e-005,-1.047881006e-007,1.047881006e-007,12.26567209,1.226567209,-1.226567209,9.998952009,9.998952009,0.0009997904128,31.66666667,31.66666667,32.26567209,32.26567209,1,0,0
3.62,-1.224116465,305.3911657,305.3911657,-1.224116465,10.48004571,0.001047894752,9.998952105e-005,-1.047784943e-007,1.047784943e-007,12.2411657,1.22411657,-1.22411657,9.998952105,9.998952105,0.000999790432,31.75,31.75,32.2411657,32.2411657,1,0,0
3.64,-1.221670692,305.366708,305.366708,-1.221670692,10.47908659,0.001047798859,9.998952201e-005,-1.047689071e-007,1.047689071e-007,12.21670797,1.221670797,-1.221670797,9.998952201,9.998952201,0.0009997904512,31.83333333,31.83333333,32.21670797,32.21670797,1,0,0
3.66,-1.219229795,305.342299,305.342299,-1.219229795,10.47812937,0.001047703158,9.998952297e-005,-1.047593389e-007,1.047593389e-007,12.192299,1.2192299,-1.2192299,9.998952297,9.998952297,0.0009997904703,31.91666667,31.91666667,32.192299,32.192299,1,0,0
3.68,-1.216793771,305.3179388,305.3179388,-1.216793771,10.47717407,0.001047607647,9.998952392e-005,-1.047497899e-007,1.047497899e-007,12.16793876,1.216793876,-1.216793876,9.998952392,9.998952392,0.0009997904894,32,32,32.16793876,32.16793876,1,0,0
3.7,-1.214362613,305.2936272,305.2936272,-1.214362613,10.47622067,0.001047512328,9.998952488e-005,-1.047402599e-007,1.047402599e-007,12.14362718,1.214362718,-1.214362718,9.998952488,9.998952488,0.0009997905085,32.08333333,32.08333333,32.14362718,32.14362718,1,0,0
3.72,-1.211936311,305.2693642,305.2693642,-1.211936311,10.47526918,0.001047417199,9.998952583e-005,-1.04730749e-007,1.04730749e-007,12.11936416,1.211936416,-1.211936416,9.998952583,9.998952583,0.0009997905275,32.16666667,32.16666667,32.11936416,32.11936416,1,0,0
3.74,-1.209514857,305.2451496,305.2451496,-1.209514857,10.47431959,0.001047322259,9.998952678e-005,-1.047212571e-007,1.047212571e-007,12.09514962,1.209514962,-1.209514962,9.998952678,9.998952678,0.0009997905465,32.25,32.25,32.09514962,32.09514962,1,0,0
3.76,-1.207098241,305.2209835,305.2209835,-1.207098241,10.4733719,0.00104722751,9.998952773e-005,-1.047117841e-007,1.047117841e-007,12.07098346,1.207098346,-1.207098346,9.998952772,9.998952772,0.0009997905655,32.33333333,32.33333333,32.07098346,32.07098346,1,0,0
3.78,-1.204686455,305.1968656,305.1968656,-1.204686455,10.4724261,0.00104713295,9.998952867e-005,-1.047023301e-007,1.047023301e-007,12.04686559,1.204686559,-1.204686559,9.998952867,9.998952867,0.0009997905844,32.41666667,32.41666667,32.04686559,32.04686559,1,0,0
3.8,-1.202279489,305.1727959,305.1727959,-1.202279489,10.47148219,0.001047038579,9.998952961e-005,-1.04692895e-007,1.04692895e-007,12.02279593,1.202279593,-1.202279593,9.998952961,9.998952961,0.0009997906032,32.5,32.5,32.02279593,32.02279593,1,0,0
3.82,-1.199877332,305.1487744,305.1487744,-1.199877332,10.47054017,0.001046944396,9.998953056e-005,-1.046834787e-007,1.046834787e-007,11.99877437,1.199877437,-1.199877437,9.998953056,9.998953056,0.0009997906221,32.58333333,32.58333333,31.99877437,31.99877437,1,0,0
3.84,-1.197479976,305.1248008,305.1248008,-1.197479976,10.46960003,0.001046850402,9.99895315e-005,-1.046740813e-007,1.046740813e-007,11.9748008,1.19748008,-1.19748008,9.99895315,9.99895315,0.0009997906409,32.66666667,32.66666667,31.9748008,31.9748008,1,0,0
3.86,-1.195087409,305.1008751,305.1008751,-1.195087409,10.46866177,0.001046756596,9.998953243e-005,-1.046647026e-007,1.046647026e-007,11.95087514,1.195087514,-1.195087514,9.998953243,9.998953243,0.0009997906596,32.75,32.75,31.95087514,31.95087514,1,0,0
3.88,-1.192699623,305.0769973,305.0769973,-1.192699623,10.46772538,0.001046662977,9.998953337e-005,-1.046553426e-007,1.046553426e-007,11.92699728,1.192699728,-1.192699728,9.998953337,9.998953337,0.0009997906784,32.83333333,32.83333333,31.92699728,31.92699728,1,0,0
3.9,8.360423606,305.0772346,305.0772346,8.360423606,10.46773469,9.999990447,0.9553156192,-9.553147066,9.553147066,11.9272346,1.19272346,-1.19272346,0.9553156192,9.553156192e-006,9.126279322e-006,32.91666667,32.91666667,31.9272346,31.9272346,0,1,1
3.92,8.337763251,305.2441409,305.2441409,8.337763251,10.47428004,9.999990453,0.9547186459,-9.547177344,9.547177344,12.09414093,1.209414093,-1.209414093,0.9547186459,9.547186459e-006,9.114876928e-006,33,33,32.09414093,32.09414093,0,1,1
3.94,8.315164906,305.4106452,305.4106452,8.315164906,10.48080962,9.999990459,0.9541238534,-9.54122943,9.54122943,12.26064524,1.226064524,-1.226064524,0.9541238534,9.541238534e-006,9.103523276e-006,33.08333333,33.08333333,32.26064524,32.26064524,0,1,1
3.96,8.292632902,305.5767151,305.5767151,8.292632902,10.48732216,9.999990465,0.9535313506,-9.535304414,9.535304414,12.42671512,1.242671512,-1.242671512,0.9535313506,9.535313506e-006,9.092220366e-006,33.16666667,33.16666667,32.42671512,32.42671512,0,1,1
3.98,8.270168509,305.7423407,305.7423407,8.270168509,10.49381728,9.999990471,0.9529411656,-9.529402575,9.529402575,12.59234066,1.259234066,-1.259234066,0.9529411656,9.529411656e-006,9.08096865e-006,33.25,33.25,32.59234066,32.59234066,0,1,1
4,8.24777198,305.9075195,305.9075195,8.24777198,10.50029488,9.999990476,0.9523532996,-9.523523926,9.523523926,12.75751946,1.275751946,-1.275751946,0.9523532996,9.523532996e-006,9.069768072e-006,33.33333333,33.33333333,32.75751946,32.75751946,0,1,1
4.02,8.225443228,306.0722516,306.0722516,8.225443228,10.50675497,9.999990482,0.9517677451,-9.517668392,9.517668392,12.92225164,1.292225164,-1.292225164,0.9517677451,9.517677451e-006,9.058618406e-006,33.41666667,33.41666667,32.92225164,32.92225164,0,1,1
