"time","Piston.body.r_0[2]","Inertia.w"
0,0.39999993,9.40E-06
0.0005,0.39999992,0.004703767
0.001,0.39999992,0.009428053
0.0015,0.39999992,0.014165088
0.002,0.39999992,0.018935431
0.0025,0.39999992,0.023750299
0.003,0.39999992,0.028621013
0.0035,0.39999992,0.033559026
0.004,0.39999991,0.038575951
0.0045,0.39999991,0.043683582
0.005,0.39999991,0.048893932
0.0055,0.3999999,0.05421925
0.006,0.3999999,0.059672059
0.0065,0.39999989,0.06526518
0.007,0.39999988,0.071011766
0.0075,0.39999988,0.076925328
0.008,0.39999987,0.083019771
0.0085,0.39999986,0.089309425
0.009,0.39999985,0.095809081
0.0095,0.39999984,0.10253402
0.01,0.39999983,0.10950005
0.0105,0.39999982,0.11672356
0.011,0.3999998,0.12422153
0.0115,0.39999979,0.13201159
0.012,0.39999977,0.14011206
0.0125,0.39999975,0.14854198
0.013,0.39999973,0.15732117
0.0135,0.3999997,0.16647028
0.014,0.39999968,0.17601082
0.0145,0.39999965,0.18596521
0.015,0.39999962,0.19635686
0.0155,0.39999958,0.20721022
0.016,0.39999954,0.21855078
0.0165,0.3999995,0.23040522
0.017,0.39999945,0.2428014
0.0175,0.3999994,0.25576846
0.018,0.39999935,0.26933691
0.0185,0.39999928,0.28353861
0.019,0.39999921,0.29840698
0.0195,0.39999914,0.31397695
0.02,0.39999905,0.33028513
0.0205,0.39999896,0.34736985
0.021,0.39999886,0.36527127
0.0215,0.39999875,0.38403147
0.022,0.39999863,0.40369453
0.0225,0.39999849,0.42430668
0.023,0.39999834,0.44591634
0.0235,0.39999817,0.46857431
0.024,0.39999799,0.49233382
0.0245,0.39999779,0.5172507
0.025,0.39999757,0.54338349
0.0255,0.39999733,0.57079359
0.026,0.39999706,0.59954538
0.0265,0.39999676,0.62970639
0.027,0.39999644,0.66134746
0.0275,0.39999608,0.69454288
0.028,0.39999568,0.7293706
0.0285,0.39999525,0.76591237
0.029,0.39999477,0.80425396
0.0295,0.39999424,0.84448535
0.03,0.39999365,0.88670093
0.0305,0.39999301,0.93099972
0.031,0.3999923,0.97748561
0.0315,0.39999152,1.0262676
0.032,0.39999066,1.07746
0.0325,0.39998972,1.1311827
0.033,0.39998867,1.1875616
0.0335,0.39998753,1.2467286
0.034,0.39998626,1.3088223
0.0345,0.39998486,1.3739879
0.035,0.39998333,1.4423776
0.0355,0.39998163,1.5141513
0.036,0.39997977,1.5894765
0.0365,0.39997771,1.6685289
0.037,0.39997545,1.7514929
0.0375,0.39997295,1.8385617
0.038,0.3999702,1.9299378
0.0385,0.39996717,2.0258337
0.039,0.39996383,2.1264719
0.0395,0.39996016,2.2320858
0.04,0.39995611,2.3429199
0.0405,0.39995164,2.4592304
0.041,0.39994673,2.5812857
0.0415,0.39994131,2.7093668
0.042,0.39993534,2.843768
0.0425,0.39992877,2.9847976
0.043,0.39992152,3.132778
0.0435,0.39991355,3.2880466
0.044,0.39990476,3.4509564
0.0445,0.39989508,3.6218762
0.045,0.39988441,3.8011919
0.0455,0.39987266,3.9893061
0.046,0.39985973,4.1866397
0.0465,0.39984547,4.3936316
0.047,0.39982978,4.6107396
0.0475,0.39981249,4.8384409
0.048,0.39979345,5.0772325
0.0485,0.39977249,5.3276316
0.049,0.3997494,5.5901758
0.0495,0.39972398,5.8654236
0.05,0.39969599,6.1539543
0.0505,0.39966517,6.456368
0.051,0.39963124,6.773286
0.0515,0.3995939,7.1053498
0.052,0.39955279,7.4532209
0.0525,0.39950755,7.8175803
0.053,0.39945776,8.1991275
0.0535,0.39940298,8.5985787
0.054,0.39934272,9.0166658
0.0545,0.39927642,9.4541342
0.055,0.39920352,9.9117401
0.0555,0.39912334,10.390248
0.056,0.3990352,10.890427
0.0565,0.39893832,11.413046
0.057,0.39883185,11.958869
0.0575,0.39871489,12.528654
0.058,0.39858643,13.123137
0.0585,0.39844539,13.743036
0.059,0.39829058,14.389034
0.0595,0.39812072,15.061778
0.06,0.39793444,15.761862
0.0605,0.39773021,16.489821
0.061,0.39750644,17.246119
0.0615,0.39726136,18.031138
0.062,0.39699311,18.845163
0.0625,0.39669966,19.688369
0.063,0.39637885,20.560812
0.0635,0.39602839,21.462412
0.064,0.39564582,22.392944
0.0645,0.39522854,23.352025
0.065,0.39477378,24.339104
0.0655,0.39427864,25.353455
0.066,0.39374008,26.394176
0.0665,0.39315489,27.46018
0.067,0.39251974,28.550203
0.0675,0.39183119,29.662807
0.068,0.39108566,30.796394
0.0685,0.39027949,31.949222
0.069,0.38940895,33.119421
0.0695,0.38847023,34.305027
0.07,0.3874595,35.504009
0.0705,0.3863729,36.714305
0.071,0.3852066,37.933861
0.0715,0.3839568,39.160674
0.072,0.38261978,40.392831
0.0725,0.38119192,41.628558
0.073,0.3796697,42.866258
0.0735,0.37804977,44.10455
0.074,0.37632898,45.342309
0.0745,0.37450436,46.578694
0.075,0.37257318,47.813176
0.0755,0.37053296,49.045558
0.076,0.3683815,50.275989
0.0765,0.3661169,51.50497
0.077,0.36373754,52.733361
0.0775,0.36124215,53.962369
0.078,0.35862981,55.193547
0.0785,0.35589992,56.428777
0.079,0.35305227,57.670251
0.0795,0.35008704,58.920457
0.08,0.34700479,60.182151
0.0805,0.3438065,61.458338
0.081,0.34049358,62.752243
0.0815,0.3370679,64.067287
0.082,0.33353182,65.40706
0.0825,0.32988816,66.77529
0.083,0.32614033,68.17581
0.0835,0.32229227,69.612528
0.084,0.31834852,71.089378
0.0845,0.31431428,72.610283
0.085,0.31019542,74.179088
0.0855,0.30599853,75.799501
0.086,0.30173097,77.475003
0.0865,0.29740089,79.208748
0.087,0.2930173,81.003441
0.0875,0.28859005,82.861191
0.088,0.2841299,84.783339
0.0885,0.27964851,86.770259
0.089,0.27515843,88.821139
0.0895,0.2706731,90.933746
0.09,0.26620675,93.104188
0.0905,0.26177439,95.326688
0.091,0.25739163,97.593395
0.0915,0.25307459,99.894267
0.092,0.24883968,102.21704
0.0925,0.24470341,104.54735
0.093,0.24068212,106.86896
0.0935,0.23679173,109.1642
0.094,0.23304744,111.41454
0.0945,0.22946347,113.60125
0.095,0.22605281,115.70619
0.0955,0.22282703,117.71254
0.096,0.21979608,119.60547
0.0965,0.21696826,121.37265
0.097,0.2143502,123.00459
0.0975,0.21194688,124.49468
0.098,0.20976182,125.83913
0.0985,0.20779722,127.03663
0.099,0.20605417,128.08793
0.0995,0.20453289,128.99534
0.1,0.20323298,129.7622
0.1005,0.20215363,130.39234
0.101,0.20129384,130.88968
0.1015,0.20065257,131.25777
0.102,0.20022895,131.49955
0.1025,0.2000223,131.61708
0.103,0.20003231,131.6114
0.1035,0.20025897,131.48266
0.104,0.20070267,131.23062
0.1045,0.2013641,130.85491
0.105,0.20224421,130.35506
0.1055,0.20334413,129.73074
0.106,0.20466506,128.98194
0.1065,0.20620809,128.1092
0.107,0.20797409,127.11398
0.1075,0.20996351,125.99887
0.108,0.2121762,124.768
0.1085,0.21461124,123.42721
0.109,0.21726675,121.98433
0.1095,0.22013979,120.44922
0.11,0.22322618,118.83379
0.1105,0.22652052,117.15176
0.111,0.23001609,115.41843
0.1115,0.23370492,113.65016
0.112,0.23757783,111.86389
0.1125,0.24162458,110.07661
0.113,0.24583396,108.30478
0.1135,0.25019399,106.56391
0.114,0.25469205,104.86816
0.1145,0.25931508,103.2301
0.115,0.26404971,101.66062
0.1155,0.26888241,100.16884
0.116,0.27379961,98.762269
0.1165,0.27878783,97.446923
0.117,0.28383373,96.227519
0.1175,0.28892422,95.107709
0.118,0.29404645,94.090298
0.1185,0.2991879,93.177467
0.119,0.30433637,92.37097
0.1195,0.30947996,91.672302
0.12,0.31460709,91.082852
0.1205,0.31970645,90.604009
0.121,0.32476694,90.23725
0.1215,0.32977764,89.984188
0.122,0.33472771,89.846597
0.1225,0.33960634,89.826391
0.123,0.34440258,89.925572
0.1235,0.34910526,90.146131
0.124,0.35370286,90.489889
0.1245,0.35818331,90.958272
0.125,0.36253387,91.551997
0.1255,0.36674092,92.270641
0.126,0.37078977,93.112077
0.1265,0.37466449,94.071747
0.127,0.37834769,95.141751
0.1275,0.38182045,96.309757
0.128,0.38506214,97.557771
0.1285,0.38805055,98.860887
0.129,0.39076199,100.18621
0.1295,0.39317169,101.49233
0.13,0.39525447,102.72974
0.1305,0.39698566,103.8428
0.131,0.39834237,104.77355
0.1315,0.39930489,105.46727
0.132,0.39985821,105.87926
0.1325,0.39999324,105.98398
0.133,0.39970753,105.88106
0.1335,0.39900404,105.63431
0.134,0.39788997,105.26228
0.1345,0.39637621,104.79155
0.135,0.39447661,104.25345
0.1355,0.39220713,103.68091
0.136,0.38958511,103.10576
0.1365,0.38662857,102.55703
0.137,0.38335568,102.06002
0.1375,0.37978437,101.63614
0.138,0.37593211,101.30306
0.1385,0.37181574,101.07534
0.139,0.36745149,100.9649
0.1395,0.36285494,100.98172
0.14,0.35804116,101.13427
0.1405,0.3530248,101.43004
0.141,0.34782024,101.87584
0.1415,0.34244176,102.47809
0.142,0.33690373,103.24301
0.1425,0.33122078,104.17671
0.143,0.32540803,105.28525
0.1435,0.31948128,106.57458
0.144,0.31345722,108.05043
0.1445,0.30735366,109.71804
0.145,0.3011897,111.58185
0.1455,0.29498592,113.645
0.146,0.28876455,115.90867
0.1465,0.28254953,118.37127
0.147,0.27636664,121.02752
0.1475,0.27024339,123.86737
0.148,0.26420892,126.87495
0.1485,0.25829374,130.0276
0.149,0.25252932,133.29529
0.1495,0.24694752,136.64052
0.15,0.24157989,140.019
0.1505,0.23645686,143.38125
0.151,0.23160687,146.67505
0.1515,0.2270555,149.84849
0.152,0.22282479,152.85335
0.1525,0.21893272,155.64811
0.153,0.21539301,158.20014
0.1535,0.21221515,160.4868
0.154,0.20940482,162.49531
0.1545,0.20696445,164.22149
0.155,0.20489397,165.66793
0.1555,0.2031916,166.84166
0.156,0.20185463,167.75198
0.1565,0.20088008,168.40841
0.157,0.20026535,168.81917
0.1575,0.20000856,168.98995
0.158,0.20010889,168.92331
0.1585,0.20056667,168.61893
0.159,0.20138335,168.07478
0.1595,0.2025613,167.28769
0.16,0.20410356,166.25412
0.1605,0.20601335,164.97127
0.161,0.20829354,163.43851
0.1615,0.21094602,161.65898
0.162,0.21397104,159.64131
0.1625,0.21736651,157.40103
0.163,0.22112744,154.96162
0.1635,0.2252455,152.35476
0.164,0.22970874,149.61963
0.1645,0.23450163,146.80132
0.165,0.23960525,143.94852
0.1655,0.24499767,141.11079
0.166,0.25065457,138.33596
0.1665,0.25654978,135.66794
0.167,0.26265596,133.14516
0.1675,0.26894511,130.79993
0.168,0.27538905,128.65832
0.1685,0.28195981,126.74079
0.169,0.28862986,125.06299
0.1695,0.29537224,123.63692
0.17,0.30216063,122.47193
0.1705,0.3089693,121.57584
0.171,0.31577296,120.95577
0.1715,0.32254659,120.61884
0.172,0.32926511,120.57271
0.1725,0.33590306,120.82583
0.173,0.34243409,121.38741
0.1735,0.34883045,122.2671
0.174,0.35506226,123.4741
0.1745,0.36109676,125.01567
0.175,0.3668974,126.89454
0.1755,0.37242277,129.10502
0.176,0.37762563,131.6272
0.1765,0.38245189,134.41893
0.177,0.38684007,137.40572
0.1775,0.39072142,140.46991
0.178,0.39402149,143.44271
0.1785,0.39666377,146.10589
0.179,0.39857581,148.21137
0.1795,0.39969755,149.52342
0.18,0.3999903,149.87846
0.1805,0.39944313,149.37487
0.181,0.39807221,148.16475
0.1815,0.39591611,146.40044
0.182,0.39302962,144.27718
0.1825,0.38947658,141.99118
0.183,0.38532361,139.71147
0.1835,0.38063556,137.56839
0.184,0.37547289,135.65421
0.1845,0.36989062,134.0299
0.185,0.36393824,132.73341
0.1855,0.3576602,131.78719
0.186,0.35109669,131.20394
0.1865,0.34428458,130.99083
0.187,0.33725832,131.15226
0.1875,0.33005081,131.6915
0.188,0.32269426,132.61159
0.1885,0.31522095,133.91554
0.189,0.30766398,135.60602
0.1895,0.30005787,137.68442
0.19,0.29243912,140.1495
0.1905,0.28484666,142.99535
0.191,0.27732215,146.20899
0.1915,0.26991001,149.76741
0.192,0.26265722,153.63468
0.1925,0.25561281,157.7594
0.193,0.24882686,162.0735
0.1935,0.2423492,166.49287
0.194,0.2362277,170.92088
0.1945,0.23050639,175.25457
0.195,0.22522371,179.39291
0.1955,0.22041098,183.24554
0.196,0.21609163,186.74014
0.1965,0.2122811,189.82657
0.197,0.20898754,192.47732
0.1975,0.20621315,194.68451
0.198,0.20395581,196.45473
0.1985,0.20221092,197.80298
0.199,0.20097302,198.74702
0.1995,0.2002372,199.30274
0.2,0.20000014,199.48087
0.2005,0.20026069,199.28521
0.201,0.20102011,198.71343
0.2015,0.20228185,197.75902
0.202,0.20405102,196.41308
0.2025,0.20633341,194.66717
0.203,0.20913429,192.51728
0.2035,0.21245689,189.96845
0.204,0.21630083,187.03963
0.2045,0.2206606,183.76761
0.205,0.22552436,180.20896
0.2055,0.23087326,176.43903
0.206,0.23668134,172.54787
0.2065,0.24291617,168.63359
0.207,0.24953991,164.7948
0.2075,0.25651066,161.12357
0.208,0.26378399,157.70037
0.2085,0.27131422,154.59152
0.209,0.27905546,151.84897
0.2095,0.28696239,149.51194
0.21,0.29499065,147.60963
0.2105,0.30309692,146.16427
0.211,0.31123877,145.19411
0.2115,0.31937424,144.716
0.212,0.32746118,144.74739
0.2125,0.33545637,145.30756
0.213,0.34331437,146.41796
0.2135,0.350986,148.10129
0.214,0.35841658,150.37863
0.2145,0.36554367,153.26362
0.215,0.37229445,156.75198
0.2155,0.3785829,160.80412
0.216,0.38430713,165.31873
0.2165,0.38934798,170.09783
0.217,0.3935706,174.81162
0.2175,0.39683175,178.98674
0.218,0.39899535,182.0572
0.2185,0.39995541,183.50533
0.219,0.39966008,183.13113
0.2195,0.39812304,181.20507
0.22,0.39541565,178.09291
0.2205,0.39164899,174.28393
0.221,0.38695231,170.24847
0.2215,0.38145545,166.35187
0.222,0.37527837,162.83786
0.2225,0.36852694,159.84991
0.223,0.36129269,157.46248
0.2235,0.35365453,155.70798
0.224,0.34568126,154.59599
0.2245,0.33743409,154.12543
0.225,0.32896904,154.29146
0.2255,0.3203391,155.08887
0.226,0.31159611,156.51306
0.2265,0.30279233,158.55909
0.227,0.29398183,161.21923
0.2275,0.28522159,164.47907
0.228,0.27657216,168.31223
0.2285,0.26809801,172.67421
0.229,0.25986708,177.49616
0.2295,0.25194981,182.68003
0.23,0.2444171,188.09737
0.2305,0.23733766,193.59371
0.231,0.23077468,198.99955
0.2315,0.2247826,204.14688
0.232,0.21940441,208.88739
0.2325,0.21467027,213.10733
0.233,0.21059768,216.73482
0.2335,0.20719318,219.73842
0.234,0.20445514,222.1186
0.2345,0.20237696,223.89567
0.235,0.20095028,225.09758
0.2355,0.20016759,225.74991
0.236,0.20002415,225.86888
0.2365,0.20051903,225.45813
0.237,0.20165536,224.51046
0.2375,0.20343967,223.01131
0.238,0.20588053,220.94369
0.2385,0.20898641,218.29583
0.239,0.21276295,215.07097
0.2395,0.21721004,211.29797
0.24,0.22231892,207.03997
0.2405,0.22807007,202.39796
0.241,0.23443222,197.50718
0.2415,0.24136274,192.52605
0.242,0.24880928,187.62057
0.2425,0.25671226,182.94847
0.243,0.2650076,178.64723
0.2435,0.27362926,174.82792
0.244,0.28251108,171.57494
0.2445,0.29158804,168.94993
0.245,0.30079669,166.99787
0.2455,0.31007498,165.75373
0.246,0.31936155,165.2485
0.2465,0.32859443,165.51388
0.247,0.33770926,166.58523
0.2475,0.34663688,168.50217
0.248,0.35530018,171.30555
0.2485,0.3636101,175.02853
0.249,0.37146068,179.67772
0.2495,0.37872343,185.19795
0.25,0.38524173,191.41383
0.2505,0.39082794,197.94789
0.251,0.395268,204.14206
0.2515,0.39834076,209.06374
0.252,0.39985699,211.71468
0.2525,0.39970953,211.50702
0.253,0.39790672,208.73491
0.2535,0.3945638,204.09089
0.254,0.38986496,198.49093
0.2545,0.38401836,192.75146
0.255,0.37722337,187.43611
0.2555,0.36965513,182.86725
0.256,0.36146135,179.19878
0.2565,0.35276532,176.4865
0.257,0.34367101,174.73706
0.2575,0.33426838,173.93687
0.258,0.3246381,174.06706
0.2585,0.31485558,175.10967
0.259,0.30499433,177.04835
0.2595,0.29512873,179.86488
0.26,0.28533615,183.5326
0.2605,0.27569842,188.0069
0.261,0.2663024,193.21388
0.2615,0.25723951,199.03902
0.262,0.2486037,205.31945
0.2625,0.24048806,211.84457
0.263,0.23298001,218.36879
