"time","B1.f2.Pt","B1.f2.m","B2.f2.Pt","B2.f2.m","C1.V_bubble","C2.V_bubble","D1.f_out.m","D2.f_out.m","D3.f_out.m","D4.f_out.m","D5.f_out.m","D6.f_out.m","D7.f_out.m","D8.f_out.m"
0,1.4005551578383983,-69.132802216273518,1.4005551578383983,-69.132802216273532,4.3834861360286608,4.3834861360286723,-69.132802216273532,-69.132802216273518,-1.2527925607819184e-005,-3.9813094118144247e-005,7.0561524582194745e-005,-1.0700691840695758e-005,-2.0174715883694611e-007,-7.3180658403719551e-006
0.05,1.4029105672262066,-68.026719169779895,1.4005551578383983,-69.132802216273532,4.386927449615416,4.3869448513686908,-68.463178416264824,-69.132802216273518,-1.2527896570409178e-005,-3.9812865473736587e-005,7.0561128870306818e-005,-1.0700596489607186e-005,-2.0174719620703617e-007,-7.318023073141913e-006
0.1,1.4068681382859609,-64.298636736909842,1.4005551578383983,-69.132802216273532,4.3902552335252816,4.3904035667087076,-64.927297087487005,-69.132802216273518,-1.252786752652639e-005,-3.981263686449045e-005,7.0560733118841555e-005,-1.0700501110181004e-005,-2.0174726176526574e-007,-7.3179803031784075e-006
0.15,1.413139788088928,-56.179669119333347,1.4005551578383983,-69.132802216273532,4.3933011022983814,4.3938622820487261,-57.130799242774138,-69.132802216273518,-1.2527838487307031e-005,-3.9812408223079165e-005,7.0560337383646874e-005,-1.0700405771441728e-005,-2.0174730836934132e-007,-7.3179375415430146e-006
0.2,1.4221005624928651,-41.633222723082866,1.4005551578383983,-69.132802216273532,4.3957935713500547,4.3973209973887437,-42.989580031145074,-69.132802216273518,-1.2527809519944798e-005,-3.9812179657931914e-005,7.0559941669840831e-005,-1.0700310401132478e-005,-2.017473174225346e-007,-7.3178947950168701e-006
0.25,1.4336280570920723,-18.409819069802243,1.4005551578383983,-69.132802216273532,4.3973558354734266,4.4007797127287613,-20.098900480162772,-69.132802216273518,-1.2527780457286275e-005,-3.9811951043645619e-005,7.0559545970566405e-005,-1.0700215018822215e-005,-2.0174736007978412e-007,-7.3178520079883544e-006
0.3,1.4473388869253747,15.630379170883289,1.4005551578383983,-69.132802216273532,4.3974958511834537,4.4042384280687799,13.715314694318653,-69.132802216273518,-1.2527751392539271e-005,-3.9811722438865792e-005,7.0559150155001849e-005,-1.0700119729754871e-005,-2.0174745764789198e-007,-7.3178092579080512e-006
0.35,1.4589969799064968,60.005078099715696,1.4005551578383983,-69.132802216273532,4.3956631457089737,4.4076971434087975,58.772762674324689,-69.132802216273518,-1.252772232236096e-005,-3.9811493832666731e-005,7.0558754531508465e-005,-1.0700024309346659e-005,-2.0174748543095371e-007,-7.3177664879513016e-006
0.4,1.4708105956564441,113.4128009779114,1.4005551578383983,-69.132802216273532,4.3913825171100989,4.4111558587488151,112.0079678236055,-69.132802216273518,-1.2527693359336948e-005,-3.9811265312416136e-005,7.0558358799593685e-005,-1.0699929004495641e-005,-2.0174753258727839e-007,-7.3177237479793582e-006
0.45,1.4821156548125873,175.20597630435438,1.4005551578383983,-69.132802216273518,4.3842169183977449,4.4146145740888336,173.80567191900155,-69.132802216273518,-1.2527664219310581e-005,-3.981103661391727e-005,7.0557963071498888e-005,-1.0699833676746774e-005,-2.0174757369013309e-007,-7.3176809783201324e-006
0.5,1.4986351423600639,246.84723078924793,1.4005551578383981,-69.132802216273532,4.3737310780893779,4.4180732894288521,245.00738687598388,-69.132802216273518,-1.2527635187997171e-005,-3.9810808037300685e-005,7.0557567383626026e-005,-1.0699738328451895e-005,-2.0174760356339994e-007,-7.3176382212027404e-006
0.55,1.5101943749916398,327.72076701443143,1.4005551578383983,-69.132802216273575,4.3594074668465703,4.4215320047688706,326.80962079666477,-69.132802216273532,-1.2527606105826047e-005,-3.9810579398011455e-005,7.0557171661833574e-005,-1.0699643026713491e-005,-2.0174767974311089e-007,-7.3175954857936289e-006
0.6,1.5208914481209106,413.69039106325596,1.4005551578383983,-69.132802216273518,4.3408985136816289,4.4249907201088883,413.4710338435014,-69.132802216273561,-1.2527577168761293e-005,-3.9810350893073637e-005,7.0556775917513624e-005,-1.0699547666122524e-005,-2.0174770591413262e-007,-7.3175526887450505e-006
0.65,1.536444588915675,506.00386630899635,1.4005551578383981,-69.13280221627366,4.3179486765791708,4.4284494354489059,503.93442900047006,-69.132802216273518,-1.2527548025946404e-005,-3.9810122122493304e-005,7.0556380302116398e-005,-1.0699452297847245e-005,-2.0174774950864734e-007,-7.3175099220414386e-006
0.7,1.5507145682853647,604.89798037763728,1.4005551578383981,-69.132802216273674,4.2902062408929886,4.4319081507889235,604.57503570687948,-69.132802216273475,-1.2527519030054559e-005,-3.9809893633369829e-005,7.0555984468939167e-005,-1.0699357021730027e-005,-2.0174785612565249e-007,-7.3174671993490682e-006
0.75,1.5661398213169984,708.79014228080405,1.4005551578383986,-69.132802216273703,4.2573880851887926,4.4353668661289412,708.34339374144588,-69.132802216273447,-1.2527489983374628e-005,-3.980966501832897e-005,7.0555588890148564e-005,-1.069926156594794e-005,-2.0174777781100332e-007,-7.317424405757637e-006
0.8,1.5791647802775255,815.91865903608448,1.4005551578383983,-69.13280221627376,4.2192751438083977,4.4388255814689588,815.12434768123046,-69.132802216273447,-1.2527460857241875e-005,-3.9809436325519163e-005,7.0555193104399039e-005,-1.069916634317851e-005,-2.0174792518454715e-007,-7.3173816979282486e-006
0.85,1.5867475588372146,921.13405101725152,1.4005551578383983,-69.132802216273859,4.1758227321044528,4.4422842968089764,922.88966246494363,-69.132802216273447,-1.2527431925794166e-005,-3.9809207837900242e-005,7.0554797407598816e-005,-1.0699070940587445e-005,-2.0174787899313583e-007,-7.3173389063253527e-006
0.9,1.5928975297696579,1020.1531091565205,1.4005551578383983,-69.132802216273816,4.1272467463712434,4.445743012148994,1021.5805785444115,-69.132802216273433,-1.2527402730120427e-005,-3.9808979110877386e-005,7.055440175557655e-005,-1.0698975643914061e-005,-2.0174797629949662e-007,-7.3172961651834019e-006
0.95,1.6002366958170404,1111.7643845574421,1.4005551578383983,-69.132802216273802,4.0739331006119324,4.4492017274890117,1112.3823817442753,-69.132802216273447,-1.2527373798330346e-005,-3.9808750571656255e-005,7.0554006067009175e-005,-1.0698880292362081e-005,-2.0174798914503073e-007,-7.3172533882329494e-006
1,1.6097329986866316,1196.439719863034,1.4005551578383981,-69.132802216273774,4.016211811432477,4.4526604428290293,1197.4523030093351,-69.132802216273447,-1.2527344824836954e-005,-3.9808521999111981e-005,7.0553610380734333e-005,-1.0698784990596637e-005,-2.0174804539576595e-007,-7.3172106181339407e-006
1.05,1.6212157690653495,1274.9410580162107,1.4005551578383986,-69.132802216273774,3.9544270747533941,4.4561191581690469,1276.0164292403692,-69.132802216273461,-1.2527315751497149e-005,-3.980829338953565e-005,7.05532147093807e-005,-1.0698689674783977e-005,-2.0174809544911359e-007,-7.317167860833831e-006
1.1,1.6346055958388028,1347.8644876703072,1.4005551578383986,-69.132802216273802,3.8888395390794019,4.4595778735090645,1348.585346678828,-69.132802216273461,-1.2527286632296679e-005,-3.9808064749104972e-005,7.0552819037560116e-005,-1.0698594318219421e-005,-2.0174813937663279e-007,-7.3171251002417701e-006
1.15,1.6498389018517909,1415.8274318660183,1.4005551578383983,-69.132802216273816,3.8197218269754059,4.4630365888490822,1416.4744128584716,-69.132802216273447,-1.2527257560929296e-005,-3.9807836122274858e-005,7.0552423333692413e-005,-1.0698498969312396e-005,-2.0174818337984641e-007,-7.3170823350705661e-006
1.2,1.6668692898490869,1479.4084577807919,1.4005551578383983,-69.132802216273788,3.7473374738733787,4.4664953041890998,1480.0827425741891,-69.132802216273433,-1.2527228564378833e-005,-3.9807607537410408e-005,7.0552027636271633e-005,-1.0698403649781805e-005,-2.0174823161834745e-007,-7.3170395779025325e-006
1.25,1.6857337429264296,1539.0101178879149,1.4005551578383983,-69.132802216273774,3.6718652157767084,4.4699540195291174,1539.5724343103282,-69.132802216273419,-1.2527199602731632e-005,-3.9807378981572707e-005,7.0551631945458727e-005,-1.0698308332241402e-005,-2.0174828458853362e-007,-7.3169968091021981e-006
1.3,1.70641957725988,1595.1148080266635,1.4005551578383983,-69.132802216273774,3.5935309890637548,4.473412734869135,1595.5849826692449,-69.13280221627339,-1.2527170573460913e-005,-3.9807150399087288e-005,7.0551236273266017e-005,-1.0698213002438387e-005,-2.0174832589952771e-007,-7.316954050269162e-006
1.35,1.7289098144883086,1647.9845695348429,1.4005551578383983,-69.13280221627376,3.5124819236386924,4.4768714502091527,1648.4281827878367,-69.132802216273376,-1.2527141526168792e-005,-3.980692181182249e-005,7.0550840597068115e-005,-1.0698117658315679e-005,-2.0174836096569278e-007,-7.3169112904614859e-006
1.4,1.7531739315823427,1697.8174610872888,1.4005551578383981,-69.132802216273845,3.4288683450955428,4.4803301655491703,1698.2618126731488,-69.132802216273433,-1.2527112469024652e-005,-3.9806693216031735e-005,7.0550444932020528e-005,-1.0698022333436924e-005,-2.017484099252509e-007,-7.3168685342751821e-006
1.45,1.7791814736860474,1744.741019269542,1.4005551578383983,-69.132802216273845,3.3428373858870986,4.4837888808891879,1745.1803830009801,-69.132802216273419,-1.2527083429657126e-005,-3.9806464630386057e-005,7.05500492679951e-005,-1.0697927016070233e-005,-2.0174845128334063e-007,-7.3168257726836325e-006
1.5,1.8069309885511313,1788.8302412950941,1.4005551578383983,-69.132802216273831,3.25450682089174,4.4872475962292055,1789.2554014899115,-69.132802216273376,-1.252705437236183e-005,-3.9806236057229981e-005,7.0549653608968277e-005,-1.0697831695747831e-005,-2.0174849429539306e-007,-7.316783010107242e-006
1.55,1.8366169566553325,1830.1973616389173,1.4005551578383983,-69.13280221627376,3.1640286666747475,4.4907063115692232,1830.6010420345531,-69.132802216273348,-1.2527025323705691e-005,-3.9806007465047621e-005,7.0549257943511079e-005,-1.0697736380851967e-005,-2.0174853960155167e-007,-7.3167402404769643e-006
1.6,1.868438157665357,1868.9017417451016,1.4005551578383981,-69.132802216273703,3.0715446793217538,4.4941650269092408,1869.2966320750609,-69.132802216273348,-1.2526996277372487e-005,-3.9805778859382712e-005,7.0548862272501193e-005,-1.0697641080431441e-005,-2.0174859850606284e-007,-7.3166974775755951e-006
1.65,1.9024623691753184,1904.89505607661,1.4005551578383983,-69.132802216273689,2.9771963047765371,4.4976237422492584,1905.3207537602682,-69.132802216273348,-1.2526967263492204e-005,-3.980555024633585e-005,7.0548466605813276e-005,-1.0697545756157622e-005,-2.0174867651965551e-007,-7.3166547018059922e-006
1.7,1.9388664330197909,1938.0665740127974,1.4005551578383983,-69.132802216273689,2.8811237728619594,4.5010824575892761,1938.5440668080939,-69.13280221627339,-1.2526938249431453e-005,-3.9805321648497349e-005,7.0548070950670404e-005,-1.0697450416180842e-005,-2.0174870733674129e-007,-7.3166119365434052e-006
1.75,1.9779789293484931,1968.1956714975702,1.4005551578383986,-69.132802216273703,2.7835068581370916,4.5045411729292937,1968.7059693834226,-69.132802216273419,-1.2526909204956909e-005,-3.980509307673259e-005,7.0547675285390554e-005,-1.069735511009089e-005,-2.0174875915089028e-007,-7.3165691735619143e-006
1.8,2.0199640431311043,1995.0182698324038,1.4005551578383983,-69.132802216273717,2.6844850196540708,4.5079998882693113,1995.5692447473252,-69.132802216273461,-1.2526880122190477e-005,-3.9804864469410146e-005,7.0547279638070364e-005,-1.0697259783890918e-005,-2.0174880534314861e-007,-7.316526419512579e-006
1.85,2.0653677307891809,2018.3880057022864,1.4005551578383983,-69.132802216273703,2.5842208012798853,4.5114586036093289,2018.9582975216283,-69.132802216273475,-1.2526851045541746e-005,-3.9804635830383082e-005,7.0546883955537225e-005,-1.0697164452206287e-005,-2.0174884445950429e-007,-7.3164836605895482e-006
1.9,2.1148113016917081,2038.2787302051167,1.4005551578383986,-69.132802216273703,2.4828853109807021,4.5149173189493466,2038.835485045212,-69.13280221627349,-1.2526822019951509e-005,-3.9804407222549525e-005,7.0546488299456206e-005,-1.0697069125314144e-005,-2.017488846836541e-007,-7.316440890977807e-006
1.95,2.1685148062051582,2054.597514802665,1.4005551578383983,-69.132802216273717,2.3806232711096516,4.5183760342893642,2055.1636551603519,-69.132802216273504,-1.2526793027081677e-005,-3.9804178664110111e-005,7.0546092635341494e-005,-1.0696973819358564e-005,-2.0174892834749767e-007,-7.316398134285197e-006
2,2.2268432348568901,2067.1426423873868,1.4005551578383983,-69.132802216273717,2.2776288181257445,4.5218347496293818,2067.7750124838917,-69.132802216273504,-1.2526764010925055e-005,-3.9803950111036299e-005,7.0545696988111889e-005,-1.0696878514085221e-005,-2.0174897465227847e-007,-7.316355370781645e-006
2.05,2.2906262465400462,2075.7146664410766,1.4005551578383986,-69.132802216273689,2.1741120657763013,4.5252934649693994,2076.4064960067349,-69.13280221627349,-1.2526735002740859e-005,-3.9803721550000384e-005,7.054530134397474e-005,-1.0696783212800029e-005,-2.0174902589548066e-007,-7.3163125989246355e-006
2.1,2.3608461420752622,2080.1783784945005,1.4005551578383983,-69.132802216273731,2.0702806356046963,4.5287521803094171,2080.8673593424792,-69.132802216273518,-1.2526705972948246e-005,-3.9803492990303452e-005,7.0544905681416698e-005,-1.0696687877118582e-005,-2.0174907509680885e-007,-7.3162698374339353e-006
2.15,2.4373587099771905,2079.7977593633718,1.4005551578383983,-69.132802216273689,1.9663665180890806,4.5322108956494347,2080.6028766553918,-69.132802216273461,-1.2526676895157581e-005,-3.9803264421926132e-005,7.0544510012901372e-005,-1.0696592505644475e-005,-2.0174910505544752e-007,-7.3162270946641227e-006
2.2,2.5208365151718337,2073.821024321378,1.4005551578383986,-69.13280221627366,1.8626274252683281,4.5356696109894523,2074.8736844970549,-69.132802216273447,-1.2526647825607676e-005,-3.9803035855736584e-005,7.0544114329595075e-005,-1.0696497130560476e-005,-2.0174913914538777e-007,-7.3161843568833867e-006
