time,egsCarSpeed,egsGear,egsTargetGear,tShiftStart,valves_eds,valves_eds1,valves_eds2,valves_eds3,valves_eds4,valves_eds5,valves_mv1,valves_mv2,valves_mv3
8.98,102.582,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.99,102.582,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,102.582,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.01,102.582,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.02,102.582,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.03,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.04,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.05,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.06,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.07,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.08,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.09,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.1,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.11,103.313,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.12,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.13,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.14,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.15,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.16,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.17,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.18,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.19,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.2,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.21,103.967,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.22,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.23,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.24,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.25,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.26,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.27,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.28,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.29,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.3,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.31,104.688,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.32,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.33,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.34,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.35,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.36,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.37,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.38,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.39,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.4,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.41,105.405,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.42,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.43,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.44,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.45,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.46,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.47,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.48,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.49,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.51,106.118,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.52,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.53,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.54,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.55,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.56,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.57,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.58,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.59,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.61,106.825,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.62,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.63,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.64,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.65,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.66,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.67,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.68,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.69,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.7,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.71,107.528,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.72,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.73,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.74,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.75,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.76,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.77,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.78,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.79,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.8,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.81,108.224,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.82,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.83,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.84,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.85,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.86,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.87,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.88,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.89,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.9,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.91,108.914,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.92,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.93,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.94,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.95,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.96,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.97,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.98,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.99,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,109.596,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.01,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.02,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.03,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.04,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.05,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.06,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.07,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.08,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.09,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1,110.203,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.11,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.12,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.13,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.14,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.15,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.16,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.17,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.18,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.19,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.2,110.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.21,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.22,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.23,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.24,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.25,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.26,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.27,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.28,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.29,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.3,111.529,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.31,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.32,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.33,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.34,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.35,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.36,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.37,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.38,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.39,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.4,112.181,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.41,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.42,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.43,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.44,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.45,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.46,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.47,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.48,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.49,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,112.824,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.51,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.52,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.53,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.54,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.55,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.56,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.57,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.58,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.59,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.6,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.61,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.62,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.63,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.64,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.65,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.66,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.67,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.68,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.69,113.461,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.7,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.71,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.72,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.73,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.74,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.75,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.76,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.77,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.78,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.79,114.649,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.8,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.81,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.82,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.83,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.84,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.85,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.86,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.87,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.88,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.89,115.263,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.9,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.91,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.92,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.93,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.94,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.95,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.96,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.97,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.98,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.99,115.623,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.01,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.02,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.03,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.04,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.05,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.06,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.07,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.08,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.09,115.589,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.1,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.11,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.12,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.13,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.14,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.15,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.16,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.17,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.18,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.19,114.87,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.2,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.21,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.22,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.23,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.24,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.25,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.26,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.27,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.28,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.29,113.189,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.3,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.31,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.32,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.33,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.34,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.35,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.36,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.37,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.38,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.39,114.032,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.4,114.295,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.41,114.295,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.42,114.295,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.43,114.295,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.44,114.295,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.45,114.295,3.0,3.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
