"time","PistonPosition","PressureExtend","PressureRetract","TemperatureExtend","TemperatureRetract","FlowExtend","FlowRetract"
0,-1.26E-13,14.69548645,14.69549615,86,86,-2.08E-15,2.41E-13
0.01,-3.92E-13,14.69548645,14.69549615,86,86,-4.16E-15,2.41E-13
0.02,-7.43E-13,14.69548645,14.69549615,86,86,-4.16E-15,2.35E-13
0.03,-1.20E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.33E-13
0.04,-1.74E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.33E-13
0.05,-2.33E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.27E-13
0.06,-2.95E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.22E-13
0.07,-3.58E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.18E-13
0.08,-4.21E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.14E-13
0.09,-4.83E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.08E-13
0.1,-5.42E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.04E-13
0.11,-5.98E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.02E-13
0.12,-6.50E-12,14.69548645,14.69549615,86,86,-4.16E-15,1.98E-13
0.13,-6.98E-12,14.69548645,14.69549615,86,86,-4.16E-15,1.93E-13
0.14,-7.41E-12,14.69548645,14.69549615,86,86,-4.16E-15,1.91E-13
0.15,-7.80E-12,14.69548645,14.69549615,86,86,-4.16E-15,1.87E-13
0.16,-8.13E-12,14.69548645,14.69549615,86,86,-3.84E-15,1.83E-13
0.17,-8.42E-12,14.69548645,14.69549615,86,86,-3.84E-15,1.81E-13
0.18,-8.66E-12,14.69548645,14.69549615,86,86,-4.16E-15,1.79E-13
0.19,-8.85E-12,14.69548645,14.69549615,86,86,-3.84E-15,1.75E-13
0.2,-9.00E-12,14.69548645,14.69549615,86,86,-3.84E-15,1.75E-13
0.21,-9.11E-12,14.69548645,14.69549615,86,86,-3.84E-15,1.73E-13
0.22,-9.18E-12,14.69548645,14.69549615,86,86,-3.84E-15,1.72E-13
0.23,-9.21E-12,14.69548645,14.69549615,86,86,-3.84E-15,1.71E-13
0.24,-9.22E-12,14.69548645,14.69549615,86,86,-3.84E-15,1.72E-13
