"time","axis1_w","axis2_w","axis3_w","axis4_w","axis5_w","axis6_w"
0,0,0,0,0,0,0
0.001,-1.26998E-08,-6.68766E-07,9.5833E-07,0,0,0
0.002,4.3919E-06,-4.05507E-05,3.32356E-05,0,0.000117612,0
0.003,6.15755E-05,-0.000533672,-0.000529677,0,0.00617828,0
0.004,0.000212742,-0.00137289,-0.00157724,0,0.0165296,0
0.005,0.000556552,-0.00249103,-0.00314986,0.00133917,0.0311696,0.00385849
0.006,0.00117887,-0.00384265,-0.00531219,0.00463442,0.0499169,0.0136759
0.007,0.00219271,-0.00543761,-0.0079638,0.00867097,0.0708776,0.0220794
0.008,0.00373028,-0.0073555,-0.0113283,0.0136524,0.0949816,0.0296941
0.009,0.00573956,-0.00945197,-0.0152061,0.0191678,0.120218,0.0360915
0.01,0.00848427,-0.0119371,-0.0200085,0.0256986,0.14876,0.04196
0.011,0.0114712,-0.014367,-0.0248386,0.0319925,0.175277,0.046451
0.012,0.0154176,-0.0173279,-0.030794,0.0394529,0.205782,0.0507498
0.013,0.0195636,-0.0202591,-0.036666,0.0465541,0.234109,0.0540929
0.014,0.0248771,-0.0238641,-0.0437477,0.0548569,0.266568,0.0573221
0.015,0.0310144,-0.0279163,-0.051431,0.0636149,0.300226,0.0601373
0.016,0.0370621,-0.0318581,-0.0585737,0.0715755,0.330439,0.0623013
0.017,0.0437076,-0.0361764,-0.0660084,0.0797155,0.361064,0.0642197
0.018,0.0520699,-0.0416342,-0.0748387,0.089229,0.396629,0.066179
0.019,0.0598655,-0.0467728,-0.0826176,0.0974965,0.427426,0.0677006
0.02,0.0697502,-0.0533813,-0.0919439,0.107291,0.463875,0.0693545
0.021,0.079987,-0.0603479,-0.10106,0.116752,0.499144,0.0708587
0.022,0.090116,-0.0673686,-0.109618,0.125536,0.532015,0.0722192
0.023,0.100944,-0.0750122,-0.118334,0.134378,0.565297,0.0735928
0.024,0.111888,-0.0828773,-0.126759,0.142814,0.597287,0.0749395
0.025,0.124824,-0.0923434,-0.136301,0.152216,0.633286,0.0765183
0.026,0.138399,-0.102457,-0.145921,0.161498,0.669258,0.0781948
0.027,0.150183,-0.111371,-0.15401,0.169126,0.699189,0.0796864
0.028,0.164868,-0.122634,-0.163827,0.178134,0.735026,0.081611
0.029,0.180123,-0.134491,-0.173801,0.186967,0.770749,0.083702
