"time","FMU_Interface_OUT0_PrimaryAngle","FMU_Interface_OUT1_SecondaryAngle","FMU_Interface_OUT2_PrimarySpeed","FMU_Interface_OUT3_SecondarySpeed","FMU_Interface_OUT4_PrimaryAcceleration","FMU_Interface_OUT5_SecondaryAcceleration","FMU_Interface_OUT6_PrimaryTorque","FMU_Interface_OUT7_SecondaryTorque","FMU_Interface_OUT8_TorqueFriction","FMU_Interface_OUT9_SpringActualAngle"
5.1,60167.93968,60180.07519,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
5.2,61485.44079,61500.07519,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
5.3,62802.95623,62820.07519,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
5.4,64120.51083,64140.07519,2200,2200,2.84217E-11,2.84217E-11,124495607.5,-24.9642604,124495581.9,-2265.199269
5.5,65490.72277,65512.66894,2200,2200,1.00813E-24,1.00813E-24,124495607.5,-10,124495597.5,-2264.801963
5.6,66808.42835,66832.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
5.7,68126.24424,68152.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
5.8,69444.19227,69472.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
5.9,70762.29294,70792.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6,72080.56523,72112.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6.1,73399.02639,73432.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6.2,74717.69181,74752.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6.3,76036.57482,76072.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6.4,77355.68658,77392.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6.5,78675.03597,78712.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6.6,79994.62948,80032.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6.7,81314.47118,81352.66894,2200,2200,0,0,124495607.5,-10,124495597.5,-2264.801963
6.8,82634.56265,82672.66894,2200,2200,5.68434E-11,5.68434E-11,124495587.5,10,124495597.5,-2264.801963
6.9,83954.90297,83992.66894,2200,2200,5.04709E-24,5.04709E-24,124495587.5,10,124495597.5,-2264.801963
7,85275.48875,85312.66894,2200,2200,5.68434E-11,5.68434E-11,124495587.5,10,124495597.5,-2264.801963
7.1,86596.31413,86632.66894,2200,2200,5.55116E-24,5.55116E-24,124495587.5,10,124495597.5,-2264.801963
7.2,87917.37087,87952.66894,2200,2200,0,0,124495587.5,10,124495597.5,-2264.801963
7.3,89238.6484,89272.66894,2200,2200,0,0,124495587.5,10,124495597.5,-2264.801963
7.4,90560.13397,90592.66894,2200,2200,0,0,124495587.5,10,124495597.5,-2264.801963
7.5,91881.81272,91912.66894,2200,2200,0,0,124495587.5,10,124495597.5,-2264.801963
7.6,93203.66789,93232.66893,2200,2200,5.68434E-11,5.68434E-11,124495587.5,10,124495597.5,-2264.801963
7.7,94525.68094,94552.66893,2200,2200,6.55928E-24,6.55928E-24,124495587.5,10,124495597.5,-2264.801963
7.8,95847.83175,95872.66893,2200,2200,5.68434E-11,5.68434E-11,124495587.5,10,124495597.5,-2264.801963
7.9,97170.09884,97192.66893,2200,2200,7.06335E-24,7.06335E-24,124495587.5,10,124495597.5,-2264.801963
8,98492.45955,98512.66893,2200,2200,-2.84217E-11,-2.84217E-11,124495587.5,10,124495597.5,-2264.801963
8.1,99814.89029,99832.66893,2200,2200,-2.84217E-11,-2.84217E-11,124495587.5,10,124495597.5,-2264.801963
8.2,101137.3668,101152.6689,2200,2200,-4.03897E-24,-4.03897E-24,124495587.5,10,124495597.5,-2264.801963
8.3,102459.8643,102472.6689,2200,2200,2.84217E-11,2.84217E-11,124495587.5,10,124495597.5,-2264.801963
8.4,103782.3578,103792.6689,2200,2200,4.03574E-24,4.03574E-24,124495587.5,10,124495597.5,-2264.801963
8.5,105104.8225,105112.6689,2200,2200,-2.84217E-11,-2.84217E-11,124495587.5,10,124495597.5,-2264.801963
8.6,106427.2337,106432.6689,2200,2200,-4.03574E-24,-4.03574E-24,124495587.5,10,124495597.5,-2264.801963
8.7,107749.5673,107752.6689,2200,2200,-2.84217E-11,-2.84217E-11,124495587.5,10,124495597.5,-2264.801963
8.8,109071.8,109072.6689,2200,2200,-4.54303E-24,-4.54303E-24,124495587.5,10,124495597.5,-2264.801963
8.9,110393.9095,110392.6689,2200,2200,0,0,-9.999980107,124644478.7,124644468.7,-2266.042556
9,111715.8747,111712.6689,2200,2200,0,0,-10,124880304.6,124880294.6,-2268.007772
9.1,113037.676,113032.6689,2200,2200,0,0,-10,125096459.9,125096449.9,-2269.809066
9.2,114359.2954,114352.6689,2200,2200,0,0,-10,125290784.8,125290774.8,-2271.428441
9.3,115680.7167,115672.6689,2200,2200,0,0,-10,125461337.8,125461327.8,-2272.849716
9.4,117001.9257,116992.6689,2200,2200,0,0,-10,125606414.8,125606404.8,-2274.05869
9.5,118322.9103,118312.6689,2200,2200,0,0,-10,125724566.1,125724556.1,-2275.043284
9.6,119643.6606,119632.6689,2200,2200,0,0,-10,125814611.3,125814601.3,-2275.793661
9.7,120964.1693,120952.6689,2200,2200,0,0,-10,125875650.6,125875640.6,-2276.302322
9.8,122284.4312,122272.6689,2200,2200,0,0,-10,125907074.2,125907064.2,-2276.564185
9.9,123604.4436,123592.6689,2200,2200,0,0,10,125908548,125908558,-2276.576634
10,124924.2065,124912.6689,2200,2200,0,0,10,125880097.3,125880107.3,-2276.339544
10.1,126243.7223,126232.6689,2200,2200,0,0,10,125821986.1,125821996.1,-2275.855284
10.2,127562.9957,127552.6689,2200,2200,0,0,10,125734795.2,125734805.2,-2275.128694
10.3,128882.034,128872.6689,2200,2200,0,0,10,125619395.8,125619405.8,-2274.167032
10.4,130200.8469,130192.6689,2200,2200,0,0,10,125476940.8,125476950.8,-2272.979907
10.5,131519.4461,131512.6689,2200,2200,0,0,10,125308853.7,125308863.7,-2271.579181
10.6,132837.8458,132832.6689,2200,2200,0,0,10,125116813.8,125116823.8,-2269.978849
10.7,134156.0619,134152.6689,2200,2200,0,0,10,124902740.1,124902750.1,-2268.194901
10.8,135474.1121,135472.6689,2200,2200,0,0,10,124668771.5,124668781.5,-2266.245162
10.9,136792.0161,136792.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11,138109.7947,138112.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.1,139427.4701,139432.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.2,140745.0655,140752.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.3,142062.6051,142072.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.4,143380.1133,143392.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.5,144697.6151,144712.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.6,146015.1354,146032.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.7,147332.699,147352.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.8,148650.3302,148672.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
11.9,149968.0528,149992.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
12,151285.8894,151312.6689,2200,2200,0,0,10,124495587.5,124495597.5,-2264.801963
