"Time","powerUpPB","startCyclePB","emergencyStop","batchCycle","pieceCycle","autoSwitch","manualSwitch","F3SpinM1_acknowledgePB","liveWKM1","autoModeWKM1","manualModeWKM1","RUN1_emptyProd","RUN1_unitProd","RUN1_batchProd","RUN1_rotation","RUN1_faultyState","RUN1_cycleEnd","RUN1_movementFault","RUN1_slowAscent","RUN1_fastAscent","RUN1_slowDescent","RUN1_fastDescent","RUN1_releasing","RUN1_clamping","F1TurM1_autoFwdCmd","F1TurM1_autoBwdCmd","F1TurM1_autoHSCmd","F1TurM1_autoLSCmd","speedVal","speedPercent","F1TurM1_generalFault","F1TurM1_forwardFB","F1TurM1_backwardFB","F1TurM1_highSpeedFB","F1TurM1_lowSpeedFB","F1TurM1_thermalFB","F1TurM1_forwardCmd","F1TurM1_backwardCmd","F1TurM1_highSpeedCmd","F1TurM1_lowSpeedCmd","axlePosition","F3SpinM1_forwardFB","F3SpinM1_thermalFB","speedVal2","speedPercent2","F3SpinM1_forwardCmd","F3SpinM1_autoCmd","piece","RUN1_loadingRequest","RUN1_unloadingRequest"
1.500000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
1.600000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
1.700000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
1.800000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
1.900000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.000000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.100000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.200000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.300000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.400000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.500000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.600000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.700000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.800000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
2.900000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.000000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.100000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.200000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.300000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.400000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.500000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.600000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.700000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.800000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
3.900000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.000000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.100000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.200000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.300000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.400000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.500000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.600000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.700000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.800000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
4.900000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.000000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.100000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.200000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.300000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.400000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.500000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.600000000000001E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.700000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.800000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
5.900000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.000000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.100000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.200000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.300000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.400000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.500000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.600000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.700000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.800000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
6.899999999999999E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.000000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.100000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.200000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.300000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.400000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.500000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.600000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.700000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.800000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
7.900000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
8.000000000000000E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
8.100000000000001E-01,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000E+00,0.000000000000000E+00,0,0,0,0,0,1,0,0,0,0,0.000000000000000E+00,0,1,0.000000000000000E+00,0.000000000000000E+00,0,0,1,1,0
