"time","U@resistance","I@variable_resistance"
0,0,0
1.00E-07,0.00013111,-3.49E-09
2.00E-07,0.001038463,-1.39E-08
3.00E-07,0.003472413,-3.12E-08
4.00E-07,0.008144999,-5.52E-08
5.00E-07,0.015721033,-8.57E-08
6.00E-07,0.02680951,-1.22E-07
7.00E-07,0.041955774,-1.65E-07
8.00E-07,0.061634539,-2.13E-07
9.00E-07,0.086243831,-2.66E-07
1.00E-06,0.1160999,-3.23E-07
1.10E-06,0.151433164,-3.85E-07
1.20E-06,0.192385217,-4.50E-07
1.30E-06,0.239006913,-5.18E-07
1.40E-06,0.291257559,-5.88E-07
1.50E-06,0.349005196,-6.60E-07
1.60E-06,0.412027968,-7.33E-07
1.70E-06,0.480016547,-8.07E-07
1.80E-06,0.552577583,-8.80E-07
1.90E-06,0.629238132,-9.53E-07
2.00E-06,0.709450993,-1.02E-06
2.10E-06,0.792600907,-1.09E-06
2.20E-06,0.87801152,-1.16E-06
2.30E-06,0.964953053,-1.22E-06
2.40E-06,1.052650553,-1.29E-06
2.50E-06,1.140292668,-1.34E-06
2.60E-06,1.227040812,-1.39E-06
2.70E-06,1.312038616,-1.44E-06
2.80E-06,1.394421607,-1.49E-06
2.90E-06,1.473326954,-1.52E-06
3.00E-06,1.547903166,-1.56E-06
3.10E-06,1.617319705,-1.58E-06
3.20E-06,1.680776312,-1.60E-06
3.30E-06,1.737512032,-1.62E-06
3.40E-06,1.786813787,-1.63E-06
3.50E-06,1.828024431,-1.64E-06
3.60E-06,1.860550195,-1.64E-06
3.70E-06,1.883867443,-1.63E-06
3.80E-06,1.897528667,-1.62E-06
3.90E-06,1.901167676,-1.61E-06
4.00E-06,1.894503904,-1.59E-06
4.10E-06,1.877345816,-1.57E-06
4.20E-06,1.84959337,-1.54E-06
4.30E-06,1.811239521,-1.51E-06
4.40E-06,1.762370745,-1.48E-06
4.50E-06,1.703166597,-1.45E-06
4.60E-06,1.633898304,-1.41E-06
4.70E-06,1.554926423,-1.37E-06
4.80E-06,1.466697578,-1.34E-06
4.90E-06,1.369740339,-1.30E-06
5.00E-06,1.264660269,-1.26E-06
5.10E-06,1.014812409,0.022969467
5.20E-06,0.764835722,0.011939711
5.30E-06,0.517079183,0.000952832
5.40E-06,0.272587316,-0.009971231
5.50E-06,0.032365667,-0.020813291
5.60E-06,-0.202621795,-0.031554946
5.70E-06,-0.431455701,-0.042178651
5.80E-06,-0.65326345,-0.052667753
5.90E-06,-0.867225748,-0.063006618
6.00E-06,-1.072572807,-0.073180516
