"time","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
19,1.0000000000000000E+000,9.9977475533966964E-001,4.5000000000000001E-001,4.4685627954338925E-001,3.0000000000000000E+001,2.9999327215722232E+001,3.0000000000000000E+000,2.9969837406283824E+000,1.0000000000000000E+003,4.0000000000000000E+001
20,1.0000000000000000E+000,9.9985700249276988E-001,4.5000000000000001E-001,4.4688013013178990E-001,3.0000000000000000E+001,2.9999575484448723E+001,3.0000000000000000E+000,2.9938335231820798E+000,1.0000000000000000E+003,4.0000000000000000E+001
21,1.0000000000000000E+000,9.9995495852106020E-001,4.5000000000000001E-001,4.4710901827389099E-001,3.0000000000000000E+001,2.9999871936961021E+001,3.0000000000000000E+000,2.9948722471726001E+000,1.0000000000000000E+003,4.0000000000000000E+001
22,1.0000000000000000E+000,1.0000193338486001E+000,4.5000000000000001E-001,4.4745580420200937E-001,3.0000000000000000E+001,3.0000066197154705E+001,3.0000000000000000E+000,2.9974909777371908E+000,1.0000000000000000E+003,4.0000000000000000E+001
23,1.0000000000000000E+000,1.0000410186664912E+000,4.5000000000000001E-001,4.4785617958069074E-001,3.0000000000000000E+001,3.0000130659511129E+001,3.0000000000000000E+000,2.9997763299587246E+000,1.0000000000000000E+003,4.0000000000000000E+001
24,1.0000000000000000E+000,1.0000335901654076E+000,4.5000000000000001E-001,4.4826485761735824E-001,3.0000000000000000E+001,3.0000106928646264E+001,3.0000000000000000E+000,3.0009519652361218E+000,1.0000000000000000E+003,4.0000000000000000E+001
25,1.0000000000000000E+000,1.0000155742462287E+000,4.5000000000000001E-001,4.4865166415717789E-001,3.0000000000000000E+001,3.0000051411154253E+001,3.0000000000000000E+000,3.0011118387918656E+000,1.0000000000000000E+003,4.0000000000000000E+001
26,1.0000000000000000E+000,1.0000000783044238E+000,4.5000000000000001E-001,4.4899815060148013E-001,3.0000000000000000E+001,3.0000003830859029E+001,3.0000000000000000E+000,3.0007229713683938E+000,1.0000000000000000E+003,4.0000000000000000E+001
27,1.0000000000000000E+000,9.9999225968576055E-001,4.5000000000000001E-001,4.4929471780494451E-001,3.0000000000000000E+001,2.9999979718484965E+001,3.0000000000000000E+000,3.0002337683642959E+000,1.0000000000000000E+003,4.0000000000000000E+001
28,1.0000000000000000E+000,9.9999140690308164E-001,4.5000000000000001E-001,4.4953824983074175E-001,3.0000000000000000E+001,2.9999976819996760E+001,3.0000000000000000E+000,2.9998999977304317E+000,1.0000000000000000E+003,4.0000000000000000E+001
29,1.0000000000000000E+000,9.9999428414521130E-001,4.5000000000000001E-001,4.4973021874230013E-001,3.0000000000000000E+001,2.9999985263672588E+001,3.0000000000000000E+000,2.9997797432804956E+000,1.0000000000000000E+003,4.0000000000000000E+001
30,1.0000000000000000E+000,9.9999778624301339E-001,4.5000000000000001E-001,4.4987509954741439E-001,3.0000000000000000E+001,2.9999995608208362E+001,3.0000000000000000E+000,2.9998120252616278E+000,1.0000000000000000E+003,4.0000000000000000E+001
31,1.0000000000000000E+000,1.0000001614721847E+000,4.5000000000000001E-001,4.4997907325962616E-001,3.0000000000000000E+001,3.0000002541069733E+001,3.0000000000000000E+000,2.9999041962126141E+000,1.0000000000000000E+003,4.0000000000000000E+001
32,1.0000000000000000E+000,1.0000010349829298E+000,4.5000000000000001E-001,4.5004902625168342E-001,3.0000000000000000E+001,3.0000004936912855E+001,3.0000000000000000E+000,2.9999869265992349E+000,1.0000000000000000E+003,4.0000000000000000E+001
33,1.0000000000000000E+000,1.0000008482081935E+000,4.5000000000000001E-001,4.5009182753872867E-001,3.0000000000000000E+001,3.0000004144544572E+001,3.0000000000000000E+000,3.0000308803251587E+000,1.0000000000000000E+003,4.0000000000000000E+001
34,1.0000000000000000E+000,1.0000002570801290E+000,4.5000000000000001E-001,4.5011394254861509E-001,3.0000000000000000E+001,3.0000002156904905E+001,3.0000000000000000E+000,3.0000384172834438E+000,1.0000000000000000E+003,4.0000000000000000E+001
35,1.0000000000000000E+000,9.9999972605687992E-001,4.5000000000000001E-001,4.5012085484333458E-001,3.0000000000000000E+001,3.0000000380590528E+001,3.0000000000000000E+000,3.0000252978378197E+000,1.0000000000000000E+003,4.0000000000000000E+001
36,1.0000000000000000E+000,9.9999946016590635E-001,4.5000000000000001E-001,4.5011728079283042E-001,3.0000000000000000E+001,2.9999999432250618E+001,3.0000000000000000E+000,3.0000076441937420E+000,1.0000000000000000E+003,4.0000000000000000E+001
37,1.0000000000000000E+000,9.9999944785275341E-001,4.5000000000000001E-001,4.5010703479706449E-001,3.0000000000000000E+001,2.9999999271826340E+001,3.0000000000000000E+000,2.9999951819900672E+000,1.0000000000000000E+003,4.0000000000000000E+001
38,1.0000000000000000E+000,9.9999957687123986E-001,4.5000000000000001E-001,4.5009308061346787E-001,3.0000000000000000E+001,2.9999999553555028E+001,3.0000000000000000E+000,2.9999904943018887E+000,1.0000000000000000E+003,4.0000000000000000E+001
39,1.0000000000000000E+000,9.9999973247875629E-001,4.5000000000000001E-001,4.5007762274742791E-001,3.0000000000000000E+001,2.9999999928195514E+001,3.0000000000000000E+000,2.9999916128199562E+000,1.0000000000000000E+003,4.0000000000000000E+001
40,1.0000000000000000E+000,9.9999984637406891E-001,4.5000000000000001E-001,4.5006221708480038E-001,3.0000000000000000E+001,3.0000000186721408E+001,3.0000000000000000E+000,2.9999951648306062E+000,1.0000000000000000E+003,4.0000000000000000E+001
41,1.0000000000000000E+000,9.9999990134352990E-001,4.5000000000000001E-001,4.5004788671419033E-001,3.0000000000000000E+001,3.0000000276176166E+001,3.0000000000000000E+000,2.9999984895221403E+000,1.0000000000000000E+003,4.0000000000000000E+001
42,1.0000000000000000E+000,9.9999991236647667E-001,4.5000000000000001E-001,4.5003523378631688E-001,3.0000000000000000E+001,3.0000000241316776E+001,3.0000000000000000E+000,3.0000003758162497E+000,1.0000000000000000E+003,4.0000000000000000E+001
43,1.0000000000000000E+000,9.9999990405246331E-001,4.5000000000000001E-001,4.5002454166842815E-001,3.0000000000000000E+001,3.0000000156005292E+001,3.0000000000000000E+000,3.0000008222330536E+000,1.0000000000000000E+003,4.0000000000000000E+001
44,1.0000000000000000E+000,9.9999989562925307E-001,4.5000000000000001E-001,4.5001586406797101E-001,3.0000000000000000E+001,3.0000000077665756E+001,3.0000000000000000E+000,3.0000004189151341E+000,1.0000000000000000E+003,4.0000000000000000E+001
45,1.0000000000000000E+000,9.9999989583185622E-001,4.5000000000000001E-001,4.5000909959433227E-001,3.0000000000000000E+001,3.0000000031872478E+001,3.0000000000000000E+000,2.9999998010683600E+000,1.0000000000000000E+003,4.0000000000000000E+001
46,1.0000000000000000E+000,9.9999990474082856E-001,4.5000000000000001E-001,4.5000405159645057E-001,3.0000000000000000E+001,3.0000000018020891E+001,3.0000000000000000E+000,2.9999993635094708E+000,1.0000000000000000E+003,4.0000000000000000E+001
47,1.0000000000000000E+000,9.9999991825219903E-001,4.5000000000000001E-001,4.5000047412692012E-001,3.0000000000000000E+001,3.0000000022947638E+001,3.0000000000000000E+000,2.9999992208036699E+000,1.0000000000000000E+003,4.0000000000000000E+001
48,1.0000000000000000E+000,9.9999993198235859E-001,4.5000000000000001E-001,4.4999810555944658E-001,3.0000000000000000E+001,3.0000000032716262E+001,3.0000000000000000E+000,2.9999993037577539E+000,1.0000000000000000E+003,4.0000000000000000E+001
49,1.0000000000000000E+000,9.9999994328179076E-001,4.5000000000000001E-001,4.4999669175115692E-001,3.0000000000000000E+001,3.0000000038839406E+001,3.0000000000000000E+000,2.9999994825173490E+000,1.0000000000000000E+003,4.0000000000000000E+001
50,1.0000000000000000E+000,9.9999995149327325E-001,4.5000000000000001E-001,4.4999600074483576E-001,3.0000000000000000E+001,3.0000000038887279E+001,3.0000000000000000E+000,2.9999996516984875E+000,1.0000000000000000E+003,4.0000000000000000E+001
51,9.4999999999999996E-001,9.8358740742382522E-001,4.5000000000000001E-001,4.4952828238464210E-001,3.0000000000000000E+001,3.0025540910503892E+001,3.0000000000000000E+000,3.2723369894982541E+000,1.0000000000000000E+003,4.0000000000000000E+001
52,9.4999999999999996E-001,9.6924488380612339E-001,4.5000000000000001E-001,4.4927061573639171E-001,3.0000000000000000E+001,3.0008791053569787E+001,3.0000000000000000E+000,3.2110492644407334E+000,1.0000000000000000E+003,4.0000000000000000E+001
53,9.4999999999999996E-001,9.5669941146332538E-001,4.5000000000000001E-001,4.4916643435439846E-001,3.0000000000000000E+001,3.0002568921694184E+001,3.0000000000000000E+000,3.1111734349098898E+000,1.0000000000000000E+003,4.0000000000000000E+001
54,9.4999999999999996E-001,9.4624150556787923E-001,4.5000000000000001E-001,4.4918613884916209E-001,3.0000000000000000E+001,2.9992183629931276E+001,3.0000000000000000E+000,3.0336824495250960E+000,1.0000000000000000E+003,4.0000000000000000E+001
55,9.4999999999999996E-001,9.4217386349631016E-001,4.5000000000000001E-001,4.4942127839774726E-001,3.0000000000000000E+001,2.9981309370198616E+001,3.0000000000000000E+000,2.9170718218818084E+000,1.0000000000000000E+003,4.0000000000000000E+001
56,9.4999999999999996E-001,9.4336017259895821E-001,4.5000000000000001E-001,4.4976030090000474E-001,3.0000000000000000E+001,2.9983084516439490E+001,3.0000000000000000E+000,2.8499366293004185E+000,1.0000000000000000E+003,4.0000000000000000E+001
57,9.4999999999999996E-001,9.4662699379676585E-001,4.5000000000000001E-001,4.5006220333336083E-001,3.0000000000000000E+001,2.9991238315962317E+001,3.0000000000000000E+000,2.8565924412961956E+000,1.0000000000000000E+003,4.0000000000000000E+001
58,9.4999999999999996E-001,9.4958900020474035E-001,4.5000000000000001E-001,4.5025363805842078E-001,3.0000000000000000E+001,2.9999166651765091E+001,3.0000000000000000E+000,2.9133149121134356E+000,1.0000000000000000E+003,4.0000000000000000E+001
59,9.4999999999999996E-001,9.5119919262616281E-001,4.5000000000000001E-001,4.5032861133919022E-001,3.0000000000000000E+001,3.0003438196737601E+001,3.0000000000000000E+000,2.9797750628820019E+000,1.0000000000000000E+003,4.0000000000000000E+001
60,9.4999999999999996E-001,9.5149565130336000E-001,4.5000000000000001E-001,4.5032058994476110E-001,3.0000000000000000E+001,3.0004104333261804E+001,3.0000000000000000E+000,3.0241193222635969E+000,1.0000000000000000E+003,4.0000000000000000E+001
61,9.4999999999999996E-001,9.5103241424389817E-001,4.5000000000000001E-001,4.5027214052222525E-001,3.0000000000000000E+001,3.0002778221986897E+001,3.0000000000000000E+000,3.0374343316370696E+000,1.0000000000000000E+003,4.0000000000000000E+001
62,9.4999999999999996E-001,9.5038844174024151E-001,4.5000000000000001E-001,4.5021571591025006E-001,3.0000000000000000E+001,3.0001032703763027E+001,3.0000000000000000E+000,3.0292557229869450E+000,1.0000000000000000E+003,4.0000000000000000E+001
63,9.4999999999999996E-001,9.4991768852132208E-001,4.5000000000000001E-001,4.5016776672234599E-001,3.0000000000000000E+001,2.9999776402956737E+001,3.0000000000000000E+000,3.0138028821742417E+000,1.0000000000000000E+003,4.0000000000000000E+001
64,9.4999999999999996E-001,9.4972210400918800E-001,4.5000000000000001E-001,4.5013191861319923E-001,3.0000000000000000E+001,2.9999257464824577E+001,3.0000000000000000E+000,3.0009600311908131E+000,1.0000000000000000E+003,4.0000000000000000E+001
65,9.4999999999999996E-001,9.4973928030146859E-001,4.5000000000000001E-001,4.5010516429807568E-001,3.0000000000000000E+001,2.9999305359554718E+001,3.0000000000000000E+000,2.9944165687913058E+000,1.0000000000000000E+003,4.0000000000000000E+001
66,9.4999999999999996E-001,9.4985360836550525E-001,4.5000000000000001E-001,4.5008325720332382E-001,3.0000000000000000E+001,2.9999612061647362E+001,3.0000000000000000E+000,2.9935029578883414E+000,1.0000000000000000E+003,4.0000000000000000E+001
67,9.4999999999999996E-001,9.4996864723620766E-001,4.5000000000000001E-001,4.5006341585603543E-001,3.0000000000000000E+001,2.9999919552010390E+001,3.0000000000000000E+000,2.9956867889346595E+000,1.0000000000000000E+003,4.0000000000000000E+001
68,9.4999999999999996E-001,9.5003740153792682E-001,4.5000000000000001E-001,4.5004492412839886E-001,3.0000000000000000E+001,3.0000102209741708E+001,3.0000000000000000E+000,2.9984994506003244E+000,1.0000000000000000E+003,4.0000000000000000E+001
69,9.4999999999999996E-001,9.5005574947099003E-001,4.5000000000000001E-001,4.5002837084286718E-001,3.0000000000000000E+001,3.0000149818330900E+001,3.0000000000000000E+000,3.0004817488703677E+000,1.0000000000000000E+003,4.0000000000000000E+001
70,9.4999999999999996E-001,9.5004207456487799E-001,4.5000000000000001E-001,4.5001465691207510E-001,3.0000000000000000E+001,3.0000112271095134E+001,3.0000000000000000E+000,3.0012531052412341E+000,1.0000000000000000E+003,4.0000000000000000E+001
71,9.4999999999999996E-001,9.5001841562331613E-001,4.5000000000000001E-001,4.5000431788415518E-001,3.0000000000000000E+001,3.0000048667841117E+001,3.0000000000000000E+000,3.0011241523633334E+000,1.0000000000000000E+003,4.0000000000000000E+001
72,9.4999999999999996E-001,9.4999935921654333E-001,4.5000000000000001E-001,4.4999730509442665E-001,3.0000000000000000E+001,2.9999997801667742E+001,3.0000000000000000E+000,3.0006072168918938E+000,1.0000000000000000E+003,4.0000000000000000E+001
73,9.4999999999999996E-001,9.4999023668492399E-001,4.5000000000000001E-001,4.4999312339030528E-001,3.0000000000000000E+001,2.9999973656112399E+001,3.0000000000000000E+000,3.0001076455126441E+000,1.0000000000000000E+003,4.0000000000000000E+001
74,9.4999999999999996E-001,9.4998969114994214E-001,4.5000000000000001E-001,4.4999106925453791E-001,3.0000000000000000E+001,2.9999972418479377E+001,3.0000000000000000E+000,2.9998184168093700E+000,1.0000000000000000E+003,4.0000000000000000E+001
75,9.4999999999999996E-001,9.4999358819680357E-001,4.5000000000000001E-001,4.4999045172956459E-001,3.0000000000000000E+001,2.9999982958643262E+001,3.0000000000000000E+000,2.9997494886804508E+000,1.0000000000000000E+003,4.0000000000000000E+001
76,9.4999999999999996E-001,9.4999809712944239E-001,4.5000000000000001E-001,4.4999071924184936E-001,3.0000000000000000E+001,2.9999995036089079E+001,3.0000000000000000E+000,2.9998168169481088E+000,1.0000000000000000E+003,4.0000000000000000E+001
77,9.4999999999999996E-001,9.5000108844221709E-001,4.5000000000000001E-001,4.4999148725755195E-001,3.0000000000000000E+001,3.0000002998063284E+001,3.0000000000000000E+000,2.9999232534207061E+000,1.0000000000000000E+003,4.0000000000000000E+001
78,9.4999999999999996E-001,9.5000214555811857E-001,4.5000000000000001E-001,4.4999252146809432E-001,3.0000000000000000E+001,3.0000005773139868E+001,3.0000000000000000E+000,3.0000073289965505E+000,1.0000000000000000E+003,4.0000000000000000E+001
79,9.4999999999999996E-001,9.5000174215752664E-001,4.5000000000000001E-001,4.4999367587080030E-001,3.0000000000000000E+001,3.0000004658054667E+001,3.0000000000000000E+000,3.0000421758021618E+000,1.0000000000000000E+003,4.0000000000000000E+001
80,9.4999999999999996E-001,9.5000091792290808E-001,4.5000000000000001E-001,4.4999484002205903E-001,3.0000000000000000E+001,3.0000002437110940E+001,3.0000000000000000E+000,3.0000449955658355E+000,1.0000000000000000E+003,4.0000000000000000E+001
81,9.4999999999999996E-001,9.5000019162658722E-001,4.5000000000000001E-001,4.4999594088652334E-001,3.0000000000000000E+001,3.0000000495609875E+001,3.0000000000000000E+000,3.0000279535797549E+000,1.0000000000000000E+003,4.0000000000000000E+001
82,9.4999999999999996E-001,9.4999974540121279E-001,4.5000000000000001E-001,4.4999695472447415E-001,3.0000000000000000E+001,2.9999999309982471E+001,3.0000000000000000E+000,3.0000096682082154E+000,1.0000000000000000E+003,4.0000000000000000E+001
83,9.4999999999999996E-001,9.4999962437693153E-001,4.5000000000000001E-001,4.4999783837292506E-001,3.0000000000000000E+001,2.9999998994592275E+001,3.0000000000000000E+000,2.9999966380707721E+000,1.0000000000000000E+003,4.0000000000000000E+001
84,9.4999999999999996E-001,9.4999972452032622E-001,4.5000000000000001E-001,4.4999854890674995E-001,3.0000000000000000E+001,2.9999999267199790E+001,3.0000000000000000E+000,2.9999924105183586E+000,1.0000000000000000E+003,4.0000000000000000E+001
85,9.4999999999999996E-001,9.4999986883756260E-001,4.5000000000000001E-001,4.4999913416030074E-001,3.0000000000000000E+001,2.9999999655074333E+001,3.0000000000000000E+000,2.9999927162232916E+000,1.0000000000000000E+003,4.0000000000000000E+001
86,9.4999999999999996E-001,9.4999998372499506E-001,4.5000000000000001E-001,4.4999955842950573E-001,3.0000000000000000E+001,2.9999999961472859E+001,3.0000000000000000E+000,2.9999958005411336E+000,1.0000000000000000E+003,4.0000000000000000E+001
87,9.4999999999999996E-001,9.5000004942314364E-001,4.5000000000000001E-001,4.4999988177901984E-001,3.0000000000000000E+001,3.0000000135540962E+001,3.0000000000000000E+000,2.9999988223232195E+000,1.0000000000000000E+003,4.0000000000000000E+001
88,9.4999999999999996E-001,9.5000006221920708E-001,4.5000000000000001E-001,4.5000010154417802E-001,3.0000000000000000E+001,3.0000000168166938E+001,3.0000000000000000E+000,3.0000008057338330E+000,1.0000000000000000E+003,4.0000000000000000E+001
89,9.4999999999999996E-001,9.5000004344369182E-001,4.5000000000000001E-001,4.5000023863800204E-001,3.0000000000000000E+001,3.0000000116934523E+001,3.0000000000000000E+000,3.0000014725896667E+000,1.0000000000000000E+003,4.0000000000000000E+001
90,9.4999999999999996E-001,9.5000001763488118E-001,4.5000000000000001E-001,4.5000030521551238E-001,3.0000000000000000E+001,3.0000000047595602E+001,3.0000000000000000E+000,3.0000011608023947E+000,1.0000000000000000E+003,4.0000000000000000E+001
91,9.4999999999999996E-001,9.4999999808240898E-001,4.5000000000000001E-001,4.5000033515549387E-001,3.0000000000000000E+001,2.9999999995241186E+001,3.0000000000000000E+000,3.0000006093400615E+000,1.0000000000000000E+003,4.0000000000000000E+001
92,9.4999999999999996E-001,9.4999998897294879E-001,4.5000000000000001E-001,4.5000033244689924E-001,3.0000000000000000E+001,2.9999999971088432E+001,3.0000000000000000E+000,3.0000000881513067E+000,1.0000000000000000E+003,4.0000000000000000E+001
93,9.4999999999999996E-001,9.4999998944497432E-001,4.5000000000000001E-001,4.5000030642799532E-001,3.0000000000000000E+001,2.9999999972474562E+001,3.0000000000000000E+000,2.9999998283885110E+000,1.0000000000000000E+003,4.0000000000000000E+001
94,9.4999999999999996E-001,9.4999999324843565E-001,4.5000000000000001E-001,4.5000026992904529E-001,3.0000000000000000E+001,2.9999999982714321E+001,3.0000000000000000E+000,2.9999997703086190E+000,1.0000000000000000E+003,4.0000000000000000E+001
95,9.4999999999999996E-001,9.4999999724517892E-001,4.5000000000000001E-001,4.5000022874878409E-001,3.0000000000000000E+001,2.9999999993332519E+001,3.0000000000000000E+000,2.9999998234336349E+000,1.0000000000000000E+003,4.0000000000000000E+001
96,9.4999999999999996E-001,9.5000000021365250E-001,4.5000000000000001E-001,4.5000018675173864E-001,3.0000000000000000E+001,3.0000000001168345E+001,3.0000000000000000E+000,2.9999999100071784E+000,1.0000000000000000E+003,4.0000000000000000E+001
97,9.4999999999999996E-001,9.5000000155474196E-001,4.5000000000000001E-001,4.5000014639121122E-001,3.0000000000000000E+001,3.0000000004655352E+001,3.0000000000000000E+000,2.9999999892137339E+000,1.0000000000000000E+003,4.0000000000000000E+001
98,9.4999999999999996E-001,9.5000000154972264E-001,4.5000000000000001E-001,4.5000010985134503E-001,3.0000000000000000E+001,3.0000000004553097E+001,3.0000000000000000E+000,3.0000000329184706E+000,1.0000000000000000E+003,4.0000000000000000E+001
99,9.4999999999999996E-001,9.5000000087514469E-001,4.5000000000000001E-001,4.5000007921441176E-001,3.0000000000000000E+001,3.0000000002678405E+001,3.0000000000000000E+000,3.0000000381164136E+000,1.0000000000000000E+003,4.0000000000000000E+001
100,9.4999999999999996E-001,9.5000000019675401E-001,4.5000000000000001E-001,4.5000005312599078E-001,3.0000000000000000E+001,3.0000000000817096E+001,3.0000000000000000E+000,3.0000000279974199E+000,1.0000000000000000E+003,4.0000000000000000E+001
101,9.4999999999999996E-001,9.5000002865091315E-001,5.0000000000000000E-001,4.6867116566804834E-001,3.0000000000000000E+001,3.0000000074097745E+001,3.0000000000000000E+000,3.0000010841180140E+000,1.0000000000000000E+003,4.0000000000000000E+001
102,9.4999999999999996E-001,9.4999997374219325E-001,5.0000000000000000E-001,4.8308706517551037E-001,3.0000000000000000E+001,2.9999999929791166E+001,3.0000000000000000E+000,3.0000004349601883E+000,1.0000000000000000E+003,4.0000000000000000E+001
103,9.4999999999999996E-001,9.4999995660071945E-001,5.0000000000000000E-001,4.9372337563077878E-001,3.0000000000000000E+001,2.9999999885213143E+001,3.0000000000000000E+000,2.9999995237683557E+000,1.0000000000000000E+003,4.0000000000000000E+001
104,9.4999999999999996E-001,9.4999996508525308E-001,5.0000000000000000E-001,5.0115102314206050E-001,3.0000000000000000E+001,2.9999999908431278E+001,3.0000000000000000E+000,2.9999990752344599E+000,1.0000000000000000E+003,4.0000000000000000E+001
105,9.4999999999999996E-001,9.4999998372973804E-001,5.0000000000000000E-001,5.0596120125377264E-001,3.0000000000000000E+001,2.9999999958291546E+001,3.0000000000000000E+000,2.9999991625148783E+000,1.0000000000000000E+003,4.0000000000000000E+001
106,9.4999999999999996E-001,9.5000000080524249E-001,5.0000000000000000E-001,5.0872238279732129E-001,3.0000000000000000E+001,3.0000000003632575E+001,3.0000000000000000E+000,2.9999995474924361E+000,1.0000000000000000E+003,4.0000000000000000E+001
107,9.4999999999999996E-001,9.5000001071524565E-001,5.0000000000000000E-001,5.0994899737486754E-001,3.0000000000000000E+001,3.0000000029688653E+001,3.0000000000000000E+000,2.9999999581463519E+000,1.0000000000000000E+003,4.0000000000000000E+001
108,9.4999999999999996E-001,9.5000001308112003E-001,5.0000000000000000E-001,5.1008053741249637E-001,3.0000000000000000E+001,3.0000000035599466E+001,3.0000000000000000E+000,3.0000002294011781E+000,1.0000000000000000E+003,4.0000000000000000E+001
109,9.4999999999999996E-001,9.5000001041874582E-001,5.0000000000000000E-001,5.0948267871317576E-001,3.0000000000000000E+001,3.0000000028173400E+001,3.0000000000000000E+000,3.0000003205315378E+000,1.0000000000000000E+003,4.0000000000000000E+001
110,9.4999999999999996E-001,9.5000000591342448E-001,5.0000000000000000E-001,5.0844544021132665E-001,3.0000000000000000E+001,3.0000000015942760E+001,3.0000000000000000E+000,3.0000002763682798E+000,1.0000000000000000E+003,4.0000000000000000E+001
