"time","iAC1@modelica_icon","iAC2@modelica_icon","iAC3@modelica_icon","uAC1@modelica_icon","uAC2@modelica_icon","uAC3@modelica_icon"
0.00051,0.156258,-11.6211,11.4648,354.519,-552.78,198.261
0.000515,0.157778,-11.8581,11.7003,355.197,-552.617,197.42
0.00052,0.159296,-12.096,11.9367,355.875,-552.454,196.579
0.000525,0.160815,-12.3346,12.1738,356.553,-552.292,195.738
0.00053,0.162333,-12.5739,12.4115,357.231,-552.129,194.898
0.000535,0.16385,-12.8138,12.6499,357.909,-551.967,194.058
0.00054,0.165368,-13.0543,12.8889,358.586,-551.804,193.218
0.000545,0.166884,-13.2953,13.1284,359.263,-551.642,192.379
0.00055,0.168401,-13.5368,13.3684,359.94,-551.48,191.54
0.000555,0.169917,-13.7786,13.6087,360.617,-551.318,190.7
0.00056,0.171432,-14.0208,13.8494,361.294,-551.156,189.862
0.000565,0.172947,-14.2633,14.0904,361.971,-550.994,189.023
0.00057,0.174462,-14.506,14.3315,362.647,-550.832,188.185
0.000575,0.175976,-14.7488,14.5728,363.323,-550.67,187.347
0.00058,0.17749,-14.9917,14.8142,363.999,-550.508,186.509
0.000585,0.179003,-15.2346,15.0556,364.675,-550.347,185.672
0.00059,0.180516,-15.4775,15.297,365.351,-550.185,184.834
0.000595,0.182029,-15.7203,15.5383,366.026,-550.024,183.997
0.0006,0.183541,-15.963,15.7795,366.702,-549.862,183.161
0.000605,0.185052,-16.2054,16.0204,367.377,-549.701,182.324
0.00061,0.186564,-16.4476,16.261,368.052,-549.54,181.488
0.000615,0.188074,-16.6894,16.5014,368.727,-549.379,180.652
0.00062,0.189584,-16.9309,16.7413,369.401,-549.218,179.816
0.000625,0.191094,-17.1719,16.9808,370.075,-549.057,178.981
0.00063,0.192603,-17.4123,17.2197,370.75,-548.896,178.146
0.000635,0.194112,-17.6522,17.4581,371.424,-548.735,177.311
0.00064,0.195621,-17.8915,17.6958,372.097,-548.574,176.477
0.000645,0.197128,-18.13,17.9329,372.771,-548.413,175.642
0.00065,0.198636,-18.3678,18.1692,373.444,-548.253,174.808
0.000655,0.200143,-18.6048,18.4046,374.118,-548.092,173.975
0.00066,0.201649,-18.8409,18.6392,374.791,-547.932,173.141
0.000665,0.203155,-19.076,18.8729,375.463,-547.772,172.308
0.00067,0.20466,-19.3102,19.1055,376.136,-547.611,171.475
0.000675,0.206165,-19.5433,19.3371,376.808,-547.451,170.643
0.00068,0.207669,-19.7753,19.5676,377.48,-547.291,169.811
0.000685,0.209173,-20.0061,19.7969,378.152,-547.131,168.979
0.00069,0.210676,-20.2357,20.025,378.824,-546.971,168.147
0.000695,0.212179,-20.4639,20.2518,379.495,-546.811,167.316
0.0007,0.213682,-20.6909,20.4772,380.166,-546.651,166.485
0.000705,0.215183,-20.9164,20.7012,380.837,-546.491,165.654
0.00071,0.216685,-21.1404,20.9237,381.508,-546.332,164.823
0.000715,0.218185,-21.3629,21.1447,382.179,-546.172,163.993
0.00072,0.219685,-21.5838,21.3641,382.849,-546.012,163.163
0.000725,0.221185,-21.803,21.5818,383.519,-545.853,162.334
0.00073,0.222684,-22.0205,21.7978,384.189,-545.693,161.505
0.000735,0.224183,-22.2362,22.0121,384.858,-545.534,160.676
0.00074,0.22568,-22.4501,22.2245,385.528,-545.375,159.847
0.000745,0.227178,-22.6622,22.435,386.197,-545.216,159.019
0.00075,0.228675,-22.8722,22.6435,386.866,-545.056,158.191
0.000755,0.230171,-23.0803,22.8501,387.534,-544.897,157.363
0.00076,0.231667,-23.2862,23.0546,388.203,-544.738,156.536
0.000765,0.233162,-23.4901,23.2569,388.871,-544.579,155.709
0.00077,0.234656,-23.6917,23.4571,389.539,-544.421,154.882
0.000775,0.23615,-23.8911,23.655,390.206,-544.262,154.056
0.00078,0.237644,-24.0882,23.8506,390.873,-544.103,153.229
0.000785,0.239137,-24.2829,24.0438,391.541,-543.944,152.404
0.00079,0.240629,-24.4752,24.2346,392.207,-543.786,151.578
0.000795,0.24212,-24.665,24.4229,392.874,-543.627,150.753
0.0008,0.243611,-24.8523,24.6087,393.54,-543.468,149.928
0.000805,0.245102,-25.037,24.7919,394.206,-543.31,149.104
0.00081,0.246592,-25.219,24.9724,394.872,-543.152,148.28
0.000815,0.248081,-25.3983,25.1502,395.537,-542.993,147.456
0.00082,0.249569,-25.5748,25.3252,396.202,-542.835,146.633
0.000825,0.251057,-25.7484,25.4974,396.867,-542.677,145.809
0.00083,0.252545,-25.9192,25.6667,397.532,-542.518,144.987
0.000835,0.254032,-26.087,25.833,398.196,-542.36,144.164
0.00084,0.255518,-26.2518,25.9963,398.86,-542.202,143.342
0.000845,0.257003,-26.4136,26.1566,399.524,-542.044,142.52
0.00085,0.258488,-26.5722,26.3137,400.187,-541.886,141.699
0.000855,0.259972,-26.7276,26.4676,400.85,-541.728,140.878
0.00086,0.261456,-26.8798,26.6183,401.513,-541.57,140.057
0.000865,0.262939,-27.0286,26.7657,402.176,-541.412,139.237
0.00087,0.264421,-27.1742,26.9097,402.838,-541.254,138.417
0.000875,0.265903,-27.3163,27.0504,403.5,-541.097,137.597
0.00088,0.267384,-27.4549,27.1875,404.161,-540.939,136.778
0.000885,0.268864,-27.59,27.3211,404.823,-540.781,135.959
0.00089,0.270344,-27.7215,27.4511,405.484,-540.624,135.14
0.000895,0.271823,-27.8493,27.5775,406.144,-540.466,134.322
0.0009,0.273301,-27.9735,27.7002,406.805,-540.308,133.504
0.000905,0.274778,-28.0938,27.8191,407.465,-540.151,132.686
0.00091,0.276255,-28.2104,27.9341,408.124,-539.993,131.869
0.000915,0.277732,-28.3231,28.0453,408.784,-539.836,131.052
0.00092,0.279207,-28.4318,28.1526,409.443,-539.678,130.235
0.000925,0.280682,-28.5366,28.2559,410.102,-539.521,129.419
0.00093,0.282156,-28.6373,28.3551,410.76,-539.363,128.603
0.000935,0.28363,-28.7339,28.4503,411.418,-539.206,127.788
0.00094,0.285103,-28.8263,28.5412,412.076,-539.048,126.973
0.000945,0.286575,-28.9146,28.628,412.733,-538.891,126.158
0.00095,0.288046,-28.9985,28.7105,413.39,-538.734,125.344
0.000955,0.289517,-29.0781,28.7886,414.047,-538.576,124.53
0.00096,0.290987,-29.1534,28.8624,414.703,-538.419,123.716
0.000965,0.292456,-29.2242,28.9317,415.359,-538.262,122.903
0.00097,0.293925,-29.2905,28.9965,416.015,-538.105,122.09
0.000975,0.295393,-29.3522,29.0568,416.67,-537.947,121.277
0.00098,0.29686,-29.4093,29.1125,417.325,-537.79,120.465
0.000985,0.298326,-29.4618,29.1635,417.98,-537.633,119.653
0.00099,0.299792,-29.5095,29.2097,418.634,-537.476,118.842
0.000995,0.301256,-29.5525,29.2512,419.288,-537.318,118.031
0.001,0.302721,-29.5906,29.2879,419.941,-537.161,117.22
0.001005,0.304184,-29.6238,29.3196,420.594,-537.004,116.41
0.00101,0.305647,-29.6521,29.3465,421.247,-536.847,115.6
0.001015,0.307108,-29.6754,29.3683,421.899,-536.689,114.79
0.00102,0.30857,-29.6936,29.3851,422.551,-536.532,113.981
0.001025,0.31003,-29.7067,29.3967,423.203,-536.375,113.172
0.00103,0.31149,-29.7147,29.4032,423.854,-536.218,112.364
0.001035,0.312948,-29.7174,29.4045,424.505,-536.06,111.556
0.00104,0.314406,-29.7149,29.4005,425.155,-535.903,110.748
0.001045,0.315864,-29.707,29.3912,425.805,-535.746,109.941
0.00105,0.31732,-29.6938,29.3765,426.455,-535.589,109.134
0.001055,0.318776,-29.6751,29.3563,427.104,-535.431,108.328
0.00106,0.320231,-29.6509,29.3307,427.753,-535.274,107.521
0.001065,0.321685,-29.6212,29.2995,428.401,-535.117,106.716
0.00107,0.323138,-29.5858,29.2627,429.049,-534.959,105.91
0.001075,0.324591,-29.5448,29.2203,429.697,-534.802,105.105
0.00108,0.326043,-29.4982,29.1721,430.344,-534.644,104.301
0.001085,0.327494,-29.4457,29.1182,430.99,-534.487,103.497
0.00109,0.328944,-29.3874,29.0585,431.637,-534.33,102.693
0.001095,0.330393,-29.3233,28.9929,432.283,-534.172,101.889
0.0011,0.331842,-29.2532,28.9214,432.928,-534.014,101.086
0.001105,0.333289,-29.1772,28.8439,433.573,-533.857,100.284
0.00111,0.334736,-29.0951,28.7604,434.218,-533.699,99.4814
0.001115,0.336182,-29.0069,28.6708,434.862,-533.542,98.6796
0.00112,0.337627,-28.9126,28.575,435.506,-533.384,97.8781
0.001125,0.339072,-28.8122,28.4731,436.149,-533.226,97.077
0.00113,0.340515,-28.7054,28.3649,436.792,-533.068,96.2764
0.001135,0.341958,-28.5924,28.2505,437.434,-532.911,95.4761
0.00114,0.3434,-28.4731,28.1297,438.076,-532.753,94.6762
0.001145,0.344841,-28.3473,28.0025,438.718,-532.595,93.8767
0.00115,0.346281,-28.2151,27.8688,439.359,-532.437,93.0777
0.001155,0.34772,-28.0764,27.7287,440,-532.279,92.279
0.00116,0.349159,-27.9311,27.582,440.64,-532.121,91.4807
0.001165,0.350596,-27.7793,27.4287,441.28,-531.962,90.6828
0.00117,0.352033,-27.6207,27.2687,441.919,-531.804,89.8853
0.001175,0.353469,-27.4555,27.102,442.558,-531.646,89.0882
0.00118,0.354904,-27.2835,26.9286,443.196,-531.487,88.2915
0.001185,0.356338,-27.1047,26.7484,443.834,-531.329,87.4953
0.00119,0.357771,-26.919,26.5613,444.471,-531.17,86.6994
0.001195,0.359204,-26.7264,26.3672,445.108,-531.012,85.9039
0.0012,0.360635,-26.5269,26.1663,445.744,-530.853,85.1088
0.001205,0.362066,-26.3203,25.9583,446.38,-530.694,84.3142
0.00121,0.363495,-26.1067,25.7432,447.016,-530.535,83.5199
0.001215,0.364924,-25.8859,25.521,447.65,-530.376,82.726
0.00122,0.366352,-25.658,25.2917,448.285,-530.217,81.9326
0.001225,0.367779,-25.4229,25.0551,448.919,-530.058,81.1395
0.00123,0.369205,-25.1805,24.8113,449.552,-529.899,80.3469
0.001235,0.37063,-24.9308,24.5601,450.185,-529.74,79.5546
0.00124,0.372054,-24.6737,24.3016,450.818,-529.58,78.7628
0.001245,0.373478,-24.4092,24.0357,451.449,-529.421,77.9714
0.00125,0.3749,-24.1372,23.7623,452.081,-529.261,77.1804
0.001255,0.376322,-23.8577,23.4814,452.712,-529.102,76.3898
0.00126,0.377742,-23.5707,23.1929,453.342,-528.942,75.5996
0.001265,0.379162,-23.276,22.8969,453.972,-528.782,74.8098
0.00127,0.38058,-22.9737,22.5931,454.601,-528.622,74.0204
0.001275,0.381998,-22.6637,22.2817,455.23,-528.461,73.2315
0.00128,0.383415,-22.3459,21.9625,455.858,-528.301,72.4429
0.001285,0.384831,-22.0203,21.6354,456.486,-528.141,71.6548
0.00129,0.386246,-21.6868,21.3006,457.113,-527.98,70.8671
0.001295,0.38766,-21.3455,20.9578,457.74,-527.82,70.0797
0.0013,0.389073,-20.9961,20.6071,458.366,-527.659,69.2928
0.001305,0.390485,-20.6388,20.2483,458.991,-527.498,68.5064
0.00131,0.391896,-20.2735,19.8816,459.616,-527.337,67.7203
0.001315,0.393306,-19.9,19.5067,460.241,-527.175,66.9346
0.00132,0.394715,-19.5184,19.1237,460.865,-527.014,66.1494
0.001325,0.396123,-19.1286,18.7325,461.488,-526.853,65.3645
0.00133,0.39753,-18.7306,18.333,462.111,-526.691,64.5801
0.001335,0.398937,-18.3242,17.9253,462.733,-526.529,63.7961
0.00134,0.400342,-17.9096,17.5092,463.355,-526.367,63.0125
0.001345,0.401746,-17.4866,17.0848,463.976,-526.205,62.2294
0.00135,0.403149,-17.0551,16.6519,464.596,-526.043,61.4466
0.001355,0.404551,-16.6152,16.2106,465.216,-525.88,60.6643
0.00136,0.405953,-16.1667,15.7608,465.835,-525.718,59.8823
0.001365,0.407353,-15.7097,15.3024,466.454,-525.555,59.1008
0.00137,0.408752,-15.2441,14.8354,467.072,-525.392,58.3197
0.001375,0.41015,-14.7698,14.3597,467.69,-525.229,57.5391
0.00138,0.411548,-14.2869,13.8753,468.307,-525.066,56.7588
0.001385,0.412944,-13.7952,13.3822,468.923,-524.902,55.979
0.00139,0.414339,-13.2946,12.8803,469.539,-524.738,55.1996
0.001395,0.415733,-12.7853,12.3696,470.154,-524.575,54.4206
0.0014,0.417126,-12.2671,11.85,470.769,-524.411,53.642
0.001405,0.418518,-11.7399,11.3214,471.383,-524.246,52.8638
0.00141,0.419909,-11.2038,10.7839,471.996,-524.082,52.0861
0.001415,0.421299,-10.6587,10.2374,472.609,-523.917,51.3087
0.00142,0.422688,-10.1045,9.6818,473.221,-523.753,50.5318
0.001425,0.424076,-9.54119,9.11712,473.832,-523.588,49.7553
0.00143,0.425463,-8.96875,8.54329,474.443,-523.422,48.9793
0.001435,0.426849,-8.38712,7.96027,475.053,-523.257,48.2036
0.00144,0.428234,-7.79626,7.36802,475.663,-523.091,47.4284
0.001445,0.429618,-7.19612,6.7665,476.272,-522.925,46.6536
0.00145,0.431,-6.58665,6.15565,476.88,-522.759,45.8792
0.001455,0.432382,-5.96783,5.53545,477.488,-522.593,45.1052
0.00146,0.433763,-5.3396,4.90583,478.095,-522.426,44.3317
0.001465,0.435142,-4.70192,4.26677,478.701,-522.26,43.5585
0.00147,0.43652,-4.05474,3.61822,479.307,-522.093,42.7858
0.001475,0.437898,-3.39804,2.96014,479.912,-521.925,42.0135
0.00148,0.439274,-2.73176,2.29248,480.516,-521.758,41.2417
0.001485,0.440649,-2.05586,1.61521,481.12,-521.59,40.4702
0.00149,0.442023,-1.3703,0.928279,481.723,-521.422,39.6992
0.001495,0.426614,-0.914257,0.487643,473.935,-504.449,30.5143
0.0015,0.42772,-0.914695,0.486974,474.404,-504.031,29.627
0.001505,0.428854,-0.915187,0.486333,474.888,-503.627,28.7396
0.00151,0.429985,-0.915675,0.48569,475.37,-503.222,27.8521
0.001515,0.431115,-0.916158,0.485044,475.851,-502.816,26.9646
0.00152,0.432241,-0.916637,0.484395,476.331,-502.408,26.077
0.001525,0.433366,-0.91711,0.483744,476.81,-501.999,25.1893
0.00153,0.434488,-0.917579,0.483091,477.287,-501.589,24.3016
0.001535,0.435607,-0.918042,0.482435,477.764,-501.178,23.4138
0.00154,0.436725,-0.918501,0.481777,478.239,-500.765,22.526
0.001545,0.43784,-0.918955,0.481116,478.713,-500.351,21.6381
0.00155,0.438952,-0.919405,0.480452,479.186,-499.936,20.7501
0.001555,0.440062,-0.919849,0.479787,479.658,-499.52,19.8621
0.00156,0.44117,-0.920289,0.479118,480.128,-499.102,18.9741
0.001565,0.442276,-0.920723,0.478448,480.597,-498.683,18.086
0.00157,0.443379,-0.921153,0.477775,481.065,-498.263,17.1978
0.001575,0.44448,-0.921579,0.477099,481.532,-497.842,16.3096
0.00158,0.445578,-0.921999,0.476421,481.998,-497.42,15.4214
0.001585,0.446674,-0.922414,0.47574,482.463,-496.996,14.5331
0.00159,0.447768,-0.922825,0.475057,482.926,-496.571,13.6448
0.001595,0.448859,-0.923231,0.474372,483.388,-496.145,12.7565
0.0016,0.449948,-0.923632,0.473684,483.849,-495.717,11.8681
0.001605,0.451034,-0.924028,0.472994,484.309,-495.289,10.9797
0.00161,0.452118,-0.924419,0.472301,484.768,-494.859,10.0913
0.001615,0.4532,-0.924805,0.471606,485.225,-494.428,9.20288
0.00162,0.454279,-0.925187,0.470908,485.681,-493.996,8.31441
0.001625,0.455356,-0.925564,0.470208,486.136,-493.562,7.42592
0.00163,0.45643,-0.925936,0.469505,486.59,-493.128,6.53741
0.001635,0.457502,-0.926303,0.4688,487.043,-492.692,5.64888
0.00164,0.458572,-0.926665,0.468093,487.494,-492.254,4.76034
0.001645,0.459639,-0.927022,0.467383,487.944,-491.816,3.87179
0.00165,0.460704,-0.927375,0.466671,488.393,-491.377,2.98323
0.001655,0.461767,-0.927723,0.465956,488.841,-490.936,2.09467
0.00166,0.462827,-0.928066,0.465239,489.288,-490.494,1.20609
0.001665,0.463884,-0.928404,0.464519,489.733,-490.051,0.317518
0.00167,0.46494,-0.928737,0.463797,490.177,-489.606,-0.571058
0.001675,0.465992,-0.929065,0.463073,490.62,-489.161,-1.45963
0.00168,0.467043,-0.929389,0.462346,491.062,-488.714,-2.3482
0.001685,0.468091,-0.929708,0.461617,491.503,-488.266,-3.23677
0.00169,0.469136,-0.930022,0.460885,491.942,-487.817,-4.12533
0.001695,0.470179,-0.930331,0.460151,492.38,-487.366,-5.01388
0.0017,0.47122,-0.930635,0.459415,492.817,-486.914,-5.90241
0.001705,0.472258,-0.930934,0.458676,493.253,-486.462,-6.79093
0.00171,0.473294,-0.931229,0.457935,493.687,-486.008,-7.67944
0.001715,0.474327,-0.931519,0.457191,494.12,-485.552,-8.56792
0.00172,0.475358,-0.931804,0.456445,494.552,-485.096,-9.45638
0.001725,0.476387,-0.932084,0.455697,494.983,-484.638,-10.3448
0.00173,0.477413,-0.932359,0.454946,495.413,-484.179,-11.2332
0.001735,0.478436,-0.932629,0.454193,495.841,-483.719,-12.1216
0.00174,0.479457,-0.932895,0.453437,496.268,-483.258,-13.01
0.001745,0.480476,-0.933156,0.452679,496.694,-482.796,-13.8983
0.00175,0.481492,-0.933411,0.451919,497.119,-482.332,-14.7866
0.001755,0.482506,-0.933662,0.451156,497.542,-481.867,-15.6749
0.00176,0.483517,-0.933909,0.450391,497.965,-481.401,-16.5631
0.001765,0.484526,-0.93415,0.449624,498.386,-480.934,-17.4512
0.00177,0.485533,-0.934387,0.448854,498.805,-480.466,-18.3394
0.001775,0.486537,-0.934618,0.448082,499.224,-479.996,-19.2275
0.00178,0.487538,-0.934845,0.447307,499.641,-479.526,-20.1155
0.001785,0.488537,-0.935067,0.44653,500.057,-479.054,-21.0035
0.00179,0.489534,-0.935285,0.445751,500.472,-478.581,-21.8914
0.001795,0.490528,-0.935497,0.444969,500.886,-478.106,-22.7793
0.0018,0.491519,-0.935704,0.444185,501.298,-477.631,-23.6671
0.001805,0.492509,-0.935907,0.443399,501.709,-477.154,-24.5549
0.00181,0.493495,-0.936105,0.44261,502.119,-476.677,-25.4426
0.001815,0.494479,-0.936298,0.441819,502.528,-476.198,-26.3303
0.00182,0.495461,-0.936486,0.441025,502.935,-475.717,-27.2178
0.001825,0.49644,-0.93667,0.44023,503.341,-475.236,-28.1054
0.00183,0.497417,-0.936848,0.439431,503.746,-474.754,-28.9928
0.001835,0.498391,-0.937022,0.438631,504.15,-474.27,-29.8802
0.00184,0.499363,-0.937191,0.437828,504.553,-473.785,-30.7675
0.001845,0.500332,-0.937355,0.437023,504.954,-473.299,-31.6547
0.00185,0.501299,-0.937514,0.436215,505.354,-472.812,-32.5418
0.001855,0.502263,-0.937669,0.435406,505.752,-472.324,-33.4289
0.00186,0.503225,-0.937818,0.434593,506.15,-471.834,-34.3159
0.001865,0.504184,-0.937963,0.433779,506.546,-471.343,-35.2028
0.00187,0.505141,-0.938103,0.432962,506.941,-470.851,-36.0896
0.001875,0.506096,-0.938238,0.432143,507.335,-470.358,-36.9763
0.00188,0.507047,-0.938369,0.431321,507.727,-469.864,-37.8629
0.001885,0.507997,-0.938494,0.430498,508.118,-469.369,-38.7495
0.00189,0.516064,-0.94532,0.429256,508.073,-468.665,-39.4083
0.001895,0.546769,-0.974641,0.427872,507.906,-467.889,-40.0169
0.0019,0.60059,-1.02708,0.426487,507.74,-467.114,-40.6261
0.001905,0.677471,-1.10257,0.425101,507.573,-466.337,-41.2358
0.00191,0.777357,-1.20107,0.423714,507.406,-465.56,-41.8461
0.001915,0.900192,-1.32252,0.422326,507.24,-464.783,-42.457
0.00192,1.04592,-1.46686,0.420936,507.074,-464.005,-43.0684
0.001925,1.21449,-1.63403,0.419546,506.907,-463.227,-43.6804
0.00193,1.40583,-1.82399,0.418155,506.741,-462.448,-44.293
0.001935,1.6199,-2.03666,0.416762,506.575,-461.669,-44.9061
0.00194,1.85663,-2.272,0.415369,506.409,-460.889,-45.5198
0.001945,2.11597,-2.52995,0.413974,506.243,-460.109,-46.1341
0.00195,2.39786,-2.81044,0.412579,506.077,-459.328,-46.749
0.001955,2.70225,-3.11343,0.411183,505.912,-458.547,-47.3645
0.00196,3.02906,-3.43884,0.409785,505.746,-457.766,-47.9805
0.001965,3.37825,-3.78663,0.408387,505.581,-456.984,-48.5971
0.00197,3.74975,-4.15673,0.406987,505.416,-456.202,-49.2143
0.001975,4.1435,-4.54909,0.405587,505.251,-455.419,-49.8321
0.00198,4.55945,-4.96363,0.404185,505.086,-454.636,-50.4505
0.001985,4.99752,-5.40031,0.402783,504.922,-453.852,-51.0695
0.00199,5.45768,-5.85905,0.401379,504.758,-453.069,-51.689
