"time","step2.y","clutch3.f_normalized_res","J1.w_res","J2.w_res","J3.w_res","J4.w_res","J1.w","J2.w","J3.w","J4.w","clutch3.f_normalized","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.env.EulerSteps","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
      1.37,         0,         0,   3.28255,   3.41419,   3.47384,         0, 2.8077679, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.38,         0,         0,   3.20165,   3.41419,   3.47384,         0, 2.7370422, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.39,         0,         0,   3.14287,   3.41419,   3.47384,         0, 2.6913319, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.4,         0,         0,   3.11197,   3.41419,   3.47384,         0, 2.6751027, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.41,         0,         0,   3.11197,   3.41419,   3.47384,         0, 2.6899415, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.42,         0,         0,   3.14287,   3.41419,   3.47384,         0, 2.7343962, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.43,         0,         0,   3.20165,   3.41419,   3.47384,         0, 2.8041157, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.44,         0,         0,   3.28255,   3.41419,   3.47384,         0, 2.8922759, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.45,         0,         0,   3.37765,   3.41419,   3.47384,         0, 2.9902469, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.46,         0,         0,   3.47765,   3.41419,   3.47384,         0, 3.0884389, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.47,         0,         0,   3.57276,   3.41419,   3.47384,         0, 3.1772399, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.48,         0,         0,   3.65366,   3.41419,   3.47384,         0, 3.2479576, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.49,         0,         0,   3.71244,   3.41419,   3.47384,         0, 3.2936696, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.5,         0,         0,   3.74334,   3.41419,   3.47384,         0, 3.3099013, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.51,         0,         0,   3.74334,   3.41419,   3.47384,         0, 3.2950638, 2.4424777, 2.4424777, 2.4424777,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
