"time","Piston_r2"
0.11,0.123231
0.1105,0.126526
0.111,0.130022
0.1115,0.133711
0.112,0.137584
0.1125,0.141631
0.113,0.14584
0.1135,0.150201
0.114,0.154699
0.1145,0.159322
0.115,0.164057
0.1155,0.16889
0.116,0.173807
0.1165,0.178795
0.117,0.183841
0.1175,0.188932
0.118,0.194054
0.1185,0.199196
0.119,0.204344
0.1195,0.209488
0.12,0.214615
0.1205,0.219714
0.121,0.224775
0.1215,0.229785
0.122,0.234735
0.1225,0.239614
0.123,0.24441
0.1235,0.249112
0.124,0.25371
0.1245,0.25819
0.125,0.26254
0.1255,0.266747
0.126,0.270796
0.1265,0.27467
0.127,0.278353
0.1275,0.281826
0.128,0.285067
0.1285,0.288055
0.129,0.290766
0.1295,0.293175
0.13,0.295257
0.1305,0.296988
0.131,0.298344
0.1315,0.299306
0.132,0.299859
0.1325,0.299991
0.133,0.299682
0.1335,0.298878
0.134,0.297888
0.1345,0.29584
0.135,0.294114
0.1355,0.292111
0.136,0.288615
0.1365,0.285972
0.137,0.282636
0.1375,0.279005
0.138,0.275096
0.1385,0.270927
0.139,0.266513
0.1395,0.26187
0.14,0.257012
0.1405,0.251956
0.141,0.246714
0.1415,0.241301
0.142,0.235731
0.1425,0.23002
0.143,0.224182
0.1435,0.218234
0.144,0.212192
0.1445,0.206074
0.145,0.1999
0.1455,0.193691
0.146,0.187469
0.1465,0.181258
0.147,0.175085
0.1475,0.168978
0.148,0.162966
0.1485,0.15708
0.149,0.15135
0.1495,0.145811
0.15,0.140492
0.1505,0.135423
0.151,0.130633
0.1515,0.126147
0.152,0.121986
0.1525,0.118166
0.153,0.114701
0.1535,0.111599
0.154,0.108866
0.1545,0.106503
0.155,0.104509
0.1555,0.102883
0.156,0.101622
0.1565,0.100722
0.157,0.100182
0.1575,0.1
0.158,0.10012
0.1585,0.100714
0.159,0.101515
0.1595,0.102815
0.16,0.104424
0.1605,0.106293
0.161,0.109289
0.1615,0.111292
0.162,0.11431
0.1625,0.118314
0.163,0.122169
0.1635,0.126378
0.164,0.130929
0.1645,0.135805
0.165,0.140987
0.1655,0.14645
0.166,0.152172
0.1665,0.158125
0.167,0.164282
0.1675,0.170614
0.168,0.177094
0.1685,0.183693
0.169,0.190385
0.1695,0.197142
0.17,0.203938
0.1705,0.210748
0.171,0.217546
0.1715,0.224307
0.172,0.231007
0.1725,0.23762
0.173,0.244119
0.1735,0.250475
0.174,0.256659
0.1745,0.262636
0.175,0.268369
0.1755,0.273815
0.176,0.278925
0.1765,0.283643
0.177,0.287905
0.1775,0.291642
0.178,0.294637
0.1785,0.296814
0.179,0.298973
0.1795,0.299759
0.18,0.299982
0.1805,0.299331
0.181,0.297799
0.1815,0.295428
0.182,0.292283
0.1825,0.289459
0.183,0.285134
0.1835,0.280329
0.184,0.275139
0.1845,0.269533
0.185,0.263559
0.1855,0.257262
0.186,0.250682
0.1865,0.243856
0.187,0.236817
0.1875,0.2296
0.188,0.222235
0.1885,0.214755
0.189,0.207194
0.1895,0.199586
0.19,0.191968
0.1905,0.184379
0.191,0.17686
0.1915,0.169456
0.192,0.162215
0.1925,0.155185
0.193,0.148417
0.1935,0.14196
0.194,0.135862
0.1945,0.130166
0.195,0.124912
0.1955,0.120129
0.196,0.115841
0.1965,0.112062
0.197,0.108801
0.1975,0.106059
0.198,0.103833
0.1985,0.10212
0.199,0.100913
0.1995,0.100208
0.2,0.1
0.2005,0.100261
0.201,0.101134
0.2015,0.102304
0.202,0.104512
0.2025,0.106392
0.203,0.109205
0.2035,0.11254
0.204,0.116396
0.2045,0.120768
0.205,0.125643
0.2055,0.131003
0.206,0.136821
0.2065,0.143065
0.207,0.149697
0.2075,0.156676
0.208,0.163956
0.2085,0.171491
0.209,0.179237
0.2095,0.187147
0.21,0.195178
0.2105,0.203285
0.211,0.211427
0.2115,0.219562
0.212,0.227648
0.2125,0.23564
0.213,0.243494
0.2135,0.251161
0.214,0.258585
0.2145,0.265705
0.215,0.272446
0.2155,0.278722
0.216,0.286275
0.2165,0.290589
0.217,0.293806
0.2175,0.296872
0.218,0.299337
0.2185,0.299992
0.219,0.299654
0.2195,0.297953
0.22,0.294912
0.2205,0.291609
0.221,0.286528
0.2215,0.279242
0.222,0.273782
0.2225,0.267915
0.223,0.258474
0.2235,0.251823
0.224,0.244936
0.2245,0.234246
0.225,0.22693
0.2255,0.219502
0.226,0.20822
0.2265,0.200655
0.227,0.193095
0.2275,0.181845
0.228,0.174461
0.2285,0.16604
0.229,0.15788
0.2295,0.150051
0.23,0.142624
0.2305,0.135667
0.231,0.12924
0.2315,0.123396
0.232,0.118174
0.2325,0.113603
0.233,0.109695
0.2335,0.106455
0.234,0.103881
0.2345,0.101964
0.235,0.100697
0.2355,0.100073
0.236,0.100053
0.2365,0.100706
0.237,0.102034
0.2375,0.104018
0.238,0.106211
0.2385,0.109941
0.239,0.112924
0.2395,0.118141
0.24,0.124233
0.2405,0.129887
0.241,0.135742
0.2415,0.142051
0.242,0.152275
0.2425,0.159535
0.243,0.167094
0.2435,0.174905
0.244,0.182918
0.2445,0.195216
0.245,0.203532
0.2455,0.21189
0.246,0.220244
0.2465,0.232672
0.247,0.240817
0.2475,0.248789
0.248,0.256532
0.2485,0.263976
0.249,0.27441
0.2495,0.280128
0.25,0.285335
0.2505,0.29196
0.251,0.295724
0.2515,0.298879
0.252,0.299894
0.2525,0.299698
0.253,0.297856
0.2535,0.294446
0.254,0.289165
0.2545,0.283714
0.255,0.274786
0.2555,0.269128
0.256,0.260036
0.2565,0.250356
0.257,0.243644
0.2575,0.233275
0.258,0.22264
0.2585,0.211839
0.259,0.204594
0.2595,0.193735
0.26,0.182978
0.2605,0.171181
0.261,0.161932
0.2615,0.153061
0.262,0.14507
0.2625,0.137962
0.263,0.132003
0.2635,0.123929
0.264,0.119165
0.2645,0.112998
0.265,0.109554
0.2655,0.105393
0.266,0.103284
0.2665,0.1017
0.267,0.100296
0.2675,0.100002
0.268,0.100408
0.2685,0.101436
0.269,0.104147
0.2695,0.106416
0.27,0.110509
0.2705,0.11507
0.271,0.120458
0.2715,0.126653
0.272,0.133617
0.2725,0.141294
0.273,0.149556
0.2735,0.15792
0.274,0.166238
0.2745,0.174873
0.275,0.188279
0.2755,0.197426
0.276,0.20667
0.2765,0.21595
0.277,0.225205
0.2775,0.238903
0.278,0.247811
0.2785,0.257481
0.279,0.26553
0.2795,0.274006
0.28,0.281255
0.2805,0.288636
0.281,0.293446
0.2815,0.297758
0.282,0.299843
0.2825,0.299802
0.283,0.297654
0.2835,0.293901
0.284,0.287652
0.2845,0.280986
0.285,0.271737
0.2855,0.264096
0.286,0.253186
0.2865,0.244585
0.287,0.232708
0.2875,0.223584
0.288,0.21125
0.2885,0.201954
0.289,0.187325
0.2895,0.176752
0.29,0.166468
0.2905,0.156591
0.291,0.147692
0.2915,0.140171
0.292,0.133538
0.2925,0.124598
0.293,0.119367
0.2935,0.11268
0.294,0.109012
0.2945,0.104697
0.295,0.102604
0.2955,0.10062
0.296,0.100057
0.2965,0.100173
0.297,0.101056
0.2975,0.103077
0.298,0.106076
0.2985,0.110109
0.299,0.115085
0.2995,0.120313
0.3,0.128577
0.3005,0.134816
0.301,0.145171
0.3015,0.152666
0.302,0.164655
0.3025,0.173057
0.303,0.186124
0.3035,0.195058
0.304,0.204102
0.3045,0.217753
0.305,0.226826
0.3055,0.240244
0.306,0.248965
0.3065,0.261518
0.307,0.26863
0.3075,0.280312
0.308,0.287798
0.3085,0.293361
0.309,0.297651
0.3095,0.299686
0.31,0.299673
0.3105,0.297388
0.311,0.291811
0.3115,0.286235
0.312,0.277813
0.3125,0.268143
0.313,0.257539
0.3135,0.248552
0.314,0.236858
0.3145,0.223818
0.315,0.213018
0.3155,0.20217
0.316,0.1878
0.3165,0.177225
0.317,0.166943
0.3175,0.157068
0.318,0.144734
0.3185,0.135629
0.319,0.12743
0.3195,0.120239
0.32,0.114119
0.3205,0.109106
0.321,0.105203
0.3215,0.102398
0.322,0.100672
0.3225,0.100009
0.323,0.1002
0.3235,0.101535
0.324,0.103654
0.3245,0.107557
0.325,0.111427
0.3255,0.117324
0.326,0.124053
0.3265,0.133869
0.327,0.14134
0.3275,0.152235
0.328,0.161008
0.3285,0.173356
0.329,0.182996
0.3295,0.196203
0.33,0.207639
0.3305,0.218527
0.331,0.234734
0.3315,0.245302
0.332,0.254535
0.3325,0.266424
0.333,0.276226
0.3335,0.284086
0.334,0.292443
0.3345,0.296994
0.335,0.2998
0.3355,0.299643
0.336,0.296301
0.3365,0.290523
0.337,0.28314
0.3375,0.274322
0.338,0.264425
0.3385,0.251511
0.339,0.240137
0.3395,0.228703
0.34,0.214961
0.3405,0.204583
0.341,0.190813
0.3415,0.177309
0.342,0.167487
0.3425,0.154984
0.343,0.143373
0.3435,0.1345
0.344,0.126528
0.3445,0.119547
0.345,0.111879
0.3455,0.107315
0.346,0.103252
0.3465,0.101051
0.347,0.100131
0.3475,0.100101
0.348,0.101093
0.3485,0.103864
0.349,0.107327
0.3495,0.111916
0.35,0.117987
0.3505,0.125298
0.351,0.135776
0.3515,0.144673
0.352,0.154635
0.3525,0.1659
0.353,0.177772
0.3535,0.190088
0.354,0.20269
0.3545,0.215424
0.355,0.227645
0.3555,0.24357
0.356,0.253472
0.3565,0.265349
0.357,0.275221
0.3575,0.285258
0.358,0.292743
0.3585,0.297873
0.359,0.299986
0.3595,0.298864
0.36,0.294408
0.3605,0.288037
0.361,0.278893
0.3615,0.266996
0.362,0.254199
0.3625,0.244371
0.363,0.230076
0.3635,0.218572
0.364,0.203109
0.3645,0.191572
0.365,0.1765
0.3655,0.165594
0.366,0.152958
0.3665,0.1413
0.367,0.13085
0.3675,0.121803
0.368,0.116617
0.3685,0.110541
0.369,0.106003
0.3695,0.101948
0.37,0.100371
0.3705,0.1
0.371,0.10073
0.3715,0.10313
0.372,0.106656
0.3725,0.11153
0.373,0.117765
0.3735,0.126338
0.374,0.135069
0.3745,0.144888
0.375,0.155655
0.3755,0.171201
0.376,0.183532
0.3765,0.196247
0.377,0.209184
0.3775,0.222179
0.378,0.235063
0.3785,0.247653
0.379,0.2636
0.3795,0.273865
0.38,0.284353
0.3805,0.292347
0.381,0.297682
0.3815,0.299921
0.382,0.298836
0.3825,0.293777
0.383,0.286375
0.3835,0.27694
0.384,0.264744
0.3845,0.252729
0.385,0.238885
0.3855,0.22537
0.386,0.210379
0.3865,0.195382
0.387,0.181119
0.3875,0.169907
0.388,0.153981
0.3885,0.145538
0.389,0.134537
0.3895,0.124895
0.39,0.117374
0.3905,0.109746
0.391,0.105481
0.3915,0.10171
0.392,0.100289
0.3925,0.100031
0.393,0.10111
0.3935,0.104106
0.394,0.108457
0.3945,0.11579
0.395,0.121622
0.3955,0.130731
0.396,0.140891
0.3965,0.152238
0.397,0.164572
0.3975,0.177675
0.398,0.191329
0.3985,0.20532
0.399,0.220876
0.3995,0.237007
0.4,0.247504
0.4005,0.260651
0.401,0.274219
0.4015,0.284802
0.402,0.292989
0.4025,0.298126
0.403,0.299995
0.4035,0.297752
0.404,0.291071
0.4045,0.281869
0.405,0.270998
0.4055,0.258763
0.406,0.243339
0.4065,0.229501
0.407,0.215365
0.4075,0.200526
0.408,0.185855
0.4085,0.171605
0.409,0.156641
0.4095,0.145229
0.41,0.134846
0.4105,0.122905
0.411,0.115536
0.4115,0.109599
0.412,0.105105
0.4125,0.101321
0.413,0.100103
0.4135,0.100212
0.414,0.101841
0.4145,0.105045
0.415,0.111197
0.4155,0.117904
0.416,0.126175
0.4165,0.135927
0.417,0.147012
0.4175,0.15923
0.418,0.17575
0.4185,0.189676
0.419,0.203984
0.4195,0.218451
0.42,0.232848
0.4205,0.249175
0.421,0.262047
0.4215,0.273645
0.422,0.28594
0.4225,0.294154
0.423,0.299063
0.4235,0.299803
0.424,0.2958
0.4245,0.288432
0.425,0.278326
0.4255,0.264078
0.426,0.251903
0.4265,0.236837
0.427,0.219928
0.4275,0.204585
0.428,0.191321
0.4285,0.176431
0.429,0.162555
0.4295,0.146482
0.43,0.134975
0.4305,0.124234
0.431,0.11612
0.4315,0.11023
0.432,0.104478
0.4325,0.101718
0.433,0.100059
0.4335,0.100332
0.434,0.102286
0.4345,0.106133
0.435,0.112707
0.4355,0.119708
0.436,0.131437
0.4365,0.141257
0.437,0.15176
0.4375,0.167065
0.438,0.183481
0.4385,0.196277
0.439,0.215397
0.4395,0.228554
0.44,0.244984
0.4405,0.258676
0.441,0.272493
0.4415,0.282895
0.442,0.292773
0.4425,0.298602
0.443,0.299853
0.4435,0.296223
0.444,0.2879
0.4445,0.277372
0.445,0.261806
0.4455,0.249538
0.446,0.233382
0.4465,0.216731
0.447,0.199967
0.4475,0.183445
0.448,0.170647
0.4485,0.154104
0.449,0.142644
0.4495,0.129597
0.45,0.121258
0.4505,0.112449
0.451,0.106418
0.4515,0.10239
0.452,0.10032
0.4525,0.100159
0.453,0.102348
0.4535,0.106242
0.454,0.111552
0.4545,0.118311
0.455,0.129334
0.4555,0.140286
0.456,0.152783
0.4565,0.166471
0.457,0.184811
0.4575,0.200115
0.458,0.21973
0.4585,0.231668
0.459,0.24771
0.4595,0.264688
0.46,0.277403
0.4605,0.287879
0.461,0.29556
0.4615,0.299826
0.462,0.298603
0.4625,0.292125
0.463,0.282095
0.4635,0.269463
0.464,0.252104
0.4645,0.236527
0.465,0.220416
0.4655,0.204128
0.466,0.187992
0.4665,0.172336
0.467,0.155229
0.4675,0.142983
0.468,0.129136
0.4685,0.12064
0.469,0.112063
0.4695,0.105801
0.47,0.10183
0.4705,0.100092
0.471,0.100268
0.4715,0.102409
0.472,0.107477
0.4725,0.113032
0.473,0.122172
0.4735,0.133661
0.474,0.147932
0.4745,0.160876
0.475,0.177664
0.4755,0.190889
0.476,0.20833
0.4765,0.228389
0.477,0.244861
0.4775,0.258118
0.478,0.271918
0.4785,0.28528
0.479,0.294307
0.4795,0.29954
0.48,0.299055
0.4805,0.293012
0.481,0.281455
0.4815,0.268058
0.482,0.252871
0.4825,0.236593
0.483,0.219734
0.4835,0.20044
0.484,0.186069
0.4845,0.166702
0.485,0.15175
0.4855,0.139903
0.486,0.127852
0.4865,0.117851
0.487,0.110059
0.4875,0.104516
0.488,0.101182
0.4885,0.100003
0.489,0.101081
0.4895,0.104211
0.49,0.109859
0.4905,0.11794
0.491,0.128419
0.4915,0.141122
0.492,0.155731
0.4925,0.171835
0.493,0.188991
0.4935,0.203178
0.494,0.221773
0.4945,0.238963
0.495,0.258093
0.4955,0.272334
0.496,0.286011
0.4965,0.294571
0.497,0.299502
0.4975,0.298929
0.498,0.292416
0.4985,0.281543
0.499,0.265233
0.4995,0.249799
0.5,0.2345
