"time","PistonPosition","ExtendPressure","RetractPressure","ExtendFlow","RetractFlow"
0.000,0.00000000,33.79000000,67.56000000,-1.47686200,-2.19152800
0.010,0.00002772,33.59398000,67.08195000,-0.25856980,-1.43910400
0.020,0.00056730,33.53569000,66.93784000,-0.07449952,-0.16803310
0.030,0.00100310,33.51107000,66.93466000,-0.00906534,0.01957198
0.040,0.00126290,33.49892000,66.94568000,-0.01134311,0.02533936
0.050,0.00139275,33.49057000,66.95535000,-0.01647490,0.03044483
0.060,0.00142324,33.48472000,66.96435000,-0.02076889,0.03467269
0.070,0.00137554,33.48098000,66.97268000,-0.02305977,0.03686651
0.080,0.00127189,33.47901000,66.98025000,-0.02360368,0.03728927
0.090,0.00112731,33.47862000,66.98694000,-0.02270855,0.03626227
0.100,0.00095976,33.47941000,66.99283000,-0.02084138,0.03424900
0.110,0.00077921,33.48140000,66.99769000,-0.01810463,0.03136908
0.120,0.00059911,33.48398000,67.00192000,-0.01503344,0.02814970
0.130,0.00042798,33.48710000,67.00536000,-0.01174540,0.02472168
0.140,0.00027159,33.49050000,67.00821000,-0.00847851,0.02132116
0.150,0.00013454,33.49400000,67.01055000,-0.00538730,0.01810488
0.160,0.00001658,33.49746000,67.01251000,-0.00254677,0.01514657
0.170,-0.00007977,33.50080000,67.01417000,-0.00004767,0.01254131
0.180,-0.00015561,33.50393000,67.01562000,0.00208179,0.01031476
0.190,-0.00021199,33.50681000,67.01693000,0.00382548,0.00848095
0.200,-0.00024911,33.50937000,67.01816000,0.00515227,0.00707017
0.210,-0.00027201,33.51167000,67.01938000,0.00614915,0.00600077
0.220,-0.00028131,33.51367000,67.02062000,0.00680592,0.00527467
0.230,-0.00028048,33.51541000,67.02192000,0.00718757,0.00482650
0.240,-0.00027220,33.51692000,67.02328000,0.00735193,0.00460209
0.250,-0.00025812,33.51824000,67.02473000,0.00732785,0.00456767
0.260,-0.00023990,33.51936000,67.02627000,0.00714520,0.00469282
0.270,-0.00021977,33.52035000,67.02790000,0.00686773,0.00491542
0.280,-0.00019883,33.52124000,67.02961000,0.00651698,0.00520960
0.290,-0.00017818,33.52204000,67.03139000,0.00612844,0.00554311
0.300,-0.00015866,33.52279000,67.03324000,0.00572325,0.00589113
0.310,-0.00014092,33.52351000,67.03515000,0.00532586,0.00623941
0.320,-0.00012539,33.52421000,67.03709000,0.00494642,0.00655811
0.330,-0.00011233,33.52491000,67.03907000,0.00460227,0.00684412
0.340,-0.00010194,33.52562000,67.04107000,0.00430269,0.00708497
0.350,-0.00009366,33.52635000,67.04309000,0.00404326,0.00728803
0.360,-0.00008762,33.52711000,67.04510000,0.00382846,0.00744299
0.370,-0.00008254,33.52788000,67.04711000,0.00363461,0.00757794
0.380,-0.00008094,33.52870000,67.04910000,0.00352144,0.00762952
0.390,-0.00007937,33.52952000,67.05110000,0.00340748,0.00768080
0.400,-0.00008014,33.53039000,67.05305000,0.00335984,0.00767055
0.410,-0.00008140,33.53127000,67.05500000,0.00332553,0.00764521
0.420,-0.00008326,33.53217000,67.05693000,0.00331233,0.00759865
0.430,-0.00008553,33.53309000,67.05883000,0.00331473,0.00753472
0.440,-0.00008801,33.53402000,67.06070000,0.00333122,0.00745926
0.450,-0.00009051,33.53494000,67.06257000,0.00334933,0.00738066
0.460,-0.00009287,33.53588000,67.06440000,0.00337622,0.00729590
0.470,-0.00009526,33.53681000,67.06623000,0.00340307,0.00720924
0.480,-0.00009718,33.53775000,67.06803000,0.00342817,0.00712760
0.490,-0.00009896,33.53867000,67.06982000,0.00345143,0.00704671
0.500,-0.00010052,33.53960000,67.07159000,0.00347054,0.00696731
0.510,-0.00010156,33.54051000,67.07335000,0.00348157,0.00689934
0.520,-0.00010261,33.54142000,67.07510000,0.00349286,0.00683138
0.530,-0.00010340,33.54232000,67.07685000,0.00349887,0.00676836
0.540,-0.00010343,33.54320000,67.07856000,0.00348884,0.00672276
0.550,-0.00010358,33.54408000,67.08027000,0.00348095,0.00667701
0.560,-0.00010372,33.54496000,67.08199000,0.00347255,0.00663040
0.570,-0.00010373,33.54582000,67.08369000,0.00345990,0.00658631
0.580,-0.00010340,33.54667000,67.08538000,0.00343837,0.00655271
0.590,-0.00010319,33.54753000,67.08707000,0.00341444,0.00650525
0.600,-0.00010290,33.54837000,67.08875000,0.00339915,0.00648540
0.610,-0.00010258,33.54921000,67.09042000,0.00337724,0.00645567
0.620,-0.00010226,33.55004000,67.09208000,0.00335295,0.00642382
0.630,-0.00010194,33.55086000,67.09374000,0.00332884,0.00639303
0.640,-0.00010164,33.55169000,67.09539000,0.00330589,0.00636498
0.650,-0.00010142,33.55250000,67.09701000,0.00328302,0.00633610
0.660,-0.00010120,33.55331000,67.09865000,0.00326092,0.00630815
0.670,-0.00010100,33.55412000,67.10027000,0.00324092,0.00628303
0.680,-0.00010085,33.55492000,67.10189000,0.00321727,0.00624786
0.690,-0.00010073,33.55572000,67.10349000,0.00319566,0.00621483
0.700,-0.00010065,33.55651000,67.10509000,0.00317696,0.00618551
0.710,-0.00010060,33.55730000,67.10667000,0.00315720,0.00615231
0.720,-0.00010055,33.55809000,67.10826000,0.00313993,0.00612326
0.730,-0.00010054,33.55887000,67.10983000,0.00312088,0.00608807
0.740,-0.00010054,33.55965000,67.11139000,0.00310402,0.00605606
0.750,-0.00010055,33.56043000,67.11294000,0.00308507,0.00601889
0.760,-0.00010057,33.56120000,67.11449000,0.00307093,0.00599060
0.770,-0.00010059,33.56197000,67.11603000,0.00305664,0.00596168
0.780,-0.00010062,33.56274000,67.11756000,0.00303728,0.00592171
0.790,-0.00010064,33.56349000,67.11908000,0.00302251,0.00589085
0.800,-0.00010066,33.56425000,67.12059000,0.00300614,0.00585672
0.810,-0.00010068,33.56500000,67.12209000,0.00299142,0.00582601
0.820,-0.00010069,33.56575000,67.12358000,0.00297621,0.00579443
0.830,-0.00010070,33.56650000,67.12507000,0.00296232,0.00576567
0.840,-0.00010071,33.56724000,67.12655000,0.00294351,0.00572725
0.850,-0.00010071,33.56797000,67.12802000,0.00292806,0.00569595
0.860,-0.00010070,33.56870000,67.12948000,0.00291270,0.00566515
0.870,-0.00010069,33.56943000,67.13093000,0.00289714,0.00563424
0.880,-0.00010068,33.57015000,67.13238000,0.00288068,0.00560159
0.890,-0.00010066,33.57087000,67.13382000,0.00286642,0.00557364
