"time","J1_w","J2_w","J3_w","J4_w"
0,10,0,0,0
0,10,0,0,0
0.01,9.91557,0.0999975,4.03844e-15,4.03534e-15
0.02,9.86066,0.19998,6.32827e-15,6.32425e-15
0.03,9.83089,0.299932,1.09357e-14,1.09306e-14
0.04,9.81944,0.399837,7.66054e-15,7.65539e-15
0.05,9.818,0.499681,6.71685e-15,6.71231e-15
0.06,9.81665,0.599448,5.77316e-15,5.76888e-15
0.07,9.80574,0.69912,5.77316e-15,5.76866e-15
0.08,9.77669,0.798683,9.10383e-15,9.09764e-15
0.09,9.72256,0.898121,1.02141e-14,1.02036e-14
0.1,9.63891,0.997418,9.21485e-15,9.19721e-15
0.11,9.52421,1.09656,8.65974e-15,8.63137e-15
0.12,9.38002,1.19553,5.55112e-15,5.51401e-15
0.13,9.21078,1.29431,5.77316e-15,5.73239e-15
0.14,9.02342,1.39288,9.54792e-15,9.50304e-15
0.15,8.82662,1.49124,1.02141e-14,1.01663e-14
0.16,8.63004,1.58937,9.99201e-15,9.9315e-15
0.17,8.44335,1.68724,1.08802e-14,1.08027e-14
0.18,8.27514,1.78485,1.04361e-14,1.03443e-14
0.19,8.13243,1.88218,1.17684e-14,1.16692e-14
0.2,8.01979,1.97921,9.54792e-15,9.44776e-15
0.21,7.93873,2.07593,1.11022e-14,1.09961e-14
0.22,7.88763,2.17232,1.11022e-14,1.099e-14
0.23,7.86203,2.26837,1.02141e-14,1.00985e-14
0.24,7.85509,2.36407,1.06581e-14,1.05432e-14
0.25,7.85816,2.45939,1.02141e-14,1.0101e-14
0.26,7.86162,2.55432,1.11022e-14,1.09896e-14
0.27,7.85583,2.64885,1.11022e-14,1.09888e-14
0.28,7.83213,2.74297,1.15463e-14,1.1431e-14
0.29,7.78363,2.83665,1.06581e-14,1.05392e-14
0.3,7.70595,2.92988,1.15463e-14,1.14261e-14
0.31,7.59756,3.02266,1.06581e-14,1.05396e-14
0.32,7.46,3.11496,1.06581e-14,1.0533e-14
0.33,7.29773,3.20676,1.06581e-14,1.0514e-14
0.34,7.11766,3.29806,9.76996e-15,9.60703e-15
0.35,6.92848,3.38884,1.02141e-14,1.00346e-14
0.36,6.73985,3.47909,9.76996e-15,9.57499e-15
0.37,6.56141,3.56879,1.02141e-14,1.00045e-14
0.38,6.40186,3.65793,1.06581e-14,1.04374e-14
0.39,6.26817,3.74649,1.02141e-14,9.98433e-15
0.4,6.16471,3.83445,1.24345e-14,1.04197e-14
0.41,6.09292,3.82182,0.1,1.1699e-14
0.42,6.05118,3.80856,0.2,1.24067e-14
0.43,6.03537,3.79468,0.3,1.34892e-14
0.44,6.0386,3.78015,0.4,1.38223e-14
0.45,6.05214,3.76496,0.5,1.31006e-14
0.46,6.06636,3.74909,0.6,1.33227e-14
0.47,6.07174,3.73254,0.7,1.36557e-14
0.48,6.05959,3.7153,0.8,1.46549e-14
0.49,6.02284,3.69734,0.9,1.44329e-14
0.5,5.9572,3.67865,1,1.42109e-14
0.51,5.86113,3.65923,1.1,1.44329e-14
0.52,5.73619,3.63906,1.2,1.4877e-14
0.53,5.58676,3.61812,1.3,1.53211e-14
0.54,5.41971,3.59641,1.4,1.4877e-14
0.55,5.2438,3.57391,1.5,1.57652e-14
0.56,5.06869,3.55061,1.6,1.59872e-14
0.57,4.90403,3.5265,1.7,1.66533e-14
0.58,4.7585,3.50156,1.8,1.77636e-14
0.59,4.63899,3.47579,1.9,1.64313e-14
0.6,4.55,3.44916,2,1.64313e-14
0.61,4.49308,3.42168,2.1,1.68754e-14
0.62,4.4667,3.39333,2.2,1.55431e-14
0.63,4.4664,3.3641,2.3,1.5099e-14
0.64,4.48529,3.33397,2.4,1.5099e-14
0.65,4.51471,3.30294,2.5,1.59872e-14
0.66,4.54504,3.27099,2.6,1.55431e-14
0.67,4.56666,3.23812,2.7,1.59872e-14
0.68,4.57088,3.20431,2.8,1.64313e-14
0.69,4.55083,3.16956,2.9,1.68754e-14
0.7,4.50209,3.13384,3,1.59872e-14
0.71,4.42315,3.09858,3.09858,1.55431e-14
0.72,4.31562,3.12975,3.12975,1.73195e-14
0.73,4.18394,3.16043,3.16043,1.68754e-14
0.74,4.03482,3.1906,3.1906,1.55431e-14
0.75,3.87713,3.22028,3.22028,1.55431e-14
0.76,3.72044,3.24945,3.24945,1.55431e-14
0.77,3.57436,3.2781,3.2781,1.55431e-14
0.78,3.44759,3.30624,3.30624,1.55431e-14
0.79,3.34707,3.33385,3.33385,1.55431e-14
0.8,3.33309,3.33309,3.33309,1.55431e-14
0.81,3.33824,3.33824,3.33824,1.55431e-14
0.82,3.35318,3.35318,3.35318,1.55431e-14
0.83,3.37656,3.37656,3.37656,1.55431e-14
0.84,3.41483,3.40174,3.40174,1.64313e-14
0.85,3.4643,3.42614,3.42614,1.73195e-14
0.86,3.515,3.44999,3.44999,1.68754e-14
0.87,3.55719,3.47328,3.47328,1.64313e-14
0.88,3.58221,3.49601,3.49601,1.68754e-14
0.89,3.58316,3.51819,3.51819,1.64313e-14
0.9,3.55558,3.5398,3.5398,1.59872e-14
0.91,3.50651,3.50651,3.50651,0.1
0.92,3.45818,3.45818,3.45818,0.2
0.93,3.40151,3.40151,3.40151,0.3
0.94,3.3388,3.3388,3.3388,0.4
0.95,3.27291,3.27291,3.27291,0.5
