"time","counter","y_0","y_1","y_2"
0,1,0,1,2
0.01,2,0.009999333347,1,2
0.03,4,0.02998200324,1.019798673,2
0.05,6,0.04991670832,1.039189441,2.034193606
0.07,8,0.06977155732,1.058164546,2.034193606
0.09,10,0.08951478671,1.0767164,2.056782978
0.11,12,0.1091148115,1.094837582,2.056782978
0.13,14,0.1285402759,1.112520843,2.067857332
0.15,16,0.1477601033,1.129759111,2.067857332
0.17,18,0.1667435461,1.14654549,2.067606484
0.19,20,0.1854602347,1.162873266,2.067606484
0.21,22,0.2038802265,1.178735909,2.056318471
0.23,24,0.2219740535,1.194127072,2.056318471
0.25,26,0.2397127693,1.209040601,2.034376216
0.27,28,0.2570679958,1.22347053,2.034376216
0.29,30,0.2740119684,1.237411087,2.002253274
0.31,32,0.2905175803,1.250856696,2.002253274
0.33,34,0.306558426,1.263801979,1.960508688
0.35,36,0.3221088436,1.276241758,1.960508688
0.37,38,0.3371439558,1.288171057,1.909781025
0.39,40,0.3516397096,1.299585105,1.909781025
0.41,42,0.3655729149,1.310479336,1.850781642
0.43,44,0.3789212814,1.320849393,1.850781642
0.45,46,0.3916634548,1.330691128,1.78428725
0.47,48,0.4037790502,1.340000604,1.78428725
0.49,50,0.4152486852,1.348774098,1.711131853
0.51,52,0.426054011,1.3570081,1.711131853
0.53,54,0.4361777412,1.364699318,1.632198146
0.55,56,0.44560368,1.371844673,1.632198146
0.57,58,0.4543167481,1.378441309,1.548408452
0.59,60,0.4623030062,1.384486587,1.548408452
0.61,62,0.4695496782,1.389978088,1.46071529
0.63,64,0.4760451708,1.394913617,1.46071529
0.65,66,0.4817790927,1.399291199,1.370091677
0.67,68,0.4867422708,1.403109083,1.370091677
0.69,70,0.4909267652,1.406365743,1.277521248
0.71,72,0.4943258814,1.409059875,1.277521248
0.73,74,0.4969341817,1.411190401,1.183988306
0.75,76,0.4987474933,1.41275647,1.183988306
0.77,78,0.4997629153,1.413757456,1.090467889
0.79,80,0.4999788232,1.414192957,1.090467889
0.81,82,0.4993948717,1.4140628,0.9979159637
0.83,84,0.498011995,1.413367037,0.9979159637
0.85,86,0.4958324052,1.412105946,0.9072598412
0.87,88,0.4928595894,1.410280031,0.9072598412
0.89,90,0.4890983034,1.407890023,0.8193889058
0.91,92,0.4845545644,1.404936878,0.8193889058
0.93,94,0.4792356415,1.401421777,0.7351457554
0.95,96,0.4731500438,1.397346125,0.7351457554
0.97,98,0.466307507,1.392711554,0.6553178388
0.99,100,0.4587189776,1.387519917,0.6553178388
1.01,102,0.4503965958,1.381773291,0.5806296751
1.03,104,0.4413536754,1.375473973,0.5806296751
1.05,106,0.4316046833,1.368624484,0.5117357311
1.07,108,0.4211652158,1.361227564,0.5117357311
1.09,110,0.4100519738,1.353286171,0.449214029
1.11,112,0.3982827361,1.344803481,0.449214029
1.13,114,0.385876331,1.335782888,0.3935605478
1.15,116,0.3728526061,1.326228,0.3935605478
1.17,118,0.3592323965,1.316142638,0.345184473
1.19,120,0.3450374918,1.305530837,0.345184473
1.21,122,0.3302906006,1.29439684,0.3044043438
1.23,124,0.315015315,1.282745103,0.3044043438
1.25,126,0.2992360721,1.270580284,0.2714451336
1.27,128,0.2829781152,1.25790725,0.2714451336
1.29,130,0.2662674538,1.24473107,0.2464362941
1.31,132,0.2491308212,1.231057014,0.2464362941
1.33,134,0.2315956325,1.216890552,0.2294107819
1.35,136,0.2136899401,1.20223735,0.2294107819
1.37,138,0.1954423894,1.187103268,0.2203050757
1.39,140,0.1768821727,1.171494362,0.2203050757
1.41,142,0.1580389821,1.155416873,0.2189601856
1.43,144,0.1389429629,1.138877233,0.2189601856
1.45,146,0.1196246646,1.121882057,0.2251236406
1.47,148,0.1001149924,1.104438143,0.2251236406
1.49,150,0.08044515748,1.086552469,0.2384524373
1.51,152,0.06064662752,1.068232188,0.2384524373
1.53,154,0.04075107588,1.049484629,0.258516917
1.55,156,0.02079033122,1.03031729,0.258516917
1.57,158,0.0007963264582,1.010737837,0.2848055331
1.59,160,-0.01919895225,0.9907541032,0.2848055331
1.61,162,-0.03916351674,0.9703740807,0.3167304599
1.63,164,-0.05906542795,0.9496059216,0.3167304599
1.65,166,-0.07887284707,0.9284579327,0.3536339861
1.67,168,-0.09855408647,0.906938573,0.3536339861
1.69,170,-0.1180776603,0.88505645,0.3947956286
1.71,172,-0.1374123352,0.8628203162,0.3947956286
1.73,174,-0.1565271796,0.8402390657,0.4394398937
1.75,176,-0.1753916138,0.8173217309,0.4394398937
1.77,178,-0.193975459,0.7940774782,0.4867446083
1.79,180,-0.2122489847,0.7705156052,0.4867446083
1.81,182,-0.2301829574,0.7466455362,0.5358497368
1.83,184,-0.2477486865,0.7224768189,0.5358497368
1.85,186,-0.2649180705,0.6980191205,0.5858665936
1.87,188,-0.2816636421,0.6732822238,0.5858665936
1.89,190,-0.2979586119,0.6482760232,0.6358873597
1.91,192,-0.3137769115,0.6230105208,0.6358873597
1.93,194,-0.3290932351,0.5974958225,0.684994806
1.95,196,-0.3438830796,0.5717421339,0.684994806
1.97,198,-0.3581227846,0.545759756,0.7322721254
1.99,200,-0.3717895695,0.5195590815,0.7322721254
2.01,202,-0.3848615704,0.4931505903,0.7768127757
2.03,204,-0.3973178749,0.4665448454,0.7768127757
2.05,206,-0.4091385555,0.4397524888,0.8177302315
2.07,208,-0.4203047018,0.4127842371,0.8177302315
2.09,210,-0.4307984502,0.3856508772,0.8541675485
2.11,212,-0.4406030129,0.358363262,0.8541675485
2.13,214,-0.4497027048,0.3309323064,0.8853066426
2.15,216,-0.4580829684,0.3033689822,0.8853066426
2.17,218,-0.4657303969,0.2756843145,0.9103771905
2.19,220,-0.4726327561,0.2478893768,0.9103771905
2.21,222,-0.4787790037,0.2199952866,0.9286650609
2.23,224,-0.4841593071,0.1920132012,0.9286650609
2.25,226,-0.4887650588,0.1639543131,0.9395201916
2.27,228,-0.4925888908,0.1358298454,0.9395201916
2.29,230,-0.4956246855,0.1076510477,0.9423638325
2.31,232,-0.4978675865,0.0794291909,0.9423638325
2.33,234,-0.4993140056,0.05117556352,0.9366950805
2.35,236,-0.4999616288,0.02290146661,0.9366950805
2.37,238,-0.49980942,-0.005381790592,0.9220966402
2.39,240,-0.4988576228,-0.03366289515,0.9220966402
2.41,242,-0.4971077598,-0.06193053499,0.8982397517
2.43,244,-0.4945626304,-0.09017340345,0.8982397517
2.45,246,-0.4912263063,-0.1183802037,0.8648882347
2.47,248,-0.4871041249,-0.1465396535,0.8648882347
2.49,250,-0.4822026809,-0.1746404894,0.8219016076
2.51,252,-0.4765298154,-0.2026714714,0.8219016076
2.53,254,-0.4700946038,-0.2306213876,0.7692372488
2.55,256,-0.4629073412,-0.2584790582,0.7692372488
2.57,258,-0.4549795255,-0.2862333407,0.7069515781
2.59,260,-0.4463238397,-0.3138731337,0.7069515781
2.61,262,-0.436954131,-0.3413873815,0.6352002442
2.63,264,-0.4268853888,-0.368765079,0.6352002442
2.65,266,-0.4161337211,-0.3959952754,0.5542373166
2.67,268,-0.4047163282,-0.4230670789,0.5542373166
2.69,270,-0.3926514755,-0.4499696613,0.4644134869
2.71,272,-0.3799584643,-0.4766922618,0.4644134869
2.73,274,-0.3666576005,-0.5032241917,0.3661732986
2.75,276,-0.3527701628,-0.5295548387,0.3661732986
2.77,278,-0.3383183681,-0.5556736708,0.2600514293
2.79,280,-0.3233253361,-0.5815702408,0.2600514293
2.81,282,-0.3078150526,-0.6072341905,0.1466680638
2.83,284,-0.2918123307,-0.6326552546,0.1466680638
2.85,286,-0.2753427713,-0.6578232651,0.02672340137
2.87,288,-0.2584327222,-0.682728155,0.02672340137
2.89,290,-0.2411092359,-0.7073599627,-0.0990086482
2.91,292,-0.2234000262,-0.7317088359,-0.0990086482
2.93,294,-0.2053334241,-0.7557650354,-0.229687518
2.95,296,-0.1869383324,-0.7795189388,-0.229687518
2.97,298,-0.1682441792,-0.8029610451,-0.3644137176
2.99,300,-0.1492808712,-0.8260819777,-0.3644137176
3.01,302,-0.1300787457,-0.8488724885,-0.5022371707
3.03,304,-0.1106685219,-0.8713234617,-0.5022371707
3.05,306,-0.09108125214,-0.893425917,-0.6421660745
3.07,308,-0.07134827176,-0.915171014,-0.6421660745
3.09,310,-0.05150114937,-0.9365500547,-0.7831761926
3.11,312,-0.03157163612,-0.9575544878,-0.7831761926
3.13,314,-0.011591615,-0.978175912,-0.9242204914
3.15,316,0.008406950242,-0.9984060788,-0.9242204914
3.17,318,0.02839206615,-1.018236897,-1.064239022
3.19,320,0.04833176082,-1.037660433,-1.064239022
3.21,322,0.06819413497,-1.056668919,-1.202168953
3.23,324,0.08794741306,-1.075254752,-1.202168953
