"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2"
6.12,1,-0.162462,-2,-1,12,12,1,0,0,0,1,0,-0.279415,-0.162462,1
6.13,1,-0.152587,-2,-1,12,12,1,0,0,0,1,0,-0.279415,-0.152587,1
6.14,1,-0.142697,-2,-1,12,12,1,0,0,0,1,0,-0.279415,-0.142697,1
6.15,1,-0.132792,-2,-1,12,12,1,0,0,0,1,0,-0.279415,-0.132792,1
6.16,1,-0.122874,-2,-1,12,12,1,0,0,0,1,0,-0.279415,-0.122874,1
6.17,1,-0.112944,-2,-1,12,12,1,0,0,0,1,0,-0.279415,-0.112944,1
6.18,1,-0.103002,-2,-1,12,12,1,0,0,0,1,0,-0.279415,-0.103002,1
6.19,1,-0.093051,-2,-1,12,12,1,0,0,0,1,0,-0.279415,-0.093051,1
6.2,1,-0.083089,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.083089,1
6.21,1,-0.07312,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.07312,1
6.22,1,-0.063143,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.063143,1
6.23,1,-0.05316,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.05316,1
6.24,1,-0.043172,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.043172,1
6.25,1,-0.033179,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.033179,1
6.26,1,-0.023183,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.023183,1
6.27,1,-0.013185,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.013185,1
6.28,1,-0.003185,-1,-1,12,12,1,0,0,0,1,0,-0.279415,-0.003185,1
6.29,1,0.006815,0,0,12,12,1,0,0,0,1,0,-0.279415,0.006815,1
6.3,1,0.016814,0,0,12,12,1,0,0,0,1,0,-0.279415,0.016814,1
6.31,1,0.026811,0,0,12,12,1,0,0,0,1,0,0.016814,0.026811,1
6.32,1,0.036806,0,0,12,12,1,0,0,0,1,0,0.016814,0.036806,1
6.33,1,0.046798,0,0,12,12,1,0,0,0,1,0,0.016814,0.046798,1
6.34,1,0.056784,0,0,12,12,1,0,0,0,1,0,0.016814,0.056784,1
6.35,1,0.066765,0,0,12,12,1,0,0,0,1,0,0.016814,0.066765,1
6.36,1,0.076739,0,0,12,12,1,0,0,0,1,0,0.016814,0.076739,1
6.37,1,0.086706,1,0,12,12,1,0,0,0,1,0,0.016814,0.086706,1
6.38,1,0.096664,1,0,12,12,1,0,0,0,1,0,0.016814,0.096664,1
6.39,1,0.106612,1,0,12,12,1,0,0,0,1,0,0.016814,0.106612,1
6.4,1,0.116549,1,0,12,12,1,0,0,0,1,0,0.016814,0.116549,1
6.41,1,0.126475,1,0,12,12,1,0,0,0,1,0,0.016814,0.126475,1
6.42,1,0.136388,1,0,12,12,1,0,0,0,1,0,0.016814,0.136388,1
6.43,1,0.146288,1,0,12,12,1,0,0,0,1,0,0.016814,0.146288,1
6.44,1,0.156173,1,0,12,12,1,0,0,0,1,0,0.016814,0.156173,1
6.45,1,0.166042,1,0,12,12,1,0,0,0,1,0,0.016814,0.166042,1
6.46,1,0.175895,2,0,12,12,1,0,0,0,1,0,0.016814,0.175895,1
6.47,1,0.18573,2,0,12,12,1,0,0,0,1,0,0.016814,0.18573,1
6.48,1,0.195547,2,0,12,12,1,0,0,0,1,0,0.016814,0.195547,1
6.49,1,0.205344,2,0,12,12,1,0,0,0,1,0,0.016814,0.205344,1
6.5,1,0.21512,2,0,12,12,1,0,0,0,1,0,0.016814,0.21512,1
6.51,1,0.224875,2,0,12,12,1,0,0,0,1,0,0.016814,0.224875,1
6.52,1,0.234607,2,0,12,12,1,0,0,0,1,0,0.016814,0.234607,1
6.53,1,0.244316,2,0,12,12,1,0,0,0,1,0,0.016814,0.244316,1
6.54,1,0.254001,3,0,12,12,1,0,0,0,1,0,0.016814,0.254001,1
6.55,1,0.26366,3,0,12,12,1,0,0,0,1,0,0.016814,0.26366,1
6.56,1,0.273293,3,0,12,12,1,0,0,0,1,0,0.016814,0.273293,1
6.57,1,0.282898,3,0,12,12,1,0,0,0,1,0,0.016814,0.282898,1
6.58,1,0.292476,3,0,12,12,1,0,0,0,1,0,0.016814,0.292476,1
6.59,1,0.302024,3,0,12,12,1,0,0,0,1,0,0.016814,0.302024,1
6.6,1,0.311541,3,0,12,12,1,0,0,0,1,0,0.016814,0.311541,1
6.61,1,0.321028,3,0,12,12,1,0,0,0,1,0,0.311541,0.321028,1
6.62,1,0.330482,3,0,12,12,1,0,0,0,1,0,0.311541,0.330482,1
6.63,1,0.339904,4,0,12,12,1,0,0,0,1,0,0.311541,0.339904,1
6.64,1,0.349291,4,0,12,12,1,0,0,0,1,0,0.311541,0.349291,1
6.65,1,0.358644,4,0,12,12,1,0,0,0,1,0,0.311541,0.358644,1
6.66,1,0.367961,4,0,12,12,1,0,0,0,1,0,0.311541,0.367961,1
6.67,1,0.37724,4,0,12,12,1,0,0,0,1,0,0.311541,0.37724,1
6.68,1,0.386483,4,0,12,12,1,0,0,0,1,0,0.311541,0.386483,1
6.69,1,0.395686,4,0,12,12,1,0,0,0,1,0,0.311541,0.395686,1
6.7,1,0.40485,4,0,12,12,1,0,0,0,1,0,0.311541,0.40485,1
6.71,1,0.413973,4,0,12,12,1,0,0,0,1,0,0.311541,0.413973,1
6.72,1,0.423055,5,0,12,12,1,0,0,0,1,0,0.311541,0.423055,1
6.73,1,0.432095,5,0,12,12,1,0,0,0,1,0,0.311541,0.432095,1
6.74,1,0.441092,5,0,12,12,1,0,0,0,1,0,0.311541,0.441092,1
6.75,1,0.450044,5,0,12,12,1,0,0,0,1,0,0.311541,0.450044,1
6.76,1,0.458951,5,0,12,12,1,0,0,0,1,0,0.311541,0.458951,1
6.77,1,0.467813,5,0,12,12,1,0,0,0,1,0,0.311541,0.467813,1
6.78,1,0.476628,5,0,12,12,1,0,0,0,1,0,0.311541,0.476628,1
6.79,1,0.485395,5,0,12,12,1,0,0,0,1,0,0.311541,0.485395,1
6.8,1,0.494113,5,0,12,12,1,0,0,0,1,0,0.311541,0.494113,1
6.81,1,0.502782,6,0,12,12,1,0,0,0,1,0,0.311541,0.502782,1
6.82,1,0.511401,6,0,12,12,1,0,0,0,1,0,0.311541,0.511401,1
6.83,1,0.519969,6,0,12,12,1,0,0,0,1,0,0.311541,0.519969,1
6.84,1,0.528485,6,0,12,12,1,0,0,0,1,0,0.311541,0.528485,1
6.85,1,0.536948,6,0,12,12,1,0,0,0,1,0,0.311541,0.536948,1
6.86,1,0.545357,6,0,12,12,1,0,0,0,1,0,0.311541,0.545357,1
6.87,1,0.553711,6,0,12,12,1,0,0,0,1,0,0.311541,0.553711,1
6.88,1,0.562011,6,0,12,12,1,0,0,0,1,0,0.311541,0.562011,1
6.89,1,0.570254,6,0,12,12,1,0,0,0,1,0,0.311541,0.570254,1
6.9,1,0.57844,6,0,12,12,1,0,0,0,1,0,0.311541,0.57844,1
6.91,1,0.586568,7,0,12,12,1,0,0,0,1,0,0.57844,0.586568,1
6.92,1,0.594637,7,0,12,12,1,0,0,0,1,0,0.57844,0.594637,1
6.93,1,0.602648,7,0,12,12,1,0,0,0,1,0,0.57844,0.602648,1
6.94,1,0.610597,7,0,12,12,1,0,0,0,1,0,0.57844,0.610597,1
6.95,1,0.618486,7,0,12,12,1,0,0,0,1,0,0.57844,0.618486,1
6.96,1,0.626313,7,0,12,12,1,0,0,0,1,0,0.57844,0.626313,1
6.97,1,0.634077,7,0,12,12,1,0,0,0,1,0,0.57844,0.634077,1
6.98,1,0.641778,7,0,12,12,1,0,0,0,1,0,0.57844,0.641778,1
6.99,1,0.649415,7,0,12,12,1,0,0,0,1,0,0.57844,0.649415,1
7,1,0.656987,7,0,12,12,1,0,0,0,1,0,0.57844,0.656987,1
7.01,1,0.664493,7,0,12,12,1,0,0,0,1,0,0.57844,0.664493,1
7.02,1,0.671932,8,0,12,12,1,0,0,0,1,0,0.57844,0.671932,1
7.03,1,0.679305,8,0,12,12,1,0,0,0,1,0,0.57844,0.679305,1
7.04,1,0.686609,8,0,12,12,1,0,0,0,1,0,0.57844,0.686609,1
7.05,1,0.693845,8,0,12,12,1,0,0,0,1,0,0.57844,0.693845,1
7.06,1,0.701011,8,0,12,12,1,0,0,0,1,0,0.57844,0.701011,1
7.07,1,0.708108,8,0,12,12,1,0,0,0,1,0,0.57844,0.708108,1
7.08,1,0.715133,8,0,12,12,1,0,0,0,1,0,0.57844,0.715133,1
7.09,1,0.722087,8,0,12,12,1,0,0,0,1,0,0.57844,0.722087,1
7.1,1,0.728969,8,0,12,12,1,0,0,0,1,0,0.57844,0.728969,1
7.11,1,0.735778,8,0,12,12,1,0,0,0,1,0,0.57844,0.735778,1
7.12,1,0.742513,8,0,12,12,1,0,0,0,1,0,0.57844,0.742513,1
7.13,1,0.749174,8,0,12,12,1,0,0,0,1,0,0.57844,0.749174,1
7.14,1,0.755761,9,0,12,12,1,0,0,0,1,0,0.57844,0.755761,1
7.15,1,0.762271,9,0,12,12,1,0,0,0,1,0,0.57844,0.762271,1
7.16,1,0.768705,9,0,12,12,1,0,0,0,1,0,0.57844,0.768705,1
7.17,1,0.775063,9,0,12,12,1,0,0,0,1,0,0.57844,0.775063,1
7.18,1,0.781343,9,0,12,12,1,0,0,0,1,0,0.57844,0.781343,1
7.19,1,0.787545,9,0,12,12,1,0,0,0,1,0,0.57844,0.787545,1
7.2,1,0.793668,9,0,12,12,1,0,0,0,1,0,0.57844,0.793668,1
7.21,1,0.799712,9,0,12,12,1,0,0,0,1,0,0.793668,0.799712,1
7.22,1,0.805675,9,0,12,12,1,0,0,0,1,0,0.793668,0.805675,1
7.23,1,0.811559,9,0,12,12,1,0,0,0,1,0,0.793668,0.811559,1
7.24,1,0.817361,9,0,12,12,1,0,0,0,1,0,0.793668,0.817361,1
7.25,1,0.823081,9,0,12,12,1,0,0,0,1,0,0.793668,0.823081,1
7.26,1,0.828719,9,0,12,12,1,0,0,0,1,0,0.793668,0.828719,1
7.27,1,0.834274,10,0,12,12,1,0,0,0,1,0,0.793668,0.834274,1
7.28,1,0.839746,10,0,12,12,1,0,0,0,1,0,0.793668,0.839746,1
7.29,1,0.845133,10,0,12,12,1,0,0,0,1,0,0.793668,0.845133,1
7.3,1,0.850437,10,0,12,12,1,0,0,0,1,0,0.793668,0.850437,1
7.31,1,0.855655,10,0,12,12,1,0,0,0,1,0,0.793668,0.855655,1
7.32,1,0.860787,10,0,12,12,1,0,0,0,1,0,0.793668,0.860787,1
7.33,1,0.865834,10,0,12,12,1,0,0,0,1,0,0.793668,0.865834,1
7.34,1,0.870794,10,0,12,12,1,0,0,0,1,0,0.793668,0.870794,1
7.35,1,0.875667,10,0,12,12,1,0,0,0,1,0,0.793668,0.875667,1
7.36,1,0.880452,10,0,12,12,1,0,0,0,1,0,0.793668,0.880452,1
7.37,1,0.885149,10,0,12,12,1,0,0,0,1,0,0.793668,0.885149,1
7.38,1,0.889758,10,0,12,12,1,0,0,0,1,0,0.793668,0.889758,1
7.39,1,0.894278,10,0,12,12,1,0,0,0,1,0,0.793668,0.894278,1
7.4,1,0.898708,10,0,12,12,1,0,0,0,1,0,0.793668,0.898708,1
7.41,1,0.903049,10,0,12,12,1,0,0,0,1,0,0.793668,0.903049,1
7.42,1,0.907299,10,0,12,12,1,0,0,0,1,0,0.793668,0.907299,1
7.43,1,0.911458,10,0,12,12,1,0,0,0,1,0,0.793668,0.911458,1
7.44,1,0.915526,10,0,12,12,1,0,0,0,1,0,0.793668,0.915526,1
7.45,1,0.919503,11,0,12,12,1,0,0,0,1,0,0.793668,0.919503,1
7.46,1,0.923388,11,0,12,12,1,0,0,0,1,0,0.793668,0.923388,1
7.47,1,0.92718,11,0,12,12,1,0,0,0,1,0,0.793668,0.92718,1
7.48,1,0.93088,11,0,12,12,1,0,0,0,1,0,0.793668,0.93088,1
7.49,1,0.934487,11,0,12,12,1,0,0,0,1,0,0.793668,0.934487,1
7.5,1,0.938,11,0,12,12,1,0,0,0,1,0,0.793668,0.938,1
7.51,1,0.941419,11,0,12,12,1,0,0,0,1,0,0.938,0.941419,1
7.52,1,0.944745,11,0,12,12,1,0,0,0,1,0,0.938,0.944745,1
7.53,1,0.947975,11,0,12,12,1,0,0,0,1,0,0.938,0.947975,1
7.54,1,0.951111,11,0,12,12,1,0,0,0,1,0,0.938,0.951111,1
7.55,1,0.954152,11,0,12,12,1,0,0,0,1,0,0.938,0.954152,1
7.56,1,0.957098,11,0,12,12,1,0,0,0,1,0,0.938,0.957098,1
7.57,1,0.959947,11,0,12,12,1,0,0,0,1,0,0.938,0.959947,1
7.58,1,0.962701,11,0,12,12,1,0,0,0,1,0,0.938,0.962701,1
7.59,1,0.965359,11,0,12,12,1,0,0,0,1,0,0.938,0.965359,1
7.6,1,0.96792,11,0,12,12,1,0,0,0,1,0,0.938,0.96792,1
7.61,1,0.970384,11,0,12,12,1,0,0,0,1,0,0.938,0.970384,1
7.62,1,0.972751,11,0,12,12,1,0,0,0,1,0,0.938,0.972751,1
7.63,1,0.975021,11,0,12,12,1,0,0,0,1,0,0.938,0.975021,1
7.64,1,0.977193,11,0,12,12,1,0,0,0,1,0,0.938,0.977193,1
7.65,1,0.979268,11,0,12,12,1,0,0,0,1,0,0.938,0.979268,1
7.66,1,0.981244,11,0,12,12,1,0,0,0,1,0,0.938,0.981244,1
7.67,1,0.983123,11,0,12,12,1,0,0,0,1,0,0.938,0.983123,1
7.68,1,0.984903,11,0,12,12,1,0,0,0,1,0,0.938,0.984903,1
7.69,1,0.986585,11,0,12,12,1,0,0,0,1,0,0.938,0.986585,1
7.7,1,0.988168,11,0,12,12,1,0,0,0,1,0,0.938,0.988168,1
7.71,1,0.989653,11,0,12,12,1,0,0,0,1,0,0.938,0.989653,1
7.72,1,0.991038,11,0,12,12,1,0,0,0,1,0,0.938,0.991038,1
7.73,1,0.992324,11,0,12,12,1,0,0,0,1,0,0.938,0.992324,1
7.74,1,0.993511,11,0,12,12,1,0,0,0,1,0,0.938,0.993511,1
7.75,1,0.994599,11,0,12,12,1,0,0,0,1,0,0.938,0.994599,1
7.76,1,0.995587,11,0,12,12,1,0,0,0,1,0,0.938,0.995587,1
7.77,1,0.996476,11,0,12,12,1,0,0,0,1,0,0.938,0.996476,1
7.78,1,0.997265,11,0,12,12,1,0,0,0,1,0,0.938,0.997265,1
7.79,1,0.997954,11,0,12,12,1,0,0,0,1,0,0.938,0.997954,1
7.8,1,0.998543,11,0,12,12,1,0,0,0,1,0,0.938,0.998543,1
7.81,1,0.999033,11,0,12,12,1,0,0,0,1,0,0.998543,0.999033,1
7.82,1,0.999423,11,0,12,12,1,0,0,0,1,0,0.998543,0.999423,1
7.83,1,0.999712,11,0,12,12,1,0,0,0,1,0,0.998543,0.999712,1
7.84,1,0.999902,11,0,12,12,1,0,0,0,1,0,0.998543,0.999902,1
7.85,1,0.999992,11,0,12,12,1,0,0,0,1,0,0.998543,0.999992,1
7.86,1,0.999982,11,0,12,12,1,0,0,0,1,0,0.998543,0.999982,1
7.87,1,0.999872,11,0,12,12,1,0,0,0,1,0,0.998543,0.999872,1
7.88,1,0.999662,11,0,12,12,1,0,0,0,1,0,0.998543,0.999662,1
7.89,1,0.999351,11,0,12,12,1,0,0,0,1,0,0.998543,0.999351,1
7.9,1,0.998941,11,0,12,12,1,0,0,0,1,0,0.998543,0.998941,1
7.91,1,0.998431,11,0,12,12,1,0,0,0,1,0,0.998543,0.998431,1
7.92,1,0.997822,11,0,12,12,1,0,0,0,1,0,0.998543,0.997822,1
7.93,1,0.997112,11,0,12,12,1,0,0,0,1,0,0.998543,0.997112,1
7.94,1,0.996303,11,0,12,12,1,0,0,0,1,0,0.998543,0.996303,1
7.95,1,0.995394,11,0,12,12,1,0,0,0,1,0,0.998543,0.995394,1
7.96,1,0.994385,11,0,12,12,1,0,0,0,1,0,0.998543,0.994385,1
7.97,1,0.993277,11,0,12,12,1,0,0,0,1,0,0.998543,0.993277,1
7.98,1,0.99207,11,0,12,12,1,0,0,0,1,0,0.998543,0.99207,1
7.99,1,0.990764,11,0,12,12,1,0,0,0,1,0,0.998543,0.990764,1
8,1,0.989358,11,0,12,12,1,0,0,0,1,0,0.998543,0.989358,1
8.01,1,0.987854,11,0,12,12,1,0,0,0,1,0,0.998543,0.987854,1
8.02,1,0.986251,11,0,12,12,1,0,0,0,1,0,0.998543,0.986251,1
8.03,1,0.984549,11,0,12,12,1,0,0,0,1,0,0.998543,0.984549,1
8.04,1,0.982748,11,0,12,12,1,0,0,0,1,0,0.998543,0.982748,1
8.05,1,0.98085,11,0,12,12,1,0,0,0,1,0,0.998543,0.98085,1
8.06,1,0.978853,11,0,12,12,1,0,0,0,1,0,0.998543,0.978853,1
8.07,1,0.976759,11,0,12,12,1,0,0,0,1,0,0.998543,0.976759,1
8.08,1,0.974566,11,0,12,12,1,0,0,0,1,0,0.998543,0.974566,1
8.09,1,0.972277,11,0,12,12,1,0,0,0,1,0,0.998543,0.972277,1
8.1,1,0.96989,11,0,12,12,1,0,0,0,1,0,0.998543,0.96989,1
8.11,1,0.967406,11,0,12,12,1,0,0,0,1,0,0.96989,0.967406,1
8.12,1,0.964825,11,0,12,12,1,0,0,0,1,0,0.96989,0.964825,1
8.13,1,0.962148,11,0,12,12,1,0,0,0,1,0,0.96989,0.962148,1
8.14,1,0.959375,11,0,12,12,1,0,0,0,1,0,0.96989,0.959375,1
8.15,1,0.956506,11,0,12,12,1,0,0,0,1,0,0.96989,0.956506,1
8.16,1,0.953541,11,0,12,12,1,0,0,0,1,0,0.96989,0.953541,1
8.17,1,0.95048,11,0,12,12,1,0,0,0,1,0,0.96989,0.95048,1
8.18,1,0.947325,11,0,12,12,1,0,0,0,1,0,0.96989,0.947325,1
8.19,1,0.944075,11,0,12,12,1,0,0,0,1,0,0.96989,0.944075,1
8.2,1,0.940731,11,0,12,12,1,0,0,0,1,0,0.96989,0.940731,1
8.21,1,0.937292,11,0,12,12,1,0,0,0,1,0,0.96989,0.937292,1
8.22,1,0.93376,11,0,12,12,1,0,0,0,1,0,0.96989,0.93376,1
8.23,1,0.930134,11,0,12,12,1,0,0,0,1,0,0.96989,0.930134,1
8.24,1,0.926415,11,0,12,12,1,0,0,0,1,0,0.96989,0.926415,1
8.25,1,0.922604,11,0,12,12,1,0,0,0,1,0,0.96989,0.922604,1
8.26,1,0.918701,11,0,12,12,1,0,0,0,1,0,0.96989,0.918701,1
8.27,1,0.914705,10,0,12,12,1,0,0,0,1,0,0.96989,0.914705,1
8.28,1,0.910618,10,0,12,12,1,0,0,0,1,0,0.96989,0.910618,1
8.29,1,0.90644,10,0,12,12,1,0,0,0,1,0,0.96989,0.90644,1
8.3,1,0.902172,10,0,12,12,1,0,0,0,1,0,0.96989,0.902172,1
8.31,1,0.897813,10,0,12,12,1,0,0,0,1,0,0.96989,0.897813,1
8.32,1,0.893364,10,0,12,12,1,0,0,0,1,0,0.96989,0.893364,1
8.33,1,0.888827,10,0,12,12,1,0,0,0,1,0,0.96989,0.888827,1
8.34,1,0.8842,10,0,12,12,1,0,0,0,1,0,0.96989,0.8842,1
8.35,1,0.879484,10,0,12,12,1,0,0,0,1,0,0.96989,0.879484,1
8.36,1,0.874681,10,0,12,12,1,0,0,0,1,0,0.96989,0.874681,1
8.37,1,0.869791,10,0,12,12,1,0,0,0,1,0,0.96989,0.869791,1
8.38,1,0.864813,10,0,12,12,1,0,0,0,1,0,0.96989,0.864813,1
8.39,1,0.859749,10,0,12,12,1,0,0,0,1,0,0.96989,0.859749,1
8.4,1,0.854599,10,0,12,12,1,0,0,0,1,0,0.96989,0.854599,1
8.41,1,0.849363,10,0,12,12,1,0,0,0,1,0,0.854599,0.849363,1
8.42,1,0.844043,10,0,12,12,1,0,0,0,1,0,0.854599,0.844043,1
8.43,1,0.838638,10,0,12,12,1,0,0,0,1,0,0.854599,0.838638,1
8.44,1,0.833149,9,0,12,12,1,0,0,0,1,0,0.854599,0.833149,1
8.45,1,0.827577,9,0,12,12,1,0,0,0,1,0,0.854599,0.827577,1
8.46,1,0.821922,9,0,12,12,1,0,0,0,1,0,0.854599,0.821922,1
8.47,1,0.816185,9,0,12,12,1,0,0,0,1,0,0.854599,0.816185,1
8.48,1,0.810367,9,0,12,12,1,0,0,0,1,0,0.854599,0.810367,1
8.49,1,0.804467,9,0,12,12,1,0,0,0,1,0,0.854599,0.804467,1
8.5,1,0.798487,9,0,12,12,1,0,0,0,1,0,0.854599,0.798487,1
8.51,1,0.792427,9,0,12,12,1,0,0,0,1,0,0.854599,0.792427,1
8.52,1,0.786288,9,0,12,12,1,0,0,0,1,0,0.854599,0.786288,1
8.53,1,0.78007,9,0,12,12,1,0,0,0,1,0,0.854599,0.78007,1
8.54,1,0.773774,9,0,12,12,1,0,0,0,1,0,0.854599,0.773774,1
8.55,1,0.767401,9,0,12,12,1,0,0,0,1,0,0.854599,0.767401,1
8.56,1,0.760951,9,0,12,12,1,0,0,0,1,0,0.854599,0.760951,1
8.57,1,0.754425,9,0,12,12,1,0,0,0,1,0,0.854599,0.754425,1
8.58,1,0.747824,8,0,12,12,1,0,0,0,1,0,0.854599,0.747824,1
8.59,1,0.741147,8,0,12,12,1,0,0,0,1,0,0.854599,0.741147,1
8.6,1,0.734397,8,0,12,12,1,0,0,0,1,0,0.854599,0.734397,1
8.61,1,0.727573,8,0,12,12,1,0,0,0,1,0,0.854599,0.727573,1
8.62,1,0.720677,8,0,12,12,1,0,0,0,1,0,0.854599,0.720677,1
8.63,1,0.713708,8,0,12,12,1,0,0,0,1,0,0.854599,0.713708,1
8.64,1,0.706668,8,0,12,12,1,0,0,0,1,0,0.854599,0.706668,1
8.65,1,0.699557,8,0,12,12,1,0,0,0,1,0,0.854599,0.699557,1
8.66,1,0.692377,8,0,12,12,1,0,0,0,1,0,0.854599,0.692377,1
8.67,1,0.685127,8,0,12,12,1,0,0,0,1,0,0.854599,0.685127,1
8.68,1,0.677809,8,0,12,12,1,0,0,0,1,0,0.854599,0.677809,1
8.69,1,0.670422,8,0,12,12,1,0,0,0,1,0,0.854599,0.670422,1
8.7,1,0.662969,7,0,12,12,1,0,0,0,1,0,0.854599,0.662969,1
8.71,1,0.65545,7,0,12,12,1,0,0,0,1,0,0.662969,0.65545,1
8.72,1,0.647865,7,0,12,12,1,0,0,0,1,0,0.662969,0.647865,1
8.73,1,0.640215,7,0,12,12,1,0,0,0,1,0,0.662969,0.640215,1
8.74,1,0.632501,7,0,12,12,1,0,0,0,1,0,0.662969,0.632501,1
8.75,1,0.624724,7,0,12,12,1,0,0,0,1,0,0.662969,0.624724,1
8.76,1,0.616884,7,0,12,12,1,0,0,0,1,0,0.662969,0.616884,1
8.77,1,0.608983,7,0,12,12,1,0,0,0,1,0,0.662969,0.608983,1
8.78,1,0.601021,7,0,12,12,1,0,0,0,1,0,0.662969,0.601021,1
8.79,1,0.592999,7,0,12,12,1,0,0,0,1,0,0.662969,0.592999,1
8.8,1,0.584917,7,0,12,12,1,0,0,0,1,0,0.662969,0.584917,1
8.81,1,0.576777,6,0,12,12,1,0,0,0,1,0,0.662969,0.576777,1
8.82,1,0.568579,6,0,12,12,1,0,0,0,1,0,0.662969,0.568579,1
8.83,1,0.560325,6,0,12,12,1,0,0,0,1,0,0.662969,0.560325,1
8.84,1,0.552014,6,0,12,12,1,0,0,0,1,0,0.662969,0.552014,1
8.85,1,0.543648,6,0,12,12,1,0,0,0,1,0,0.662969,0.543648,1
8.86,1,0.535228,6,0,12,12,1,0,0,0,1,0,0.662969,0.535228,1
8.87,1,0.526755,6,0,12,12,1,0,0,0,1,0,0.662969,0.526755,1
8.88,1,0.518228,6,0,12,12,1,0,0,0,1,0,0.662969,0.518228,1
8.89,1,0.50965,6,0,12,12,1,0,0,0,1,0,0.662969,0.50965,1
8.9,1,0.501021,6,0,12,12,1,0,0,0,1,0,0.662969,0.501021,1
8.91,1,0.492342,5,0,12,12,1,0,0,0,1,0,0.662969,0.492342,1
8.92,1,0.483613,5,0,12,12,1,0,0,0,1,0,0.662969,0.483613,1
8.93,1,0.474836,5,0,12,12,1,0,0,0,1,0,0.662969,0.474836,1
8.94,1,0.466012,5,0,12,12,1,0,0,0,1,0,0.662969,0.466012,1
8.95,1,0.457141,5,0,12,12,1,0,0,0,1,0,0.662969,0.457141,1
8.96,1,0.448224,5,0,12,12,1,0,0,0,1,0,0.662969,0.448224,1
8.97,1,0.439263,5,0,12,12,1,0,0,0,1,0,0.662969,0.439263,1
8.98,1,0.430257,5,0,12,12,1,0,0,0,1,0,0.662969,0.430257,1
8.99,1,0.421209,5,0,12,12,1,0,0,0,1,0,0.662969,0.421209,1
9,1,0.412118,4,0,12,12,1,0,0,0,1,0,0.662969,0.412118,1
9.01,1,0.402987,4,0,12,12,1,0,0,0,1,0,0.412118,0.402987,1
9.02,1,0.393815,4,0,12,12,1,0,0,0,1,0,0.412118,0.393815,1
9.03,1,0.384603,4,0,12,12,1,0,0,0,1,0,0.412118,0.384603,1
9.04,1,0.375353,4,0,12,12,1,0,0,0,1,0,0.412118,0.375353,1
9.05,1,0.366066,4,0,12,12,1,0,0,0,1,0,0.412118,0.366066,1
9.06,1,0.356742,4,0,12,12,1,0,0,0,1,0,0.412118,0.356742,1
9.07,1,0.347382,4,0,12,12,1,0,0,0,1,0,0.412118,0.347382,1
9.08,1,0.337988,4,0,12,12,1,0,0,0,1,0,0.412118,0.337988,1
9.09,1,0.328559,3,0,12,12,1,0,0,0,1,0,0.412118,0.328559,1
9.1,1,0.319098,3,0,12,12,1,0,0,0,1,0,0.412118,0.319098,1
9.11,1,0.309605,3,0,12,12,1,0,0,0,1,0,0.412118,0.309605,1
9.12,1,0.300081,3,0,12,12,1,0,0,0,1,0,0.412118,0.300081,1
9.13,1,0.290527,3,0,12,12,1,0,0,0,1,0,0.412118,0.290527,1
9.14,1,0.280944,3,0,12,12,1,0,0,0,1,0,0.412118,0.280944,1
9.15,1,0.271333,3,0,12,12,1,0,0,0,1,0,0.412118,0.271333,1
9.16,1,0.261695,3,0,12,12,1,0,0,0,1,0,0.412118,0.261695,1
9.17,1,0.252031,3,0,12,12,1,0,0,0,1,0,0.412118,0.252031,1
9.18,1,0.242341,2,0,12,12,1,0,0,0,1,0,0.412118,0.242341,1
9.19,1,0.232627,2,0,12,12,1,0,0,0,1,0,0.412118,0.232627,1
9.2,1,0.22289,2,0,12,12,1,0,0,0,1,0,0.412118,0.22289,1
9.21,1,0.21313,2,0,12,12,1,0,0,0,1,0,0.412118,0.21313,1
9.22,1,0.20335,2,0,12,12,1,0,0,0,1,0,0.412118,0.20335,1
9.23,1,0.193549,2,0,12,12,1,0,0,0,1,0,0.412118,0.193549,1
9.24,1,0.183728,2,0,12,12,1,0,0,0,1,0,0.412118,0.183728,1
9.25,1,0.173889,2,0,12,12,1,0,0,0,1,0,0.412118,0.173889,1
9.26,1,0.164033,1,0,12,12,1,0,0,0,1,0,0.412118,0.164033,1
9.27,1,0.154161,1,0,12,12,1,0,0,0,1,0,0.412118,0.154161,1
9.28,1,0.144273,1,0,12,12,1,0,0,0,1,0,0.412118,0.144273,1
9.29,1,0.13437,1,0,12,12,1,0,0,0,1,0,0.412118,0.13437,1
9.3,1,0.124454,1,0,12,12,1,0,0,0,1,0,0.412118,0.124454,1
9.31,1,0.114526,1,0,12,12,1,0,0,0,1,0,0.124454,0.114526,1
9.32,1,0.104586,1,0,12,12,1,0,0,0,1,0,0.124454,0.104586,1
9.33,1,0.094636,1,0,12,12,1,0,0,0,1,0,0.124454,0.094636,1
