time,p1@general_hydraulic_chamber,p1@hydraulic_4,q@volumesensor
0.0,200.0,200.0,0.0
1e-06,200.002425082,200.0,0.0
2e-06,200.004739741,200.0,0.0
3e-06,200.00694885,200.0,0.0
4e-06,200.009057071,200.0,0.0
6e-06,200.012988572,200.0,0.0
7e-06,200.014820368,200.0,0.0
8e-06,200.01656813,200.0,0.0
9e-06,200.018235568,200.0,0.0
1.1e-05,200.021343767,200.0,0.0
1.2e-05,200.022791626,200.0,0.0
1.3e-05,200.024172886,200.0,0.0
1.4e-05,200.025490487,200.0,0.0
1.6e-05,200.027946082,200.0,0.0
1.7e-05,200.029089759,200.0,0.0
1.8e-05,200.03018071,200.0,0.0
2.1e-05,200.033160283,200.0,0.0
2.2e-05,200.034063414,200.0,0.0
2.3e-05,200.034924962,200.0,0.0
2.4e-05,200.035746762,200.0,0.0
2.6e-05,200.037278298,200.0,0.0
2.7e-05,200.037991695,200.0,0.0
2.8e-05,200.038672278,200.0,0.0
2.9e-05,200.039321498,200.0,0.0
3.1e-05,200.040531511,200.0,0.0
3.2e-05,200.041095188,200.0,0.0
3.4e-05,200.042145996,200.0,0.0
3.5e-05,200.042635364,200.0,0.0
3.6e-05,200.043102263,200.000000004,0.0
3.7e-05,200.043547775,200.000000009,0.0
3.9e-05,200.044378371,200.000000017,0.0
4.1e-05,200.045134338,199.999999448,0.0
4.2e-05,200.045486564,199.999998945,0.0
4.4e-05,200.0461433,199.999997939,0.0
4.6e-05,200.046741103,200.000015473,0.0
4.7e-05,200.047019658,200.000031016,0.0
4.8e-05,200.047285459,200.000046559,0.0
4.9e-05,200.047539069,200.000062102,0.0
5.1e-05,200.048011917,200.000180797,0.0
5.2e-05,200.048232256,200.000271046,0.0
5.3e-05,200.048442512,200.000361294,0.0
5.4e-05,200.048643131,200.000451543,0.0
5.6e-05,200.049017193,200.000835543,0.0
5.8e-05,200.049357837,200.00135806,0.0
5.9e-05,200.049516548,200.001619318,0.0
6.1e-05,200.049812475,200.002503053,0.0
6.2e-05,200.049950376,200.003063512,0.0
6.3e-05,200.050081966,200.00362397,0.0
6.4e-05,200.050207526,200.004184428,0.0
6.5e-05,200.050327322,200.004842021,0.0
6.7e-05,200.050550735,200.006828053,0.0
6.8e-05,200.050654839,200.007821068,0.0
6.9e-05,200.05075417,200.008814084,0.0
7e-05,200.050848942,200.009935615,0.0
7.2e-05,200.051025688,200.012984483,0.0
7.3e-05,200.051108046,200.014508918,0.0
7.4e-05,200.051186629,200.016033352,0.0
7.5e-05,200.051261605,200.017690579,0.0
7.7e-05,200.051401434,200.021764444,0.0
7.8e-05,200.051466591,200.023801376,0.0
7.9e-05,200.051528761,200.025838307,0.0
8.2e-05,200.051698708,200.032761764,0.0
8.3e-05,200.05175026,200.035155691,0.0
8.4e-05,200.051799449,200.037549618,0.0
8.7e-05,200.051933918,200.044989411,0.0
8.8e-05,200.051974709,200.047495827,0.0
8.9e-05,200.052013633,200.050002242,0.0
9.2e-05,200.052120042,200.057191588,0.0
9.3e-05,200.052152324,200.059555247,0.0
9.4e-05,200.052183129,200.061918907,0.0
9.6e-05,200.052240574,200.066199918,0.0
9.7e-05,200.052267349,200.068227557,0.0
9.8e-05,200.052292901,200.070255195,0.0
9.9e-05,200.052317285,200.072282834,0.0
0.000101,200.052362762,200.07576246,0.0
0.000102,200.052383961,200.077362262,0.0
0.000103,200.052404194,200.078962064,0.0
0.000104,200.052423505,200.080561866,0.0
0.000106,200.052459528,200.083185905,0.0
0.000107,200.052476327,200.084363358,0.0
0.000108,200.052492365,200.08554081,0.0
0.000111,200.052536264,200.088587592,0.0
0.000112,200.052549613,200.08941319,0.0
0.000113,200.05256237,200.090238788,0.0
0.000116,200.052597374,200.092357565,0.0
0.000117,200.052608066,200.092926946,0.0
0.000118,200.052618313,200.093496327,0.0
0.000121,200.052646618,200.094968305,0.0
0.000122,200.052655358,200.095370738,0.0
0.000124,200.052671917,200.096175602,0.0
0.000125,200.052679768,200.096534434,0.0
0.000126,200.05268741,200.096835909,0.0
0.000127,200.052694863,200.097137384,0.0
0.000128,200.052702136,200.097438859,0.0
0.000129,200.052709235,200.097740333,0.0
0.00013,200.052716181,200.098014894,0.0
0.000133,200.052736679,200.09873955,0.0
0.000134,200.052743422,200.098981102,0.0
0.000135,200.052750138,200.099204525,0.0
0.000136,200.052756934,200.099407211,0.0
0.000137,200.052763825,200.099609896,0.0
0.000138,200.052770807,200.099812582,0.0
0.000139,200.052777874,200.100015267,0.0
0.00014,200.052785043,200.100203296,0.0
0.000143,200.052807867,200.100720452,0.0
0.000144,200.052815901,200.100892837,0.0
0.000145,200.052824151,200.101051535,0.0
0.000146,200.052832725,200.101196598,0.0
0.000147,200.052841629,200.101341662,0.0
0.000148,200.052850846,200.101486725,0.0
0.000149,200.052860362,200.101631788,0.0
0.00015,200.05287018,200.101763679,0.0
0.000153,200.052901921,200.102122612,0.0
0.000154,200.052913219,200.102242257,0.0
0.000155,200.052924859,200.102349699,0.0
