"time","outputs[1]","outputs[2]"
0,25,20
0.001,25,20.01
0.002,25,20.02
0.003,25,20.03
0.004,25,20.04
0.005,25,20.05
0.006,25,20.06
0.007,25,20.07
0.008,25,20.08
0.009,25,20.0899
0.01,25,20.0999
0.011,25,20.1099
0.012,25,20.1199
0.013,25,20.1299
0.014,25,20.1399
0.015,25,20.1499
0.016,25,20.1598
0.017,25,20.1698
0.018,25,20.1798
0.019,25,20.1898
0.02,25,20.1997
0.021,25,20.2097
0.022,25,20.2197
0.023,25,20.2296
0.024,25,20.2396
0.025,25,20.2496
0.026,25,20.2595
0.027,25,20.2695
0.028,25,20.2795
0.029,25,20.2894
0.03,25,20.2994
0.031,25,20.3094
0.032,25,20.3193
0.033,25,20.3293
0.034,25,20.3392
0.035,25,20.3492
0.036,25,20.3591
0.037,25,20.3691
0.038,25,20.379
0.039,25,20.389
0.04,25,20.3989
0.041,25,20.4089
0.042,25,20.4188
0.043,25,20.4287
0.044,25,20.4387
0.045,25,20.4486
0.046,25,20.4586
0.047,25,20.4685
0.048,25,20.4784
0.049,25,20.4884
0.05,25,20.4983
0.051,25,20.5082
0.052,25,20.5182
0.053,25,20.5281
0.054,25,20.538
0.055,25,20.5479
0.056,25,20.5579
0.057,25,20.5678
0.058,25,20.5777
0.059,25,20.5876
0.06,25,20.5975
0.061,25,20.6075
0.062,25,20.6174
0.063,25,20.6273
0.064,25,20.6372
0.065,25,20.6471
0.066,25,20.657
0.067,25,20.6669
0.068,25,20.6768
0.069,25,20.6867
0.07,25,20.6966
0.071,25,20.7066
0.072,25,20.7165
0.073,25,20.7264
0.074,25,20.7363
0.075,25,20.7462
0.076,25,20.756
0.077,25,20.7659
0.078,25,20.7758
0.079,25,20.7857
0.08,25,20.7956
0.081,25,20.8055
0.082,25,20.8154
0.083,25,20.8253
0.084,25,20.8352
0.085,25,20.8451
0.086,25,20.8549
0.087,25,20.8648
0.088,25,20.8747
0.089,25,20.8846
0.09,25,20.8944
0.091,25,20.9043
0.092,25,20.9142
0.093,25,20.9241
0.094,25,20.9339
0.095,25,20.9438
0.096,25,20.9537
0.097,25,20.9635
0.098,25,20.9734
0.099,25,20.9833
0.1,25,20.9931
0.101,25,21.003
0.102,25,21.0129
0.103,25,21.0227
0.104,25,21.0326
0.105,25,21.0424
0.106,25,21.0523
0.107,25,21.0621
0.108,25,21.072
0.109,25,21.0819
0.11,25,21.0917
0.111,25,21.1015
0.112,25,21.1114
0.113,25,21.1212
0.114,25,21.1311
0.115,25,21.1409
0.116,25,21.1508
0.117,25,21.1606
0.118,25,21.1704
0.119,25,21.1803
0.12,25,21.1901
0.121,25,21.2
0.122,25,21.2098
0.123,25,21.2196
0.124,25,21.2295
0.125,25,21.2393
0.126,25,21.2491
0.127,25,21.2589
0.128,25,21.2688
0.129,25,21.2786
0.13,25,21.2884
0.131,25,21.2982
0.132,25,21.308
0.133,25,21.3179
0.134,25,21.3277
0.135,25,21.3375
0.136,25,21.3473
0.137,25,21.3571
0.138,25,21.3669
0.139,25,21.3767
0.14,25,21.3866
0.141,25,21.3964
0.142,25,21.4062
0.143,25,21.416
0.144,25,21.4258
0.145,25,21.4356
0.146,25,21.4454
0.147,25,21.4552
0.148,25,21.465
0.149,25,21.4748
0.15,25,21.4846
0.151,25,21.4944
0.152,25,21.5041
0.153,25,21.5139
0.154,25,21.5237
0.155,25,21.5335
0.156,25,21.5433
0.157,25,21.5531
0.158,25,21.5629
0.159,25,21.5727
0.16,25,21.5824
0.161,25,21.5922
0.162,25,21.602
0.163,25,21.6118
0.164,25,21.6216
0.165,25,21.6313
0.166,25,21.6411
0.167,25,21.6509
0.168,25,21.6606
0.169,25,21.6704
0.17,25,21.6802
0.171,25,21.6899
0.172,25,21.6997
0.173,25,21.7095
0.174,25,21.7192
0.175,25,21.729
0.176,25,21.7388
0.177,25,21.7485
0.178,25,21.7583
0.179,25,21.768
0.18,25,21.7778
0.181,25,21.7875
0.182,25,21.7973
0.183,25,21.807
0.184,25,21.8168
0.185,25,21.8265
0.186,25,21.8363
0.187,25,21.846
0.188,25,21.8558
0.189,25,21.8655
0.19,25,21.8753
0.191,25,21.885
0.192,25,21.8947
0.193,25,21.9045
0.194,25,21.9142
0.195,25,21.9239
0.196,25,21.9337
0.197,25,21.9434
0.198,25,21.9531
0.199,25,21.9629
0.2,25,21.9726
0.201,25,21.9823
0.202,25,21.992
0.203,25,22.0018
0.204,25,22.0115
0.205,25,22.0212
0.206,25,22.0309
0.207,25,22.0406
0.208,25,22.0504
0.209,25,22.0601
0.21,25,22.0698
0.211,25,22.0795
0.212,25,22.0892
0.213,25,22.0989
0.214,25,22.1086
0.215,25,22.1183
0.216,25,22.128
0.217,25,22.1377
0.218,25,22.1474
0.219,25,22.1571
0.22,25,22.1668
0.221,25,22.1765
0.222,25,22.1862
0.223,25,22.1959
0.224,25,22.2056
0.225,25,22.2153
0.226,25,22.225
0.227,25,22.2347
0.228,25,22.2444
0.229,25,22.2541
0.23,25,22.2638
0.231,25,22.2735
0.232,25,22.2831
0.233,25,22.2928
0.234,25,22.3025
0.235,25,22.3122
0.236,25,22.3219
0.237,25,22.3315
0.238,25,22.3412
0.239,25,22.3509
0.24,25,22.3606
0.241,25,22.3702
0.242,25,22.3799
0.243,25,22.3896
0.244,25,22.3993
0.245,25,22.4089
0.246,25,22.4186
0.247,25,22.4283
0.248,25,22.4379
0.249,25,22.4476
0.25,25,22.4572
0.251,25,22.4669
0.252,25,22.4766
0.253,25,22.4862
0.254,25,22.4959
0.255,25,22.5055
0.256,25,22.5152
0.257,25,22.5248
0.258,25,22.5345
0.259,25,22.5441
0.26,25,22.5538
0.261,25,22.5634
0.262,25,22.5731
0.263,25,22.5827
0.264,25,22.5923
0.265,25,22.602
0.266,25,22.6116
0.267,25,22.6213
0.268,25,22.6309
0.269,25,22.6405
0.27,25,22.6502
0.271,25,22.6598
0.272,25,22.6694
0.273,25,22.679
0.274,25,22.6887
0.275,25,22.6983
0.276,25,22.7079
0.277,25,22.7176
0.278,25,22.7272
0.279,25,22.7368
0.28,25,22.7464
0.281,25,22.756
0.282,25,22.7657
0.283,25,22.7753
0.284,25,22.7849
0.285,25,22.7945
0.286,25,22.8041
0.287,25,22.8137
0.288,25,22.8233
0.289,25,22.8329
0.29,25,22.8425
0.291,25,22.8522
0.292,25,22.8618
0.293,25,22.8714
0.294,25,22.881
0.295,25,22.8906
0.296,25,22.9002
0.297,25,22.9098
0.298,25,22.9194
0.299,25,22.9289
0.3,25,22.9385
0.301,25,22.9481
0.302,25,22.9577
0.303,25,22.9673
0.304,25,22.9769
0.305,25,22.9865
0.306,25,22.9961
0.307,25,23.0057
0.308,25,23.0152
0.309,25,23.0248
0.31,25,23.0344
0.311,25,23.044
0.312,25,23.0536
0.313,25,23.0631
0.314,25,23.0727
0.315,25,23.0823
0.316,25,23.0919
0.317,25,23.1014
0.318,25,23.111
0.319,25,23.1206
0.32,25,23.1301
0.321,25,23.1397
0.322,25,23.1493
0.323,25,23.1588
0.324,25,23.1684
0.325,25,23.1779
0.326,25,23.1875
0.327,25,23.1971
0.328,25,23.2066
0.329,25,23.2162
0.33,25,23.2257
0.331,25,23.2353
0.332,25,23.2448
0.333,25,23.2544
0.334,25,23.2639
0.335,25,23.2735
0.336,25,23.283
0.337,25,23.2926
0.338,25,23.3021
0.339,25,23.3117
0.34,25,23.3212
0.341,25,23.3307
0.342,25,23.3403
0.343,25,23.3498
0.344,25,23.3593
0.345,25,23.3689
0.346,25,23.3784
0.347,25,23.3879
0.348,25,23.3975
0.349,25,23.407
0.35,25,23.4165
0.351,25,23.4261
0.352,25,23.4356
0.353,25,23.4451
0.354,25,23.4546
0.355,25,23.4641
0.356,25,23.4737
0.357,25,23.4832
0.358,25,23.4927
0.359,25,23.5022
0.36,25,23.5117
0.361,25,23.5212
0.362,25,23.5308
0.363,25,23.5403
0.364,25,23.5498
0.365,25,23.5593
0.366,25,23.5688
0.367,25,23.5783
0.368,25,23.5878
0.369,25,23.5973
0.37,25,23.6068
0.371,25,23.6163
0.372,25,23.6258
0.373,25,23.6353
0.374,25,23.6448
0.375,25,23.6543
0.376,25,23.6638
0.377,25,23.6733
0.378,25,23.6828
0.379,25,23.6923
0.38,25,23.7017
0.381,25,23.7112
0.382,25,23.7207
0.383,25,23.7302
0.384,25,23.7397
0.385,25,23.7492
0.386,25,23.7586
0.387,25,23.7681
0.388,25,23.7776
0.389,25,23.7871
0.39,25,23.7966
0.391,25,23.806
0.392,25,23.8155
0.393,25,23.825
0.394,25,23.8344
0.395,25,23.8439
0.396,25,23.8534
0.397,25,23.8628
0.398,25,23.8723
0.399,25,23.8818
0.4,25,23.8912
0.401,25,23.9007
0.402,25,23.9101
0.403,25,23.9196
0.404,25,23.9291
0.405,25,23.9385
0.406,25,23.948
0.407,25,23.9574
0.408,25,23.9669
0.409,25,23.9763
0.41,25,23.9858
0.411,25,23.9952
0.412,25,24.0047
0.413,25,24.0141
