time,p1@general_hydraulic_chamber,p1@hydraulic_4,q@volumesensor
0.0,200.0,200.0,0.0
7e-05,200.050848943,200.009935613,0.0
0.00013,200.052716191,200.098014898,0.0
0.00014,200.052785048,200.100203299,0.0
0.00015,200.05287018,200.101763677,0.0
0.00025,200.053775078,200.02929007,0.0
0.00026,200.053785087,200.018545896,0.0
0.00028,200.053765765,200.009812401,0.0
0.00029,200.053722048,200.008288787,0.0
0.0003,200.053646535,200.00720275,0.0
0.00033,200.053287884,200.007082983,0.0
0.00037,200.052975502,200.038453408,0.0
0.00041,200.05291315,200.088609453,0.0
0.00045,200.053109016,200.097413925,0.0
0.00049,200.05352667,200.089527812,0.0
0.0005,200.053599181,200.081807105,-6.0
0.00052,200.053687528,130.596969257,-6.0
0.00053,200.053710774,136.670551904,-6.0
0.00056,200.028963572,137.947218331,-6.0
0.00057,199.919606279,137.6202945,-6.0
0.00058,199.622384833,137.465190074,-6.0
0.0006,198.633206786,137.169126779,-6.0
0.00061,198.101273691,137.664174367,-6.0
0.00065,196.046243975,215.276906491,-6.0
0.00066,195.537039699,243.640568661,-6.0
0.00069,194.040963666,253.629722383,-6.0
0.00073,192.837370242,250.109888904,-6.0
0.00074,192.813646469,249.050620833,-6.0
0.00077,192.890460398,229.29809778,-6.0
0.00081,192.918746098,141.129486566,-6.0
0.00082,192.910466858,132.30558378,-6.0
0.00085,192.693038427,134.065470003,-6.0
0.00089,191.268864095,139.579798464,-6.0
0.0009,190.757469105,145.052987811,-6.0
0.00098,186.920480261,245.366261209,-6.0
0.00099,186.555408072,243.433983176,-6.0
0.001,186.262554499,241.155489578,-6.0
0.00104,185.874511523,227.250478993,-6.0
0.00105,185.886350949,218.232694363,-6.0
0.00106,185.898408618,205.319339723,-6.0
0.00107,185.901918218,188.917658808,-6.0
0.00112,185.70106873,127.948185509,-6.0
0.00113,185.569530506,128.0642274,-6.0
0.00114,185.37716831,129.837833948,-6.0
0.00115,185.112822713,132.200559079,-6.0
0.00116,184.77346042,134.872785164,-6.0
0.0012,182.923470725,162.001443225,-6.0
0.00121,182.429811558,175.599959568,-6.0
0.00122,181.946972256,190.923873959,-6.0
0.00123,181.478248853,206.126680696,-6.0
0.00129,179.283114624,230.03253354,-6.0
0.0013,179.105173264,226.419385768,-6.0
0.00131,178.990593078,222.018177171,-6.0
0.00132,178.928291083,216.382495523,-6.0
0.00137,178.840036349,158.642583218,-6.0
0.00138,178.792279329,145.635423163,-6.0
0.00139,178.721999138,135.3125037,-6.0
0.00145,177.415711832,134.515353222,-6.0
0.00146,177.009707693,139.716373957,-6.0
0.00147,176.565181508,146.367432495,-6.0
0.00148,176.097505514,154.861751145,-6.0
0.00153,173.827890084,274.088344849,0.0
0.00154,173.436915311,278.611300891,0.0
0.00155,173.081397292,283.039094886,0.0
0.00162,174.519566264,252.072596059,0.0
0.00163,175.021702675,230.740770117,0.0
0.00164,175.523515633,194.365010806,0.0
0.0017,178.030052771,73.3016191979,0.0
0.00171,178.207223363,74.1434920093,0.0
0.00178,176.024102281,156.071538736,0.0
0.00179,175.598704645,191.060397415,0.0
0.0018,175.189538027,226.197564434,0.0
0.00187,173.943732723,268.351757344,0.0
0.00195,177.34614969,114.386742017,0.0
0.00196,177.727214832,94.3143013467,0.0
0.00197,178.060103777,83.012013327,0.0
0.00198,178.326056605,79.2659120466,0.0
0.00199,178.503005965,80.297834904,0.0
0.002,178.569709187,83.7557924544,0.0
0.00207,176.47707617,176.700894016,0.0
0.00208,176.096230984,203.034008232,0.0
0.00209,175.742871376,228.034776785,0.0
0.0021,175.424812849,248.497592147,0.0
0.00211,175.153071912,262.29191261,0.0
0.00212,174.942799566,269.119129067,0.0
0.00213,174.811907129,270.264348117,0.0
0.00214,174.777718561,267.654588066,0.0
0.00215,174.852304993,262.692337983,0.0
0.00224,178.131997128,116.473359992,0.0
0.00225,178.440116632,101.406385582,0.0
0.00226,178.690918478,92.2837468544,0.0
0.00227,178.870333185,88.8644219289,0.0
0.00228,178.964427856,89.9981301994,0.0
0.00229,178.962801222,94.3762160965,0.0
0.0023,178.86213454,101.011686313,0.0
0.00231,178.6681074,109.588927681,0.0
0.00232,178.395774825,120.398321279,0.0
0.0024,175.906244636,255.486940122,0.0
0.00241,175.77366618,260.70165876,0.0
0.00242,175.718096177,261.236775188,0.0
0.00243,175.748685099,258.031782034,0.0
0.00244,175.869456409,252.001749401,0.0
0.00245,176.077159844,243.782206785,0.0
0.00246,176.360940493,233.475354865,0.0
0.00247,176.7030846,220.966980968,0.0
0.00257,179.42794239,100.83873589,0.0
0.00258,179.37993043,106.026049596,0.0
0.00259,179.251844464,113.758905283,0.0
0.0026,179.051313999,123.609854464,0.0
0.00261,178.792003388,135.469680462,0.0
0.00262,178.491951452,149.313993096,0.0
0.00263,178.1710282,164.991005595,0.0
0.00264,177.848343226,181.976852863,0.0
0.00273,176.853753144,241.119155432,0.0
0.00274,177.073401109,232.004052434,0.0
0.00275,177.350950517,220.956863492,0.0
0.00276,177.671091596,208.13968602,0.0
0.00277,178.015995223,193.766364611,0.0
0.00278,178.367601078,178.257704219,0.0
0.00279,178.709337468,162.291600372,0.0
0.0029,179.232625121,148.591802313,0.0
0.00291,178.960765696,162.008349329,0.0
0.00292,178.677447066,176.397480666,0.0
0.00293,178.398763036,191.193810509,0.0
0.00294,178.139150087,205.67397204,0.0
0.00295,177.91085691,218.966435185,0.0
0.00296,177.723964078,230.154120721,0.0
0.00306,178.906389417,184.218585468,0.0
0.00307,179.21726863,170.513252723,0.0
0.00308,179.513418388,157.008476515,0.0
0.00309,179.782471894,144.424659065,0.0
0.0031,180.014117464,133.558617059,0.0
0.00311,180.20003631,125.149239625,0.0
0.00323,178.775068897,209.777937815,0.0
0.00324,178.594680183,220.287094752,0.0
0.00325,178.456155223,228.690465116,0.0
0.00326,178.366153287,234.460263062,0.0
0.00327,178.329365175,237.290855276,0.0
0.00328,178.348397876,237.122360857,0.0
0.00339,180.69090054,135.472850034,0.0
0.0034,180.83213476,129.506810246,0.0
0.00341,180.923935311,126.207884543,0.0
0.00342,180.963651369,125.709440758,0.0
0.00343,180.950684278,127.943949061,0.0
0.00356,179.158522773,231.324220336,0.0
0.00357,179.207215963,229.878504903,0.0
0.00358,179.304549566,226.028141862,0.0
0.00359,179.44708917,220.041819039,0.0
0.0036,179.629121099,212.270595057,0.0
0.00373,181.404793731,142.043594198,0.0
0.00374,181.288501487,149.068922499,0.0
0.00375,181.140960267,157.503301457,0.0
0.00389,180.498884138,204.765472359,0.0
0.0039,180.701424357,196.133807847,0.0
0.00392,181.138433497,177.530327863,0.0
0.00394,181.553551793,159.828750628,0.0
0.00396,181.876798364,146.272599069,0.0
0.00397,181.987407506,141.970746502,0.0
0.00398,182.058566631,139.65264065,0.0
0.00399,182.088619952,139.423669577,0.0
0.004,182.077598209,141.268228822,0.0
0.00401,182.027358195,145.054655211,0.0
0.00403,181.825676378,157.510011413,0.0
0.00405,181.532554402,174.150488976,0.0
0.00407,181.215449081,191.752733521,0.0
0.00409,180.945434167,207.253068597,0.0
0.00411,180.782514803,217.706577064,0.0
0.00413,180.764059851,221.023591894,0.0
0.00414,180.812946389,219.774776271,0.0
0.00415,180.899284051,216.677921447,0.0
0.00416,181.019887989,211.908229557,0.0
0.00418,181.343198414,198.448020863,0.0
0.0042,181.728477628,182.190497271,0.0
0.00422,182.109551179,166.163829796,0.0
0.00424,182.422524995,153.247096608,0.0
0.00426,182.618391161,145.984832566,0.0
0.00428,182.672229434,145.794276465,0.0
0.0043,182.585606259,152.572850638,0.0
0.00431,182.497159472,158.166432936,0.0
0.00433,182.257745166,172.305492364,0.0
0.00435,181.983697571,187.924852826,0.0
0.00437,181.737589386,202.231203102,0.0
0.00439,181.575367605,212.57474742,0.0
0.00441,181.535412226,216.946520264,0.0
0.00443,181.631513253,214.587722426,0.0
0.00445,181.852487334,206.10181256,0.0
0.00447,182.163848549,193.254273775,0.0
0.00448,182.337589154,186.009813621,0.0
0.0045,182.684606515,171.593036193,0.0
0.00452,182.983452025,159.419482903,0.0
0.00454,183.187130826,151.829434399,0.0
0.00456,183.268269846,150.280923459,0.0
0.00458,183.223183181,154.96947235,0.0
0.0046,183.07125615,164.890213456,0.0
0.00462,182.852114531,177.996037283,0.0
0.00463,182.733491119,184.929138212,0.0
0.00464,182.618091374,191.701972165,0.0
0.00465,182.512667308,198.006787841,0.0
0.00467,182.35578101,208.040907816,0.0
0.00469,182.300874626,213.113192101,0.0
0.00471,182.365250533,212.326667184,0.0
0.00473,182.543716775,205.961809976,0.0
0.00475,182.809887786,195.327413047,0.0
0.00477,183.120578548,182.61664563,0.0
0.00479,183.42478017,170.249416862,0.0
0.0048,183.558861,164.913271523,0.0
0.00482,183.765151204,157.23216745,0.0
0.00484,183.866979771,154.674490067,0.0
0.00486,183.856438223,157.640169928,0.0
0.00488,183.746313638,165.475617351,0.0
0.0049,183.568244085,176.595943196,0.0
0.00492,183.366658165,188.752427415,0.0
0.00494,183.189622019,199.732025818,0.0
0.00497,183.059771118,209.633155311,0.0
0.00499,183.098968602,210.080240427,0.0
0.00501,183.241389026,205.495410737,0.0
0.00503,183.467604885,196.827024657,0.0
0.00505,183.742146293,185.848317319,0.0
0.00507,184.02085493,174.711792012,0.0
0.00509,184.259736394,165.463324945,0.0
0.00511,184.423122366,159.891367407,0.0
0.00514,184.487126505,160.420624604,0.0
0.00516,184.413079958,166.473116916,0.0
0.00518,184.271925526,175.79602,0.0
0.0052,184.10102718,186.487645942,0.0
0.00522,183.942688883,196.565499866,0.0
0.00524,183.836051931,204.150009553,0.0
0.00526,183.809794956,207.80149431,0.0
0.00528,183.876403677,206.907247328,0.0
0.00531,184.134789507,197.863780508,0.0
0.00533,184.376241671,188.477238599,0.0
0.00535,184.630056738,178.53676745,0.0
0.00537,184.856862836,169.872158711,0.0
0.00539,185.023128016,164.15346413,0.0
0.00541,185.107503692,162.462515025,0.0
0.00543,185.104738864,165.037085856,0.0
0.00546,184.965255542,175.495042708,0.0
0.00548,184.82302991,184.817266106,0.0
0.0055,184.683781005,193.977280952,0.0
0.00552,184.583107975,201.280533752,0.0
0.00554,184.548757608,205.331993391,0.0
0.00556,184.595125051,205.423732268,0.0
0.00558,184.721127479,201.64456921,0.0
0.00563,185.250853961,181.804364749,0.0
0.00565,185.464337995,173.797127635,0.0
0.00567,185.630231058,168.096992433,0.0
0.00569,185.726963925,165.800229379,0.0
0.00571,185.746721089,167.274417817,0.0
0.00573,185.696051955,172.172382227,0.0
0.00575,185.594893229,179.525117718,0.0
0.0058,185.321354344,198.801598411,0.0
0.00582,185.282517382,203.07685438,0.0
0.00584,185.313156525,203.941631042,0.0
0.00586,185.415288222,201.328697946,0.0
0.00588,185.577602276,195.795612839,0.0
0.0059,185.777224514,188.460621518,0.0
0.00592,185.984464753,180.782499481,0.0
0.00597,186.349645186,168.980438317,0.0
0.00599,186.38757183,169.564626342,0.0
0.00601,186.361119744,173.274996254,0.0
0.00603,186.285473264,179.379819389,0.0
0.00605,186.185204032,186.643131762,0.0
0.00607,186.089091711,193.701254505,0.0
0.00612,186.029673655,202.548462439,0.0
0.00614,186.112024298,200.898428893,0.0
0.00616,186.250531865,196.527281168,0.0
0.00618,186.427012513,190.315244342,0.0
0.0062,186.616162349,183.514657553,0.0
0.00622,186.790914338,177.394687552,0.0
0.00629,187.02231877,174.558358563,0.0
0.00631,186.969289846,179.559511698,0.0
0.00633,186.889331624,185.844861668,0.0
0.00635,186.807439141,192.21051555,0.0
0.00637,186.748361708,197.48650845,0.0
0.00639,186.732129211,200.664559802,0.0
0.00646,187.08383873,191.830503783,0.0
0.00648,187.255790731,185.8577136,0.0
0.0065,187.420185797,180.24428298,0.0
0.00652,187.555066609,176.053383738,0.0
0.00654,187.644448149,174.103306504,0.0
0.00656,187.68141609,174.727622038,0.0
0.00663,187.518333574,191.082653671,0.0
0.00665,187.465927912,196.035699165,0.0
0.00667,187.447933174,199.307211706,0.0
0.00669,187.476315415,200.294177273,0.0
0.00671,187.553923997,198.877265755,0.0
0.00678,188.056124392,182.775404066,0.0
0.0068,188.187798794,178.74261623,0.0
0.00682,188.281878735,176.558550769,0.0
0.00684,188.330388352,176.616295421,0.0
0.00686,188.333993149,178.857134558,0.0
