"time","accelPedal","k15","prnd","nAtIn","nAtOut"
19.25,100,1,3,3891.7739,3405.5142
19.26,100,1,3,3892.7601,3406.3771
19.27,100,1,3,3893.7456,3407.2395
19.28,100,1,3,3894.7303,3408.1012
19.29,100,1,3,3895.7143,3408.9622
19.3,100,1,3,3896.6975,3409.8225
19.31,100,1,3,3897.68,3410.6823
19.32,100,1,3,3898.6617,3411.5413
19.33,100,1,3,3899.6427,3412.3997
19.34,100,1,3,3900.6229,3413.2575
19.35,100,1,3,3901.6024,3414.1146
19.36,100,1,3,3902.5812,3414.9711
19.37,100,1,3,3903.5592,3415.8269
19.38,100,1,3,3904.5364,3416.6821
19.39,100,1,3,3905.513,3417.5366
19.4,100,1,3,3906.4887,3418.3904
19.41,100,1,3,3907.4638,3419.2436
19.42,100,1,3,3908.4381,3420.0962
19.43,100,1,3,3909.4117,3420.9481
19.44,100,1,3,3910.3845,3421.7994
19.45,100,1,3,3911.3566,3422.65
19.46,100,1,3,3912.3279,3423.5
19.47,100,1,3,3909.3319,3420.8784
19.48,100,1,3,3908.3809,3420.0462
19.49,100,1,3,3908.2997,3419.9751
19.5,100,1,3,3908.2568,3419.9376
19.51,100,1,3,3908.0774,3419.7806
19.52,100,1,3,3907.5993,3419.3622
19.53,100,1,3,3906.9178,3418.7659
19.54,100,1,3,3905.9051,3417.8797
19.55,100,1,3,3904.7346,3416.8555
19.56,100,1,3,3903.3934,3415.6819
19.57,100,1,3,3901.8768,3414.3547
19.58,100,1,3,3899.9999,3412.7123
19.59,100,1,3,3897.7818,3410.7714
19.6,100,1,3,3895.3509,3408.6442
19.61,100,1,3,3892.8321,3406.4401
19.62,100,1,3,3890.0814,3404.0331
19.63,100,1,3,3887.0194,3401.3537
19.64,100,1,3,3883.7589,3398.5006
19.65,100,1,3,3880.3559,3395.5227
19.66,100,1,3,3876.5982,3392.2346
19.67,100,1,3,3872.5646,3388.705
19.68,100,1,3,3868.2494,3384.9289
19.69,100,1,3,3863.8832,3381.1082
19.7,100,1,3,3859.2137,3377.0222
19.71,100,1,3,3832.1564,3376.066
19.72,100,1,3,3654.1975,3387.3338
19.73,100,1,3,3341.5538,3390.8463
19.74,100,1,3,2919.9596,3367.1778
19.75,100,1,3,2909.1524,3354.7154
19.76,100,1,3,2915.008,3361.4678
19.77,100,1,3,2916.9507,3363.7081
19.78,100,1,3,2916.7421,3363.4675
19.79,100,1,3,2915.6292,3362.1842
19.8,100,1,3,2914.1419,3360.4691
19.81,100,1,3,2912.6243,3358.7191
19.82,100,1,3,2911.256,3357.1411
19.83,100,1,3,2910.0824,3355.7879
19.84,100,1,3,2908.9309,3354.4599
19.85,100,1,3,2907.9726,3353.3549
19.86,100,1,3,2907.2534,3352.5256
19.87,100,1,3,2906.6556,3351.8362
19.88,100,1,3,2906.1945,3351.3045
19.89,100,1,3,2905.8498,3350.907
19.9,100,1,3,2905.591,3350.6086
19.91,100,1,3,2905.4922,3350.4946
19.92,100,1,3,2905.6147,3350.6359
19.93,100,1,3,2905.9579,3351.0316
19.94,100,1,3,2906.3477,3351.4811
19.95,100,1,3,2906.9273,3352.1495
19.96,100,1,3,2907.6528,3352.9861
19.97,100,1,3,2906.2899,3351.4145
19.98,100,1,3,2906.1789,3351.2865
19.99,100,1,3,2906.6057,3351.7786
20,100,1,3,2907.2319,3352.5007
20.01,100,1,3,2907.9111,3353.2839
20.02,100,1,3,2908.6253,3354.1076
20.03,100,1,3,2909.3506,3354.9439
20.04,100,1,3,2910.078,3355.7828
20.05,100,1,3,2910.8062,3356.6225
20.06,100,1,3,2911.5343,3357.4621
20.07,100,1,3,2912.2621,3358.3013
20.08,100,1,3,2912.9895,3359.1402
20.09,100,1,3,2913.7167,3359.9787
20.1,100,1,3,2914.4436,3360.817
20.11,100,1,3,2915.1703,3361.6549
20.12,100,1,3,2915.8968,3362.4927
20.13,100,1,3,2916.6231,3363.3302
20.14,100,1,3,2917.3491,3364.1675
20.15,100,1,3,2918.075,3365.0045
20.16,100,1,3,2918.8006,3365.8412
20.17,100,1,3,2919.5259,3366.6777
20.18,100,1,3,2920.251,3367.5139
20.19,100,1,3,2920.9759,3368.3498
20.2,100,1,3,2921.7006,3369.1855
20.21,100,1,3,2922.425,3370.0208
20.22,100,1,3,2923.1492,3370.8559
20.23,100,1,3,2923.8732,3371.6908
20.24,100,1,3,2924.5969,3372.5253
20.25,100,1,3,2925.3204,3373.3596
20.26,100,1,3,2926.0436,3374.1936
20.27,100,1,3,2926.7666,3375.0274
20.28,100,1,3,2927.4894,3375.8609
20.29,100,1,3,2928.2119,3376.6941
20.3,100,1,3,2928.9343,3377.527
20.31,100,1,3,2929.6563,3378.3597
20.32,100,1,3,2930.3782,3379.1921
20.33,100,1,3,2931.0998,3380.0242
20.34,100,1,3,2931.8212,3380.8561
20.35,100,1,3,2932.5423,3381.6877
20.36,100,1,3,2933.2632,3382.519
20.37,100,1,3,2933.9839,3383.35
20.38,100,1,3,2934.7043,3384.1808
20.39,100,1,3,2935.4245,3385.0113
20.4,100,1,3,2936.1445,3385.8415
20.41,100,1,3,2936.8642,3386.6715
20.42,100,1,3,2937.5837,3387.5012
20.43,100,1,3,2938.303,3388.3306
20.44,100,1,3,2939.022,3389.1598
20.45,100,1,3,2939.7408,3389.9887
20.46,100,1,3,2940.4594,3390.8173
20.47,100,1,3,2941.1777,3391.6456
20.48,100,1,3,2941.8958,3392.4737
20.49,100,1,3,2942.6136,3393.3015
20.5,100,1,3,2943.3313,3394.1291
20.51,100,1,3,2944.0487,3394.9563
20.52,100,1,3,2944.7658,3395.7833
20.53,100,1,3,2945.4827,3396.6101
20.54,100,1,3,2946.1994,3397.4365
20.55,100,1,3,2946.9159,3398.2627
20.56,100,1,3,2947.6321,3399.0886
20.57,100,1,3,2948.3481,3399.9143
20.58,100,1,3,2949.0639,3400.7397
20.59,100,1,3,2949.7794,3401.5648
20.6,100,1,3,2950.4947,3402.3896
20.61,100,1,3,2951.2097,3403.2142
20.62,100,1,3,2951.9246,3404.0385
20.63,100,1,3,2952.6392,3404.8625
20.64,100,1,3,2953.3535,3405.6863
20.65,100,1,3,2954.0676,3406.5098
20.66,100,1,3,2954.7815,3407.333
20.67,100,1,3,2955.4952,3408.156
20.68,100,1,3,2956.2086,3408.9787
20.69,100,1,3,2956.9218,3409.8011
20.7,100,1,3,2957.6348,3410.6233
20.71,100,1,3,2958.3475,3411.4452
20.72,100,1,3,2959.06,3412.2668
20.73,100,1,3,2959.7723,3413.0882
20.74,100,1,3,2960.4843,3413.9092
20.75,100,1,3,2961.1961,3414.73
20.76,100,1,3,2961.9077,3415.5506
20.77,100,1,3,2962.619,3416.3709
20.78,100,1,3,2963.3301,3417.1909
20.79,100,1,3,2964.041,3418.0106
20.8,100,1,3,2964.7516,3418.8301
20.81,100,1,3,2965.462,3419.6493
20.82,100,1,3,2966.1722,3420.4682
20.83,100,1,3,2966.8821,3421.2869
20.84,100,1,3,2967.5918,3422.1053
20.85,100,1,3,2968.3013,3422.9235
20.86,100,1,3,2969.0105,3423.7413
20.87,100,1,3,2969.7195,3424.5589
20.88,100,1,3,2970.4283,3425.3763
20.89,100,1,3,2971.1368,3426.1933
20.9,100,1,3,2971.8452,3427.0101
20.91,100,1,3,2972.5532,3427.8266
20.92,100,1,3,2973.2611,3428.6429
20.93,100,1,3,2973.9687,3429.4589
20.94,100,1,3,2974.6761,3430.2746
20.95,100,1,3,2975.3832,3431.0901
20.96,100,1,3,2976.0902,3431.9053
20.97,100,1,3,2976.7969,3432.7202
20.98,100,1,3,2977.5033,3433.5349
20.99,100,1,3,2978.2095,3434.3493
21,100,1,3,2978.9155,3435.1634
21.01,100,1,3,2979.6213,3435.9772
21.02,100,1,3,2980.3268,3436.7908
21.03,100,1,3,2981.0321,3437.6041
21.04,100,1,3,2981.7372,3438.4172
21.05,100,1,3,2982.442,3439.23
21.06,100,1,3,2983.1466,3440.0425
21.07,100,1,3,2983.851,3440.8548
21.08,100,1,3,2984.5552,3441.6668
21.09,100,1,3,2985.2591,3442.4785
21.1,100,1,3,2985.9627,3443.2899
21.11,100,1,3,2986.6662,3444.1011
21.12,100,1,3,2987.3694,3444.9121
21.13,100,1,3,2988.0724,3445.7227
21.14,100,1,3,2988.7752,3446.5331
21.15,100,1,3,2989.4777,3447.3432
21.16,100,1,3,2990.18,3448.1531
21.17,100,1,3,2990.882,3448.9627
21.18,100,1,3,2991.5839,3449.772
21.19,100,1,3,2992.2855,3450.5811
21.2,100,1,3,2992.9869,3451.3899
21.21,100,1,3,2993.688,3452.1984
21.22,100,1,3,2994.3889,3453.0066
21.23,100,1,3,2995.0896,3453.8146
21.24,100,1,3,2995.79,3454.6224
21.25,100,1,3,2996.4903,3455.4298
21.26,100,1,3,2997.1902,3456.237
21.27,100,1,3,2997.89,3457.044
21.28,100,1,3,2998.5895,3457.8506
21.29,100,1,3,2999.2888,3458.657
21.3,100,1,3,2999.9879,3459.4632
21.31,100,1,3,3000.6867,3460.269
21.32,100,1,3,3001.3853,3461.0746
21.33,100,1,3,3002.0837,3461.88
21.34,100,1,3,3002.7819,3462.6851
21.35,100,1,3,3003.4798,3463.4899
21.36,100,1,3,3004.1775,3464.2944
21.37,100,1,3,3004.8749,3465.0987
21.38,100,1,3,3005.5721,3465.9027
21.39,100,1,3,3006.2691,3466.7064
21.4,100,1,3,3006.9659,3467.5099
21.41,100,1,3,3007.6624,3468.3131
21.42,100,1,3,3008.3588,3469.1161
21.43,100,1,3,3009.0548,3469.9188
21.44,100,1,3,3009.7507,3470.7212
21.45,100,1,3,3010.4463,3471.5234
21.46,100,1,3,3011.1417,3472.3253
21.47,100,1,3,3011.8368,3473.1269
21.48,100,1,3,3012.5318,3473.9283
21.49,100,1,3,3013.2265,3474.7294
21.5,100,1,3,3013.921,3475.5302
21.51,100,1,3,3014.6152,3476.3308
21.52,100,1,3,3015.3092,3477.1311
21.53,100,1,3,3016.003,3477.9311
21.54,100,1,3,3016.6965,3478.7309
21.55,100,1,3,3017.3899,3479.5304
21.56,100,1,3,3018.083,3480.3297
21.57,100,1,3,3018.7758,3481.1286
21.58,100,1,3,3019.4685,3481.9274
21.59,100,1,3,3020.1609,3482.7258
21.6,100,1,3,3020.8531,3483.524
21.61,100,1,3,3021.545,3484.3219
21.62,100,1,3,3022.2367,3485.1196
21.63,100,1,3,3022.9282,3485.917
21.64,100,1,3,3023.6195,3486.7142
21.65,100,1,3,3024.3105,3487.511
21.66,100,1,3,3025.0013,3488.3076
21.67,100,1,3,3025.6919,3489.104
21.68,100,1,3,3026.3823,3489.9001
21.69,100,1,3,3027.0724,3490.6959
21.7,100,1,3,3027.7623,3491.4914
21.71,100,1,3,3028.4519,3492.2867
21.72,100,1,3,3029.1414,3493.0818
21.73,100,1,3,3029.8306,3493.8765
21.74,100,1,3,3030.5196,3494.671
21.75,100,1,3,3031.2083,3495.4653
21.76,100,1,3,3031.8968,3496.2593
21.77,100,1,3,3032.5851,3497.053
21.78,100,1,3,3033.2732,3497.8464
21.79,100,1,3,3033.961,3498.6396
21.8,100,1,3,3034.6487,3499.4325
21.81,100,1,3,3035.336,3500.2252
21.82,100,1,3,3036.0232,3501.0176
21.83,100,1,3,3036.7101,3501.8097
21.84,100,1,3,3037.3968,3502.6016
21.85,100,1,3,3038.0833,3503.3932
21.86,100,1,3,3038.7695,3504.1846
21.87,100,1,3,3039.4555,3504.9756
21.88,100,1,3,3040.1413,3505.7665
21.89,100,1,3,3040.8269,3506.557
21.9,100,1,3,3041.5122,3507.3473
21.91,100,1,3,3042.1973,3508.1374
21.92,100,1,3,3042.8822,3508.9271
21.93,100,1,3,3043.5669,3509.7167
21.94,100,1,3,3044.2513,3510.5059
21.95,100,1,3,3044.9355,3511.2949
21.96,100,1,3,3045.6195,3512.0836
21.97,100,1,3,3046.3032,3512.8721
21.98,100,1,3,3046.9867,3513.6603
21.99,100,1,3,3047.67,3514.4482
22,100,1,3,3048.3531,3515.2359
22.01,100,1,3,3049.0359,3516.0233
22.02,100,1,3,3049.7185,3516.8105
22.03,100,1,3,3050.4009,3517.5974
22.04,100,1,3,3051.083,3518.384
22.05,100,1,3,3051.765,3519.1703
22.06,100,1,3,3052.4467,3519.9565
22.07,100,1,3,3053.1281,3520.7423
22.08,100,1,3,3053.8094,3521.5279
22.09,100,1,3,3054.4904,3522.3132
22.1,100,1,3,3055.1712,3523.0983
22.11,100,1,3,3055.8517,3523.8831
22.12,100,1,3,3056.5321,3524.6676
22.13,100,1,3,3057.2122,3525.4519
22.14,100,1,3,3057.8921,3526.2359
22.15,100,1,3,3058.5717,3527.0197
22.16,100,1,3,3059.2512,3527.8031
22.17,100,1,3,3059.9304,3528.5864
22.18,100,1,3,3060.6094,3529.3694
22.19,100,1,3,3061.2881,3530.1521
22.2,100,1,3,3061.9666,3530.9345
22.21,100,1,3,3062.6449,3531.7167
22.22,100,1,3,3063.323,3532.4986
22.23,100,1,3,3064.0009,3533.2803
22.24,100,1,3,3064.6785,3534.0617
22.25,100,1,3,3065.3559,3534.8429
22.26,100,1,3,3066.0331,3535.6237
22.27,100,1,3,3066.71,3536.4044
22.28,100,1,3,3067.3867,3537.1847
22.29,100,1,3,3068.0632,3537.9648
22.3,100,1,3,3068.7395,3538.7447
22.31,100,1,3,3069.4155,3539.5243
22.32,100,1,3,3070.0913,3540.3036
22.33,100,1,3,3070.7669,3541.0827
22.34,100,1,3,3071.4423,3541.8615
22.35,100,1,3,3072.1174,3542.64
22.36,100,1,3,3072.7924,3543.4183
22.37,100,1,3,3073.467,3544.1963
22.38,100,1,3,3074.1415,3544.9741
22.39,100,1,3,3074.8157,3545.7516
22.4,100,1,3,3075.4898,3546.5288
22.41,100,1,3,3076.1635,3547.3058
22.42,100,1,3,3076.8371,3548.0825
22.43,100,1,3,3077.5104,3548.859
22.44,100,1,3,3078.1836,3549.6352
22.45,100,1,3,3078.8564,3550.4111
22.46,100,1,3,3079.5291,3551.1868
22.47,100,1,3,3080.2015,3551.9623
22.48,100,1,3,3080.8738,3552.7374
22.49,100,1,3,3081.5457,3553.5123
22.5,100,1,3,3082.2175,3554.287
22.51,100,1,3,3082.889,3555.0614
22.52,100,1,3,3083.5604,3555.8355
22.53,100,1,3,3084.2314,3556.6094
22.54,100,1,3,3084.9023,3557.383
22.55,100,1,3,3085.573,3558.1563
22.56,100,1,3,3086.2434,3558.9294
22.57,100,1,3,3086.9136,3559.7023
22.58,100,1,3,3087.5835,3560.4749
22.59,100,1,3,3088.2533,3561.2472
22.6,100,1,3,3088.9228,3562.0192
22.61,100,1,3,3089.5921,3562.791
22.62,100,1,3,3090.2611,3563.5626
22.63,100,1,3,3090.93,3564.3339
22.64,100,1,3,3091.5986,3565.1049
22.65,100,1,3,3092.267,3565.8757
22.66,100,1,3,3092.9352,3566.6462
22.67,100,1,3,3093.6031,3567.4164
22.68,100,1,3,3094.2709,3568.1864
22.69,100,1,3,3094.9384,3568.9561
22.7,100,1,3,3095.6056,3569.7256
22.71,100,1,3,3096.2727,3570.4948
22.72,100,1,3,3096.9395,3571.2638
22.73,100,1,3,3097.6061,3572.0325
22.74,100,1,3,3098.2725,3572.8009
22.75,100,1,3,3098.9387,3573.5691
22.76,100,1,3,3099.6046,3574.3371
22.77,100,1,3,3100.2703,3575.1047
22.78,100,1,3,3100.9358,3575.8721
22.79,100,1,3,3101.6011,3576.6393
22.8,100,1,3,3102.2661,3577.4062
22.81,100,1,3,3102.9309,3578.1728
22.82,100,1,3,3103.5955,3578.9392
22.83,100,1,3,3104.2599,3579.7053
22.84,100,1,3,3104.924,3580.4712
22.85,100,1,3,3105.5879,3581.2368
22.86,100,1,3,3106.2516,3582.0022
22.87,100,1,3,3106.9151,3582.7673
22.88,100,1,3,3107.5784,3583.5321
22.89,100,1,3,3108.2414,3584.2967
22.9,100,1,3,3108.9042,3585.061
22.91,100,1,3,3109.5668,3585.8251
22.92,100,1,3,3110.2292,3586.5889
22.93,100,1,3,3110.8913,3587.3524
22.94,100,1,3,3111.5532,3588.1157
22.95,100,1,3,3112.2149,3588.8788
22.96,100,1,3,3112.8764,3589.6416
22.97,100,1,3,3113.5376,3590.4041
22.98,100,1,3,3114.1987,3591.1664
22.99,100,1,3,3114.8595,3591.9284
23,100,1,3,3115.5201,3592.6901
23.01,100,1,3,3116.1804,3593.4516
23.02,100,1,3,3116.8406,3594.2129
23.03,100,1,3,3117.5005,3594.9739
23.04,100,1,3,3118.1602,3595.7346
23.05,100,1,3,3118.8196,3596.4951
23.06,100,1,3,3119.4789,3597.2553
23.07,100,1,3,3120.1379,3598.0152
23.08,100,1,3,3120.7967,3598.7749
23.09,100,1,3,3121.4553,3599.5344
23.1,100,1,3,3122.1137,3600.2936
23.11,100,1,3,3122.7718,3601.0525
23.12,100,1,3,3123.4297,3601.8112
23.13,100,1,3,3124.0874,3602.5696
23.14,100,1,3,3124.7449,3603.3278
23.15,100,1,3,3125.4021,3604.0857
23.16,100,1,3,3126.0592,3604.8434
23.17,100,1,3,3126.716,3605.6008
23.18,100,1,3,3127.3726,3606.3579
23.19,100,1,3,3128.0289,3607.1148
23.2,100,1,3,3128.6851,3607.8715
23.21,100,1,3,3129.341,3608.6278
23.22,100,1,3,3129.9967,3609.384
23.23,100,1,3,3130.6522,3610.1398
23.24,100,1,3,3131.3074,3610.8955
23.25,100,1,3,3131.9624,3611.6508
23.26,100,1,3,3132.6173,3612.4059
23.27,100,1,3,3133.2719,3613.1608
23.28,100,1,3,3133.9262,3613.9154
23.29,100,1,3,3134.5804,3614.6697
23.3,100,1,3,3135.2343,3615.4238
23.31,100,1,3,3135.888,3616.1776
23.32,100,1,3,3136.5415,3616.9312
23.33,100,1,3,3137.1948,3617.6845
23.34,100,1,3,3137.8478,3618.4376
23.35,100,1,3,3138.5006,3619.1904
23.36,100,1,3,3139.1533,3619.943
23.37,100,1,3,3139.8056,3620.6953
23.38,100,1,3,3140.4578,3621.4473
23.39,100,1,3,3141.1097,3622.1991
23.4,100,1,3,3141.7615,3622.9506
23.41,100,1,3,3142.413,3623.7019
23.42,100,1,3,3143.0642,3624.453
23.43,100,1,3,3143.7153,3625.2037
23.44,100,1,3,3144.3661,3625.9543
23.45,100,1,3,3145.0168,3626.7045
23.46,100,1,3,3145.6672,3627.4545
23.47,100,1,3,3146.3173,3628.2043
23.48,100,1,3,3146.9673,3628.9538
23.49,100,1,3,3147.617,3629.7031
23.5,100,1,3,3148.2666,3630.4521
23.51,100,1,3,3148.9159,3631.2008
23.52,100,1,3,3149.5649,3631.9493
23.53,100,1,3,3150.2138,3632.6975
23.54,100,1,3,3150.8624,3633.4455
23.55,100,1,3,3151.5109,3634.1932
23.56,100,1,3,3152.1591,3634.9407
23.57,100,1,3,3152.807,3635.6879
23.58,100,1,3,3153.4548,3636.4349
23.59,100,1,3,3154.1023,3637.1816
23.6,100,1,3,3154.7497,3637.9281
23.61,100,1,3,3155.3968,3638.6743
23.62,100,1,3,3156.0436,3639.4203
23.63,100,1,3,3156.6903,3640.166
23.64,100,1,3,3157.3368,3640.9114
23.65,100,1,3,3157.983,3641.6566
23.66,100,1,3,3158.629,3642.4016
23.67,100,1,3,3159.2748,3643.1463
23.68,100,1,3,3159.9203,3643.8907
23.69,100,1,3,3160.5657,3644.6349
23.7,100,1,3,3161.2108,3645.3788
23.71,100,1,3,3161.8557,3646.1225
23.72,100,1,3,3162.5004,3646.8659
23.73,100,1,3,3163.1449,3647.6091
23.74,100,1,3,3163.7891,3648.352
23.75,100,1,3,3164.4332,3649.0947
23.76,100,1,3,3165.077,3649.8371
23.77,100,1,3,3165.7206,3650.5793
23.78,100,1,3,3166.3639,3651.3212
23.79,100,1,3,3167.0071,3652.0629
23.8,100,1,3,3167.65,3652.8043
23.81,100,1,3,3168.2928,3653.5454
23.82,100,1,3,3168.9353,3654.2863
23.83,100,1,3,3169.5775,3655.027
23.84,100,1,3,3170.2196,3655.7674
23.85,100,1,3,3170.8615,3656.5076
23.86,100,1,3,3171.5031,3657.2475
23.87,100,1,3,3172.1445,3657.9871
23.88,100,1,3,3172.7857,3658.7265
23.89,100,1,3,3173.4267,3659.4656
23.9,100,1,3,3174.0674,3660.2045
23.91,100,1,3,3174.7079,3660.9432
23.92,100,1,3,3175.3483,3661.6816
23.93,100,1,3,3175.9884,3662.4197
23.94,100,1,3,3176.6283,3663.1576
23.95,100,1,3,3177.2679,3663.8952
23.96,100,1,3,3177.9074,3664.6326
23.97,100,1,3,3178.5466,3665.3697
23.98,100,1,3,3179.1856,3666.1066
23.99,100,1,3,3179.8244,3666.8433
24,100,1,3,3180.463,3667.5796
24.01,100,1,3,3181.1013,3668.3158
24.02,100,1,3,3181.7395,3669.0516
24.03,100,1,3,3182.3774,3669.7873
24.04,100,1,3,3183.0151,3670.5226
24.05,100,1,3,3183.6526,3671.2578
24.06,100,1,3,3184.2899,3671.9926
24.07,100,1,3,3184.9269,3672.7273
24.08,100,1,3,3185.5638,3673.4616
24.09,100,1,3,3186.2004,3674.1958
24.1,100,1,3,3186.8368,3674.9296
24.11,100,1,3,3187.473,3675.6633
24.12,100,1,3,3188.1089,3676.3966
24.13,100,1,3,3188.7447,3677.1298
24.14,100,1,3,3189.3802,3677.8626
24.15,100,1,3,3190.0155,3678.5952
24.16,100,1,3,3190.6506,3679.3276
24.17,100,1,3,3191.2855,3680.0597
24.18,100,1,3,3191.9202,3680.7916
24.19,100,1,3,3192.5546,3681.5232
24.2,100,1,3,3193.1889,3682.2546
24.21,100,1,3,3193.8229,3682.9857
24.22,100,1,3,3194.4567,3683.7166
24.23,100,1,3,3195.0903,3684.4472
24.24,100,1,3,3195.7236,3685.1776
24.25,100,1,3,3196.3568,3685.9077
24.26,100,1,3,3196.9897,3686.6376
24.27,100,1,3,3197.6224,3687.3672
24.28,100,1,3,3198.2549,3688.0966
24.29,100,1,3,3198.8872,3688.8257
24.3,100,1,3,3199.5193,3689.5546
24.31,100,1,3,3200.1511,3690.2832
24.32,100,1,3,3200.7828,3691.0116
24.33,100,1,3,3201.4142,3691.7397
24.34,100,1,3,3202.0454,3692.4676
24.35,100,1,3,3202.6764,3693.1952
24.36,100,1,3,3203.3071,3693.9226
24.37,100,1,3,3203.9377,3694.6497
24.38,100,1,3,3204.568,3695.3766
24.39,100,1,3,3205.1982,3696.1032
24.4,100,1,3,3205.8281,3696.8296
24.41,100,1,3,3206.4578,3697.5558
24.42,100,1,3,3207.0872,3698.2816
24.43,100,1,3,3207.7165,3699.0073
24.44,100,1,3,3208.3455,3699.7327
24.45,100,1,3,3208.9744,3700.4578
24.46,100,1,3,3209.603,3701.1827
24.47,100,1,3,3210.2314,3701.9074
24.48,100,1,3,3210.8596,3702.6318
24.49,100,1,3,3211.4875,3703.3559
24.5,100,1,3,3212.1153,3704.0798
24.51,100,1,3,3212.7428,3704.8035
24.52,100,1,3,3213.3702,3705.5269
24.53,100,1,3,3213.9973,3706.25
24.54,100,1,3,3214.6242,3706.9729
24.55,100,1,3,3215.2508,3707.6956
24.56,100,1,3,3215.8773,3708.418
24.57,100,1,3,3216.5036,3709.1402
24.58,100,1,3,3217.1296,3709.8621
24.59,100,1,3,3217.7554,3710.5837
24.6,100,1,3,3218.381,3711.3052
24.61,100,1,3,3219.0064,3712.0263
24.62,100,1,3,3219.6316,3712.7473
24.63,100,1,3,3220.2565,3713.4679
24.64,100,1,3,3220.8813,3714.1884
24.65,100,1,3,3221.5058,3714.9086
24.66,100,1,3,3222.1301,3715.6285
24.67,100,1,3,3222.7542,3716.3482
24.68,100,1,3,3223.3781,3717.0676
24.69,100,1,3,3224.0018,3717.7868
24.7,100,1,3,3224.6253,3718.5058
24.71,100,1,3,3225.2485,3719.2245
24.72,100,1,3,3225.8715,3719.9429
24.73,100,1,3,3226.4943,3720.6611
24.74,99,1,3,3227.1169,3721.3791
24.75,99,1,3,3227.6729,3722.0202
24.76,99,1,3,3228.2631,3722.7008
24.77,98,1,3,3228.9072,3723.4435
24.78,96,1,3,3229.4682,3724.0905
24.79,92,1,3,3229.9271,3724.6196
24.8,92,1,3,3230.2589,3725.0023
24.81,83,1,3,3230.8563,3725.6912
24.82,55,1,3,3230.5977,3725.3929
24.83,55,1,3,3228.5635,3723.0472
24.84,20,1,3,2565.2194,3712.0234
24.85,20,1,3,2564.6295,3711.1697
24.86,20,1,3,2570.1313,3719.1312
24.87,20,1,3,2573.8603,3724.5273
24.88,14,1,3,2575.7163,3727.213
24.89,14,1,3,2575.9824,3727.5981
24.9,14,1,3,2576.3027,3728.0615
24.91,5,1,3,2576.5211,3728.3776
24.92,2,1,3,2575.7773,3727.3013
24.93,2,1,3,2575.4845,3726.8776
24.94,2,1,3,2575.5298,3726.9432
24.95,1,1,3,2575.5728,3727.0054
24.96,1,1,3,2575.4249,3726.7914
24.97,1,1,3,2575.2405,3726.5245
24.98,0,1,3,2575.0283,3726.2174
24.99,0,1,3,2574.7762,3725.8526
25,0,1,3,2574.512,3725.4703
25.01,0,1,3,2574.2374,3725.073
25.02,0,1,3,2573.9538,3724.6625
25.03,0,1,3,2573.6648,3724.2443
25.04,0,1,3,2573.3721,3723.8207
25.05,0,1,3,2573.0771,3723.3939
25.06,0,1,3,2572.7808,3722.9651
25.07,0,1,3,2572.4837,3722.5352
25.08,0,1,3,2572.1862,3722.1048
25.09,0,1,3,2571.8886,3721.674
25.1,0,1,3,2571.5908,3721.2432
25.11,0,1,3,2571.293,3720.8122
25.12,0,1,3,2570.9952,3720.3813
25.13,0,1,3,2570.6975,3719.9504
25.14,0,1,3,2570.3997,3719.5196
25.15,0,1,3,2570.102,3719.0888
25.16,0,1,3,2569.8043,3718.658
25.17,0,1,3,2569.5067,3718.2273
25.18,0,1,3,2569.2091,3717.7967
25.19,0,1,3,2568.9116,3717.3662
25.2,0,1,3,2568.6141,3716.9357
25.21,0,1,3,2568.3167,3716.5053
25.22,0,1,3,2568.0193,3716.0749
25.23,0,1,3,2567.7219,3715.6446
25.24,0,1,3,2567.4246,3715.2144
25.25,0,1,3,2567.1274,3714.7843
25.26,0,1,3,2566.8301,3714.3542
25.27,0,1,3,2566.533,3713.9242
25.28,0,1,3,2566.2359,3713.4943
25.29,0,1,3,2565.9388,3713.0644
25.3,0,1,3,2565.6418,3712.6346
25.31,0,1,3,2565.3448,3712.2048
25.32,0,1,3,2565.0479,3711.7752
25.33,0,1,3,2564.751,3711.3456
25.34,0,1,3,2564.4542,3710.916
25.35,0,1,3,2564.1574,3710.4866
25.36,0,1,3,2563.8606,3710.0572
25.37,0,1,3,2563.5639,3709.6278
25.38,0,1,3,2563.2673,3709.1986
25.39,0,1,3,2562.9707,3708.7694
25.4,0,1,3,2562.6741,3708.3402
25.41,0,1,3,2562.3776,3707.9112
25.42,0,1,3,2562.0812,3707.4822
25.43,0,1,3,2561.7848,3707.0532
25.44,0,1,3,2561.4884,3706.6244
25.45,0,1,3,2561.1921,3706.1956
25.46,0,1,3,2560.8958,3705.7668
25.47,0,1,3,2560.5996,3705.3382
25.48,0,1,3,2560.3034,3704.9096
25.49,0,1,3,2560.0072,3704.4811
25.5,0,1,3,2559.7111,3704.0526
25.51,0,1,3,2559.4151,3703.6242
25.52,0,1,3,2559.1191,3703.1959
25.53,0,1,3,2558.8232,3702.7676
25.54,0,1,3,2558.5273,3702.3394
25.55,0,1,3,2558.2314,3701.9113
25.56,0,1,3,2557.9356,3701.4833
25.57,0,1,3,2557.6398,3701.0553
25.58,0,1,3,2557.3441,3700.6273
25.59,0,1,3,2557.0484,3700.1995
25.6,0,1,3,2556.7528,3699.7717
25.61,0,1,3,2556.4572,3699.344
25.62,0,1,3,2556.1617,3698.9163
25.63,0,1,3,2555.8662,3698.4887
25.64,0,1,3,2555.5708,3698.0612
