"time","'tempc@tpf_0st_0chamber'","'press@tpf_0st_0chamber'","'out2@division'","'tau@tpf_0st_0chamber'","'dm2@tpf_0pump'","'torque@expseu_0'"
4.7,50.2885,0.125579,0.256416,26.6416,0,1.21914
4.8,50.2885,0.125579,0.256416,26.6416,0,1.21914
4.8,50.855,0.129137,0.256484,26.6484,0,1.22952
4.9,50.855,0.129137,0.256484,26.6484,0,1.22952
4.9,51.4218,0.132782,0.256553,26.6553,0,1.23966
5,51.4218,0.132782,0.256553,26.6553,0,1.23966
5,51.9888,0.136516,0.256622,26.6622,0,1.24957
5.1,51.9888,0.136516,0.256622,26.6622,0,1.24957
5.1,52.556,0.140342,0.256692,26.6692,0,1.25922
5.2,52.556,0.140342,0.256692,26.6692,0,1.25922
5.2,53.1234,0.14426,0.256762,26.6762,0,1.2686
5.3,53.1234,0.14426,0.256762,26.6762,0,1.2686
5.3,53.6908,0.148272,0.256834,26.6834,0,1.27769
5.4,53.6908,0.148272,0.256834,26.6834,0,1.27769
5.4,54.2585,0.15238,0.256905,26.6905,0,1.28648
5.5,54.2585,0.15238,0.256905,26.6905,0,1.28648
5.5,54.8265,0.156588,0.256978,26.6978,0,1.29496
5.6,54.8265,0.156588,0.256978,26.6978,0,1.29496
5.6,55.3945,0.160894,0.257051,26.7051,0,1.30312
5.7,55.3945,0.160894,0.257051,26.7051,0,1.30312
5.7,55.9627,0.165303,0.257124,26.7124,0,1.31093
5.8,55.9627,0.165303,0.257124,26.7124,0,1.31093
5.8,56.5311,0.169816,0.257198,26.7198,0,1.31839
5.9,56.5311,0.169816,0.257198,26.7198,0,1.31839
5.9,57.0997,0.174436,0.257273,26.7273,0,1.32548
6,57.0997,0.174436,0.257273,26.7273,0,1.32548
6,57.6684,0.179163,0.257348,26.7348,0,1.33218
6.1,57.6684,0.179163,0.257348,26.7348,0,1.33218
6.1,58.2373,0.184,0.257424,26.7424,0,1.33847
6.2,58.2373,0.184,0.257424,26.7424,0,1.33847
6.2,58.8063,0.188949,0.2575,26.75,0,1.34435
6.3,58.8063,0.188949,0.2575,26.75,0,1.34435
6.3,59.3754,0.194013,0.257577,26.7577,0,1.34979
6.4,59.3754,0.194013,0.257577,26.7577,0,1.34979
6.4,59.9447,0.199193,0.257655,26.7655,0,1.35477
6.5,59.9447,0.199193,0.257655,26.7655,0,1.35477
6.5,60.5142,0.204492,0.257733,26.7733,0,1.35928
6.6,60.5142,0.204492,0.257733,26.7733,0,1.35928
6.6,61.0837,0.209911,0.257811,26.7811,0,1.36331
6.7,61.0837,0.209911,0.257811,26.7811,0,1.36331
6.7,61.6534,0.215453,0.257891,26.7891,0,1.36683
6.8,61.6534,0.215453,0.257891,26.7891,0,1.36683
6.8,62.2232,0.22112,0.25797,26.797,0,1.36982
6.9,62.2232,0.22112,0.25797,26.797,0,1.36982
6.9,62.793,0.226915,0.258051,26.8051,0,1.37227
7,62.793,0.226915,0.258051,26.8051,0,1.37227
7,63.363,0.232839,0.258131,26.8131,0,1.37416
7.1,63.363,0.232839,0.258131,26.8131,0,1.37416
7.1,63.9331,0.238895,0.258213,26.8213,0,1.37547
7.2,63.9331,0.238895,0.258213,26.8213,0,1.37547
7.2,64.5033,0.245085,0.258294,26.8294,0,1.37617
7.3,64.5033,0.245085,0.258294,26.8294,0,1.37617
7.3,65.0735,0.251412,0.258377,26.8377,0,1.37625
7.4,65.0735,0.251412,0.258377,26.8377,0,1.37625
7.4,65.6439,0.257877,0.25846,26.846,0,1.37569
7.5,65.6439,0.257877,0.25846,26.846,0,1.37569
7.5,66.2143,0.264484,0.258543,26.8543,0,1.37447
7.6,66.2143,0.264484,0.258543,26.8543,0,1.37447
7.6,66.7847,0.271235,0.258627,26.8627,0,1.37257
7.7,66.7847,0.271235,0.258627,26.8627,0,1.37257
7.7,67.3553,0.278131,0.258712,26.8712,0,1.36996
7.8,67.3553,0.278131,0.258712,26.8712,0,1.36996
7.8,67.9258,0.285177,0.258796,26.8796,0,1.36662
7.9,67.9258,0.285177,0.258796,26.8796,0,1.36662
7.9,68.4965,0.292373,0.258882,26.8882,0,1.36254
8,68.4965,0.292373,0.258882,26.8882,0,1.36254
8,69.0671,0.299723,0.258968,26.8968,0,1.35769
8.1,69.0671,0.299723,0.258968,26.8968,0,1.35769
8.1,69.6378,0.30723,0.259054,26.9054,0,1.35204
8.2,69.6378,0.30723,0.259054,26.9054,0,1.35204
8.2,70.2086,0.314895,0.259141,26.9141,0,1.34558
8.3,70.2086,0.314895,0.259141,26.9141,0,1.34558
8.3,70.7793,0.322722,0.259229,26.9229,0,1.33828
8.4,70.7793,0.322722,0.259229,26.9229,0,1.33828
8.4,71.3501,0.330713,0.259317,26.9317,0,1.33011
8.5,71.3501,0.330713,0.259317,26.9317,0,1.33011
8.5,71.9209,0.33887,0.259405,26.9405,0,1.32106
8.6,71.9209,0.33887,0.259405,26.9405,0,1.32106
8.6,72.4917,0.347197,0.259494,26.9494,0,1.31109
8.7,72.4917,0.347197,0.259494,26.9494,0,1.31109
8.7,73.0625,0.355697,0.259583,26.9583,0,1.30019
8.8,73.0625,0.355697,0.259583,26.9583,0,1.30019
8.8,73.6333,0.364371,0.259673,26.9673,0,1.28833
8.9,73.6333,0.364371,0.259673,26.9673,0,1.28833
8.9,74.2041,0.373222,0.259763,26.9763,0,1.27549
9,74.2041,0.373222,0.259763,26.9763,0,1.27549
9,74.7749,0.382255,0.259854,26.9854,0,1.26163
9.1,74.7749,0.382255,0.259854,26.9854,0,1.26163
9.1,75.3457,0.39147,0.259945,26.9945,0,1.24673
9.2,75.3457,0.39147,0.259945,26.9945,0,1.24673
9.2,75.9164,0.400872,0.260037,27.0037,0,1.23077
9.3,75.9164,0.400872,0.260037,27.0037,0,1.23077
9.3,76.4872,0.410462,0.260129,27.0129,0,1.21371
9.4,76.4872,0.410462,0.260129,27.0129,0,1.21371
9.4,77.0579,0.420245,0.260222,27.0222,0,1.19554
9.5,77.0579,0.420245,0.260222,27.0222,0,1.19554
9.5,77.6285,0.430222,0.260315,27.0315,0,1.17622
9.6,77.6285,0.430222,0.260315,27.0315,0,1.17622
9.6,78.1991,0.440397,0.260408,27.0408,0,1.15573
9.7,78.1991,0.440397,0.260408,27.0408,0,1.15573
9.7,78.7697,0.450773,0.260502,27.0502,0,1.13403
9.8,78.7697,0.450773,0.260502,27.0502,0,1.13403
9.8,79.3402,0.461354,0.260597,27.0597,0,1.11111
9.9,79.3402,0.461354,0.260597,27.0597,0,1.11111
9.9,79.9107,0.472141,0.260691,27.0691,0,1.08692
10,79.9107,0.472141,0.260691,27.0691,0,1.08692
10,80.4812,0.483139,0.260787,27.0787,0,1.06145
10.1,80.4812,0.483139,0.260787,27.0787,0,1.06145
10.1,81.0516,0.494349,0.260882,27.0882,0,1.03466
10.2,81.0516,0.494349,0.260882,27.0882,0,1.03466
10.2,81.6219,0.505776,0.260979,27.0979,0,1.00652
10.3,81.6219,0.505776,0.260979,27.0979,0,1.00652
10.3,82.1921,0.517421,0.261075,27.1075,0,0.976995
10.4,82.1921,0.517421,0.261075,27.1075,0,0.976995
10.4,82.7621,0.529287,0.261172,27.1172,0,0.946068
10.5,82.7621,0.529287,0.261172,27.1172,0,0.946068
10.5,83.3321,0.541379,0.261269,27.1269,0,0.913699
10.6,83.3321,0.541379,0.261269,27.1269,0,0.913699
10.6,83.902,0.553699,0.261367,27.1367,0,0.879859
10.7,83.902,0.553699,0.261367,27.1367,0,0.879859
10.7,84.4717,0.566252,0.261465,27.1465,0,0.844515
10.8,84.4717,0.566252,0.261465,27.1465,0,0.844515
10.8,85.0414,0.579039,0.261564,27.1564,0,0.807633
10.9,85.0414,0.579039,0.261564,27.1564,0,0.807633
10.9,85.611,0.592064,0.261663,27.1663,0,0.76918
11,85.611,0.592064,0.261663,27.1663,0,0.76918
11,86.1804,0.605331,0.261762,27.1762,0,0.729118
11.1,86.1804,0.605331,0.261762,27.1762,0,0.729118
11.1,86.7497,0.618844,0.261862,27.1862,0,0.687411
11.2,86.7497,0.618844,0.261862,27.1862,0,0.687411
11.2,87.3189,0.632604,0.261962,27.1962,0,0.644016
11.3,87.3189,0.632604,0.261962,27.1962,0,0.644016
11.3,87.888,0.646616,0.262063,27.2063,0,0.598884
11.4,87.888,0.646616,0.262063,27.2063,0,0.598884
11.4,88.4569,0.660883,0.262164,27.2164,0,0.551956
11.5,88.4569,0.660883,0.262164,27.2164,0,0.551956
11.5,89.0257,0.675409,0.262265,27.2265,0,0.503155
11.6,89.0257,0.675409,0.262265,27.2265,0,0.503155
11.6,89.5944,0.690196,0.262367,27.2367,0,0.452379
11.7,89.5944,0.690196,0.262367,27.2367,0,0.452379
11.7,90.1629,0.705248,0.262469,27.2469,0,0.399488
11.8,90.1629,0.705248,0.262469,27.2469,0,0.399488
11.8,90.7312,0.72057,0.262572,27.2572,0,0.344302
11.9,90.7312,0.72057,0.262572,27.2572,0,0.344302
11.9,91.2994,0.736163,0.262674,27.2674,0,0.28662
12,91.2994,0.736163,0.262674,27.2674,0,0.28662
12,91.8675,0.752033,0.262778,27.2778,0,0.22634
12.1,91.8675,0.752033,0.262778,27.2778,0,0.22634
12.1,92.4353,0.768181,0.262881,27.2881,0,0.163814
12.2,92.4353,0.768181,0.262881,27.2881,0,0.163814
12.2,93.003,0.784613,0.262985,27.2985,0,0.100594
12.3,93.003,0.784613,0.262985,27.2985,0,0.100594
12.3,93.5705,0.80133,0.263089,27.3089,0,0.0401954
12.4,93.5705,0.80133,0.263089,27.3089,0,0.0401954
12.4,94.1376,0.81833,0.263194,27.3194,0,-0.0282846
12.5,94.1376,0.81833,0.263194,27.3194,0,-0.0282846
12.5,94.7038,0.835604,0.263298,27.3298,0,-0.114877
12.6,94.7038,0.835604,0.263298,27.3298,0,-0.114877
12.6,95.2699,0.853174,0.263403,27.3403,0,-0.199317
12.7,95.2699,0.853174,0.263403,27.3403,0,-0.199317
12.7,95.8357,0.871044,0.263508,27.3508,0,-0.289851
12.8,95.8357,0.871044,0.263508,27.3508,0,-0.289851
12.8,96.4014,0.889216,0.263614,27.3614,0,-0.384133
12.9,96.4014,0.889216,0.263614,27.3614,0,-0.384133
12.9,96.9668,0.907696,0.263719,27.3719,0,-0.481454
13,96.9668,0.907696,0.263719,27.3719,0,-0.481454
13,97.532,0.926485,0.263825,27.3825,0,-0.581722
13.1,97.532,0.926485,0.263825,27.3825,0,-0.581722
13.1,98.097,0.945589,0.263932,27.3932,0,-0.684963
13.2,98.097,0.945589,0.263932,27.3932,0,-0.684963
13.2,98.6617,0.96501,0.264038,27.4038,0,-0.79122
13.3,98.6617,0.96501,0.264038,27.4038,0,-0.79122
13.3,99.2262,0.984753,0.264145,27.4145,0,-0.900545
13.4,99.2262,0.984753,0.264145,27.4145,0,-0.900545
13.4,99.7904,1.00482,0.264253,27.4253,0,-1.01299
13.5,99.7904,1.00482,0.264253,27.4253,0,-1.01299
13.5,100.354,1.02522,0.26436,27.436,0,-1.1286
13.6,100.354,1.02522,0.26436,27.436,0,-1.1286
13.6,100.918,1.04594,0.264468,27.4468,0,-1.24743
13.7,100.918,1.04594,0.264468,27.4468,0,-1.24743
13.7,101.482,1.06701,0.264576,27.4576,0,-1.36952
13.8,101.482,1.06701,0.264576,27.4576,0,-1.36952
13.8,102.045,1.08841,0.264685,27.4685,0,-1.49494
13.9,102.045,1.08841,0.264685,27.4685,0,-1.49494
13.9,102.608,1.11016,0.264794,27.4794,0,-1.62373
14,102.608,1.11016,0.264794,27.4794,0,-1.62373
14,103.17,1.13225,0.264903,27.4903,0,-1.75594
14.1,103.17,1.13225,0.264903,27.4903,0,-1.75594
14.1,103.733,1.1547,0.265012,27.5012,0,-1.89163
14.2,103.733,1.1547,0.265012,27.5012,0,-1.89163
14.2,104.295,1.1775,0.265122,27.5122,0,-2.03084
14.3,104.295,1.1775,0.265122,27.5122,0,-2.03084
14.3,104.856,1.20066,0.265231,27.5231,0,-2.17363
14.4,104.856,1.20066,0.265231,27.5231,0,-2.17363
14.4,105.418,1.22418,0.265342,27.5342,0,-2.32004
14.5,105.418,1.22418,0.265342,27.5342,0,-2.32004
14.5,105.979,1.24807,0.265452,27.5452,0,-2.47014
14.6,105.979,1.24807,0.265452,27.5452,0,-2.47014
14.6,106.54,1.27232,0.265563,27.5563,0,-2.62397
14.7,106.54,1.27232,0.265563,27.5563,0,-2.62397
14.7,107.1,1.29695,0.265673,27.5673,0,-2.78175
14.8,107.1,1.29695,0.265673,27.5673,0,-2.78175
14.8,107.66,1.32196,0.265785,27.5785,0,-2.9439
14.9,107.66,1.32196,0.265785,27.5785,0,-2.9439
14.9,108.22,1.34734,0.265896,27.5896,0,-3.1105
15,108.22,1.34734,0.265896,27.5896,0,-3.1105
15,108.78,1.37312,0.266007,27.6007,0,-3.28162
15.1,108.78,1.37312,0.266007,27.6007,0,-3.28162
15.1,109.339,1.39928,0.266119,27.6119,0,-3.45734
15.2,109.339,1.39928,0.266119,27.6119,0,-3.45734
15.2,109.898,1.42583,0.266231,27.6231,0,-3.63772
15.3,109.898,1.42583,0.266231,27.6231,0,-3.63772
15.3,110.456,1.45278,0.266344,27.6344,0,-3.82286
15.4,110.456,1.45278,0.266344,27.6344,0,-3.82286
15.4,111.014,1.48012,0.266456,27.6456,0,-4.01283
15.5,111.014,1.48012,0.266456,27.6456,0,-4.01283
15.5,111.572,1.50787,0.266569,27.6569,0,-4.20771
15.6,111.572,1.50787,0.266569,27.6569,0,-4.20771
15.6,112.129,1.53603,0.266682,27.6682,0,-4.40759
15.7,112.129,1.53603,0.266682,27.6682,0,-4.40759
15.7,112.686,1.5646,0.266795,27.6795,0,-4.61255
15.8,112.686,1.5646,0.266795,27.6795,0,-4.61255
15.8,113.242,1.59358,0.266908,27.6908,0,-4.82266
15.9,113.242,1.59358,0.266908,27.6908,0,-4.82266
15.9,113.798,1.62298,0.267021,27.7021,0,-5.03801
16,113.798,1.62298,0.267021,27.7021,0,-5.03801
16,114.354,1.6528,0.267135,27.7135,0,-5.25868
16.1,114.354,1.6528,0.267135,27.7135,0,-5.25868
16.1,114.909,1.68304,0.267249,27.7249,0,-5.48476
16.2,114.909,1.68304,0.267249,27.7249,0,-5.48476
16.2,115.464,1.71371,0.267362,27.7362,0,-5.71632
16.3,115.464,1.71371,0.267362,27.7362,0,-5.71632
16.3,116.018,1.74482,0.267476,27.7476,0,-5.95349
16.4,116.018,1.74482,0.267476,27.7476,0,-5.95349
16.4,116.572,1.77636,0.267591,27.7591,0,-6.19634
16.5,116.572,1.77636,0.267591,27.7591,0,-6.19634
16.5,117.125,1.80834,0.267705,27.7705,0,-6.44497
16.6,117.125,1.80834,0.267705,27.7705,0,-6.44497
16.6,117.678,1.84075,0.267819,27.7819,0,-6.69945
16.7,117.678,1.84075,0.267819,27.7819,0,-6.69945
16.7,118.23,1.87362,0.267934,27.7934,0,-6.95989
16.8,118.23,1.87362,0.267934,27.7934,0,-6.95989
16.8,118.782,1.90693,0.268049,27.8049,0,-7.22636
16.9,118.782,1.90693,0.268049,27.8049,0,-7.22636
16.9,119.334,1.9407,0.268163,27.8163,0,-7.49894
17,119.334,1.9407,0.268163,27.8163,0,-7.49894
17,119.885,1.97492,0.268278,27.8278,0,-7.77773
17.1,119.885,1.97492,0.268278,27.8278,0,-7.77773
17.1,120.435,2.0096,0.268393,27.8393,0,-8.06281
17.2,120.435,2.0096,0.268393,27.8393,0,-8.06281
17.2,120.985,2.04474,0.268508,27.8508,0,-8.35426
17.3,120.985,2.04474,0.268508,27.8508,0,-8.35426
17.3,121.534,2.08034,0.268623,27.8623,0,-8.65222
17.4,121.534,2.08034,0.268623,27.8623,0,-8.65222
17.4,122.082,2.11641,0.268738,27.8738,0,-8.95677
17.5,122.082,2.11641,0.268738,27.8738,0,-8.95677
17.5,122.63,2.15294,0.268853,27.8853,0,-9.26799
17.6,122.63,2.15294,0.268853,27.8853,0,-9.26799
17.6,123.178,2.18994,0.268968,27.8968,0,-9.58597
17.7,123.178,2.18994,0.268968,27.8968,0,-9.58597
17.7,123.724,2.22741,0.269083,27.9083,0,-9.91078
17.8,123.724,2.22741,0.269083,27.9083,0,-9.91078
17.8,124.27,2.26536,0.269199,27.9199,0,-10.2425
17.9,124.27,2.26536,0.269199,27.9199,0,-10.2425
17.9,124.815,2.30379,0.269314,27.9314,0,-10.5812
18,124.815,2.30379,0.269314,27.9314,0,-10.5812
18,125.36,2.3427,0.269429,27.9429,0,-10.927
18.1,125.36,2.3427,0.269429,27.9429,0,-10.927
18.1,125.904,2.3821,0.269544,27.9544,0,-11.2799
18.2,125.904,2.3821,0.269544,27.9544,0,-11.2799
18.2,126.446,2.4219,0.269659,27.9659,0,-11.6396
18.3,126.446,2.4219,0.269659,27.9659,0,-11.6396
18.3,126.987,2.46211,0.269773,27.9773,0,-12.006
18.4,126.987,2.46211,0.269773,27.9773,0,-12.006
18.4,127.525,2.50274,0.269887,27.9887,0,-12.3793
18.5,127.525,2.50274,0.269887,27.9887,0,-12.3793
18.5,128.062,2.54377,0.270001,28.0001,0,-12.7595
18.6,128.062,2.54377,0.270001,28.0001,0,-12.7595
18.6,128.598,2.58521,0.270115,28.0115,0,-13.1467
18.7,128.598,2.58521,0.270115,28.0115,0,-13.1467
18.7,129.131,2.62706,0.270228,28.0228,0,-13.5407
18.8,129.131,2.62706,0.270228,28.0228,0,-13.5407
18.8,129.663,2.66932,0.270341,28.0341,0,-13.9417
18.9,129.663,2.66932,0.270341,28.0341,0,-13.9417
18.9,130.193,2.71199,0.270453,28.0453,0,-14.3497
19,130.193,2.71199,0.270453,28.0453,0,-14.3497
19,130.721,2.75506,0.270565,28.0565,0,-14.7646
19.1,130.721,2.75506,0.270565,28.0565,0,-14.7646
19.1,131.247,2.79854,0.270677,28.0677,0,-15.1866
19.2,131.247,2.79854,0.270677,28.0677,0,-15.1866
19.2,131.771,2.84233,0.270788,28.0788,0,-15.6149
19.3,131.771,2.84233,0.270788,28.0788,0,-15.6149
19.3,132.291,2.88643,0.270898,28.0898,0,-16.0496
19.4,132.291,2.88643,0.270898,28.0898,0,-16.0496
19.4,132.809,2.93084,0.271008,28.1008,0,-16.4908
19.5,132.809,2.93084,0.271008,28.1008,0,-16.4908
19.5,133.324,2.97557,0.271117,28.1117,0,-16.9383
19.6,133.324,2.97557,0.271117,28.1117,0,-16.9383
19.6,133.836,3.02058,0.271225,28.1225,0,-17.3922
19.7,133.836,3.02058,0.271225,28.1225,0,-17.3922
19.7,134.346,3.06589,0.271332,28.1332,0,-17.8522
19.8,134.346,3.06589,0.271332,28.1332,0,-17.8522
19.8,134.852,3.1115,0.271439,28.1439,0,-18.3184
19.9,134.852,3.1115,0.271439,28.1439,0,-18.3184
19.9,135.356,3.15739,0.271545,28.1545,0,-18.7907
20,135.356,3.15739,0.271545,28.1545,0,-18.7907
20,135.856,3.20356,0.27165,28.165,0,-19.2691
20.1,135.856,3.20356,0.27165,28.165,0,-19.2691
20.1,136.354,3.25,0.271754,28.1754,0,-19.7533
20.2,136.354,3.25,0.271754,28.1754,0,-19.7533
20.2,136.848,3.2966,0.271858,28.1858,0,-20.2426
20.3,136.848,3.2966,0.271858,28.1858,0,-20.2426
20.3,137.338,3.34336,0.27196,28.196,0,-20.7369
20.4,137.338,3.34336,0.27196,28.196,0,-20.7369
20.4,137.823,3.39027,0.272061,28.2061,0,-21.2362
20.5,137.823,3.39027,0.272061,28.2061,0,-21.2362
20.5,138.305,3.43732,0.272161,28.2161,0,-21.7402
20.6,138.305,3.43732,0.272161,28.2161,0,-21.7402
20.6,138.783,3.4845,0.272259,28.2259,0,-22.2487
20.7,138.783,3.4845,0.272259,28.2259,0,-22.2487
20.7,139.257,3.5318,0.272357,28.2357,0,-22.7618
20.8,139.257,3.5318,0.272357,28.2357,0,-22.7618
20.8,139.727,3.5792,0.272453,28.2453,0,-23.279
20.9,139.727,3.5792,0.272453,28.2453,0,-23.279
20.9,140.192,3.62671,0.272548,28.2548,0,-23.8004
21,140.192,3.62671,0.272548,28.2548,0,-23.8004
21,140.654,3.67431,0.272642,28.2642,0,-24.3258
21.1,140.654,3.67431,0.272642,28.2642,0,-24.3258
21.1,141.112,3.722,0.272735,28.2735,0,-24.8549
21.2,141.112,3.722,0.272735,28.2735,0,-24.8549
21.2,141.565,3.76964,0.272826,28.2826,0,-25.3866
21.3,141.565,3.76964,0.272826,28.2826,0,-25.3866
21.3,142.012,3.81723,0.272915,28.2915,0,-25.9208
21.4,142.012,3.81723,0.272915,28.2915,0,-25.9208
21.4,142.455,3.86475,0.273003,28.3003,0,-26.4574
21.5,142.455,3.86475,0.273003,28.3003,0,-26.4574
21.5,142.892,3.9122,0.273089,28.3089,0,-26.9961
21.6,142.892,3.9122,0.273089,28.3089,0,-26.9961
21.6,143.324,3.95955,0.273173,28.3173,0,-27.5366
21.7,143.324,3.95955,0.273173,28.3173,0,-27.5366
21.7,143.752,4.00679,0.273256,28.3256,0,-28.0788
21.8,143.752,4.00679,0.273256,28.3256,0,-28.0788
21.8,144.174,4.05392,0.273337,28.3337,0,-28.6224
