"time","off_counter_byType","off_counter","light_switch_old_byType","on_counter","on_counter_byType"
0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.55000000000000E+02,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00,2.55000000000000E+02,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
