"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6","ContinuousState[0]","ContinuousState[1]","ContinuousState[2]","ContinuousState[3]","ContinuousState[4]","ContinuousState[5]","ContinuousState[6]","ContinuousState[7]","EventIndicator[0]","EventIndicator[1]","EventIndicator[2]","Integrator_IC","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","IntegratorLimited_IC","IntegratorLimited_UpperSat","IntegratorLimited_LowerSat","SineWave2_Amp","SineWave2_Bias","SineWave2_Freq","SineWave2_Phase","IntegratorSecondOrder_ICX","IntegratorSecondOrder_ICDXDT","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Phase","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","StateSpace_A","StateSpace_C","StateSpace_D","StateSpace_X0","TransferFcn_A","TransferFcn_C","SineWave8_Amp","SineWave8_Bias","SineWave8_Freq","SineWave8_Phase","ZeroPole_A[0]","ZeroPole_A[1]","ZeroPole_C[0]","ZeroPole_C[1]","SineWave12_Amp","SineWave12_Bias","SineWave12_Freq","SineWave12_Phase"
6.7,0.06530299646,0.1320048914,6.282697972,0.06530299646,281.9668664,-0.2776767189,-0.6206564342,0.06530299646,0.1320048914,6.282697972,0.06530299646,281.5620165,-0.2776767189,-0.2776767189,0.3429797153,-0.8679951086,0.1320048914,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6.8,0.1057879885,0.2129748755,6.289228272,0.1057879885,310.2528165,-0.2094240549,-0.5246360984,0.1057879885,0.2129748755,6.289228272,0.1057879885,309.7587031,-0.2094240549,-0.2094240549,0.3152120435,-0.7870251245,0.2129748755,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6.9,0.1551993236,0.3117975457,6.29980707,0.1551993236,341.3624246,-0.1390703143,-0.4333399523,0.1551993236,0.3117975457,6.29980707,0.1551993236,340.7839848,-0.1390703143,-0.1390703143,0.294269638,-0.6882024543,0.3117975457,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7,0.2130433001,0.4274854986,6.315327003,0.2130433001,375.5772139,-0.06731930646,-0.347681913,0.2130433001,0.4274854986,6.315327003,0.2130433001,374.9202273,-0.06731930646,-0.06731930646,0.2803626065,-0.5725145014,0.4274854986,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.1,0.2787419599,0.5588828184,6.336631333,0.2787419599,413.2069177,0.005111284061,-0.2685193918,0.2787419599,0.5588828184,6.336631333,0.2787419599,412.4779486,0.005111284061,0.005111284061,0.2736306759,-0.4411171816,0.5588828184,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.2,0.351638864,0.7046766264,6.364505529,0.351638864,454.5923083,0.07749705967,-0.1966447446,0.351638864,0.7046766264,6.364505529,0.351638864,453.7986404,0.07749705967,0.07749705967,0.2741418043,-0.2953233736,0.7046766264,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.3,0.4310056503,0.8634101992,6.399669415,0.4310056503,500.1083079,0.1491141401,-0.1327773702,0.4310056503,0.8634101992,6.399669415,0.4310056503,499.2578712,0.1491141401,0.1491141401,0.2818915103,-0.1365898008,0.8634101992,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.4,0.5160493124,1,6.44276998,0.5160493124,550.1674101,0.2192463881,-0.07755653613,0.5160493124,1,6.44276998,0.5160493124,549.268702,0.2192463881,0.2192463881,0.2968029243,0,1,1.797416192,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.5,0.605920122,1,6.494374911,0.605920122,605.223443,0.2871925589,-0.03153500418,0.605920122,1,6.494374911,0.605920122,604.285443,0.2871925589,0.2871925589,0.3187275631,0,1,1.875999954,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.6,0.6997201197,1,6.554966924,0.6997201197,665.775707,0.3522733007,0.004826481719,0.6997201197,1,6.554966924,0.6997201197,664.8077873,0.3522733007,0.3522733007,0.347446819,0,1,1.935839344,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.7,0.7965120869,1,6.624938936,0.7965120869,732.3735263,0.4138379378,0.03116378878,0.7965120869,1,6.624938936,0.7965120869,731.385358,0.4138379378,0.4138379378,0.382674149,0,1,1.976336468,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.8,0.8953289103,1,6.704590144,0.8953289103,805.621254,0.4712709674,0.04721302461,0.8953289103,1,6.704590144,0.8953289103,804.6227107,0.4712709674,0.4712709674,0.4240579428,0,1,1.997086691,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
7.9,0.9951832448,1,6.794123035,0.9951832448,886.1837774,0.5239982052,0.05281316566,0.9951832448,1,6.794123035,0.9951832448,885.1848361,0.5239982052,0.5239982052,0.4711850396,0,1,1.997882684,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8,1.095077379,1,6.89364136,1.095077379,974.792572,0.5714925189,0.0479076588,1.095077379,1,6.89364136,1.095077379,973.8032138,0.5714925189,0.5714925189,0.5235848601,0,1,1.978716493,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.1,1.194013204,1,7.003149098,1.194013204,1072.252361,0.6132790917,0.03254497968,1.194013204,1,7.003149098,1.194013204,1071.282471,0.6132790917,0.6132790917,0.580734112,0,1,1.939779622,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.2,1.291002185,1,7.122550418,1.291002185,1179.448438,0.6489401636,0.006878142432,1.291002185,1,7.122550418,1.291002185,1178.507707,0.6489401636,0.6489401636,0.6420620211,0,1,1.881461113,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.3,1.38507524,1,7.251650637,1.38507524,1297.354723,0.6781192029,-0.02883683462,1.38507524,1,7.251650637,1.38507524,1296.452551,0.6781192029,0.6781192029,0.7069560375,0,1,1.804343668,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.4,1.475292424,1,7.390158161,1.475292424,1427.042622,0.700524466,-0.07424349182,1.475292424,1,7.390158161,1.475292424,1426.188023,0.700524466,0.700524466,0.7747679578,0,1,1.709197816,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.5,1.560752315,1,7.537687403,1.560752315,1569.690772,0.7159319102,-0.1288884942,1.560752315,1,7.537687403,1.560752315,1568.892285,0.7159319102,0.7159319102,0.8448204044,0,1,1.596974225,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.6,1.640601026,1,7.693762634,1.640601026,1726.59576,0.7241874304,-0.192226165,1.640601026,1,7.693762634,1.640601026,1725.861363,0.7241874304,0.7241874304,0.9164135954,0,1,1.468794196,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.7,1.714040736,1,7.857822737,1.714040736,1899.183908,0.7252083972,-0.2636239413,1.714040736,1,7.857822737,1.714040736,1898.520939,0.7252083972,0.7252083972,0.9888323385,0,1,1.32593846,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.8,1.780337659,1,8.029226811,1.780337659,2089.024246,0.7189844805,-0.3423686977,1.780337659,1,8.029226811,1.780337659,2088.439329,0.7189844805,0.7189844805,1.061353178,0,1,1.169834386,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
8.9,1.838829378,1,8.207260576,1.838829378,2297.842775,0.7055777517,-0.4276738745,1.838829378,1,8.207260576,1.838829378,2297.341754,0.7055777517,0.7055777517,1.133251626,0,1,1.002041713,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9,1.888931464,1,8.391143514,1.888931464,2527.53815,0.6851220622,-0.5186873392,1.888931464,1,8.391143514,1.888931464,2527.126031,0.6851220622,0.6851220622,1.203809401,0,1,0.8242369705,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.1,1.930143312,1,8.580036661,1.930143312,2780.198945,0.6578217045,-0.6144999031,1.930143312,1,8.580036661,1.930143312,2779.879846,0.6578217045,0.6578217045,1.272321608,0,1,0.6381967247,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.2,1.962053148,1,8.773050992,1.962053148,3058.122631,0.6239493703,-0.7141544078,1.962053148,1,8.773050992,1.962053148,3057.899741,0.6239493703,0.6239493703,1.338103778,0,1,0.4457798282,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.3,1.98434214,1,8.969256307,1.98434214,3363.836458,0.5838434247,-0.8166552904,1.98434214,1,8.969256307,1.98434214,3363.712004,0.5838434247,0.5838434247,1.400498715,0,1,0.248908847,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.4,1.996787582,1,9.167690521,1.996787582,3700.120425,0.5379045245,-0.920978533,1.996787582,1,9.167690521,1.996787582,3700.09565,0.5379045245,0.5379045245,1.458883058,0,1,0.04955085091,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.5,1.999265125,1,9.367369279,1.999265125,4070.032541,0.4865916146,-1.026081895,1.999265125,1,9.367369279,1.999265125,4070.107692,0.4865916146,0.4865916146,1.51267351,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.6,1.991750013,0.9849697759,9.567295791,1.991750013,4476.93662,0.4304173411,-1.13091533,1.991750013,0.9849697759,9.567295791,1.991750013,4477.110946,0.4304173411,0.4304173411,1.561332671,-0.01503022409,0.9849697759,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.7,1.974317334,0.9501044197,9.766470793,1.974317334,4924.532848,0.3699429289,-1.234431477,1.974317334,0.9501044197,9.766470793,1.974317334,4924.804608,0.3699429289,0.3699429289,1.604374406,-0.04989558034,0.9501044197,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.8,1.947141272,0.8957522944,9.963902526,1.947141272,5416.891414,0.3057725734,-1.335596125,1.947141272,0.8957522944,9.963902526,1.947141272,5417.257893,0.3057725734,0.3057725734,1.641368698,-0.1042477056,0.8957522944,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
9.9,1.910493359,0.8224564685,10.15861665,1.910493359,5958.489499,0.2385474031,-1.433398553,1.910493359,0.8224564685,10.15861665,1.910493359,5958.947035,0.2385474031,0.2385474031,1.671945956,-0.1775435315,0.8224564685,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
10,1.86473977,0.7309492898,10.34966599,1.86473977,6554.251963,0.1689390734,-1.526861623,1.86473977,0.7309492898,10.34966599,1.86473977,6554.795985,0.1689390734,0.1689390734,1.695800696,-0.2690507102,0.7309492898,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
