"time","y2","y1"
0.01,0,1
0.04,0,1
0.06,0,1
0.09,0,1
0.12,3,1
0.14,3,1
0.16,3,1
0.18,3,1
0.21,3,1
0.23,3,1
0.25,3,1
0.27,3,1
0.29,3,1
0.32,3,1
0.34,3,1
0.36,3,1
0.38,3,1
0.41,3,1
0.43,3,1
0.45,3,1
0.47,3,1
0.49,3,1
0.52,3,0
0.54,3,0
0.56,3,0
0.58,3,0
0.6,0,0
0.62,0,0
0.64,0,0
0.66,0,0
0.68,0,0
0.71,0,0
0.73,0,0
0.75,0,0
0.77,0,0
0.79,0,0
0.82,0,0
0.84,0,0
0.86,0,0
0.88,0,0
0.91,0,0
0.93,0,0
0.95,0,0
0.97,0,0
0.99,0,0
1.02,0,1
1.04,0,1
1.06,0,1
1.08,0,1
1.1,3,1
1.12,3,1
1.14,3,1
1.16,3,1
1.18,3,1
1.2,3,1
1.22,3,1
1.24,3,1
1.26,3,1
1.28,3,1
1.31,3,1
1.33,3,1
1.35,3,1
1.37,3,1
1.39,3,1
1.41,3,1
1.43,3,1
1.45,3,1
1.47,3,1
1.49,3,1
1.52,3,0
1.54,3,0
1.56,3,0
1.58,3,0
1.6,0,0
1.62,0,0
1.64,0,0
1.66,0,0
1.68,0,0
1.7,0,0
1.72,0,0
1.74,0,0
1.76,0,0
1.78,0,0
1.81,0,0
1.83,0,0
1.85,0,0
1.87,0,0
1.89,0,0
1.91,0,0
1.93,0,0
1.95,0,0
1.97,0,0
1.99,0,0
2.02,0,1
2.05,0,1
2.08,0,1
2.11,3,1
2.14,3,1
2.17,3,1
2.2,3,1
2.23,3,1
2.26,3,1
2.29,3,1
2.32,3,1
2.35,3,1
2.38,3,1
2.41,3,1
2.44,3,1
2.47,3,1
2.5,3,1
2.53,3,0
2.56,3,0
2.59,3,0
2.62,3,0
2.65,3,0
2.68,3,0
2.71,0,0
2.74,0,0
2.77,0,0
2.8,0,0
2.83,0,0
2.86,0,0
2.89,0,0
2.92,0,0
2.95,0,0
2.98,0,0
3.01,0,1
3.04,0,1
3.07,0,1
3.1,0,1
3.13,0,1
3.16,0,1
3.19,0,1
3.22,3,1
3.25,3,1
3.28,3,1
3.31,3,1
3.34,3,1
3.37,3,1
3.4,3,1
3.43,3,1
3.46,3,1
3.49,3,1
3.52,3,0
3.55,3,0
3.58,3,0
3.61,3,0
3.64,3,0
3.67,3,0
3.7,0,0
3.73,0,0
3.76,0,0
3.79,0,0
3.82,0,0
3.85,0,0
3.88,0,0
3.91,0,0
3.94,0,0
3.97,0,0
4,0,0
4.03,0,1
4.06,0,1
4.09,0,1
4.12,0,1
4.15,0,1
4.18,0,1
4.21,3,1
4.24,3,1
4.27,3,1
4.3,3,1
4.33,3,1
4.36,3,1
4.39,3,1
4.42,3,1
4.45,3,1
4.48,3,1
4.51,3,0
4.54,3,0
4.57,3,0
4.6,3,0
4.63,3,0
4.66,3,0
4.69,3,0
4.72,0,0
4.75,0,0
4.78,0,0
4.81,0,0
4.84,0,0
4.87,0,0
4.9,0,0
4.93,0,0
4.96,0,0
4.99,0,0
5.02,0,0
5.05,0,0
5.08,0,0
5.11,0,0
5.14,0,0
5.17,0,0
5.2,0,0
5.23,0,0
5.26,0,0
5.29,0,0
5.32,0,0
5.35,0,0
5.38,0,0
5.41,0,0
5.44,0,0
5.47,0,0
5.5,0,0
5.53,0,0
5.56,0,0
5.59,0,0
5.62,0,0
5.65,0,0
5.68,0,0
5.71,0,0
5.74,0,0
5.77,0,0
5.8,0,0
5.83,0,0
5.86,0,0
5.89,0,0
5.92,0,0
5.95,0,0
5.98,0,0
6.01,0,0
6.04,0,0
6.07,0,0
6.1,0,0
6.13,0,0
6.16,0,0
6.19,0,0
6.22,0,0
6.25,0,0
6.28,0,0
6.31,0,0
6.34,0,0
6.37,0,0
6.4,0,0
6.43,0,0
6.46,0,0
6.49,0,0
6.52,0,0
6.55,0,0
6.58,0,0
6.61,0,0
6.64,0,0
6.67,0,0
6.7,0,0
6.73,0,0
6.76,0,0
6.79,0,0
6.82,0,0
6.85,0,0
6.88,0,0
6.91,0,0
6.94,0,0
6.97,0,0
7,0,0
7.03,0,0
7.06,0,0
7.09,0,0
7.12,0,0
7.15,0,0
7.18,0,0
7.21,0,0
7.24,0,0
7.27,0,0
7.3,0,0
7.33,0,0
7.36,0,0
7.39,0,0
7.42,0,0
7.45,0,0
7.48,0,0
7.51,0,0
7.54,0,0
7.57,0,0
7.6,0,0
7.63,0,0
7.66,0,0
7.69,0,0
7.72,0,0
7.75,0,0
7.78,0,0
7.81,0,0
7.84,0,0
7.87,0,0
7.9,0,0
7.93,0,0
7.96,0,0
7.99,0,0
8.02,0,0
8.05,0,0
8.08,0,0
8.11,0,0
8.14,0,0
8.17,0,0
8.2,0,0
8.23,0,0
8.26,0,0
8.29,0,0
8.32,0,0
8.35,0,0
8.38,0,0
8.41,0,0
8.44,0,0
8.47,0,0
8.5,0,0
8.53,0,0
8.56,0,0
8.59,0,0
8.62,0,0
8.65,0,0
8.68,0,0
8.71,0,0
8.74,0,0
8.77,0,0
8.8,0,0
8.83,0,0
8.86,0,0
8.89,0,0
8.92,0,0
8.95,0,0
8.98,0,0
9.01,0,0
9.04,0,0
9.07,0,0
9.1,0,0
9.13,0,0
9.16,0,0
9.19,0,0
9.22,0,0
9.25,0,0
9.28,0,0
9.31,0,0
9.34,0,0
9.37,0,0
9.4,0,0
9.43,0,0
9.46,0,0
9.49,0,0
9.52,0,0
9.55,0,0
9.58,0,0
9.61,0,0
9.64,0,0
9.67,0,0
9.7,0,0
9.73,0,0
9.76,0,0
9.79,0,0
9.82,0,0
9.85,0,0
9.88,0,0
9.91,0,0
9.94,0,0
9.97,0,0
10,0,0
10,0,0
