"time","y_0","y_1","y_2"
0,0,0,0
0.01,0,0,0
0.02,0.199983333222161,0,0
0.03,0.799733358222044,1.79972001,0
0.04,1.7986503119775,1.79972001,0
0.05,3.19573542986313,3.5977606,4.1977206
0.06,4.98959121996555,3.5977606,4.1977206
0.07,7.17842337889323,5.3924444,4.1977206
0.08,9.76004288189152,5.3924444,4.1977206
0.09,12.7318656012043,7.1820988,8.3817788
0.1,16.0909186081163,7.1820988,8.3817788
0.11,19.8338378683313,8.9650574,8.3817788
0.12,23.9568772421375,8.9650574,8.3817788
0.13,28.455906086146,10.7396629,12.5385831
0.14,33.3264165241381,10.7396629,12.5385831
0.15,38.5635279724941,12.5042687,12.5385831
0.16,44.1619874034571,12.5042687,12.5385831
0.17,50.1161800067914,14.2572415,16.6546823
0.18,56.4201295808615,14.2572415,16.6546823
0.19,63.0675062232259,15.9969634,16.6546823
0.2,70.0516297261602,15.9969634,16.6546823
0.21,77.3654806975122,17.7218333,20.7168358
0.22,85.0017036732545,17.7218333,20.7168358
0.23,92.9526075899533,19.4302703,20.7168358
0.24,101.2101879866,19.4302703,20.7168358
0.25,109.766119758939,21.1207145,24.7120807
0.26,118.611777121138,21.1207145,24.7120807
0.27,127.738224644078,22.7916308,24.7120807
0.28,137.13623563584,22.7916308,24.7120807
0.29,146.796302260168,24.441506,28.6277994
0.3,156.708665115669,24.441506,28.6277994
0.31,166.86324975249,26.068859,28.6277994
0.32,177.249792651196,26.068859,28.6277994
0.33,187.857718354152,27.672237,32.4517832
0.34,198.676235686887,27.672237,32.4517832
0.35,209.6943540703,29.250215,32.4517832
0.36,220.90083205106,29.250215,32.4517832
0.37,232.284226446416,30.801405,36.1722922
0.38,243.832915645176,30.801405,36.1722922
0.39,255.535061137867,32.324452,36.1722922
0.4,267.378683904548,32.324452,36.1722922
0.41,279.351621650874,33.818039,39.7781189
0.42,291.441550089322,33.818039,39.7781189
0.43,303.636012991826,35.280885,39.7781189
0.44,315.92243009254,35.280885,39.7781189
0.45,328.288110866994,36.711751,43.2586397
0.46,340.720208055026,36.711751,43.2586397
0.47,353.20581867696,38.109437,43.2586397
0.48,365.731983792868,38.109437,43.2586397
0.49,378.285602221929,39.47279,46.6038688
0.5,390.853546181418,39.47279,46.6038688
0.51,403.42268856934,40.800697,46.6038688
0.52,415.97973162192,40.800697,46.6038688
0.53,428.511544476595,42.092092,49.8045086
0.54,441.00478958237,42.092092,49.8045086
